date,0km_ds,1km_ds,2km_ds,3km_ds,4km_ds,5km_ds,6km_ds,7km_ds,8km_ds,9km_ds,10km_ds,11km_ds
1995-06-01,-0.1486243250192849,-0.11337042743095789,-0.05249679897567223,-0.005737831718396337,0.019475125373042475,-0.02093594083390817,0.052725955442854626,0.009290054068114785,0.19374481040686417,0.3590269813484638,0.49041406168744894,0.0012879659639159784
1995-07-01,0.080338635966336,0.045198776057484166,0.049764626765298824,0.09566913980064501,0.05043969255291827,0.09135601915184675,0.057700290577002794,0.02949156541229214,-0.06459978781091591,-0.1837539432176656,-0.3045468385263371,-0.21560383088063545
1995-08-01,0.07861150647548022,0.03627684964200459,0.040906335072932766,0.005576940178106347,-0.0405430537474429,-0.02700909916795231,-0.06600756033730751,-0.03649916013437853,-0.03633148919180964,-0.029384336266680213,-0.20506329113924066,0.5417164745048139
1995-09-01,-0.3143298570876787,-0.24188593562174443,-0.14192974441585918,-0.10891605137432518,-0.18274253359384365,-0.1591640103272704,-0.13298835705045278,-0.15282738913007632,0.06192606545797031,0.018899978764068893,0.13204357940187092,0.26066087920846953
1995-10-01,-0.2753167306789941,-0.1558011342555784,-0.07279350930102198,-0.13039075027428482,-0.14735269399570458,-0.18548065416832893,-0.185953521517083,-0.22634648218364056,-0.2619860610879835,-0.3663280556217376,-0.021952028296672668,-0.3073259242458609
1995-11-01,-0.3513489547540401,-0.20999628114540705,-0.13194026343999185,-0.11757237574256638,-0.10229907095919544,-0.12603442247173538,-0.14766577198926398,-0.1683724384413655,-0.23531129825244612,-0.3521597442763146,-0.2270679574427299,-0.08478015783540019
1995-12-01,-0.6081254992455845,-0.35328753680078506,-0.23031301482701821,-0.12775174324041413,-0.104513970949152,-0.07273355416912236,-0.08817994443946589,-0.13238081352966904,-0.14887202934231014,-0.1560553316233053,-0.36847530876434775,-0.11889482792948715
1996-01-01,-0.31577052100904046,0.010983736164445278,-0.06436055691115274,-0.09604886723884638,-0.07144092717522929,-0.09267721148213232,-0.12475299697009604,-0.19266055045871552,-0.3490154850296779,-0.4586665216051061,-0.5162923035129608,-0.20235228634004088
1996-02-01,-0.17361099429763316,-0.17455725399741984,-0.1487678734408276,-0.13899027195909977,-0.11921027890943295,-0.0787870149306916,-0.0900778545058057,0.01629276116337758,0.07085303728359471,0.20224542558813877,0.37097359756631887,0.22786510031062387
1996-03-01,0.11910907456280286,0.12004250635697765,0.0027670171555065513,-0.010279459513108309,0.015112645179345897,0.024056114468246157,0.0530650270169551,0.04930684010581375,-0.09543245869776476,0.02875218215186306,0.008526562611022831,
1996-04-01,0.37810140237324724,0.22630873093446727,0.039006415607336385,-0.09120607451880625,-0.07031027611727876,-0.1094608711450243,-0.158005540166205,-0.2023215608792294,-0.31815092800942363,0.07688653637350687,-0.01059008729666551,
