date,-11km_ds,-10km_ds,-9km_ds,-8km_ds,-7km_ds,-6km_ds,-5km_ds,-4km_ds,-3km_ds,-2km_ds,-1km_ds,0km_ds,1km_ds,2km_ds,3km_ds,4km_ds,5km_ds,6km_ds,7km_ds,8km_ds,9km_ds,10km_ds,11km_ds,12km_ds,13km_ds,14km_ds,15km_ds,16km_ds,17km_ds,18km_ds,19km_ds,20km_ds,21km_ds,22km_ds,23km_ds,24km_ds
1969-01-01,-0.0001294922380829927,-0.3055449438997129,-0.237983538523464,0.17103688861339758,0.11940356342951011,0.13562746105118972,0.0747187821752643,0.1451999788661701,0.031455043412388486,-0.029634996614839867,-0.030715809213712662,0.046038843090680605,0.31632596756215914,0.20090509715928065,0.0783258253977306,0.17822256755938579,0.253909308516588,0.2838226062264226,0.2509935385256724,0.2019825190469291,0.21704504636586888,0.25990027902531726,0.2543607932561584,0.26201080484176714,0.22584587159998168,0.2404663757567396,0.23467148322942774,0.21365449679341503,0.11897819377180005,0.12089947246229554,0.10724846023873104,0.1465963379755043,0.31943153201130076,0.32141375772261876,0.17171039283317444,
1969-03-01,-0.4875173412700838,-0.38748859088675136,-0.3797056473558054,-0.24542975696502656,-0.11978757619955879,-0.0682389276836694,-0.08151251825732883,-0.15900029174365457,-0.20324040981653554,-0.2522993496251928,-0.23395536263119138,0.0460456942003514,0.25145040328286383,0.3971651760138573,0.27284835526892276,0.3283020130159282,0.1828907758663888,0.0929623753594614,0.06399437629870044,0.09543695210404773,0.09710992683105782,0.07355820915922585,0.13045365054305216,0.11070546187913652,0.08060285582238447,0.09444352209983335,0.049389743766948116,0.026554737022443056,0.024979019261341353,-0.002234260704557292,-0.0018218908070547686,0.007330146313197164,0.019337108903537466,-0.0169592141789451,0.021731268018972,0.044797257499851126
1969-04-01,-0.022436720234122416,-0.2939463708959932,-0.19724011909075148,-0.11350054619058841,-0.12208934264897159,-0.20216812949103666,-0.2680325264801508,-0.32859166524515526,-0.34763285024154594,-0.385456955642624,-0.3567003357543233,-0.020925157259617477,0.25230920627665715,0.2641863466083786,0.2499503041386712,0.17961815653053487,0.05043385987800851,0.012194904844136644,0.02587124587558094,0.06784187563351111,0.15888314374353682,0.16187407945402266,0.09986369831894591,0.049120021021243965,0.04067847082739543,0.008016854098505805,-0.021204525438655877,-0.012864785138187874,0.0060609160422474455,0.004836407280887904,-0.0005950330399925434,-0.01988414503325461,-0.007780312960176346,-0.08116214674539253,-0.019219846461093214,-0.058041202087902075
1969-05-01,-0.2078055875401492,-0.29877066808038166,-0.37438920729919023,-0.23056544415928484,-0.08017249555093142,-0.025338173412074887,-0.007985117156538483,-0.02144367260646345,-0.11605884934291072,-0.13515212471712348,-0.10500393876083164,0.18255364295168422,0.1619788676998956,0.30377788273835393,0.20946376643015002,0.15565114291228951,0.006743432749936819,-0.06432157920408559,-0.0598836636785012,-0.045879494778615804,-0.02595037078431083,-0.01538023608528946,0.0693629664455291,0.07557201964632915,0.07694831196148237,0.08690985116673113,0.057332502506028116,0.03963784747807257,0.08763981428755506,0.11313183175473923,0.12699855675104807,0.119845408977596,0.1319090151809351,0.12216604023958567,0.16145590043436475,0.10186620373240775
1969-06-01,-0.49193175631952507,-0.3238779871769964,-0.12424259672253309,-0.058193349331505065,-0.07817491005682389,-0.05457096484604909,-0.1182939931629497,-0.12419409569053276,-0.18733230036657714,-0.15912079654330258,-0.11507199735940934,0.1731887918366471,0.33435338470396175,0.29449629868039917,0.31957635206641855,0.32460231466214406,0.21803363291088057,0.191639379064995,0.048274465753104866,0.04775301174063888,0.0970437364790067,0.08414284451069325,0.03646789567666803,0.03375357396426996,0.008027909567528886,0.00900369102699756,0.005339224084234424,0.02631770550381135,0.07767119583859647,0.10207301631497663,0.11459040677794072,0.13501886112150646,0.12471466311010808,0.10641632108696124,0.11206250668950009,0.13096410978184353
1969-07-01,0.012517202962186181,0.005587977581959363,-0.10986775178026448,-0.2686737383552795,-0.2785729415680698,-0.22712740979936832,-0.20329518629467577,-0.22237720058808022,-0.1600000000000001,-0.2074421481214245,-0.25177108865905407,-0.21940694372190997,-0.18614616738262255,0.006300884196682365,0.061301605146461914,0.13789901297839263,0.2871159308029954,0.17377973516080936,0.1154065934065935,0.11852143091873633,0.08249298452068454,0.0879529421916685,0.003444120638230613,0.0347395846117701,0.046470717192186976,0.01729206516297154,0.0057624269434507205,-0.04152387154544341,-0.03678663929854496,-0.03750427452088198,-0.06511171343566713,-0.05736490081325515,-0.036591624000595284,-0.09339634816584999,-0.16463187778674498,-0.15386809180750705
1969-08-01,-0.12626252064992358,-0.008070792221998415,-0.14295434442403207,-0.10060519256393842,-0.10098568206457385,-0.09737406358366178,-0.15630698921187347,-0.20212062551282972,-0.24860602892489983,-0.2758476843413045,-0.1950941707684171,0.05459415991310894,0.21409441128594703,0.11340745806211969,0.03415506029952667,0.03723419851506297,0.006611877003021881,0.012188839556342443,0.09019417578129114,0.09604405075412958,0.08118022501472738,0.08306181234357998,0.08574959596919844,0.09051045862856354,0.06395374829444142,0.04427485950013533,0.04832608591771412,0.07691020134885768,0.11698234752033204,0.12095566244333612,0.09212518929833423,0.052592807623756545,0.07332477821793197,0.07493196985897362,0.05183432758341928,0.012600877813960083
1969-09-01,-0.24282287060506821,-0.010858653869696127,0.1285205405439362,0.10794180459156444,0.05363442374427918,0.02530207906110977,0.01576023544572746,-0.13079776467056023,-0.17445965455829213,-0.22279792746114005,-0.16712686803111076,-0.28881019928761137,-0.3206803997730546,-0.21842292939611802,-0.12664743621624303,-0.10689475163634887,0.009640422522294616,0.055673561969118567,0.04101200514267592,0.10396595816847864,0.12125388231072176,0.06242991742999053,0.05003095706201223,0.08434160818304347,0.12189123128628185,0.10853613794790286,0.10030887694951392,0.05762817324983677,0.007942516232549832,-0.039805678024050314,-0.05974641373240019,-0.08009625790283098,-0.10327752589853346,-0.10649175538638739,-0.08351125134619375,-0.11010742187500001
1969-10-01,-0.25656788298848243,-0.17697080406916327,-0.15863913624947013,-0.17827754556785064,-0.20992209922099214,-0.20852156820640716,-0.23179596965607113,-0.2985587467362925,-0.23450468153970624,-0.21433836642491982,-0.1951930801483455,-0.21584589344724744,-0.21628021706956105,-0.18002172920373508,-0.05005764080355193,0.12519181765707937,0.11236072679534413,0.16475989745975558,0.1497881513110711,0.10475203468471878,0.09051127596760847,0.07429516445429689,0.03269696437971573,0.002457810841044484,-0.027757816493239287,-0.05194323346628316,-0.06748954936115306,-0.07645663754781953,-0.08158428159286171,-0.09295177855903704,-0.07740237970926869,-0.05268133929479482,-0.08793074865471558,-0.0718024680945276,-0.11655491347037335,-0.10654299323138627
1969-12-01,-0.3578941952176884,-0.22111908905784278,-0.08455451968237412,-0.08875653265598084,-0.11985716994248877,-0.1106897656337931,-0.1395257182955083,-0.1816065440721043,-0.22313094908049178,-0.09470485488000392,0.02038103202427261,0.1312864021387749,0.17122893158963223,0.04074622258455176,0.19872415910486438,0.3367844056866483,0.3605896334804286,0.23674442363357737,0.20921813842482131,0.16212150638252792,0.1656532724753443,0.13525013237634753,0.11457055577920355,0.0928266358871895,0.09194512742190666,0.05065777546859124,0.02872677995774751,-0.00406678947055684,-0.01911488015706374,-0.02460946400992478,-0.0010154666197425615,-0.01149553987981892,0.04555629410959716,0.062312470310931296,0.06384990245034422,0.12072756346192273
