,0km,1km,2km,3km,4km,5km,6km,7km,8km,9km,10km,11km,12km,13km,14km,15km,16km,17km,18km,19km,20km,21km,22km,23km,24km,25km,26km,27km,28km,29km,30km,31km,32km,33km,34km,35km
1998-02-01,2.464,3.878,4.0680000000000005,3.625,3.085,2.8289999999999997,2.425,2.197,1.893,1.6840000000000002,2.182,3.113,4.155,5.973,5.915,5.436,6.45,7.684,9.486,12.899000000000001,13.472999999999999,14.745,14.450999999999999,14.005999999999998,12.805,11.562999999999999,10.186,8.783,7.4110000000000005,5.995,5.023,4.782,4.644,-9999.0,-9999.0,-9999.0
1998-03-01,3.32,3.4419999999999997,3.5010000000000003,3.2960000000000003,3.082,2.498,2.184,2.434,2.513,3.409,5.111000000000001,6.915,8.616,10.823,13.648,12.546,15.206,14.242,13.687000000000001,16.759,16.659000000000002,15.752,15.095,13.979000000000001,12.357000000000001,10.967,9.288,7.956,6.85,6.341,6.03,5.662999999999999,-9999.0,-9999.0,-9999.0,-9999.0
1998-04-01,2.531,3.637,3.897,3.911,3.358,3.2739999999999996,2.859,2.37,2.137,2.674,6.2410000000000005,9.31,11.045,10.257,9.734,11.187000000000001,10.699000000000002,12.075999999999999,13.629000000000001,15.185,15.299000000000001,14.911,14.649000000000001,13.148,11.772,10.624,9.556000000000001,8.67,7.874,7.17,6.33,5.632999999999999,5.178,-9999.0,-9999.0,-9999.0
1998-05-01,3.39,3.878,3.883,3.655,3.366,3.2260000000000004,2.7230000000000003,2.891,2.5810000000000004,3.326,5.178,5.038,7.672000000000001,10.652999999999999,9.923,9.047,12.175,10.783,10.786,12.925999999999998,14.130999999999998,13.952,13.280999999999999,12.864,12.165999999999999,11.187000000000001,10.922,10.374,9.649,8.673,7.7,6.657,5.827999999999999,-9999.0,-9999.0,-9999.0
1998-06-01,3.2260000000000004,3.917,3.8160000000000003,4.093999999999999,3.877,3.5589999999999997,3.133,3.111,2.5780000000000003,3.73,7.132999999999999,9.424,11.055,9.695,9.83,10.935,9.78,11.054,11.198,11.574000000000002,12.992,13.074000000000002,12.204,12.274000000000001,12.644,12.337,11.719000000000001,11.738,10.815,9.935,8.83,7.575,6.688,5.891,-9999.0,-9999.0
1998-07-01,2.891,3.273,3.358,3.67,3.821,3.812,3.568,3.1630000000000003,4.725,6.055,6.792999999999999,8.654,8.865,7.74,8.283999999999999,8.33,8.992,9.915,11.037,12.249,13.217,13.145,13.343,13.482999999999999,13.245999999999999,12.915999999999999,12.485999999999999,11.665999999999999,10.817,9.873,8.874,7.815,6.827999999999999,5.902,5.098,4.664
1998-08-01,4.385,4.4,3.568,3.427,3.818,3.418,3.388,2.9560000000000004,2.804,3.931,5.0680000000000005,5.281000000000001,5.765,5.666,5.912000000000001,6.44,7.44,8.131,9.302,11.225999999999999,12.190999999999999,12.661,12.637,11.536,12.079,12.241,12.114,11.344000000000001,10.259,9.421,8.537,7.561,6.6579999999999995,5.699,5.092,-9999.0
1998-09-01,2.9989999999999997,3.7769999999999997,3.635,3.4530000000000003,3.3289999999999997,3.0839999999999996,2.9339999999999997,2.822,2.54,2.039,3.194,5.306,5.275,4.995,5.831,6.667000000000001,6.971,8.517000000000001,10.041,11.300999999999998,12.044,11.857000000000001,11.845,11.489,11.54,11.769,11.222999999999999,10.347000000000001,9.45,8.461,7.43,6.711,5.903,5.401,-9999.0,-9999.0
1998-10-01,2.066,3.07,3.489,3.358,3.109,2.6439999999999997,2.5810000000000004,2.227,2.92,2.872,3.505,3.858,3.907,4.928999999999999,5.226,5.972,7.871,8.942,10.151,11.464,11.905,11.937999999999999,12.005,11.864,11.573,10.460999999999999,9.578,8.383,7.319,6.627000000000001,6.051,5.375,4.854,4.315,3.773,3.262
1998-11-01,1.9369999999999998,3.388,3.273,3.1430000000000002,2.918,2.511,2.1919999999999997,1.969,2.149,1.49,2.593,4.882,5.5360000000000005,6.77,6.449,7.702000000000001,9.06,11.107000000000001,10.821,11.890999999999998,11.921,12.071,12.445,12.220999999999998,10.752,9.18,7.584,6.07,4.713,4.831,4.143,3.554,3.227,2.7319999999999998,2.325,-9999.0
1998-12-01,1.89,3.338,3.2310000000000003,2.918,2.638,2.349,2.415,1.976,1.871,1.734,2.406,3.179,4.248,6.2170000000000005,6.9079999999999995,8.035,8.475,10.958,12.579,12.373,13.513,12.675999999999998,12.795,12.091,11.234000000000002,9.646,8.01,6.245,5.195,4.25,3.576,2.7289999999999996,2.367,1.9,1.5830000000000002,-9999.0
1999-01-01,2.1719999999999997,3.156,2.96,2.7,2.457,2.307,2.05,2.013,1.925,2.577,3.74,5.881,7.957000000000001,8.155,8.725,9.613999999999999,11.668,12.515999999999998,12.901,13.127,12.909,12.459000000000001,12.63,12.068,11.369000000000002,10.308,8.815,7.121,6.047000000000001,4.787,3.801,3.17,2.557,2.18,1.7619999999999998,1.569
1999-02-01,2.2230000000000003,3.123,3.0660000000000003,2.803,2.289,2.102,1.875,1.757,1.61,2.395,3.377,5.053999999999999,5.9670000000000005,6.632999999999999,7.1160000000000005,8.521,10.669,12.045,12.767000000000001,15.204,15.175999999999998,14.399000000000001,13.168,12.375,11.289000000000001,10.048,8.414,6.898,5.447,4.803999999999999,4.333,3.965,3.708,3.161,2.6830000000000003,2.362
1999-03-01,3.035,4.053999999999999,3.78,3.278,2.946,2.728,2.5540000000000003,2.177,2.688,4.328,7.58,9.58,11.546,12.731,14.385,13.886,15.120999999999999,15.542,16.589000000000002,18.098,15.759,15.748,14.652000000000001,13.692,12.755,11.51,9.721,8.588,7.511,6.742999999999999,5.768,4.891,3.952,3.158,2.891,-9999.0
1999-04-01,3.77,4.1160000000000005,3.6460000000000004,3.375,3.6839999999999997,3.279,2.623,2.66,3.2489999999999997,4.466,6.667999999999999,9.568,10.878,11.409,10.514000000000001,8.99,9.613999999999999,11.354000000000001,13.919,14.595999999999998,15.007,14.618,14.319,13.444,12.19,11.009,9.95,8.769,7.932,7.211,6.617999999999999,5.904,5.144,4.587,4.606,-9999.0
1999-05-01,4.092,5.085,4.005,3.641,3.905,3.1039999999999996,2.175,2.38,2.0540000000000003,2.2159999999999997,3.7710000000000004,5.6610000000000005,8.482999999999999,9.931000000000001,9.28,9.95,10.042,11.184000000000001,12.186,12.899000000000001,12.36,12.868,13.142999999999999,12.668,11.407,10.754000000000001,10.49,9.885,9.11,8.183,7.146,6.154,5.395,5.462999999999999,-9999.0,-9999.0
1999-06-01,4.2669999999999995,4.39,3.141,3.591,3.764,3.43,3.325,3.3939999999999997,4.49,4.868,5.312,8.318999999999999,10.215,7.8839999999999995,7.574,7.646,8.604,8.658999999999999,10.112,11.857999999999999,12.537,12.523,12.777000000000001,12.395,12.533,12.482000000000001,11.912,11.183,10.29,9.595,8.655,7.821000000000001,6.895,5.983,5.282,-9999.0
1999-07-01,3.3160000000000003,3.594,3.44,3.408,3.6060000000000003,3.495,3.043,2.7689999999999997,2.696,2.9560000000000004,4.155,5.347,5.657,6.28,6.48,6.6979999999999995,7.8420000000000005,9.147,9.698,10.798,12.175999999999998,12.963,13.31,13.468,13.145,12.799000000000001,12.364,11.097999999999999,10.099,9.065,8.039,7.047000000000001,6.087999999999999,5.437,-9999.0,-9999.0
1999-08-01,2.846,3.0980000000000003,3.282,3.74,3.452,3.2539999999999996,2.964,2.103,2.2430000000000003,2.2969999999999997,2.0869999999999997,4.7010000000000005,4.157,3.775,5.295,6.877999999999999,7.524,8.073,9.526,10.874,11.520999999999999,11.800999999999998,12.769,12.057,11.174000000000001,11.475999999999999,11.625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1999-09-01,2.835,3.58,3.0810000000000004,2.739,2.594,2.54,2.614,2.695,2.799,2.835,3.1,3.17,2.787,2.898,3.1210000000000004,4.588,6.242000000000001,7.662000000000001,9.191,9.98,10.87,11.603,11.72,11.571,11.458,10.665,10.124,9.45,8.36,7.422000000000001,6.577000000000001,5.796,5.145,4.62,3.932,-9999.0
1999-10-01,1.739,3.384,3.2680000000000002,3.011,2.4659999999999997,2.147,1.855,1.604,1.443,1.16,1.078,2.068,3.236,3.2439999999999998,3.766,4.407,5.632000000000001,8.861,10.373,11.937000000000001,11.899000000000001,12.112,12.857000000000001,12.584000000000001,12.502,11.323,9.754,8.572000000000001,7.452999999999999,6.472,5.582999999999999,5.002,4.177,3.5189999999999997,3.009,-9999.0
1999-11-01,1.518,2.695,2.642,2.787,2.679,2.464,2.1790000000000003,2.804,2.43,2.384,2.844,3.3339999999999996,3.923,4.3919999999999995,4.9319999999999995,5.656000000000001,7.212999999999999,9.299,10.54,11.275,11.994000000000002,12.26,12.401,11.872,10.8,9.565,8.054,6.962000000000001,5.7010000000000005,4.795,3.7689999999999997,3.199,2.7030000000000003,2.296,1.868,1.896
1999-12-01,2.8939999999999997,3.428,3.303,2.978,2.524,2.175,1.77,1.382,1.5490000000000002,2.335,3.032,3.497,5.096,7.256,6.013,7.307,7.9079999999999995,8.955,9.41,10.695,12.243,12.904000000000002,13.305,12.874,12.09,9.731,7.681,5.95,4.4719999999999995,3.72,3.1060000000000003,2.489,2.092,1.689,1.402,-9999.0
2000-01-01,1.771,3.193,3.0269999999999997,2.8560000000000003,2.407,2.024,1.591,1.297,1.07,0.895,0.914,2.25,5.617999999999999,7.348,10.909,8.786,7.8660000000000005,8.263,10.788,12.677,15.542,14.293,12.046,9.949,7.5760000000000005,6.207000000000001,5.557,4.952,4.166,3.4989999999999997,3.036,2.7260000000000004,-9999.0,-9999.0,-9999.0,-9999.0
2000-02-01,2.785,3.542,3.3369999999999997,2.91,2.48,2.065,1.726,1.3519999999999999,1.156,0.951,1.075,1.8519999999999999,4.5089999999999995,5.445,7.547999999999999,7.374,6.228,8.605,10.272,13.16,12.158,13.212,12.352,13.289000000000001,11.720999999999998,10.249,8.312000000000001,7.689,6.857,5.791,4.93,4.117,3.9139999999999997,3.3680000000000003,2.7710000000000004,-9999.0
2000-03-01,3.029,4.086,3.7880000000000003,3.3110000000000004,2.951,2.6839999999999997,2.313,2.052,2.423,3.35,5.8229999999999995,9.113,9.472999999999999,8.388,9.887,9.985,8.097000000000001,11.208,12.51,15.212,15.898,15.192,13.815,12.895999999999999,12.594000000000001,11.412,10.17,9.433,8.138,7.329,6.14,5.306,4.752,4.066,3.205,-9999.0
2000-04-01,3.47,3.775,3.613,3.513,3.307,3.002,2.89,3.205,3.7089999999999996,4.303,5.48,8.397,8.234,7.956,8.325,10.334000000000001,11.032,11.627,13.29,14.258,14.187999999999999,13.739,13.453,12.796,11.825,10.815,9.825,8.667,7.216,6.6,6.066,5.345,4.624,3.818,3.358,-9999.0
2000-05-01,4.577,5.01,4.606,4.53,4.296,3.991,3.531,4.001,4.084,5.09,5.829,7.582999999999999,8.648,7.77,6.0520000000000005,6.172999999999999,8.357000000000001,9.547,12.057,13.583,13.705,13.232000000000001,12.571,11.673,10.793,10.312000000000001,9.843,9.113999999999999,8.03,7.3839999999999995,6.608,5.772,4.873,4.494,-9999.0,-9999.0
2000-06-01,5.081,5.199,4.9910000000000005,4.574,4.332,3.81,3.359,2.9419999999999997,3.32,3.513,4.187,4.485,5.147,4.827,4.246,5.609,6.937,8.788,10.421,11.140999999999998,12.061,12.777999999999999,12.673,11.710999999999999,11.314,11.04,11.394,10.885,9.96,8.721,7.856,6.835,6.257999999999999,-9999.0,-9999.0,-9999.0
2000-07-01,3.516,4.148,4.2410000000000005,3.8739999999999997,3.766,3.47,3.2939999999999996,3.2939999999999996,3.818,4.0169999999999995,4.724,7.295,7.143,6.17,5.79,6.05,7.587000000000001,7.938,9.701,10.868,11.892000000000001,12.797,12.856,12.130999999999998,11.915999999999999,12.149000000000001,11.524000000000001,11.008,10.408,9.22,7.931,6.696000000000001,5.7989999999999995,5.02,4.631,-9999.0
2000-08-01,4.877,4.668,4.295,4.376,3.9419999999999997,3.367,3.2089999999999996,3.037,2.86,3.0260000000000002,4.296,5.4,4.791,4.263,5.659,6.023,6.944,8.151,8.885,10.181000000000001,11.354000000000001,12.056,12.037,12.297,12.157,11.321,10.605,10.284,9.312000000000001,8.359,7.327999999999999,6.468999999999999,5.462000000000001,4.2139999999999995,3.782,-9999.0
2000-09-01,2.8810000000000002,3.609,3.5789999999999997,3.655,3.225,2.718,2.35,1.996,1.73,1.4969999999999999,1.8780000000000001,1.652,2.0909999999999997,3.049,3.7510000000000003,4.845,5.8260000000000005,7.397,9.437999999999999,10.615,11.318,11.919,11.977,12.44,12.265999999999998,12.205,11.456,10.668,9.446,8.404,7.2010000000000005,6.239,5.318,4.542,3.822,-9999.0
2000-10-01,3.2689999999999997,3.716,3.647,3.47,3.154,2.762,2.67,2.56,2.93,4.316,4.967,4.754,5.1979999999999995,4.493,4.227,5.2989999999999995,7.9510000000000005,9.097000000000001,9.907,10.699000000000002,11.565,11.947000000000001,12.367,12.056,11.089,12.245999999999999,11.174000000000001,9.467,8.59,7.48,6.696000000000001,5.849,4.861000000000001,4.207,3.6630000000000003,3.24
2000-11-01,1.82,3.168,2.7960000000000003,2.469,2.269,2.112,1.9080000000000001,1.6130000000000002,1.37,1.5659999999999998,3.188,3.5860000000000003,3.983,5.053,6.495,8.166,9.77,10.626,11.502,11.835,12.762,12.749,12.610999999999999,11.93,11.159,10.309000000000001,8.868,7.501,6.185,5.385,4.311,3.6460000000000004,3.145,2.905,2.7110000000000003,-9999.0
2000-12-01,2.0,3.111,3.088,2.722,2.465,1.999,1.889,1.7180000000000002,1.9040000000000001,2.3480000000000003,2.293,2.987,4.543,6.324,7.207999999999999,7.197,9.873,10.152999999999999,12.243,14.917,15.870999999999999,15.988,14.892999999999999,13.865,13.135,12.0,10.66,8.89,6.281000000000001,5.517,4.795,3.9389999999999996,3.1919999999999997,2.563,1.9969999999999999,-9999.0
2001-01-01,1.679,3.1039999999999996,3.075,2.748,2.434,2.245,1.9769999999999999,2.062,2.3280000000000003,2.8789999999999996,4.569,7.099,9.067,9.443,10.818,7.9910000000000005,8.811,10.834000000000001,13.515999999999998,16.278,15.552999999999999,15.617,14.884,14.366,13.380999999999998,10.849,8.716000000000001,7.425,6.42,5.247999999999999,4.335,3.7969999999999997,3.3710000000000004,2.7460000000000004,2.3890000000000002,2.687
2001-02-01,2.67,3.391,3.2430000000000003,3.068,2.708,2.377,2.149,1.885,1.694,1.9,3.028,5.612,8.037,7.556,9.376,8.955,10.623,12.106,13.418,16.593,16.361,15.642999999999999,15.294,13.947000000000001,12.255,11.103,9.297,8.235,7.006,6.08,4.986000000000001,4.585,4.343999999999999,3.781,2.708,-9999.0
2001-03-01,1.794,3.759,3.498,3.16,2.855,2.411,2.116,1.882,2.458,5.0889999999999995,8.032,10.238999999999999,10.074,10.615,11.375,14.425999999999998,14.960999999999999,12.794,13.975,15.442,16.839000000000002,17.54,15.908,13.720999999999998,12.495999999999999,11.238,10.508,9.662,8.374,7.193,5.775,4.768,4.048,3.6239999999999997,4.041,-9999.0
2001-04-01,3.583,3.988,3.891,3.805,3.261,3.114,3.196,2.306,4.279,6.994,9.863,12.124,13.417,14.478,13.217,11.57,14.151,17.121,15.232999999999999,13.482999999999999,15.703,16.014,15.19,13.494000000000002,12.515999999999998,11.491,10.635,10.002,8.982999999999999,8.17,7.227,6.39,5.723,5.012,4.129,-9999.0
2001-05-01,4.65,5.271,4.885,4.3389999999999995,3.662,3.093,2.7439999999999998,2.467,2.353,2.613,4.428999999999999,6.034,7.645,9.106,10.552,7.922999999999999,9.89,10.467,11.557,13.53,14.057,14.715,14.088,13.317,12.625,11.949000000000002,11.092,10.224,9.51,8.735,7.74,6.808,6.074,5.2,-9999.0,-9999.0
2001-06-01,4.27,4.236000000000001,4.54,3.945,3.793,3.755,3.458,3.0860000000000003,2.866,2.889,4.192,7.1770000000000005,8.541,7.874,6.006,7.487,10.141,10.784,11.624,11.755999999999998,12.972999999999999,13.600999999999999,13.578,13.436,13.325999999999999,13.556,12.925,12.270999999999999,11.356,10.11,8.996,7.851,6.697,-9999.0,-9999.0,-9999.0
2001-07-01,4.857,4.8,4.717,4.135,3.842,3.81,3.5260000000000002,3.235,3.622,5.088,5.898,7.039,8.37,6.942,6.861000000000001,7.523,8.765,9.641,10.669,11.035,13.048,13.573,13.862,13.847999999999999,13.190999999999999,12.877,12.173,11.545,10.960999999999999,9.91,8.792,7.745,6.69,5.712999999999999,-9999.0,-9999.0
2001-08-01,5.249,5.8,5.019,4.383,3.801,3.772,3.255,2.6839999999999997,2.461,1.9240000000000002,2.235,3.298,3.967,3.633,4.493,4.791,6.296,8.661,10.003,11.011,11.929,12.206,12.517000000000001,12.844000000000001,12.225999999999999,11.887,11.668,11.075,10.38,9.277999999999999,8.294,7.281000000000001,6.337000000000001,5.416,4.652,-9999.0
2001-09-01,2.6660000000000004,3.343,3.3169999999999997,3.608,3.38,2.989,2.5180000000000002,2.134,1.952,3.338,5.078,5.5520000000000005,4.414,5.351,5.607,6.21,7.244,9.14,10.794,11.807,11.343,11.945,12.633,12.815999999999999,12.907,11.847999999999999,10.798,9.404,8.586,7.809,7.072,6.0729999999999995,5.167000000000001,4.555,3.877,3.1630000000000003
2001-10-01,2.491,3.715,3.5869999999999997,3.28,3.075,2.661,2.153,1.829,1.5930000000000002,1.304,1.317,1.6119999999999999,1.882,2.2159999999999997,2.952,3.658,5.656000000000001,8.231,9.416,9.831,10.68,11.65,11.402000000000001,11.123,10.807,10.648,9.722999999999999,8.994,8.073,6.859,5.961,5.279,4.561,3.8960000000000004,3.253,2.897
2001-11-01,2.6889999999999996,3.199,3.1260000000000003,2.8110000000000004,2.418,2.153,2.02,1.891,2.418,2.9330000000000003,2.8989999999999996,3.227,4.1160000000000005,4.061,5.593999999999999,6.507999999999999,7.3260000000000005,8.376,10.056000000000001,10.745999999999999,11.485999999999999,12.466,12.394,11.894,11.002,9.862,8.905,7.906000000000001,6.737,5.781000000000001,4.802,4.223,3.656,3.2889999999999997,3.063,-9999.0
2001-12-01,2.124,3.3689999999999998,3.375,3.282,2.813,2.575,2.3209999999999997,1.9269999999999998,1.713,1.508,1.472,2.721,4.5,5.975,7.121,6.882000000000001,9.606,12.035,11.269,12.540999999999999,13.258,13.619000000000002,13.219000000000001,11.565,10.071,9.048,8.017999999999999,6.916,5.686,4.55,4.237,3.695,3.403,2.86,-9999.0,-9999.0
2002-01-01,2.784,3.7560000000000002,3.553,3.25,2.9760000000000004,2.5180000000000002,2.272,1.9280000000000002,1.58,1.6019999999999999,3.233,4.849,7.0360000000000005,6.997000000000001,7.251,8.992,9.704,13.235999999999999,13.984000000000002,14.97,15.994000000000002,14.364,14.321,13.57,12.409,11.294,9.433,7.796,6.032,5.135,4.226,3.5439999999999996,3.045,2.676,2.296,-9999.0
2002-02-01,2.74,3.6489999999999996,3.5269999999999997,3.39,2.951,2.522,2.246,2.108,1.851,4.053999999999999,7.377999999999999,8.732999999999999,9.633,11.922,13.822000000000001,13.692,13.599,14.765,14.33,14.05,15.165999999999999,14.668,14.772,14.911,13.925999999999998,12.262,10.579,9.124,8.017000000000001,6.771,5.659,4.974,4.188,3.7030000000000003,3.264,-9999.0
2002-03-01,3.93,4.007,4.152,4.475,2.885,2.696,2.104,1.733,1.5090000000000001,1.517,4.777,6.015,10.425999999999998,10.377,10.182,10.117,9.693,10.023,11.594000000000001,11.335999999999999,14.127,16.204,16.074,15.253,13.979000000000001,11.967,10.331,8.927999999999999,7.399,6.654,6.441,5.727,-9999.0,-9999.0,-9999.0,-9999.0
2002-04-01,3.09,4.622,4.7669999999999995,4.071000000000001,3.667,3.263,3.0980000000000003,3.12,3.0810000000000004,3.907,5.906000000000001,7.962000000000001,11.517000000000001,11.954,12.126,8.997,8.633,12.12,13.162,15.050999999999998,15.709000000000001,15.386,14.884,13.952,12.937999999999999,11.85,10.369000000000002,9.202,8.58,7.815,7.024,6.265,5.7829999999999995,4.902,4.471,-9999.0
2002-05-01,3.9760000000000004,4.6530000000000005,4.402,4.0089999999999995,3.967,3.657,3.2689999999999997,2.898,3.1260000000000003,5.162000000000001,7.372999999999999,9.04,10.302,9.44,8.671,9.561,9.179,10.377,12.047,12.703,13.583,13.633,13.115,12.168,11.572000000000001,11.165999999999999,10.417,9.629,9.101,8.373,7.757000000000001,6.976,6.069,5.171,4.468999999999999,-9999.0
2002-06-01,3.678,4.102,4.205,4.15,4.035,3.577,3.1460000000000004,2.785,2.291,1.8630000000000002,2.271,4.7219999999999995,8.062999999999999,8.918,9.339,9.479,8.862,9.476,12.52,12.502,13.029000000000002,13.265999999999998,13.472999999999999,12.812000000000001,12.308,11.847000000000001,11.092,10.585,10.087,9.327,8.054,7.02,6.2379999999999995,5.23,4.3,3.747
2002-07-01,3.23,3.471,3.6189999999999998,3.917,3.7439999999999998,3.438,3.2739999999999996,3.574,3.073,2.761,4.099,7.694,8.55,8.116,7.026,8.705,8.932,8.883,9.901,11.835,12.948,13.287,12.673,12.839,12.613,12.549000000000001,12.433,11.352,10.55,9.919,8.839,7.801,6.79,5.922999999999999,4.772,-9999.0
2002-08-01,4.354,4.97,5.055,4.827,4.212,3.9819999999999998,3.4410000000000003,3.0660000000000003,2.6919999999999997,2.529,2.66,2.6839999999999997,3.4410000000000003,3.9539999999999997,4.538,6.575,7.287000000000001,8.89,9.347999999999999,10.754000000000001,11.818,11.954,12.31,13.100999999999999,12.814,11.849,11.347999999999999,10.818,10.099,9.164,8.132,7.276,6.4270000000000005,5.574,4.792,4.706
2002-09-01,4.073,4.829,4.204,3.955,3.4610000000000003,2.988,2.81,2.4659999999999997,2.073,1.96,1.858,2.479,3.31,4.163,4.587,6.13,7.757999999999999,9.405,10.645,11.037,11.494000000000002,11.630999999999998,11.448,11.350999999999999,10.895999999999999,10.323,9.425,9.017999999999999,8.227,7.5089999999999995,6.765,6.143,5.422000000000001,4.744,4.136,-9999.0
2002-10-01,2.384,3.036,3.188,3.085,2.8989999999999996,2.7060000000000004,2.503,2.113,2.35,2.958,3.4610000000000003,3.735,4.672,4.705,4.962,6.797999999999999,8.576,10.099,10.870999999999999,11.649000000000001,11.999,12.418,12.815999999999999,13.0,12.117,10.658,9.781,9.125,8.061,6.803,6.004,5.193,4.522,3.8989999999999996,3.548,-9999.0
2002-11-01,2.457,3.867,3.719,3.511,3.013,2.6630000000000003,2.5789999999999997,2.224,1.857,1.893,2.2680000000000002,3.1210000000000004,4.448,4.709,5.4670000000000005,7.359,9.29,11.312000000000001,12.998,13.192,13.398,14.508,14.562000000000001,14.037,14.253,13.757,13.64,12.33,10.925,9.317,7.0889999999999995,5.71,4.856,4.231,3.697,-9999.0
2002-12-01,2.042,3.614,3.582,3.313,2.9,2.329,2.0540000000000003,1.8359999999999999,1.79,1.263,1.645,2.94,3.0789999999999997,4.757,5.457999999999999,6.819,10.176,10.912,12.661,14.197000000000001,14.335,14.286,13.577,12.787,11.366,9.849,8.109,7.053999999999999,5.457999999999999,4.405,3.8760000000000003,3.3360000000000003,3.017,2.815,-9999.0,-9999.0
2003-01-01,2.62,3.154,3.103,2.9,2.549,2.2359999999999998,2.2880000000000003,2.5669999999999997,3.302,4.418,5.937,7.192,8.142000000000001,8.252,10.936,14.269,13.574000000000002,14.610999999999999,15.225999999999999,15.427,14.800999999999998,15.36,15.087,14.157,12.103,10.637,9.012,8.162,7.675,6.932,5.832999999999999,5.358,4.319,2.479,-9999.0,-9999.0
2003-02-01,3.2239999999999998,4.133,3.7289999999999996,3.301,2.884,2.5989999999999998,2.3040000000000003,2.079,1.89,2.151,3.293,5.565,9.181000000000001,9.578,7.015,7.047999999999999,11.152000000000001,13.902999999999999,16.352,17.219,17.982,17.017,14.927,13.630999999999998,11.804,10.91,10.033,9.106,7.925,6.641,5.853,5.078,4.1419999999999995,3.713,3.425,-9999.0
2003-03-01,2.9019999999999997,4.313,3.782,3.241,3.0869999999999997,2.888,2.273,1.919,1.735,1.475,1.4,2.8739999999999997,6.349,8.635,10.052999999999999,11.895999999999999,10.508,12.408,13.013,14.597000000000001,16.027,15.282,14.588,13.545,12.225999999999999,11.039000000000001,9.686,8.541,7.433,6.39,5.655,5.012,4.551,4.004,-9999.0,-9999.0
2003-04-01,4.579,4.508,4.183,4.021,4.121,3.534,3.324,3.655,4.553999999999999,5.354,6.95,9.2,9.73,9.245,10.710999999999999,9.772,10.806,12.478,14.306,15.1,16.674,16.727999999999998,15.172,13.934000000000001,12.909,11.728,10.876,9.823,9.165,8.306000000000001,7.694,6.99,6.023,4.922,-9999.0,-9999.0
2003-05-01,3.012,3.7239999999999998,3.6519999999999997,4.032,3.4530000000000003,3.529,3.1310000000000002,2.818,2.628,2.12,1.501,3.655,7.12,7.365,5.686,7.468,10.363,10.770999999999999,13.425,14.419,14.164000000000001,14.99,14.8,13.657,12.219000000000001,11.550999999999998,10.899000000000001,10.142000000000001,9.12,8.767999999999999,8.299,7.635,6.9510000000000005,6.434,-9999.0,-9999.0
2003-06-01,4.477,4.88,4.9239999999999995,4.934,3.785,3.2969999999999997,2.9819999999999998,2.5810000000000004,1.942,1.7109999999999999,1.831,2.542,4.6739999999999995,6.5489999999999995,5.665,5.872999999999999,8.033,9.805,10.423,12.552999999999999,13.839,13.7,13.273,13.187999999999999,13.292,12.895999999999999,12.306,11.707,10.999,10.279000000000002,9.343,8.224,7.064,6.0329999999999995,-9999.0,-9999.0
2003-07-01,3.4930000000000003,4.126,4.063,3.897,4.156000000000001,3.795,3.405,3.525,3.78,3.95,6.193,7.132999999999999,5.587000000000001,5.46,6.027,6.48,7.172999999999999,8.145,9.562999999999999,10.600999999999999,12.213,12.968,13.337,12.897,12.6,12.475999999999999,12.009,11.828,11.18,10.023,8.896,7.797000000000001,6.7860000000000005,5.9670000000000005,5.367000000000001,-9999.0
2003-08-01,5.696000000000001,4.625,4.461,4.413,3.91,3.765,3.431,3.3169999999999997,2.8960000000000004,2.434,2.3680000000000003,3.1319999999999997,3.781,3.745,3.915,4.8660000000000005,6.733,8.588,10.129,11.329,12.26,12.719000000000001,11.423,11.19,12.184000000000001,12.765,11.942,11.397,10.579,9.603,8.62,7.6579999999999995,6.765,-9999.0,-9999.0,-9999.0
2003-09-01,3.1830000000000003,3.763,3.844,3.5589999999999997,3.1460000000000004,3.2430000000000003,2.778,2.57,2.103,2.324,2.823,3.261,3.1239999999999997,4.013,5.035,5.9079999999999995,6.975,9.112,11.045,11.724,12.312000000000001,13.128,12.283,13.087,13.444,13.0,11.698,11.527999999999999,10.495,9.548,8.525,7.252999999999999,6.266,5.566,4.831,4.154
2003-10-01,2.3569999999999998,3.8080000000000003,3.658,3.447,3.135,2.773,2.662,2.38,1.88,2.355,3.2119999999999997,3.9219999999999997,4.1419999999999995,3.595,4.588,6.365,8.261000000000001,9.256,10.888,11.979000000000001,12.286,12.039000000000001,12.264000000000001,12.333,11.434000000000001,10.299000000000001,9.166,8.038,7.35,6.518,5.837000000000001,5.417999999999999,4.898,4.475,3.958,-9999.0
2003-11-01,2.5610000000000004,3.93,3.679,3.2910000000000004,2.991,2.532,2.108,1.8940000000000001,1.714,2.075,2.6510000000000002,4.13,4.165,4.43,4.415,5.331,8.861,10.835,10.659,11.543,12.037,12.45,12.927,13.395,13.187999999999999,12.55,11.35,9.831,8.47,7.13,6.415,5.457999999999999,4.468999999999999,3.7319999999999998,2.803,-9999.0
2003-12-01,1.876,3.513,3.583,3.3080000000000003,3.02,2.8139999999999996,2.335,1.8980000000000001,1.716,2.094,2.793,3.9019999999999997,4.9510000000000005,4.9239999999999995,6.4,7.432,9.625,13.187999999999999,13.388,13.027999999999999,12.619000000000002,12.777000000000001,12.833,11.835,10.565,9.29,8.158,7.377000000000001,6.2010000000000005,5.0,3.937,3.108,2.414,2.043,-9999.0,-9999.0
