,24km,23km,22km,21km,20km,19km,18km,17km,16km,15km,14km,13km,12km,11km,10km,9km,8km,7km,6km,5km,4km,3km,2km,1km,0km,-1km,-2km,-3km,-4km,-5km,-6km,-7km,-8km,-9km,-10km,-11km
2003-09-01,4.781000000000001,5.657,6.438,6.856,7.39,7.468999999999999,8.426,9.559,10.467,11.347999999999999,12.148,12.365,12.334000000000001,12.901,12.592,12.218,12.359000000000002,11.677,10.597999999999999,9.934,8.109,6.331,5.312,5.012,3.885,2.164,1.78,1.963,2.126,2.5660000000000003,2.673,2.89,3.095,3.304,3.675,3.924
2003-10-01,3.7710000000000004,4.2410000000000005,4.779,5.215,5.815,5.999,6.734,7.776,8.274,9.399,10.068,10.843,11.917,11.895999999999999,11.620999999999999,11.729000000000001,11.239,10.141,9.418,8.789,6.811,5.6579999999999995,5.212000000000001,5.582999999999999,3.972,2.059,1.885,2.001,2.233,2.38,2.633,3.1719999999999997,3.515,3.378,3.576,2.51
2003-11-01,2.573,3.215,3.697,4.154,5.141,5.736000000000001,6.812,8.367,9.536,10.405,11.234000000000002,12.184000000000001,12.597000000000001,13.192,13.218,12.862,12.491,12.332,10.802,10.177,7.706,5.974,5.476,4.997,3.3789999999999996,1.44,1.37,1.78,1.724,2.0469999999999997,2.253,2.5669999999999997,2.852,3.05,3.127,3.4730000000000003
2003-12-01,2.089,2.363,2.542,2.5610000000000004,2.972,3.674,4.5760000000000005,5.8420000000000005,6.926,8.209,9.304,10.333,11.702,12.360999999999999,12.234000000000002,12.652000000000001,12.347999999999999,13.612,11.850999999999999,10.526,9.226,6.292000000000001,6.013999999999999,4.968999999999999,4.381,2.725,2.055,2.1630000000000003,2.0380000000000003,2.187,2.592,3.1919999999999997,3.2689999999999997,3.448,3.292,3.145
2004-01-01,3.083,3.592,3.904,4.605,5.653,6.6160000000000005,7.609,8.386000000000001,9.758,11.33,12.909,14.748,15.799000000000001,16.479,16.505,15.478,13.020999999999999,11.588,10.067,9.954,10.854000000000001,10.977,8.47,7.722,4.5969999999999995,2.384,1.558,1.739,2.077,2.407,2.648,2.792,2.9410000000000003,2.1519999999999997,2.467,2.151
2004-02-01,4.2860000000000005,4.298,4.345,4.672,4.288,5.105,6.103,7.007000000000001,8.309,9.752,11.217,13.083,14.306,15.49,15.755,15.494000000000002,14.915,16.558,16.597,14.527999999999999,15.78,13.045,10.83,7.486000000000001,4.754,1.931,1.61,1.5859999999999999,1.8230000000000002,2.129,2.546,2.989,2.9789999999999996,3.306,3.168,3.365
2004-03-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,11.655999999999999,11.937000000000001,13.811,14.958,16.458,16.839000000000002,19.445999999999998,19.624000000000002,17.616,19.163,20.006,17.462,17.320999999999998,18.776,14.7,12.356,9.941,6.96,3.926,3.052,3.78,4.413,4.7139999999999995,3.761,3.947,4.315,3.944,4.141,-9999.0
2004-04-01,-9999.0,5.752999999999999,6.215,6.598,7.191,7.843,8.687999999999999,9.276,10.436,11.737,12.988,13.767999999999999,14.338,15.609000000000002,15.45,15.205,13.94,12.593,10.806,11.648,9.92,8.81,9.462,12.203,7.059,3.2,2.6910000000000003,2.497,2.843,3.197,3.483,3.917,4.1610000000000005,4.356,4.502,4.372
2004-05-01,-9999.0,5.73,6.433,7.347,8.231,8.867,9.57,10.365,11.558,12.342,12.812999999999999,13.407,13.995999999999999,14.559000000000001,14.929,14.355,14.169,12.884,11.513,9.369,11.030999999999999,11.242,12.969000000000001,10.312999999999999,7.857,5.506,4.4239999999999995,4.808,4.646,4.013,3.477,3.5610000000000004,4.229,4.687,4.381,3.637
2004-06-01,-9999.0,5.737,6.481,6.941,7.027,7.855,9.17,9.87,10.448,11.414000000000001,12.423,12.823,13.702,13.594000000000001,13.698,13.225999999999999,13.292,13.126,11.875,10.527999999999999,9.395,8.262,7.569,8.158999999999999,5.682,2.0780000000000003,1.4680000000000002,1.6219999999999999,2.215,2.615,3.2039999999999997,3.656,3.6630000000000003,3.958,3.9219999999999997,4.287
2004-07-01,5.8420000000000005,6.249,7.144,7.355,8.016,9.029,10.043,10.954,11.693,12.457,13.658,13.773,12.985,12.364,12.274000000000001,11.619000000000002,10.713,9.612,9.192,8.83,7.727,7.071000000000001,8.187999999999999,7.653,5.4079999999999995,3.792,3.0010000000000003,2.948,2.997,3.22,3.35,3.66,3.529,3.97,3.9539999999999997,3.655
2004-08-01,4.551,5.331,6.359,6.3870000000000005,7.1370000000000005,8.29,9.482999999999999,10.388,11.4,12.107999999999999,12.527000000000001,12.505,12.204,12.269,11.308,11.357000000000001,10.674000000000001,10.091000000000001,8.746,7.773,7.202000000000001,5.871,5.665,6.331,4.791,2.575,1.93,2.439,2.8280000000000003,3.155,3.1910000000000003,3.35,3.597,3.7539999999999996,4.242,4.584
2004-09-01,-9999.0,3.612,3.951,4.551,4.843,5.341,6.039,6.8260000000000005,7.528,8.4,9.446,10.084,11.419,11.812999999999999,12.205,12.459000000000001,12.199000000000002,11.585999999999999,10.924000000000001,9.062999999999999,8.595,7.15,4.855,3.969,3.013,1.514,1.4569999999999999,1.4169999999999998,1.5919999999999999,1.827,2.2159999999999997,2.7060000000000004,3.3280000000000003,3.611,3.0839999999999996,3.227
2004-10-01,-9999.0,-9999.0,4.357,4.857,5.4,6.072,6.907,7.987,9.18,10.431,10.827,11.667,12.767000000000001,13.081,12.987,12.384,12.321,12.054,10.692,7.391,5.435,3.9989999999999997,3.852,4.061,3.178,2.199,2.019,2.061,1.993,2.347,3.017,4.118,3.4019999999999997,3.395,3.424,2.747
2004-11-01,-9999.0,-9999.0,-9999.0,3.122,3.2319999999999998,3.6510000000000002,4.2330000000000005,5.114,6.233,7.067,8.34,9.814,11.290999999999999,11.69,12.562000000000001,12.376,12.647,11.709000000000001,10.918,9.443,7.724,6.327999999999999,4.915,3.596,3.252,1.742,1.3730000000000002,1.5730000000000002,1.77,1.903,2.215,2.679,3.116,3.355,3.448,3.036
2004-12-01,-9999.0,-9999.0,3.71,4.4830000000000005,4.275,4.493,5.445,6.611000000000001,7.584,9.225,10.575999999999999,11.648,12.91,13.81,14.207,13.309000000000001,12.68,11.532,10.484000000000002,10.113999999999999,8.468,6.029,4.381,3.659,2.772,2.142,1.52,1.66,1.76,2.161,2.283,2.6860000000000004,2.9589999999999996,3.29,3.259,3.575
2005-01-01,-9999.0,-9999.0,-9999.0,2.516,3.714,4.387,4.912,5.69,7.047999999999999,8.328,10.056000000000001,11.23,13.46,14.085999999999999,14.842,14.935,15.145999999999999,14.075999999999999,13.032,12.075999999999999,11.997,7.226,7.046,7.0120000000000005,3.772,1.5330000000000001,1.358,1.35,1.565,1.756,2.03,2.358,2.8489999999999998,3.305,3.5069999999999997,3.517
2005-02-01,-9999.0,-9999.0,-9999.0,3.873,4.3580000000000005,5.081,5.76,6.669,7.635,8.713,10.322000000000001,12.555,14.167,15.712,16.665,16.868,15.936,14.196,13.224,12.42,11.405,11.450999999999999,10.435,8.786,5.13,2.969,2.3369999999999997,2.259,2.19,2.622,2.9330000000000003,3.1910000000000003,3.447,3.522,3.6719999999999997,3.716
2005-03-01,3.068,3.548,4.823,5.165,5.485,6.204,7.42,8.042,9.195,9.763,10.492,11.36,12.085999999999999,13.475999999999999,14.817,13.892000000000001,14.456,14.402999999999999,12.654000000000002,11.727,11.135,11.937999999999999,10.909,8.801,5.335,1.9780000000000002,1.8130000000000002,2.02,2.3480000000000003,2.653,3.055,3.364,3.615,3.5810000000000004,3.949,3.73
2005-04-01,-9999.0,4.904,5.6129999999999995,6.457999999999999,7.751,8.523,9.297,10.039,11.030999999999999,11.58,12.15,13.014000000000001,14.870999999999999,16.311,16.885,16.023,14.302999999999999,12.942,13.164000000000001,13.637,14.007,11.838,11.482999999999999,11.852,6.961,3.112,2.6310000000000002,3.108,3.1010000000000004,3.137,3.342,3.7319999999999998,4.095,4.52,4.013,3.41
2005-05-01,-9999.0,4.848,5.561,6.356,6.731,7.774,8.734,9.411,10.191,10.739,11.453,12.204,13.064,13.832,14.729000000000001,13.508,12.514000000000001,9.856,9.021,8.567,7.925,8.265,7.739,7.641,5.821000000000001,2.9610000000000003,1.962,2.1,2.364,2.787,3.403,3.4360000000000004,3.532,4.023,4.548,4.813
2005-06-01,-9999.0,4.169,4.935,5.93,6.812,7.6160000000000005,8.845,9.988999999999999,11.085,11.758,12.288,12.540999999999999,12.478,12.815,13.287,13.645,12.478,11.333,10.619000000000002,9.693,8.257,6.5760000000000005,6.689,8.29,6.752999999999999,2.536,2.127,2.052,2.665,3.055,3.38,3.7289999999999996,4.0969999999999995,4.512,4.599,4.681
2005-07-01,5.064,5.894,5.599,5.992999999999999,7.087000000000001,8.257,9.448,10.652999999999999,11.62,12.24,12.177,12.571,13.299000000000001,13.63,13.414000000000001,11.913,10.888,10.548,9.554,7.528,6.718999999999999,7.47,7.4270000000000005,7.155,5.882999999999999,2.435,2.4930000000000003,2.986,3.215,3.068,3.472,3.986,3.7110000000000003,3.886,3.7110000000000003,4.742
2005-08-01,-9999.0,-9999.0,4.488,5.371,6.129,7.345,8.707,9.64,10.56,11.585,11.85,12.261,12.561,12.607000000000001,11.850999999999999,12.272,11.062000000000001,10.74,9.465,7.757000000000001,6.86,5.832000000000001,6.251,4.502,4.803,3.091,2.265,2.526,2.6489999999999996,2.786,3.3710000000000004,3.7319999999999998,3.2760000000000002,3.13,3.139,2.655
2005-09-01,-9999.0,-9999.0,4.0680000000000005,4.406000000000001,5.301,6.159,6.801,7.1979999999999995,8.222000000000001,9.265,9.965,10.111,11.263,11.847000000000001,11.02,11.437999999999999,11.450999999999999,10.052999999999999,8.584,7.755,6.515,4.999,3.7039999999999997,2.891,2.248,1.9669999999999999,1.545,1.6119999999999999,1.8530000000000002,2.0669999999999997,2.3609999999999998,2.436,2.7310000000000003,3.3139999999999996,3.6489999999999996,4.369
2005-10-01,-9999.0,-9999.0,3.5,3.903,4.671,4.561,4.9719999999999995,5.817,6.721,7.5760000000000005,8.519,9.663,11.3,11.948,11.925999999999998,11.387,10.927,9.898,9.724,9.125,6.558,4.5489999999999995,3.435,2.8310000000000004,2.406,2.21,1.8130000000000002,1.8090000000000002,2.1830000000000003,2.52,2.414,2.622,3.0239999999999996,3.071,3.6519999999999997,3.9539999999999997
2005-11-01,2.3890000000000002,2.81,3.685,4.191,4.664,5.2,6.3420000000000005,7.376,8.805,9.789,10.905999999999999,11.817,12.833,13.204,12.845,12.415999999999999,11.39,11.052999999999999,10.187000000000001,8.387,5.653,4.331,3.925,4.175,3.168,1.85,1.743,1.85,2.0869999999999997,2.166,2.469,2.665,2.8080000000000003,2.645,2.7960000000000003,3.157
2005-12-01,3.29,3.237,3.6630000000000003,4.246,4.881,5.8389999999999995,6.598,8.218,8.892000000000001,11.673,12.282,12.822000000000001,14.054,14.140999999999998,13.67,13.969000000000001,13.161,12.395,11.453,10.837,9.702,8.727,6.556,6.061,3.688,1.651,1.515,1.5730000000000002,1.808,2.115,2.229,2.425,2.494,2.659,3.4610000000000003,3.4539999999999997
2006-01-01,-9999.0,3.252,3.75,4.032,4.658,5.03,6.09,6.982,7.992999999999999,9.124,10.401,11.911,12.814,12.808,13.647,13.808,12.522,9.538,5.931,5.602,6.914,7.849,6.568,5.7379999999999995,4.454,2.34,2.2569999999999997,2.106,2.3609999999999998,2.475,2.775,3.075,3.32,2.821,3.31,2.374
2006-02-01,4.05,4.468,4.5760000000000005,4.626,5.356,6.422999999999999,7.691,9.016,10.546,12.349,13.735,14.950999999999999,15.504000000000001,14.308,14.585999999999999,15.583,16.174,13.437000000000001,10.615,10.620999999999999,9.566,9.356,9.535,9.597000000000001,6.149,2.049,1.6280000000000001,1.8219999999999998,2.051,2.329,3.01,3.299,3.1660000000000004,3.417,3.361,3.1210000000000004
2006-03-01,-9999.0,4.377,4.91,5.563,6.337000000000001,7.064,7.757999999999999,9.172,10.49,11.617,12.613,13.527000000000001,14.44,14.705,16.359,15.411,13.109000000000002,11.081,10.318,10.335999999999999,10.789000000000001,11.238,9.824,9.747,6.1579999999999995,3.2939999999999996,2.511,2.013,2.352,2.912,3.3080000000000003,3.464,3.885,4.0680000000000005,3.052,3.843
2006-04-01,4.565,4.748,5.069,5.903,6.803,8.087,9.137,10.280999999999999,11.491,12.292,13.037,13.860999999999999,14.591,15.366,15.937000000000001,14.722000000000001,14.894,12.378,12.459000000000001,8.798,9.087,9.652999999999999,9.377,11.82,6.095,2.647,2.064,2.476,2.679,2.8989999999999996,3.4010000000000002,3.8169999999999997,4.123,4.272,4.112,4.175
2006-05-01,6.132000000000001,7.19,8.213,6.477,6.721,7.45,8.597000000000001,9.863,10.784,11.827,12.782,13.470999999999998,13.857999999999999,14.29,14.183,13.924000000000001,13.761,12.805,12.943,12.069,8.021,7.452999999999999,8.106,8.818,7.557,3.4730000000000003,2.735,2.79,3.031,3.553,3.154,3.577,3.7760000000000002,3.955,5.1080000000000005,5.431
2006-06-01,-9999.0,6.0120000000000005,6.627000000000001,7.352,7.912000000000001,8.878,9.753,10.485,11.212,12.267000000000001,13.069,13.512,13.702,13.937000000000001,13.852,12.337,11.115,10.764000000000001,10.637,9.499,8.494,8.562999999999999,9.91,9.429,6.428,2.947,2.543,2.474,2.7710000000000004,3.128,3.781,6.718999999999999,5.561,4.42,3.64,3.99
2006-07-01,-9999.0,-9999.0,-9999.0,-9999.0,6.796,7.61,8.728,9.861,10.81,11.793,12.737,12.684000000000001,12.945,13.192,13.158,12.427999999999999,12.017000000000001,10.107000000000001,8.573,8.425,7.081,5.225,4.854,4.909,4.922,2.25,2.127,2.6460000000000004,3.012,3.4160000000000004,3.6660000000000004,4.066,4.336,4.793,4.825,5.745
2006-08-01,-9999.0,6.07,6.497000000000001,6.9270000000000005,7.806,8.738,10.023,11.025,11.932,12.495,12.283,12.492,12.772,12.540999999999999,12.100999999999999,11.603,10.729000000000001,9.926,8.988999999999999,7.595,6.29,6.332999999999999,6.276,6.511,5.6370000000000005,3.03,2.218,2.331,2.611,3.1310000000000002,3.284,3.639,3.465,3.6289999999999996,3.404,2.3930000000000002
2006-09-01,-9999.0,-9999.0,-9999.0,5.496,6.193,6.772,7.103,7.3660000000000005,8.214,9.256,10.68,11.924000000000001,12.254000000000001,12.357999999999999,12.677,12.084000000000001,11.275,10.38,9.325,7.579,6.356,4.8,3.675,3.032,2.733,2.166,2.126,1.98,1.96,2.285,2.552,2.931,3.252,3.37,3.574,3.932
2006-10-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,5.0680000000000005,5.752000000000001,6.654,7.7620000000000005,9.148,11.277999999999999,12.568,13.05,12.782,12.431,11.571,10.421,9.915,8.731,7.295,5.676,4.797,4.603,4.939,3.6689999999999996,1.7930000000000001,1.536,1.475,1.819,2.419,2.79,2.7569999999999997,3.304,3.28,3.035,3.5
2006-11-01,-9999.0,-9999.0,3.638,3.635,4.092,4.453,5.034,6.178,7.209,8.531,10.037,11.543,12.447000000000001,13.167,12.635,11.87,10.889000000000001,10.228,9.371,8.212,6.646,4.86,4.915,4.508,3.0660000000000003,1.521,1.368,1.517,1.806,1.92,2.219,2.551,2.968,3.321,3.537,3.615
2006-12-01,-9999.0,-9999.0,4.051,4.084,4.121,4.65,5.249,6.645,8.185,9.57,11.073,12.267000000000001,12.907,12.765,12.159,11.437999999999999,12.207,11.099,9.871,8.352,7.032,6.02,4.537,4.1080000000000005,3.014,2.029,1.723,1.7930000000000001,2.003,2.34,2.6519999999999997,3.2560000000000002,3.614,3.573,3.383,3.5039999999999996
2007-01-01,-9999.0,3.763,4.824,4.999,5.539,6.83,7.144,8.21,10.004,11.515999999999998,12.867,14.446,16.11,16.891,17.465999999999998,17.469,15.675,14.772,12.605,10.158999999999999,9.213,9.691,6.417000000000001,5.372000000000001,4.797,2.521,2.178,2.249,2.224,2.541,2.855,3.055,3.227,3.1689999999999996,3.208,2.95
2007-02-01,-9999.0,-9999.0,3.951,4.527,4.561,5.3629999999999995,6.481,7.599,8.847000000000001,10.157,10.995,12.702,13.617,13.904000000000002,13.945,14.703,12.792,13.125,12.22,10.917,9.975,9.437000000000001,7.436,6.28,3.985,1.5830000000000002,1.391,1.527,1.4869999999999999,1.6340000000000001,2.079,2.292,2.457,2.611,3.052,3.73
2007-03-01,-9999.0,4.585,5.105,5.507000000000001,6.591,7.005,7.678,8.7,10.718,11.755999999999998,13.434000000000001,14.519,16.448,17.814,18.16,17.535,17.903,15.663,14.921,13.155999999999999,13.921,12.253,11.342,7.952999999999999,5.403,3.123,2.249,2.103,2.455,2.653,3.103,3.615,4.199,4.47,3.784,3.898
2007-04-01,-9999.0,-9999.0,-9999.0,-9999.0,5.604,6.159,6.795,7.425,8.289,9.074,10.094,11.47,12.714,13.807,14.787,15.458,15.786,14.849,12.412,10.793,7.91,5.654,6.622000000000001,7.067,4.97,1.673,1.679,1.641,1.932,2.4290000000000003,2.639,2.878,3.373,3.603,3.94,4.276
2007-05-01,-9999.0,6.27,7.2170000000000005,7.809,8.068999999999999,8.867,9.401,9.782,10.384,11.173,11.913,12.488,13.536,13.889000000000001,14.059000000000001,13.46,13.03,11.135,10.860999999999999,10.137,9.462,9.144,9.921,8.452,6.539,3.045,2.53,2.918,3.097,3.654,3.8539999999999996,3.7030000000000003,3.694,3.7039999999999997,3.8560000000000003,3.596
2007-06-01,-9999.0,-9999.0,5.456,6.367999999999999,7.337000000000001,8.169,9.148,9.945,10.988,11.952,12.024000000000001,13.283,13.640999999999998,13.277999999999999,13.565999999999999,12.763,11.177999999999999,10.032,9.702,8.402999999999999,8.299,7.41,8.662,8.776,6.32,2.013,1.7369999999999999,2.345,2.497,2.8489999999999998,3.012,3.262,3.708,3.975,4.375,4.607
2007-07-01,-9999.0,-9999.0,-9999.0,5.896,6.957000000000001,8.135,9.289,10.258,11.171,12.187000000000001,12.530999999999999,13.012,12.877,13.062000000000001,13.107000000000001,12.645,11.398,10.025,8.463,7.34,6.025,6.6129999999999995,8.013,8.36,6.646,4.006,3.207,2.675,2.773,2.82,3.0069999999999997,3.641,3.863,3.798,3.7119999999999997,3.1689999999999996
2007-08-01,6.025,6.824,6.816,7.359,7.792999999999999,8.815,9.799,10.812000000000001,11.459000000000001,12.262,12.63,12.017000000000001,11.923,12.123,11.662,11.25,10.463,8.401,7.482,7.348,6.324,5.755,6.285,6.275,6.312,2.858,2.456,2.659,2.985,3.29,3.365,3.659,3.661,3.767,4.188,4.288
2007-09-01,3.735,3.988,4.273,5.086,5.952999999999999,6.772,7.511,8.392999999999999,9.401,10.254000000000001,10.552999999999999,11.439,12.444,11.991,11.955,12.038,11.446,10.555,9.835,7.545,6.152,4.765,4.463,3.4560000000000004,2.845,1.959,1.954,1.9780000000000002,2.103,2.478,2.7569999999999997,3.2560000000000002,3.4610000000000003,3.878,3.412,3.438
2007-10-01,2.9730000000000003,3.1710000000000003,3.508,4.027,4.212,4.834,5.792000000000001,6.718999999999999,7.5120000000000005,8.5,9.649,9.931000000000001,10.193999999999999,11.272,11.635,11.238,10.925,10.366,9.559,8.417,7.171,5.19,5.046,4.556,3.4360000000000004,1.6840000000000002,1.2830000000000001,1.42,1.5859999999999999,1.859,2.1719999999999997,2.443,2.815,3.261,3.513,3.522
2007-11-01,2.603,2.3,2.5660000000000003,2.985,3.3280000000000003,4.078,4.74,5.602,6.534,8.008,9.356,10.585999999999999,11.45,12.133,12.602,12.936,12.97,12.038,9.891,7.7829999999999995,6.4670000000000005,4.704,4.692,4.175,3.4389999999999996,2.229,2.065,1.7630000000000001,1.765,1.9509999999999998,2.148,2.461,2.639,2.826,2.8110000000000004,2.698
2007-12-01,-9999.0,-9999.0,3.3510000000000004,3.1639999999999997,3.563,4.262,5.152,5.857,7.301,8.767000000000001,10.204,11.375,12.574000000000002,13.297,13.652999999999999,13.305,12.841,13.319,11.642000000000001,10.985999999999999,9.532,6.604,4.008,3.66,3.017,1.52,1.273,1.48,1.736,1.972,2.33,2.571,2.9730000000000003,3.4730000000000003,3.415,3.5580000000000003
2008-01-01,2.9130000000000003,3.221,3.2119999999999997,3.517,4.149,5.272,5.957999999999999,7.39,8.801,10.089,11.677,13.235999999999999,13.815999999999999,14.936,15.479000000000001,14.795,13.35,12.18,9.083,7.909,8.29,5.972,5.422000000000001,5.193,4.002,2.066,1.396,1.656,2.003,2.387,2.821,2.97,3.237,3.4419999999999997,3.32,2.907
2008-02-01,-9999.0,3.0839999999999996,3.41,3.945,4.57,5.008,5.864,6.912999999999999,7.528,7.684,8.703,9.508,10.585999999999999,11.651,12.106,11.97,12.855,12.488,10.1,8.247,5.567,4.822,5.465,5.572,3.6239999999999997,1.2919999999999998,1.2309999999999999,1.4269999999999998,1.713,1.9169999999999998,2.274,2.61,3.156,3.3289999999999997,3.6180000000000003,3.463
2008-03-01,4.95,4.87,5.624,6.541,7.3660000000000005,8.041,8.707,9.586,11.311,12.770999999999999,14.475,16.396,17.160999999999998,14.944,13.577,14.017999999999999,13.379000000000001,12.614,9.787,9.171,6.68,7.292999999999999,8.965,9.116,5.68,1.959,2.112,2.7,2.978,3.168,3.665,3.9019999999999997,3.1660000000000004,3.467,2.68,-9999.0
2008-04-01,4.428999999999999,5.109,5.772,6.537999999999999,7.417999999999999,8.287,8.927,9.735,11.366,12.38,13.370999999999999,14.415999999999999,15.035,15.054,14.735,13.787,13.807,11.085999999999999,10.39,9.34,9.305,9.39,11.255999999999998,10.585999999999999,7.971,4.263999999999999,3.7880000000000003,3.475,3.423,3.2089999999999996,3.721,4.002,4.277,4.428,4.314,4.565
2008-05-01,-9999.0,-9999.0,-9999.0,5.907,6.615,7.577000000000001,8.127,8.877,9.613,10.545,11.457,12.472999999999999,12.614,13.133,13.463,13.952,13.904000000000002,12.321,10.459000000000001,7.857,7.352,6.67,6.905,7.557,5.067,2.248,1.932,1.6440000000000001,2.11,2.399,3.0980000000000003,3.55,4.007,4.444,5.318,5.544
2008-06-01,5.631,5.947,6.611000000000001,7.105,8.11,9.012,10.156,11.460999999999999,11.552999999999999,12.454,12.765,12.975999999999999,13.388,13.408,12.884,12.502,11.185,9.427999999999999,8.398,7.943,7.349,8.644,8.663,6.478,5.757999999999999,3.125,2.987,3.2239999999999998,3.341,3.585,3.775,3.616,3.826,3.8560000000000003,4.494,4.721
2008-07-01,-9999.0,5.6,5.914,6.042999999999999,6.916,7.843999999999999,8.837,9.842,10.968,11.704,12.386,13.078,13.003,12.997,12.762,12.011,10.802999999999999,9.684,8.161,7.303999999999999,6.417999999999999,5.619,5.789,5.9479999999999995,4.587,2.01,2.184,2.38,2.877,3.2439999999999998,3.073,3.485,3.451,3.659,3.764,4.497
2008-08-01,-9999.0,4.995,5.443,6.0089999999999995,6.547000000000001,7.335,8.258,9.199,10.479000000000001,11.557,12.427,12.457,12.28,12.043,12.019,11.485999999999999,11.04,10.437000000000001,8.488999999999999,7.148,5.727,6.047000000000001,5.792999999999999,5.636,4.209,2.491,2.281,2.355,2.552,2.806,3.013,3.167,3.417,3.451,3.361,3.577
2008-09-01,-9999.0,4.413,4.713,5.39,6.0489999999999995,6.91,7.521,8.019,9.134,10.448,11.520999999999999,11.886,11.584000000000001,11.713,11.669,11.107000000000001,9.661,8.296,7.59,6.473,5.334,4.431,3.674,3.778,3.327,2.342,1.999,2.195,2.6710000000000003,2.8510000000000004,3.1460000000000004,3.563,3.69,3.562,3.02,3.859
2008-10-01,3.923,4.2780000000000005,4.907,5.671,6.103,6.171,6.678,7.955,9.279,10.48,11.138,11.894,11.862,11.376,11.222999999999999,10.887,9.454,8.84,7.859,6.617999999999999,5.933,5.432,5.92,5.642,4.463,2.6010000000000004,1.9469999999999998,1.949,2.431,2.522,2.449,2.7119999999999997,2.678,2.616,3.187,3.3310000000000004
2008-11-01,-9999.0,-9999.0,-9999.0,3.234,3.292,3.813,4.792,6.265,7.356,8.939,9.731,11.05,11.925,11.927999999999999,11.606,11.052999999999999,10.545,9.234,8.215,5.815,5.574,4.633,4.011,4.41,3.818,2.8480000000000003,1.743,1.555,1.9409999999999998,2.191,2.423,2.798,2.991,3.2039999999999997,3.2969999999999997,2.4819999999999998
2008-12-01,3.392,3.7089999999999996,3.752,3.792,4.15,4.921,6.006,7.218,8.699,10.352,11.606,12.458,12.452,12.71,13.968,12.574000000000002,10.229,8.736,8.29,8.927999999999999,8.286,7.284,6.345,4.7780000000000005,3.115,2.063,1.7830000000000001,1.811,1.983,2.181,2.377,2.6919999999999997,2.887,2.8960000000000004,3.4989999999999997,2.741
2009-01-01,-9999.0,3.057,3.638,4.703,5.31,5.895,7.093999999999999,8.152000000000001,8.812000000000001,10.394,12.357000000000001,14.8,16.045,16.904,17.424,18.166,15.628,13.675999999999998,11.152999999999999,10.292,9.031,8.794,7.497999999999999,5.75,3.85,1.321,1.317,1.494,1.682,1.9909999999999999,2.418,2.623,2.926,3.363,3.042,2.8110000000000004
2009-02-01,-9999.0,-9999.0,5.278,5.093,6.716,8.052,8.537,10.350999999999999,11.543,13.404000000000002,15.029000000000002,17.145,19.035999999999998,18.964000000000002,19.933,19.886,17.143,12.964,13.372,11.084000000000001,12.265999999999998,7.43,11.138,9.225,6.667999999999999,3.62,1.7730000000000001,2.024,2.4530000000000003,2.865,2.926,3.068,3.372,3.341,3.255,0.836
2009-03-01,-9999.0,3.576,3.65,4.101,4.702,5.615,6.718999999999999,7.831,9.052,10.206,11.642999999999999,13.12,14.300999999999998,14.773,13.697000000000001,13.963,14.89,14.369000000000002,13.839,12.679,11.067,7.48,9.198,8.937999999999999,5.9479999999999995,1.8619999999999999,1.6280000000000001,1.949,2.314,2.63,2.738,3.056,3.392,3.5439999999999996,3.1889999999999996,3.8489999999999998
2009-04-01,-9999.0,4.986000000000001,5.6739999999999995,5.69,6.237,6.965,7.558,8.217,9.281,10.332,11.472000000000001,12.754000000000001,13.88,14.607000000000001,14.802999999999999,14.494000000000002,14.239,12.524000000000001,12.174000000000001,11.085999999999999,9.522,9.094,8.839,8.677999999999999,6.145,3.0580000000000003,2.057,2.044,2.388,2.73,3.2310000000000003,3.668,4.129,4.249,3.864,3.5989999999999998
2009-05-01,-9999.0,5.537000000000001,6.046,6.825,7.257000000000001,7.485,8.286,9.107999999999999,9.937999999999999,10.845999999999998,11.672,12.427,13.182,13.628,13.87,13.4,13.775,12.45,10.786,11.606,8.384,9.176,8.89,8.059,5.827000000000001,3.302,2.2,2.272,2.355,2.752,3.176,3.443,3.782,3.883,3.823,4.252
2009-06-01,-9999.0,-9999.0,-9999.0,6.132000000000001,7.246,8.19,8.982999999999999,10.445,11.556,11.685,12.117,13.013,12.51,12.167,12.284,12.411,12.380999999999998,11.57,12.205,11.154000000000002,10.94,10.012,10.308,8.816,6.2,2.7880000000000003,2.6860000000000004,3.002,3.158,3.72,4.266,4.433,4.763999999999999,4.12,4.086,3.823
2009-07-01,-9999.0,-9999.0,6.114,6.959,7.987,8.719,9.968,10.95,11.889000000000001,12.827,13.192,13.792,13.414000000000001,13.200999999999999,13.198,12.474,10.435,8.975,8.788,7.871,7.811,6.687,8.1,8.719,6.306,3.41,2.702,2.573,3.373,3.48,3.323,3.4330000000000003,3.569,3.6860000000000004,3.451,2.8960000000000004
2009-08-01,-9999.0,-9999.0,5.769,6.752999999999999,5.962999999999999,6.606,7.405,8.454,9.372,10.390999999999998,11.282,11.671,11.627,10.929,11.562000000000001,11.827,11.37,10.113,8.507,8.456,7.347,5.521,4.361000000000001,3.548,3.51,2.2,2.117,2.273,2.638,2.383,2.67,3.3280000000000003,3.3760000000000003,3.4619999999999997,3.8939999999999997,4.357
