,24km,23km,22km,21km,20km,19km,18km,17km,16km,15km,14km,13km,12km,11km,10km,9km,8km,7km,6km,5km,4km,3km,2km,1km,0km,-1km,-2km,-3km,-4km,-5km,-6km,-7km,-8km,-9km,-10km,-11km
1997-10-01,-9999.0,-9999.0,3.588,3.803,4.335,5.13,5.724,6.537000000000001,7.546,8.312000000000001,9.636000000000001,11.14,12.190999999999999,12.061,12.065,11.470999999999998,10.295,10.062999999999999,9.057,7.468999999999999,5.686,4.439,2.987,2.82,2.508,1.614,1.5130000000000001,1.5319999999999998,1.7590000000000001,1.972,2.052,2.6039999999999996,3.01,3.345,3.488,2.7889999999999997
1997-11-01,2.211,3.188,3.4219999999999997,4.3069999999999995,4.814,5.818,6.847,7.9110000000000005,9.014,10.041,11.135,11.519,11.845999999999998,12.189,12.325,11.185,11.527000000000001,11.584000000000001,9.414,8.267999999999999,6.5120000000000005,4.258,3.734,3.435,3.446,1.724,1.75,1.681,1.906,2.153,2.5140000000000002,3.0980000000000003,3.3369999999999997,2.5860000000000003,2.559,3.298
1997-12-01,-9999.0,-9999.0,-9999.0,-9999.0,3.138,3.5239999999999996,4.119,4.83,5.8,7.132999999999999,8.406,9.546,10.13,11.020999999999999,11.677999999999999,11.772,11.453,11.765999999999998,12.661,10.972000000000001,8.128,7.615,5.867999999999999,4.586,3.772,2.852,1.8719999999999999,1.381,1.564,1.8880000000000001,2.229,2.365,2.7510000000000003,3.034,3.0869999999999997,2.908
1998-01-01,-9999.0,-9999.0,3.2,3.665,5.056,5.5489999999999995,5.805,6.313,7.96,9.557,11.036,12.456,13.182,14.665999999999999,15.472000000000001,16.262999999999998,15.697000000000001,14.198,12.682,10.274000000000001,9.946,9.391,8.033,6.381,4.157,1.6059999999999999,1.25,1.3659999999999999,1.6219999999999999,1.8730000000000002,2.224,2.6519999999999997,2.8,3.096,3.089,3.08
1998-02-01,-9999.0,-9999.0,-9999.0,-9999.0,4.703,4.673,5.181,5.907,6.997000000000001,8.886000000000001,10.742,11.929,13.47,13.934000000000001,13.468,14.907,13.634,12.206,11.123,8.328,6.172999999999999,5.428,6.087000000000001,5.864,3.8960000000000004,1.786,1.656,1.605,1.8780000000000001,2.0909999999999997,2.591,2.7760000000000002,3.1060000000000003,3.487,3.668,4.1610000000000005
1998-03-01,5.535,6.019,6.4670000000000005,7.138999999999999,8.312999999999999,8.882,9.672,8.979,9.47,9.946,11.39,13.318,14.398,14.5,15.652000000000001,15.627,15.034,15.373,13.378,14.215,12.3,11.946,9.937000000000001,8.767000000000001,5.93,2.748,1.7930000000000001,1.9909999999999999,2.244,2.5669999999999997,2.6910000000000003,2.793,3.0789999999999997,3.5069999999999997,3.572,3.407
1998-04-01,-9999.0,5.5489999999999995,5.42,5.702999999999999,6.1579999999999995,7.015,7.773,8.728,9.545,10.368,11.936,13.354000000000001,14.49,14.804,15.262,15.874,13.908,12.22,11.607999999999999,10.752,10.093,10.294,10.712,9.283999999999999,5.949,1.83,1.979,2.262,2.641,3.2739999999999996,3.7039999999999997,3.648,3.779,3.35,2.79,4.928999999999999
1998-05-01,-9999.0,-9999.0,6.207999999999999,7.105,8.149,9.298,8.89,9.755,10.630999999999998,11.120999999999999,11.478,11.564,12.280999999999999,13.435,13.397,13.717,12.972999999999999,11.838,10.936,10.925999999999998,11.112,9.377,9.953,10.597000000000001,6.1579999999999995,2.6289999999999996,2.295,2.175,2.359,2.839,3.13,3.622,3.589,3.747,3.938,4.063
1998-06-01,5.688,6.356,7.314,8.408999999999999,8.344,9.769,10.470999999999998,11.077,11.93,12.415999999999999,12.394,12.474,12.376,12.357999999999999,12.655999999999999,12.395999999999999,12.037,11.513,10.446,9.822000000000001,10.854000000000001,9.908999999999999,9.794,11.36,8.884,3.162,2.451,2.967,3.245,3.265,3.5380000000000003,3.9610000000000003,4.146,3.491,3.478,4.0089999999999995
1998-07-01,5.705,5.885,6.694,7.626,8.711,9.742,10.634,11.513,11.982999999999999,12.460999999999999,12.854000000000001,13.682,13.745999999999999,13.335,13.130999999999998,12.228,10.432,10.051,9.997,9.08,7.46,7.405,9.636000000000001,10.523,8.865,4.235,3.5869999999999997,3.188,3.139,3.5439999999999996,3.7060000000000004,3.682,3.4219999999999997,3.554,3.1239999999999997,2.864
1998-08-01,-9999.0,6.447,6.505,7.065,7.867000000000001,8.745,9.841000000000001,10.515,10.812999999999999,10.934000000000001,11.648,12.632,12.720999999999998,11.888,12.069,11.25,10.665,10.786,8.775,7.324,6.6370000000000005,7.147,7.1739999999999995,6.666,4.944,2.685,2.5580000000000003,2.738,2.986,3.23,3.452,3.488,3.555,3.338,3.965,4.749
1998-09-01,-9999.0,-9999.0,5.778,5.702999999999999,6.38,7.143,8.229,9.245,10.045,10.876,11.364,11.149000000000001,11.706,12.001,11.799000000000001,12.184000000000001,11.636,10.36,8.642000000000001,8.029,6.44,6.108,5.545,5.787999999999999,4.968,2.928,2.05,2.653,2.681,2.7760000000000002,3.0180000000000002,3.242,3.432,3.5669999999999997,3.498,3.9589999999999996
1998-10-01,4.173,4.603,5.434,5.916,5.781000000000001,6.069,7.25,7.903,8.808,9.712,10.415999999999999,11.323,11.64,12.154000000000002,12.448,12.042,11.238,9.431000000000001,8.294,6.667999999999999,5.705,5.409,4.791,4.518,4.283,2.146,2.046,2.23,2.307,2.608,2.818,3.2030000000000003,3.3369999999999997,3.617,3.074,3.198
1998-11-01,2.211,2.492,2.93,3.375,3.8339999999999996,4.513,5.456,6.522,6.303999999999999,7.784,9.104,10.889000000000001,11.725,11.875,11.862,11.69,11.418,12.215,10.425,8.787,6.649,6.558,6.822,6.056,3.7460000000000004,2.005,1.811,1.871,2.323,2.4090000000000003,2.636,3.069,3.1180000000000003,3.197,3.082,2.448
1998-12-01,1.439,1.87,2.28,2.478,2.9939999999999998,3.8089999999999997,4.666,4.98,5.806,6.825,8.523,10.283,11.577,11.761,12.533,13.994000000000002,13.42,11.96,10.785,10.047,8.682,7.768,6.149,5.507999999999999,3.863,2.0980000000000003,1.7890000000000001,1.662,1.8530000000000002,1.9669999999999999,2.169,2.448,2.772,2.909,2.9019999999999997,2.972
1999-01-01,2.104,2.43,3.074,3.739,4.466,5.462000000000001,6.651,7.707000000000001,9.117,10.022,11.282,11.925,12.047,11.818,13.193,13.437999999999999,13.042,11.950999999999999,12.488,9.494,9.123,9.812999999999999,8.905,7.132000000000001,4.999,2.386,1.672,1.751,2.046,2.122,2.371,2.481,2.7710000000000004,2.685,3.065,2.699
1999-02-01,3.3710000000000004,3.1,2.89,3.339,3.798,4.237,4.898,5.6739999999999995,6.956,8.682,10.184,11.557,12.88,14.197000000000001,15.173,15.534,15.927999999999999,15.056,13.285,10.172,8.822000000000001,7.739,6.381,5.193,3.565,2.342,2.008,1.534,1.525,1.675,1.9409999999999998,2.272,2.6180000000000003,2.722,2.906,3.278
1999-03-01,2.226,3.103,3.992,4.462,5.289,6.058,7.121,8.019,9.174,10.673,11.985999999999999,13.103,14.26,15.126,16.398,16.584,17.35,17.656,15.948,16.333,14.347999999999999,11.522,11.764000000000001,11.863,8.571,4.907,2.449,2.074,2.372,2.557,2.725,3.022,3.408,3.673,3.627,4.058
1999-04-01,5.204,5.3629999999999995,5.405,5.767,6.211,6.91,7.74,8.827,9.658999999999999,10.775,11.998,12.979000000000001,13.6,14.627,15.331,13.683,12.782,10.5,9.841000000000001,11.686,12.682,12.475999999999999,12.85,11.107000000000001,6.872999999999999,2.533,2.4330000000000003,1.986,2.3169999999999997,3.0010000000000003,3.25,3.67,3.492,3.486,3.6889999999999996,4.243
1999-05-01,-9999.0,-9999.0,4.811,5.446000000000001,6.178,7.154,8.138,9.011000000000001,9.677999999999999,10.484000000000002,10.47,11.113,12.725999999999999,13.342,12.687000000000001,12.806,13.103,12.61,11.057,9.445,11.128,9.208,9.089,8.124,6.809,3.0839999999999996,2.168,2.326,2.381,2.252,3.2760000000000002,3.758,3.593,3.909,4.27,4.791
1999-06-01,7.031000000000001,7.9479999999999995,7.349,8.046,8.672,9.012,10.300999999999998,11.124,12.07,12.565999999999999,12.843,12.435,12.321,12.091,11.334000000000001,12.015,11.869000000000002,10.35,8.485,7.872000000000001,8.05,8.646,8.81,10.882,7.647,2.8760000000000003,2.569,2.549,3.218,3.5239999999999996,3.463,3.4219999999999997,3.556,3.028,4.343999999999999,4.73
1999-07-01,-9999.0,-9999.0,5.781000000000001,6.577000000000001,7.141,8.051,9.176,10.482000000000001,11.185,11.425999999999998,12.367,13.124,14.034,13.547,12.806,11.981,11.323,10.503,9.254,8.882,7.209,6.944,6.67,7.11,6.7010000000000005,2.577,2.418,2.855,2.53,2.775,2.97,3.215,3.3689999999999998,3.5269999999999997,3.65,3.7030000000000003
1999-08-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,11.63,11.39,11.505,12.019,12.777000000000001,11.662,11.507,10.677999999999999,9.316,7.922000000000001,7.52,6.752000000000001,5.149,3.6310000000000002,4.346,4.4639999999999995,2.005,2.481,2.056,2.177,3.01,3.29,3.4789999999999996,3.7089999999999996,3.2310000000000003,3.0980000000000003,2.8169999999999997
1999-09-01,-9999.0,4.421,4.879,4.965,5.409,6.184,6.473,7.2410000000000005,8.325,9.107000000000001,10.175,11.106,11.259,11.552999999999999,11.254000000000001,10.773,10.470999999999998,9.58,8.777000000000001,7.803,6.727,5.095,4.183,3.8,3.091,2.35,2.187,2.065,2.229,2.5660000000000003,2.659,2.6510000000000002,3.022,2.891,2.524,2.705
1999-10-01,-9999.0,-9999.0,2.977,3.551,4.236000000000001,5.003,5.732,6.666,7.765,8.982000000000001,10.121,11.675,12.565,13.092,12.618,12.214,11.78,11.357000000000001,9.968,7.5120000000000005,5.271,3.6,4.598,3.487,2.6430000000000002,1.103,0.9670000000000001,1.2990000000000002,1.561,1.7269999999999999,1.93,2.229,2.636,3.1519999999999997,3.1239999999999997,2.799
1999-11-01,2.668,2.72,2.9360000000000004,3.4560000000000004,4.205,5.1,6.277,7.15,8.732000000000001,9.894,10.585,11.63,12.005,12.276,11.46,10.855,10.422,9.056000000000001,6.91,6.1770000000000005,5.034,4.489,4.184,3.9389999999999996,3.38,1.8940000000000001,1.8319999999999999,1.923,2.0909999999999997,2.463,2.623,2.6630000000000003,3.13,3.127,1.99,1.358
1999-12-01,1.732,2.208,2.6889999999999996,3.222,3.861,5.058,6.471,8.613999999999999,10.752,12.05,12.422,12.728,13.606,13.328,12.824000000000002,12.572000000000001,11.164000000000001,9.225,8.567,7.806,6.522,5.7379999999999995,5.226,4.563,2.347,0.9690000000000001,1.126,1.273,1.62,1.986,2.3080000000000003,2.6919999999999997,2.944,3.4360000000000004,3.255,3.469
2000-01-01,-9999.0,-9999.0,-9999.0,-9999.0,2.786,3.2239999999999998,3.714,4.479,5.192,5.819,6.604,8.487,10.923,13.012,15.055,14.832,12.334000000000001,9.134,8.253,6.968999999999999,10.955,9.061,7.272,3.437,1.454,0.823,0.978,1.146,1.419,1.771,2.13,2.6319999999999997,2.988,3.052,3.161,0.7609999999999999
2000-02-01,-9999.0,-9999.0,2.9930000000000003,3.5239999999999996,3.6319999999999997,4.548,5.4110000000000005,6.184,7.51,8.785,10.286,12.475,12.99,13.562999999999999,13.364,11.981,11.777999999999999,8.854,9.13,6.672000000000001,6.938,8.04,7.093999999999999,4.477,2.9160000000000004,0.833,0.9129999999999999,1.1320000000000001,1.39,1.685,1.93,2.37,2.765,3.035,3.197,3.628
2000-03-01,3.6689999999999996,4.005,4.8180000000000005,5.267,5.881,6.774,8.09,9.001,10.212,10.821,11.584000000000001,12.57,14.118,15.323,16.378,16.124000000000002,13.822000000000001,9.357999999999999,9.788,9.6,9.299,8.954,8.821,9.286,5.672999999999999,2.499,1.8519999999999999,1.881,2.322,2.57,2.997,3.321,3.7689999999999997,3.755,4.077,2.2119999999999997
2000-04-01,4.209,4.628,4.439,5.157,6.129,6.917000000000001,7.486000000000001,8.437999999999999,9.572000000000001,10.81,11.59,12.705,13.724,14.370999999999999,13.883,12.738,12.418,11.472000000000001,11.606,12.24,11.715,9.465,8.024,8.896,6.1979999999999995,3.036,2.123,2.241,2.4819999999999998,2.716,3.033,3.109,3.298,3.6289999999999996,4.012,3.591
2000-05-01,4.794,5.085,5.492999999999999,5.671,6.31,7.287000000000001,8.427999999999999,9.035,9.455,9.842,10.448,11.764000000000001,12.51,13.133,13.498,12.957,11.369000000000002,10.185,8.504,7.577999999999999,6.733,6.881,8.304,9.592,7.742999999999999,4.126,2.989,3.025,3.2769999999999997,3.801,4.062,4.587,4.717,4.609,5.007,4.58
2000-06-01,-9999.0,-9999.0,-9999.0,6.371,7.0920000000000005,7.93,8.871,9.937000000000001,10.772,11.338,11.149000000000001,11.085999999999999,11.625,12.193,12.588,12.457,11.708,10.409,10.161,8.236,6.269,5.0680000000000005,4.612,5.414,4.612,3.2560000000000002,3.3810000000000002,3.306,3.9360000000000004,2.951,3.502,4.306,4.788,4.907,4.941,5.082
2000-07-01,4.706,4.823,5.492999999999999,6.19,7.0489999999999995,8.3,9.537,10.38,11.179,11.699000000000002,12.114,11.868,12.517000000000001,12.731,12.540999999999999,11.798,10.752,9.052,7.857,7.322,5.926,6.394,6.621,7.115,6.657,3.467,3.883,4.163,3.301,3.36,3.5989999999999998,3.635,3.918,4.343,4.025,3.745
2000-08-01,-9999.0,3.861,5.162999999999999,6.2170000000000005,7.071000000000001,7.71,8.625,9.72,10.470999999999998,10.995999999999999,11.61,11.793,12.548,12.043,11.754000000000001,10.779000000000002,9.579,8.433,7.87,7.4670000000000005,5.978,4.52,4.763999999999999,5.7010000000000005,5.0969999999999995,3.05,2.681,2.782,3.1639999999999997,3.418,3.4419999999999997,3.94,4.381,4.692,4.796,4.027
2000-09-01,-9999.0,-9999.0,3.412,3.8510000000000004,4.837,5.59,6.273,7.556,8.603,10.023,11.033,12.017000000000001,12.074000000000002,12.22,12.27,11.905999999999999,11.415,11.327,10.226,8.218,6.51,5.621,5.112,3.4930000000000003,2.338,1.663,2.042,1.43,1.567,1.66,2.162,2.532,3.05,3.3110000000000004,3.6189999999999998,3.5980000000000003
2000-10-01,3.8989999999999996,4.442,5.367000000000001,5.897,6.946000000000001,7.732,8.363,10.3,10.632,11.014000000000001,11.988,12.167,11.857999999999999,11.617,10.982000000000001,9.972999999999999,10.388,9.426,6.591,5.218,4.712,4.8580000000000005,5.122000000000001,5.352,4.287,2.762,2.335,2.4019999999999997,2.5869999999999997,2.908,3.252,3.5460000000000003,3.608,3.65,3.7739999999999996,2.7969999999999997
2000-11-01,2.9810000000000003,3.102,3.366,3.556,4.795,5.46,6.67,7.313,8.479,9.658999999999999,10.991,11.645,11.95,12.811,12.949000000000002,11.942,11.696,10.873,10.079,8.465,6.3629999999999995,5.7410000000000005,4.572,3.432,2.645,1.558,1.706,1.608,1.781,2.021,2.136,2.387,2.8689999999999998,2.9010000000000002,2.275,3.113
2000-12-01,2.656,3.523,3.9760000000000004,3.778,4.175,4.9430000000000005,6.699,7.846,8.851,10.966,12.155999999999999,13.489,13.800999999999998,14.485,15.62,14.977,14.932,12.175999999999998,10.113999999999999,9.048,9.07,7.205,6.495,4.877,3.116,1.419,1.3219999999999998,1.3090000000000002,1.436,1.749,2.0909999999999997,2.41,2.7110000000000003,2.7030000000000003,3.264,3.009
2001-01-01,4.043,3.194,3.135,3.7910000000000004,4.388999999999999,5.233,6.517,7.729,9.218,11.019,13.067,14.328,14.11,15.075,15.520999999999999,15.565,15.192,10.998,8.815,7.007000000000001,8.28,10.859000000000002,10.68,7.2139999999999995,4.638999999999999,2.09,2.215,2.384,2.228,2.246,2.546,2.8139999999999996,2.741,2.977,2.611,0.868
2001-02-01,-9999.0,3.464,4.297,4.183,4.481,5.109,5.772,7.215,7.962000000000001,9.288,10.454,12.561,13.474,15.247,16.168,15.822000000000001,15.344000000000001,14.741,13.075999999999999,11.119000000000002,9.355,8.906,8.09,7.079,5.649,3.1519999999999997,1.892,1.776,1.7630000000000001,2.085,2.3080000000000003,2.727,3.0,3.23,3.266,2.717
2001-03-01,3.875,4.162,4.763999999999999,5.742000000000001,6.7860000000000005,8.087,8.999,9.685,10.974,12.085999999999999,14.192,15.98,15.718,16.79,17.688,16.208,15.28,13.055,12.876,11.478,10.626,11.32,9.628,9.552,6.011,1.956,1.754,1.8969999999999998,2.227,2.582,2.923,3.34,3.195,2.967,3.0839999999999996,2.063
2001-04-01,5.545,5.707999999999999,6.228,6.9879999999999995,7.845,8.843,9.649,10.654000000000002,11.543,12.21,13.192,14.315,15.032,15.225,14.717,14.321,16.213,16.329,15.599,14.988,12.857000000000001,11.567,12.292,11.392999999999999,7.522,2.8819999999999997,2.5660000000000003,3.025,2.6460000000000004,2.9210000000000003,3.372,4.0169999999999995,3.714,3.742,4.0360000000000005,4.39
2001-05-01,-9999.0,-9999.0,-9999.0,6.343999999999999,6.187,6.955,8.007,8.89,9.87,10.91,11.780999999999999,12.507,13.162,13.698,14.446,14.367,13.152000000000001,12.395999999999999,10.775,11.099,7.91,9.456,11.142000000000001,9.394,6.724,2.128,1.9280000000000002,2.116,2.61,2.673,3.236,3.3989999999999996,4.281000000000001,4.503,4.8580000000000005,5.484
2001-06-01,-9999.0,-9999.0,-9999.0,6.697,7.638,8.472000000000001,9.585,11.123,12.315999999999999,12.927999999999999,12.917,13.355,13.538,13.505,13.311,12.898,12.139000000000001,11.542,9.798,9.881,8.767000000000001,7.249,8.335,8.737,6.983,2.929,2.425,2.6289999999999996,3.2510000000000003,3.239,3.4219999999999997,4.216,4.154,4.332,4.177,4.181
2001-07-01,-9999.0,5.91,6.775,7.452000000000001,8.363,9.392000000000001,10.267999999999999,11.469000000000001,12.539000000000001,12.440999999999999,12.79,13.97,13.495,13.305,13.524000000000001,12.397,11.505999999999998,9.941,9.776,8.826,7.629,6.814,7.925,8.306000000000001,7.832000000000001,4.228,2.877,3.1189999999999998,3.141,3.74,3.708,3.7460000000000004,3.635,4.1930000000000005,4.822,6.199
2001-08-01,-9999.0,5.003,5.2379999999999995,6.127000000000001,7.028,8.101,9.112,10.045,10.914000000000001,11.444,12.097000000000001,12.41,12.607999999999999,12.276,12.030999999999999,12.254000000000001,11.472000000000001,10.659,9.017999999999999,7.287000000000001,5.811,4.113,4.303999999999999,3.951,3.911,1.98,1.9469999999999998,2.178,2.502,2.843,3.495,3.812,4.095,4.254,4.895,5.7139999999999995
2001-09-01,3.97,4.601,5.375,6.058,6.9239999999999995,7.99,9.199,10.167,10.367,11.460999999999999,12.222999999999999,12.757,12.51,12.105,11.950999999999999,11.352,10.655,8.794,7.455,6.9079999999999995,5.794,4.963,5.6610000000000005,5.561,4.768,2.2430000000000003,1.864,2.195,2.625,3.0410000000000004,3.353,3.284,3.426,3.298,2.827,2.21
2001-10-01,3.355,3.577,3.892,4.592,5.211,5.083,5.864,6.608,7.736000000000001,8.652000000000001,9.478,10.144,10.333,11.079,11.540999999999999,11.354000000000001,10.877,10.449000000000002,9.715,7.959,5.224,4.655,3.54,2.6630000000000003,2.001,1.337,1.271,1.44,1.6909999999999998,1.7619999999999998,2.055,2.54,2.945,3.263,3.511,3.728
2001-11-01,-9999.0,2.7969999999999997,3.0789999999999997,3.464,4.292,5.025,5.834,6.481,7.61,8.783,10.059,11.212,12.202,12.573,12.437000000000001,10.898,10.067,9.897,9.352,8.816,6.957000000000001,5.601,4.77,4.202,3.565,2.146,1.4869999999999999,1.56,1.745,2.022,2.252,2.445,2.7289999999999996,2.7230000000000003,3.015,3.123
2001-12-01,-9999.0,-9999.0,2.99,3.0380000000000003,3.5669999999999997,3.923,4.37,4.909,6.108,7.284,8.546,9.395,11.048,12.939,13.944,13.557,12.288,11.335999999999999,13.13,11.38,7.82,7.7410000000000005,6.2989999999999995,4.945,3.071,1.426,1.517,1.6369999999999998,1.805,2.102,2.464,2.695,3.025,3.3789999999999996,3.4760000000000004,2.7539999999999996
2002-01-01,2.909,2.763,2.637,3.1519999999999997,3.6519999999999997,4.613,5.64,6.687,7.812,9.682,11.472000000000001,12.558,14.290999999999999,14.568,15.610999999999999,15.892999999999999,14.814,14.324000000000002,11.987,9.737,7.943,7.417000000000001,6.761,6.082000000000001,4.098,1.48,1.5290000000000001,1.702,1.965,2.47,2.763,2.9739999999999998,3.1910000000000003,3.38,3.68,3.1430000000000002
2002-02-01,4.141,4.421,4.215,4.763,5.776,6.52,7.305,8.565,10.232000000000001,11.735,13.165,14.203,15.152999999999999,16.203,15.572000000000001,14.970999999999998,14.390999999999998,14.818,14.915999999999999,14.142999999999999,13.425,11.738,11.347000000000001,10.006,5.606,1.996,1.874,2.305,2.403,2.502,2.658,2.8539999999999996,3.34,3.5010000000000003,3.3289999999999997,3.6860000000000004
2002-03-01,-9999.0,-9999.0,-9999.0,-9999.0,4.9,5.916,6.482,6.7170000000000005,7.722,9.229,10.556,12.255,14.378,15.244000000000002,14.045,13.554,12.505999999999998,12.312999999999999,12.784,10.963,11.42,13.243,9.836,5.952999999999999,3.174,1.492,1.744,1.541,1.892,2.292,2.549,3.846,3.423,3.9330000000000003,3.839,4.338
2002-04-01,5.2989999999999995,5.697,5.4239999999999995,6.15,6.822,7.604,8.341000000000001,9.202,9.94,11.148,12.102,13.132,14.659,15.71,15.437999999999999,14.238,13.76,13.015,9.166,10.853,10.392000000000001,12.609000000000002,12.148,10.101,6.722,3.597,2.888,2.802,2.612,3.2089999999999996,3.66,3.906,4.0569999999999995,3.877,4.537,4.593999999999999
2002-05-01,4.988,5.813,6.721,7.242999999999999,7.946000000000001,8.701,9.321,9.888,10.751,10.857999999999999,11.1,11.954,12.845,13.298,12.812000000000001,12.155999999999999,11.177999999999999,9.812999999999999,10.445,9.87,9.957,11.258,10.741,10.652999999999999,7.48,3.0189999999999997,2.719,2.65,3.048,3.445,3.758,3.963,3.9360000000000004,3.863,4.766,6.0889999999999995
2002-06-01,-9999.0,3.967,4.727,5.705,6.659,7.4910000000000005,8.601,9.394,10.203,10.504000000000001,11.205,12.118,12.405,13.275,13.360999999999999,13.116,12.984000000000002,12.467,11.195,8.911,9.815,9.437999999999999,9.297,8.95,6.984,2.194,1.7690000000000001,2.355,2.274,2.9560000000000004,3.355,3.552,3.9010000000000002,4.121,4.023,4.138999999999999
2002-07-01,4.434,5.386,6.4510000000000005,7.206,8.16,9.302999999999999,10.133,10.648,11.671,12.39,12.833,13.047,12.737,12.85,13.305,12.24,10.958,9.821,9.152999999999999,9.011000000000001,8.113999999999999,7.23,7.457999999999999,8.333,6.656000000000001,2.846,3.0869999999999997,3.1839999999999997,3.219,3.486,3.554,3.676,3.804,3.5789999999999997,3.384,3.44
2002-08-01,4.056,4.501,5.15,6.007000000000001,6.876,7.749,8.394,9.363999999999999,10.269,10.923,11.484000000000002,11.822000000000001,12.745999999999999,13.105,11.894,12.035,11.644,10.468,9.554,8.402999999999999,7.325,6.15,4.747,4.25,3.304,2.488,2.335,2.4530000000000003,2.9,3.182,3.543,3.969,4.428999999999999,4.649,4.6610000000000005,4.875
2002-09-01,-9999.0,-9999.0,4.54,4.831,5.553999999999999,6.12,6.757999999999999,7.541,8.294,9.088,9.636000000000001,10.18,11.088,11.333,11.479000000000001,11.735999999999999,11.543,10.960999999999999,10.308,8.998,7.5089999999999995,6.187,4.877,3.824,3.279,1.883,1.85,2.008,2.227,2.4730000000000003,2.752,2.991,3.405,4.023,4.802,4.697
2002-10-01,3.523,3.634,4.348,4.72,5.4,6.233,7.192,8.083,9.362,11.078,11.02,12.222000000000001,12.892999999999999,12.392999999999999,12.092,12.084000000000001,11.373,10.355,9.37,7.789,6.331,5.672000000000001,4.732,4.585,3.887,2.336,2.116,2.005,2.408,2.6289999999999996,2.853,2.6719999999999997,2.7060000000000004,2.745,3.07,3.7030000000000003
2002-11-01,-9999.0,3.7689999999999997,4.3660000000000005,4.9910000000000005,5.965,7.417000000000001,9.717,11.200999999999999,12.565,13.29,14.008,14.319,14.140999999999998,14.802999999999999,14.123,13.458,13.179,12.614,10.752,7.87,6.609,4.2219999999999995,5.156000000000001,3.656,2.7910000000000004,1.875,1.665,1.995,2.428,2.635,2.846,3.21,3.62,3.8510000000000004,3.5860000000000003,1.722
2002-12-01,-9999.0,2.5269999999999997,2.735,3.083,3.51,4.081,4.917,6.311,7.07,8.564,9.689,10.948,12.129000000000001,13.536,14.197000000000001,14.467,14.114,12.512,11.933,8.875,6.252000000000001,5.989,4.7410000000000005,4.6160000000000005,2.309,1.122,1.486,1.619,1.7730000000000001,2.035,2.468,2.91,3.1830000000000003,3.312,2.846,3.117
2003-01-01,8.826,10.731,12.425,8.704,6.48,8.128,8.231,9.829,11.085999999999999,11.82,13.040999999999999,14.648,15.292,15.339,15.887,17.311,14.683,13.467,13.544,10.669,8.35,8.017999999999999,6.805,5.242000000000001,3.815,2.117,2.173,2.0780000000000003,2.24,2.553,2.8339999999999996,2.705,3.016,2.68,2.7739999999999996,2.655
2003-02-01,3.5180000000000002,3.5210000000000004,3.907,4.505,5.455,6.1979999999999995,7.127999999999999,8.456,9.645,10.253,11.113,12.367,14.31,16.397000000000002,17.461,18.128,16.663,14.505999999999998,13.091,9.317,7.024,8.061,9.277999999999999,8.267999999999999,4.885,2.3080000000000003,1.889,1.8940000000000001,2.129,2.45,2.645,3.035,3.4589999999999996,3.889,3.906,2.997
2003-03-01,-9999.0,-9999.0,4.063,4.814,5.431,5.409,6.0360000000000005,6.9879999999999995,7.806,8.738999999999999,10.032,11.374,12.720999999999998,13.977,14.995,15.19,15.897,14.130999999999998,11.163,11.902000000000001,11.081,12.022,9.73,8.965,5.189,1.2229999999999999,1.459,1.5719999999999998,1.74,1.9569999999999999,2.498,2.9339999999999997,3.1310000000000002,3.449,4.024,3.537
2003-04-01,7.337000000000001,8.001,6.407,6.939,7.725,8.452,9.185,9.988,10.762,11.798,12.684000000000001,13.762,14.481,15.37,15.909,15.686,14.194,13.913,13.181,11.67,9.832,9.986,10.307,9.338,7.142,3.73,3.153,2.8080000000000003,3.034,2.9930000000000003,3.458,3.967,3.9130000000000003,4.231,4.699,4.947
2003-05-01,-9999.0,-9999.0,-9999.0,6.585,7.2620000000000005,8.048,8.56,8.76,9.372,10.491,11.282,11.834000000000001,12.965,14.314,15.055,14.79,13.942,14.344000000000001,11.890999999999998,10.289000000000001,9.689,5.821000000000001,6.402,8.187000000000001,6.067,1.518,1.699,2.376,2.958,3.052,3.074,3.5210000000000004,4.099,3.884,3.75,3.6910000000000003
2003-06-01,-9999.0,-9999.0,-9999.0,6.412999999999999,6.981,8.055,9.169,10.126,10.669,11.352,12.307,13.269,13.165,13.485999999999999,13.354000000000001,13.559000000000001,13.41,12.450999999999999,10.777000000000001,8.731,7.926,7.422999999999999,6.6339999999999995,6.6770000000000005,4.368,2.467,1.764,1.742,2.053,2.407,2.8560000000000003,3.1889999999999996,3.67,4.587,4.829,4.855
2003-07-01,-9999.0,5.977,6.859,7.801,8.604,9.132,9.748,10.309000000000001,11.071,11.715,12.315999999999999,13.193,13.280999999999999,12.602,12.757,11.620999999999999,10.35,10.148,8.735,8.311,7.502000000000001,6.2989999999999995,7.273,7.933,6.532,3.1630000000000003,2.97,3.1630000000000003,3.34,3.895,3.859,3.873,4.022,4.348,3.54,3.247
2003-08-01,-9999.0,-9999.0,-9999.0,-9999.0,6.722,7.53,8.561,9.464,10.425,11.308,12.020999999999999,12.386,11.773,11.241,11.694,12.657,12.354000000000001,11.265,10.369000000000002,8.908999999999999,6.77,5.354,4.022,4.16,4.176,2.648,2.247,2.364,2.761,3.176,3.315,4.007,3.85,4.042,4.452,4.279
