date,0km,1km,2km,3km,4km,5km,6km,7km,8km,9km,10km,11km,12km,13km,14km,15km,16km,17km,18km,19km,20km,21km,22km,23km,24km,25km,26km,27km,28km,29km,30km,31km,32km,33km,34km,35km,0km_ds,1km_ds,2km_ds,3km_ds,4km_ds,5km_ds,6km_ds,7km_ds,8km_ds,9km_ds,10km_ds,11km_ds,12km_ds,13km_ds,14km_ds,15km_ds,16km_ds,17km_ds,18km_ds,19km_ds,20km_ds,21km_ds,22km_ds,23km_ds,24km_ds,25km_ds,26km_ds,27km_ds,28km_ds,29km_ds,30km_ds,31km_ds,32km_ds,33km_ds,34km_ds,35km_ds
1991-01-01,2.439,3.661,3.478,3.255,2.965,2.678,2.386,2.209,1.985,2.172,3.216,3.988,4.918,5.851,6.6610000000000005,7.8439999999999985,8.728,10.125,12.169,14.465,16.315,18.096,17.936,17.230999999999998,15.642,14.701,12.781,11.055,9.242,7.6960000000000015,6.466,5.365,4.724,4.18,3.722,-9999.0,-0.009326086956521706,0.3237391304347832,0.18293478260869644,0.1983043478260873,0.20613043478260895,0.21141304347826084,0.1569565217391311,0.1467391304347827,-0.10671739130434799,-0.3397608695652168,-0.2455217391304343,-0.8011739130434781,-1.0848260869565198,-1.006391304347825,-1.0124347826086968,-0.7552391304347834,-1.1345434782608699,-1.0593695652173913,-0.4730869565217368,0.3238043478260888,1.1049782608695669,2.448739130434781,2.395434782608696,2.5179565217391264,2.120934782608696,2.5623260869565225,1.9903913043478276,1.7169565217391298,1.2637333333333327,0.8598444444444455,0.6167555555555557,0.31599999999999984,0.382625,0.38885294117647007,0.4165263157894743,
1991-02-01,2.52,4.03,3.868,3.5780000000000003,3.278,3.147,2.9360000000000004,2.928,2.827,3.58,4.31,6.778,7.99,8.932,10.809,10.995,12.263,14.003,16.294,17.49,17.942999999999994,17.737000000000005,16.708,15.542,13.559,12.134,10.648,9.255,8.246,7.633999999999999,6.557,5.766,5.042,3.455,3.216,2.909,-0.133297872340425,0.38625,0.28693750000000007,0.25135416666666677,0.2486250000000001,0.42720833333333275,0.4407500000000004,0.5446874999999998,0.29722916666666643,0.32839583333333344,-0.4761875,0.2139791666666664,-0.07624999999999815,-0.08010416666666664,1.4457499999999985,0.9467083333333335,1.172812500000001,1.1483333333333334,1.7659166666666657,1.7565416666666671,1.386604166666661,1.1431875000000034,0.8084255319148923,0.6652340425531911,0.010510638297871466,-0.04519148936170225,-0.07314893617021312,-0.11212765957446713,0.14434042553191695,0.5129999999999981,0.34076595744681093,0.3561276595744678,0.3074651162790696,-0.6185384615384617,-0.4582500000000005,-0.49085714285714355
1991-03-01,2.954,4.155,4.064,3.747,3.306,3.197,2.762,2.533,2.291,2.562,3.733,5.5360000000000005,8.573,10.952,12.925999999999998,12.121,12.429,11.21,13.369000000000002,14.265999999999998,15.4,15.99,15.163,14.055,12.771,11.617,10.073,8.809,7.6179999999999986,6.5710000000000015,5.747000000000001,4.883,4.306,-9999.0,-9999.0,-9999.0,0.0016666666666669272,0.3065624999999996,0.23174999999999946,0.1670625000000001,0.05249999999999977,0.2250208333333341,0.0601458333333329,-0.06956249999999997,-0.5717499999999998,-1.0660625000000001,-1.5042708333333334,-1.5493958333333326,0.004979166666666757,1.7973749999999988,3.4632499999999986,2.311958333333333,1.4352708333333322,-1.151791666666666,-0.7321249999999999,-1.2311666666666685,-0.8239999999999998,-0.19291666666666707,-0.3449375000000021,-0.35679166666666795,-0.33577083333333313,-0.1843749999999993,-0.4672291666666677,-0.623166666666668,-0.7027083333333355,-0.7640416666666647,-0.7229583333333327,-0.7985531914893622,-0.6671333333333322,,,
1991-04-01,3.256,3.986,3.889,3.735,3.653,3.25,2.989,2.641,2.8760000000000003,4.417,6.226,8.317,10.380999999999998,10.973,10.65,12.098,12.689,12.833,13.653,15.064,16.401,16.08,15.308,14.217,12.879,11.695,10.397,9.588,8.677,7.612,6.707000000000002,5.977,5.193,4.393,-9999.0,-9999.0,-0.0885625000000001,-0.11277083333333282,-0.2607708333333334,-0.15149999999999997,0.11762500000000031,0.03602083333333317,0.031312499999999854,-0.20893749999999978,-0.24041666666666606,0.4638749999999998,0.6261875000000012,0.7379791666666664,1.3364583333333329,1.6506875,1.465625000000001,2.5144583333333337,1.883541666666666,0.8419583333333343,0.1710208333333334,0.10520833333333535,0.7090208333333354,0.4496458333333333,0.23206249999999962,0.07745833333333252,-0.16377083333333076,-0.24833333333333307,-0.4921249999999997,-0.31816666666666826,-0.2706458333333348,-0.4771666666666672,-0.5570833333333312,-0.5383333333333331,-0.6340227272727281,-0.7594615384615393,,
1991-05-01,3.301,4.435,4.431,4.336,4.039,3.563,3.109,3.085,3.3960000000000004,3.469,5.249,6.755,8.935,9.995,10.043,9.394,10.165,11.983,13.332,13.438,13.925,14.518,14.306,13.585,12.911,12.002,11.467,11.023,10.154,8.959,7.645,6.129,5.316,4.432,4.758,-9999.0,-0.36822916666666616,-0.05639583333333409,0.03508333333333358,0.2511041666666669,0.27491666666666603,0.11552083333333396,-0.032833333333333936,0.11854166666666677,0.3978125000000001,-0.040812500000000806,0.4043541666666659,-0.030270833333332803,0.5725000000000016,1.2672916666666652,1.4853958333333335,0.6843958333333333,0.4524999999999988,1.1191041666666646,1.168354166666667,0.1744791666666643,-0.13266666666666715,0.1640625,0.18374999999999986,0.0835625000000011,0.18289583333333326,-0.006770833333334281,0.18610416666666652,0.447874999999998,0.3505833333333346,-0.04372916666666704,-0.5234375000000018,-1.1864565217391299,-1.0978250000000003,-1.2565588235294118,-0.21965217391304215,
1991-06-01,3.137,3.669,3.716,3.625,3.799,3.509,3.338,3.05,3.679,5.127000000000002,7.0779999999999985,8.42,8.738999999999999,8.754,8.197000000000001,8.761000000000001,10.318,11.167,11.58,13.339,14.083,14.477,14.402,13.878,13.005,12.422,11.941,11.271,10.11,8.919,7.894,6.6610000000000005,5.496,4.569,3.238,3.88,-0.5166250000000003,-0.5528749999999998,-0.49727083333333333,-0.4312083333333332,-0.05110416666666673,-0.07814583333333314,-0.010083333333333222,-0.04131249999999964,0.6338541666666666,1.8890208333333347,3.009791666666665,2.889729166666667,1.863624999999998,1.494437500000001,1.094333333333334,1.316458333333335,1.9942708333333332,1.8985833333333328,1.2316666666666656,1.881124999999999,1.3341250000000002,1.0261249999999986,0.8964791666666656,0.6771875000000005,0.1397708333333334,-0.07460416666666525,-0.06881249999999994,-0.07227083333332907,-0.38718750000000135,-0.6333124999999988,-0.7008125000000014,-1.0036041666666664,-1.2455000000000007,-1.2533750000000001,-1.8871851851851846,-0.6430952380952393
1991-07-01,3.996,4.873,4.885,4.856,5.05,4.097,3.857,3.043,2.959,3.049,3.324,5.306,6.667000000000002,6.5760000000000005,5.757999999999999,6.403,7.025,7.723,9.286,11.112,12.392,12.437,12.512,12.714,13.298,13.093,12.446,11.419,10.534,9.405,8.242,7.026,6.028,5.53,5.041,-9999.0,0.2633333333333341,0.6781555555555565,0.8033777777777775,0.8888666666666669,1.2149333333333332,0.46493333333333275,0.4839555555555557,-0.06642222222222216,0.02852272727272709,-0.11573333333333347,-0.3925681818181821,0.5,0.9756,0.8823333333333343,0.08988888888888802,0.15397777777777666,-0.1385111111111108,-0.5752272727272727,-0.35639999999999894,0.30480000000000196,0.2322444444444418,-0.48755555555555574,-0.49647727272727415,-0.4141333333333339,0.4685454545454544,0.47752272727272604,0.24836363636363856,-0.107023255813953,-0.0663636363636364,-0.20039534883721188,-0.31553488372092886,-0.5235714285714286,-0.6160731707317071,-0.16251428571428583,0.1165238095238097,
1991-08-01,4.285,4.774,4.684,4.277,3.986,3.621,3.359,3.286,2.931,2.5610000000000004,2.55,2.85,3.367,3.975,4.67,5.102,6.9220000000000015,8.595,10.031,11.470999999999998,12.467,12.559,12.203,10.880999999999998,11.757,12.222,12.205,11.419,10.133,8.847000000000003,7.622000000000001,6.642,5.557,5.252000000000002,5.08,-9999.0,0.5736808510638296,0.5823617021276588,0.7142127659574466,0.4911702127659576,0.36455319148936116,0.20582978723404244,0.22229787234042542,0.457446808510638,0.26900000000000013,-0.1270851063829781,-0.4633404255319151,-0.7552765957446814,-0.8112553191489367,-0.5711276595744681,-0.16376595744680955,-0.44848936170212816,0.1699361702127682,0.5472340425531907,0.6912553191489383,0.9756382978723419,0.8903829787234052,0.43397872340425536,-0.1394680851063832,-1.434957446808511,-0.5004042553191503,0.017304347826087252,0.3281521739130451,0.21397826086956684,-0.1385000000000023,-0.4478260869565194,-0.6555869565217387,-0.648577777777775,-0.7321621621621617,-0.3003548387096764,0.16060869565217306,
1991-09-01,3.3510000000000004,4.567,4.171,3.452,3.248,2.94,2.777,2.649,2.705,2.557,2.401,2.5,2.729,3.4730000000000003,3.792,4.984,5.965,7.438,8.833,10.195,11.354,11.449000000000002,11.262,11.487,10.85,10.978,10.114,9.528,8.862,7.886,7.121,6.3870000000000005,5.555,4.398,4.097,-9999.0,0.2608666666666668,0.8230217391304349,0.4705434782608702,-0.026913043478260956,-0.041086956521739104,-0.07680434782608758,0.05889130434782608,0.22991304347826036,0.4589565217391307,0.2794782608695652,-0.06932608695652176,-0.370434782608696,-0.5926521739130433,-0.17691304347826042,-0.34526086956521773,-0.15221739130434742,-0.47717391304347867,-0.5060652173913054,-0.6291739130434788,-0.5312173913043488,-0.17569565217391414,-0.43797826086956526,-0.8621956521739094,-0.6390652173913036,-0.9727173913043519,-0.4574130434782582,-0.6693913043478261,-0.4406304347826069,-0.2574000000000005,-0.30143478260869383,-0.18247826086956564,-0.11467391304347885,-0.16878571428571476,-0.588457142857143,-0.17159090909090935,
1991-10-01,2.296,3.486,3.865,3.653,3.28,2.874,2.513,2.257,2.065,2.262,2.542,2.837,3.214,3.0380000000000003,3.5210000000000004,5.252000000000002,6.893,9.242,11.404000000000002,12.263,12.726,12.79,12.925,12.890999999999998,12.429,11.829,11.303,10.071,8.663,7.5870000000000015,6.51,6.096,5.239,4.426,-9999.0,-9999.0,-0.3871739130434788,-0.10712765957446813,0.3130425531914889,0.32474468085106345,0.2268510638297867,0.1491489361702132,0.0649574468085099,0.051191489361702036,0.03008510638297901,0.2083829787234044,0.2550212765957447,0.1477446808510643,0.1068510638297866,-0.49853191489361715,-0.5557021276595742,0.16578723404255413,0.3763829787234041,1.1259574468085134,1.7482127659574491,1.3891063829787242,1.1455957446808522,0.7629999999999999,0.693085106382977,0.6700851063829756,0.5262553191489374,0.5573043478260882,0.8832553191489367,0.6683829787234039,0.3570851063829803,0.2629148936170207,0.04267391304347612,0.42534782608695654,0.29373333333333296,0.08315384615384591,,
1991-11-01,3.194,3.935,3.832,3.503,3.15,2.84,2.562,2.273,2.423,2.579,3.125,3.952,4.699,6.688,7.1370000000000005,8.529,8.95,9.542,10.396,11.05,11.717,12.07,12.81,12.404000000000002,11.398,10.441,9.117,8.029,6.9910000000000005,6.193,5.525,4.596,3.646,3.332,-9999.0,-9999.0,0.7103125000000001,0.45960416666666637,0.40356250000000005,0.3017083333333339,0.22018750000000065,0.2404166666666665,0.22562499999999996,0.10756250000000023,0.25812500000000016,0.19962500000000016,0.30535416666666615,0.5847916666666659,0.7138124999999995,2.0452500000000002,1.7368333333333332,1.8874375000000008,0.8971666666666653,0.0910624999999996,-0.22035416666666663,-0.6032708333333314,-0.6088333333333296,-0.655125,-0.17002083333333218,-0.44410416666666386,-0.7968333333333337,-0.7092708333333313,-0.8484374999999993,-0.6485833333333328,-0.4546382978723411,-0.10666666666666647,0.12343478260869478,-0.10006818181818122,-0.3465238095238097,-0.26736363636363647,,
1991-12-01,2.066,3.695,3.418,3.026,2.736,2.607,2.235,2.094,2.341,2.527,2.622,3.531,4.323,4.926,4.936,5.034,5.693,7.627000000000002,8.577,9.329,10.259,11.166,12.217,12.306,11.534,10.347,9.187,8.128,6.99,5.988,4.874,4.0680000000000005,3.1660000000000004,2.269,-9999.0,-9999.0,-0.27239130434782677,0.36732608695652136,0.11432608695652213,-0.027391304347826217,-0.0489130434782612,0.10045652173913044,-0.028130434782609015,-0.01702173913043481,0.26241304347826144,0.23071739130434832,-0.1718260869565218,-0.03552173913043477,-0.21334782608695502,-0.47906521739130437,-1.4301304347826083,-2.471478260869567,-2.975282608695652,-2.6092173913043473,-2.790826086956523,-3.103869565217387,-3.0958695652173898,-2.7432391304347785,-1.807021739130434,-1.334543478260871,-1.2208913043478287,-1.2408043478260904,-1.008369565217393,-0.6193695652173901,-0.45526086956521805,-0.2996444444444428,-0.518133333333334,-0.6797209302325573,-0.8012750000000004,-1.21140625,,
1992-01-01,1.735,3.125,3.24,3.011,2.7060000000000004,2.294,2.116,1.962,1.866,2.175,2.536,3.478,4.0539999999999985,3.998,3.897,4.524,5.402,7.404,9.634,10.547,12.264,12.954,13.595999999999998,12.657,11.643,10.654000000000002,8.876,7.482,6.681,6.2410000000000005,5.556,4.667,3.842,3.249,2.912,-9999.0,-0.7133260869565217,-0.21226086956521684,-0.055065217391303545,-0.04569565217391247,-0.0528695652173905,-0.17258695652173905,-0.11304347826086891,-0.1002608695652174,-0.22571739130434798,-0.3367608695652171,-0.9255217391304345,-1.3111739130434779,-1.9488260869565215,-2.8593913043478247,-3.7764347826086975,-4.075239130434782,-4.4605434782608695,-3.7803695652173914,-3.008086956521737,-3.5941956521739105,-2.946021739130435,-2.6932608695652185,-1.9445652173913057,-2.0560434782608716,-1.8780652173913026,-1.4846739130434763,-1.9146086956521735,-1.8560434782608697,-1.2972666666666681,-0.5951555555555554,-0.2932444444444444,-0.38200000000000056,-0.4993750000000001,-0.5421470588235295,-0.39347368421052575,
1992-02-01,2.47,3.437,3.357,3.052,3.033,2.903,2.445,2.209,1.915,2.031,2.455,3.359,5.284,6.893,7.627000000000002,8.34,8.908,11.398,12.989,14.356,15.079,15.386,15.237,14.518,13.513,12.552,11.432,10.008,8.412,7.251,6.214,5.212999999999999,4.163,3.254,2.673,-9999.0,-0.18329787234042483,-0.20675000000000043,-0.2240624999999996,-0.2746458333333335,0.0036249999999999893,0.18320833333333297,-0.05025000000000013,-0.1743125000000001,-0.6147708333333335,-1.2206041666666665,-2.3311874999999995,-3.205020833333333,-2.7822499999999986,-2.1191041666666672,-1.7362499999999992,-1.7082916666666659,-2.1821874999999995,-1.456666666666667,-1.539083333333334,-1.3774583333333315,-1.4773958333333326,-1.2078125000000028,-0.662574468085106,-0.35876595744680806,-0.03548936170212791,0.372808510638297,0.7108510638297876,0.6408723404255312,0.3103404255319173,0.1299999999999999,-0.0022340425531890418,-0.19687234042553303,-0.57153488372093,-0.8195384615384618,-1.0012500000000006,
1992-03-01,2.877,3.67,3.689,3.568,3.133,2.909,3.074,3.286,3.2510000000000003,3.906,5.7010000000000005,6.167999999999998,6.735,6.948,7.492000000000001,8.352,10.375,11.955,13.458,14.776,15.045,15.133,15.164,14.544,13.550999999999998,12.366,10.983,9.524,8.111,7.04,6.079,5.1320000000000014,4.4030000000000005,3.755,3.188,-9999.0,-0.07533333333333347,-0.1784375000000007,-0.14325000000000054,-0.011937499999999712,-0.12050000000000027,-0.06297916666666614,0.37214583333333273,0.6834375000000001,0.38825000000000065,0.27793750000000017,0.46372916666666697,-0.9173958333333347,-1.8330208333333333,-2.2066250000000007,-1.970749999999999,-1.457041666666667,-0.6187291666666681,-0.4067916666666669,-0.6431250000000013,-0.721166666666667,-1.1790000000000003,-1.0499166666666682,-0.34393750000000267,0.13220833333333282,0.44422916666666445,0.5646249999999995,0.44277083333333245,0.09183333333333188,-0.20970833333333339,-0.2950416666666662,-0.39095833333333374,-0.5495531914893608,-0.5701333333333318,-0.6477567567567561,-0.8762500000000002,
1992-04-01,3.4130000000000003,4.0,4.047,3.799,3.507,3.497,3.402,3.207,3.932,5.607,7.08,7.582000000000002,7.602,7.392,7.683,9.096,10.703,12.525,14.191,14.582,15.026,15.573,15.461,14.79,14.04,12.970999999999998,11.705,10.493,9.493,8.251,7.1110000000000015,5.948,4.9860000000000015,4.22,3.551,-9999.0,0.06843750000000037,-0.09877083333333303,-0.10277083333333348,-0.08749999999999991,-0.028374999999999595,0.28302083333333306,0.4443125000000001,0.35706250000000006,0.8155833333333335,1.6538750000000002,1.4801875000000013,0.002979166666667865,-1.4425416666666653,-1.9303125000000003,-1.5013749999999995,-0.487541666666667,-0.10245833333333465,0.5339583333333344,0.7090208333333337,-0.37679166666666397,-0.6659791666666646,-0.0573541666666646,0.3850625000000001,0.6504583333333311,0.9972291666666688,1.027666666666665,0.8158750000000001,0.5868333333333329,0.5453541666666659,0.16183333333333216,-0.15308333333333124,-0.567333333333333,-0.8410227272727262,-0.9324615384615393,-1.0543703703703704,
1992-05-01,4.416,5.107,4.6160000000000005,4.1080000000000005,3.749,3.442,3.287,3.056,3.045,3.1910000000000003,3.427,4.28,5.643,6.643,7.1629999999999985,7.596,8.036,9.509,10.729,12.358,13.681,14.005,13.89,13.422,12.609000000000002,11.642,10.998,10.693,9.909,8.969,8.026,7.096,6.32,-9999.0,-9999.0,-9999.0,0.746770833333334,0.6156041666666665,0.22008333333333407,0.023104166666667147,-0.01508333333333356,-0.0054791666666660355,0.145166666666666,0.08954166666666685,0.0468124999999997,-0.3188125000000004,-1.4176458333333337,-2.5052708333333324,-2.719499999999999,-2.0847083333333343,-1.3946041666666673,-1.1136041666666667,-1.6765000000000008,-1.3548958333333356,-1.4346458333333345,-0.9055208333333358,-0.3766666666666687,-0.3489374999999999,-0.23224999999999874,-0.07943749999999916,-0.11910416666666457,-0.3667708333333355,-0.2828958333333347,0.11787499999999795,0.10558333333333536,-0.033729166666667254,-0.14243750000000155,-0.21945652173912933,-0.09382499999999983,,,
1992-06-01,4.666,4.993,4.771,4.524,4.461,4.0280000000000005,3.438,2.852,2.793,2.935,3.542,5.003,6.482,6.783,6.431,6.3020000000000005,8.099,8.805,9.596,10.547,11.459,12.69,13.324000000000002,12.987,12.759,13.053,12.519,11.809,10.585,9.327,8.231,6.8660000000000005,5.895,5.122999999999998,-9999.0,-9999.0,1.012375,0.7711250000000005,0.5577291666666664,0.4677916666666668,0.6108958333333336,0.44085416666666744,0.08991666666666687,-0.2393124999999996,-0.25214583333333307,-0.3029791666666668,-0.5262083333333338,-0.5272708333333327,-0.3933750000000007,-0.4765624999999982,-0.6716666666666669,-1.1425416666666655,-0.2247291666666662,-0.46341666666666725,-0.7523333333333344,-0.9108750000000008,-1.2898750000000003,-0.7608750000000022,-0.18152083333333202,-0.21381249999999952,-0.10622916666666704,0.556395833333335,0.5091874999999995,0.4657291666666694,0.08781250000000007,-0.22531249999999936,-0.36381250000000165,-0.7986041666666663,-0.8465000000000016,-0.6993750000000016,,
1992-07-01,4.996,4.924,4.422,4.274,4.183,3.943,3.921,3.654,3.457,3.352,3.622,4.3039999999999985,5.02,5.651,5.159,5.464,6.7189999999999985,8.068999999999999,9.426,10.091,11.002,12.12,12.432,12.134,11.795,11.904000000000002,11.595999999999998,10.758,9.885,8.696,7.45,6.665,5.841,4.973,3.644,-9999.0,1.2633333333333345,0.7291555555555567,0.34037777777777745,0.30686666666666707,0.3479333333333332,0.3109333333333324,0.5479555555555553,0.5445777777777776,0.5265227272727269,0.18726666666666647,-0.09456818181818205,-0.5020000000000016,-0.671400000000002,-0.04266666666666641,-0.5091111111111113,-0.7850222222222225,-0.44451111111111263,-0.2292272727272735,-0.21639999999999837,-0.7161999999999988,-1.157755555555557,-0.8045555555555559,-0.5764772727272742,-0.994133333333334,-1.0344545454545457,-0.7114772727272722,-0.6016363636363629,-0.7680232558139544,-0.7153636363636373,-0.9093953488372115,-1.1075348837209296,-0.8845714285714283,-0.8030731707317065,-0.7195142857142862,-1.2804761904761905,
1992-08-01,3.883,4.266,3.708,3.507,3.464,3.422,3.179,2.805,2.88,3.192,3.4610000000000003,3.615,3.908,4.124,4.365,4.948,6.1370000000000005,7.311,8.298,8.959,10.05,11.055,11.492,11.409,12.237,12.593,11.931,11.052,9.979,8.805,7.751,6.634,5.811,5.385,-9999.0,-9999.0,0.17168085106382946,0.0743617021276588,-0.26178723404255333,-0.2788297872340424,-0.15744680851063908,0.006829787234042595,0.04229787234042526,-0.023553191489361858,0.21799999999999997,0.5039148936170217,0.44765957446808535,0.009723404255318702,-0.27025531914893675,-0.4221276595744685,-0.46876595744680927,-0.6024893617021281,-0.6150638297872328,-0.73676595744681,-1.0417446808510622,-1.5363617021276568,-1.5266170212765946,-1.0700212765957442,-0.8504680851063817,-0.9069574468085086,-0.02040425531914991,0.3883043478260877,0.054152173913044166,-0.15302173913043404,-0.2925000000000022,-0.48982608695652274,-0.5265869565217391,-0.656577777777775,-0.4781621621621621,-0.16735483870967816,,
1992-09-01,3.071,3.691,3.489,3.0980000000000003,3.067,2.777,2.448,2.235,2.414,2.6830000000000003,2.617,2.885,3.611,3.86,4.252,5.158,6.438,7.383999999999999,8.581,9.727,10.751,11.241,11.903,12.328,12.373,11.992,11.187,9.578,8.235,7.332000000000002,6.63,5.875,5.309,4.596,4.064,-9999.0,-0.019133333333333447,-0.052978260869565474,-0.2114565217391302,-0.3809130434782606,-0.22208695652173915,-0.2398043478260874,-0.2701086956521741,-0.1840869565217398,0.16795652173913078,0.4054782608695655,0.14667391304347843,0.014565217391303786,0.28934782608695686,0.21008695652173914,0.11473913043478223,0.02178260869565296,-0.004173913043478805,-0.5600652173913065,-0.8811739130434795,-0.9992173913043487,-0.7786956521739139,-0.6459782608695672,-0.22119565217390935,0.20193478260869568,0.5502826086956478,0.556586956521743,0.4036086956521725,-0.39063043478260795,-0.8844000000000012,-0.8554347826086923,-0.6734782608695662,-0.6266739130434793,-0.4147857142857143,-0.3904571428571426,-0.2045909090909097,
1992-10-01,2.505,3.375,3.497,3.267,3.091,2.861,2.688,2.484,2.505,2.879,3.322,4.2360000000000015,4.276,4.544,5.617000000000001,6.345,7.45,8.725,9.815,10.87,11.621,11.973,11.825,11.26,10.925999999999998,10.475,9.52,8.298,7.06,6.407,5.787000000000001,5.233,4.468,3.75,3.35,3.094,-0.17817391304347874,-0.21812765957446834,-0.054957446808511445,-0.06125531914893667,0.03785106382978709,0.13614893617021329,0.23995744680851017,0.2781914893617019,0.47008510638297896,0.8253829787234044,1.035021276595745,1.5467446808510656,1.1688510638297864,1.0074680851063822,1.5402978723404264,1.2587872340425523,0.9333829787234045,0.6089574468085122,0.15921276595744693,-0.003893617021276441,0.04059574468085181,-0.053999999999998494,-0.4069148936170244,-0.9609148936170229,-0.9767446808510645,-0.7966956521739128,-0.8997446808510645,-1.1046170212765958,-1.2459148936170203,-0.9170851063829808,-0.6803260869565229,-0.4376521739130439,-0.47726666666666695,-0.5928461538461542,-0.5049199999999994,-0.424266666666667
1992-11-01,2.35,3.221,3.025,2.846,2.563,2.398,2.257,2.052,1.938,1.905,2.117,2.331,2.8510000000000004,3.094,3.281,4.481,5.622000000000001,7.276,8.144,9.334,10.04,11.008,11.751,12.081,11.848,10.885,9.981,8.882,7.791,6.595,5.807,4.978,4.069,3.293,2.919,-9999.0,-0.13368749999999974,-0.2543958333333336,-0.4034374999999999,-0.3552916666666661,-0.3668124999999991,-0.20158333333333323,-0.07937499999999975,-0.11343749999999986,-0.22687499999999994,-0.474375,-0.7026458333333339,-1.036208333333334,-1.1341875,-1.5487499999999996,-2.119166666666667,-2.1605624999999993,-2.430833333333333,-2.1749375000000004,-2.4723541666666673,-2.3192708333333325,-2.285833333333331,-1.7171250000000011,-1.2290208333333332,-0.767104166666666,-0.34683333333333266,-0.26527083333333223,0.015562499999999702,0.2044166666666669,0.3453617021276587,0.29533333333333367,0.4054347826086948,0.28193181818181845,0.07647619047619036,-0.30636363636363617,-0.26855000000000073,
1992-12-01,2.443,3.5410000000000004,3.522,3.1710000000000003,3.057,2.74,2.478,2.4330000000000003,2.765,3.13,3.02,3.238,3.934,4.148,3.591,5.194,7.4860000000000015,8.591000000000001,10.315,11.104,10.673,12.005,12.915,12.667,12.541,12.295,11.067,9.278,7.975,6.5870000000000015,5.582999999999998,4.792,3.943,3.008,2.353,-9999.0,0.10460869565217346,0.2133260869565219,0.21832608695652178,0.11760869565217424,0.27208695652173853,0.23345652173913045,0.2148695652173913,0.3219782608695656,0.6864130434782614,0.8337173913043481,0.22617391304347834,-0.3285217391304349,-0.6023478260869553,-1.2570652173913048,-2.775130434782608,-2.311478260869567,-1.1822826086956502,-1.6452173913043477,-1.0528260869565234,-1.3288695652173885,-2.68186956521739,-1.904239130434778,-1.1090217391304353,-0.9735434782608703,-0.213891304347829,0.70719565217391,0.8716304347826078,0.5306304347826103,0.5297391304347814,0.29935555555555826,0.19086666666666474,0.044279069767442,-0.024275000000000713,-0.47240625000000014,-0.8857999999999997,
1993-01-01,2.734,3.449,3.294,2.87,2.573,2.341,2.228,2.041,1.744,1.824,2.235,2.67,3.619,3.828,3.993,4.993,6.501,7.5939999999999985,8.982999999999997,10.715,12.153,12.963,13.247,12.726,12.513,11.836,10.709,9.018,7.7879999999999985,6.343,5.074,4.0680000000000005,3.29,2.782,2.141,-9999.0,0.2856739130434782,0.11173913043478301,-0.0010652173913037188,-0.18669565217391249,-0.18586956521739095,-0.1255869565217389,-0.0010434782608688131,-0.021260869565217444,-0.3477173913043481,-0.6877608695652169,-1.2265217391304346,-2.119173913043478,-2.3838260869565198,-3.029391304347825,-3.6804347826086974,-3.6062391304347816,-3.3615434782608693,-3.590369565217393,-3.6590869565217403,-3.426195652173911,-3.057021739130434,-2.68426086956522,-2.293565217391304,-1.9870434782608708,-1.0080652173913034,-0.3026739130434777,-0.08160869565217332,-0.3200434782608692,-0.1902666666666697,-0.493155555555556,-0.7752444444444446,-0.9809999999999999,-1.0513750000000002,-1.0091470588235296,-1.1644736842105257,
1993-02-01,2.73,3.938,3.767,3.405,3.014,2.672,2.484,2.481,2.443,2.208,2.331,2.904,3.64,4.259,5.2410000000000005,6.3660000000000005,7.675,8.308,9.653,11.283,12.134,12.915,13.047,12.811,12.373,11.021,9.468,8.094,6.7170000000000005,5.847,4.96,4.148,3.6,2.908,2.6010000000000004,2.344,0.07670212765957496,0.2942499999999999,0.1859375000000001,0.07835416666666628,-0.015375000000000139,-0.0477916666666669,-0.011249999999999982,0.0976874999999997,-0.08677083333333346,-1.0436041666666664,-2.4551874999999996,-3.6600208333333333,-4.426249999999998,-4.753104166666667,-4.12225,-3.682291666666665,-3.415187499999999,-4.546666666666667,-4.875083333333334,-4.450458333333332,-4.422395833333333,-3.678812500000003,-2.8525744680851055,-2.065765957446809,-1.1754893617021285,-1.1581914893617018,-1.2531489361702128,-1.2731276595744685,-1.384659574468083,-1.274,-1.2562340425531895,-1.2618723404255325,-1.1345348837209301,-1.1655384615384619,-1.0732500000000003,-1.0558571428571435
1993-03-01,3.33,4.325,4.148,3.689,3.314,3.016,2.777,2.494,2.4,2.855,3.721,4.72,5.932,6.182,6.185,6.971,8.413,9.686,11.12,12.306,14.139,14.775,14.634,14.015999999999998,12.706,11.436,10.435,9.404,8.325,7.345,6.483,5.702000000000001,4.803,4.093,3.762,-9999.0,0.3776666666666668,0.47656249999999956,0.3157499999999991,0.10906250000000028,0.060499999999999776,0.044020833333334064,0.07514583333333302,-0.10856249999999967,-0.4627499999999998,-0.7730625,-1.5162708333333335,-2.3653958333333334,-2.6360208333333333,-2.9726250000000007,-3.27775,-2.8380416666666672,-2.580729166666668,-2.675791666666667,-2.9811250000000022,-3.1911666666666676,-2.085000000000001,-1.407916666666667,-0.873937500000002,-0.39579166666666943,-0.4007708333333344,-0.3653750000000002,-0.1052291666666676,-0.02816666666666734,0.00429166666666525,0.009958333333333513,0.013041666666666174,0.020446808510638625,-0.17013333333333236,-0.30975675675675607,-0.30225000000000035,
