date,0.0km_ds,0.5km_ds,1.0km_ds,1.5km_ds,2.0km_ds,2.5km_ds,3.0km_ds,3.5km_ds,4.0km_ds,4.5km_ds,5.0km_ds,5.5km_ds,6.0km_ds,6.5km_ds,7.0km_ds,7.5km_ds,8.0km_ds,8.5km_ds,9.0km_ds,9.5km_ds,10.0km_ds,10.5km_ds,11.0km_ds
1995-06-01,-0.17643101947834,-0.15869567775568078,-0.10682983151886183,-0.12122709957800461,-0.07939435125979466,-0.02248039471803397,-0.0227767538410139,0.02006639405895598,0.014133915296658204,0.026042248895336247,-0.008602138224755035,-0.037366106790343134,0.047972186517139505,0.050475132666913496,0.008938478834749897,0.007155844998570922,0.20307609864166767,0.18467197151157091,0.24333868363333758,0.5433589385113845,0.6532886055482526,0.35454269541740513,0.01639133869099027
1995-07-01,0.026865023051800607,0.0774236197308101,0.07526074086778624,0.0026022915931656794,0.011013222051559704,0.09674700685860928,0.12179390383329354,0.06598200283204164,0.06893025404601617,0.025406320020064932,0.09039918303891253,0.0968708542896065,0.05176233827677978,0.058609222256626105,0.024215468729892015,0.032289479135131624,-0.02386272805241626,-0.091464592715624,-0.1493887440993919,-0.18954645032609357,-0.23244663036624852,-0.4016071259970109,-0.24724794201367845
1995-08-01,0.04493996304824938,0.06682214797426449,0.004230523328634839,0.08836229460288904,0.11680099570993493,-0.02647581444740502,0.02045931882281315,-0.011909513762738492,-0.03831284320478828,-0.04595867838431651,-0.04529201779454827,-0.007313012730971276,-0.045064477224232256,-0.0860659678815271,-0.032251743867074,-0.036670191524621115,-0.04581990289281489,-0.032180009488083736,-0.013242534470799613,0.03804411380571522,-0.19651827745131878,-0.19224047386919432,0.46867381502327166
1995-09-01,-0.37778043030646663,-0.33152478543155967,-0.24660290303918228,-0.23834450079591318,-0.16131036980787927,-0.12372939042319135,-0.11134384849680008,-0.10897090843844413,-0.18420587380867642,-0.1792734248210293,-0.16197374165669037,-0.15200986683692483,-0.13097340355253878,-0.15803799004517619,-0.1349753764242962,-0.1653296916219223,-0.15909763210819194,0.19186648782238422,-0.09929914190526737,0.2866732577550956,0.010354413486367266,0.4094349005236041,0.4227163258595714
1995-10-01,-0.5509073361637322,-0.22850340680919942,-0.16746711963228209,-0.14887995482170707,-0.10804090541616507,-0.02369105253720659,-0.1123040136087173,-0.15234244889757143,-0.11408367035351365,-0.18765740494277103,-0.18274817782797986,-0.18771682889598174,-0.18139906196986322,-0.20258245520632856,-0.2441727320529139,-0.2118510316561863,-0.23674758060799117,-0.2810176728382535,-0.35541138354680096,-0.32179934001042076,0.02309600550465333,-0.11265118108843078,-0.2946038442303907
1995-11-01,-0.4588686759210834,-0.37636460378327796,-0.23345746582399055,-0.16516605625225086,-0.11897586974610375,-0.15119137276267086,-0.1278648316064897,-0.10663536389472378,-0.09853052205322764,-0.11069087063444093,-0.12236176013423032,-0.12875550690822402,-0.1393832334570454,-0.16054750619153094,-0.16039995823970976,-0.18950372118100048,-0.2342657256403361,-0.23861494820416174,-0.3601613469762273,-0.24229975800594228,-0.3104826135557389,-0.17264486188376688,0.0030756605641112386
1995-12-01,-0.8293809331818348,-0.5487216181079747,-0.38879430832470663,-0.3126927597451374,-0.2921700672714044,-0.18062722892534952,-0.13254326962999888,-0.1212182003228676,-0.10017635203224731,-0.1049266349644951,-0.08123826092709364,-0.06126623188302555,-0.0863139420967537,-0.08867598762470953,-0.13151712733286078,-0.15212576153769924,-0.22334537224517753,-0.07953804102628795,-0.06973547521585073,-0.29785626909270774,-0.3375420568100537,-0.45522107181677457,-0.11419605460247323
1996-01-01,-0.8170223071334392,-0.15604131793243542,0.024833648708954603,-0.02954245144152107,-0.08518569925060183,-0.0447883661335319,-0.09972342686108103,-0.08328976733227435,-0.06983107066029466,-0.08155029376103735,-0.07984873640279987,-0.10351073023897683,-0.13546589000366502,-0.1161011186987963,-0.14778963428544323,-0.23552956873209596,-0.32173107179034044,-0.37316011744579347,-0.4539307067848873,-0.4226519620511202,-0.47412470032390147,-0.5579158960614525,-0.14209634304690907
1996-02-01,-0.31638550356742373,-0.17745092774093052,-0.17615750542567138,-0.17234729985079972,-0.15115176484872075,-0.1468329498676215,-0.13833048206264179,-0.13551941150301652,-0.13384734057782066,-0.10207451749406518,-0.08137429428361873,-0.07187136210134035,-0.11468093683959164,-0.05828176906773498,-0.013749034018878257,0.037167613130680885,0.03289301839620883,0.10991440776405634,0.21396178712684327,0.27038118786870585,0.27506996741614087,0.5173339118502437,0.2778773047976293
1996-03-01,0.17584826967927192,0.05854193152426467,0.13526924280107464,0.09488194583482115,0.01363963388825135,0.007358126190021189,-0.01736414131807279,0.001917567480984516,0.02268266381521157,0.015692094975749863,0.029210284442117818,0.03510892702283655,0.02641153063583433,0.08468341762908081,0.08638378760407375,0.01702826538991702,-0.054929744415081985,-0.1258544535756157,0.2779159782985345,-0.46258292137401663,-0.21842552121099193,-0.006430045224659411,
1996-04-01,0.28736756011093384,0.3928048609518675,0.23579254285209414,0.2188969717956071,0.11769296829006129,-0.03252699422449165,-0.07586843872948856,-0.11311985546684747,-0.08852151290115445,-0.052537631460898085,-0.08428871381322234,-0.1354061353510169,-0.15820867938206212,-0.15926554047012245,-0.1474133270334244,-0.25516270423960447,-0.2592441520208557,-0.36993507527707786,0.19134275844968676,-0.011581267892408424,-0.13598411096818766,0.032135870260842886,
1996-05-01,0.004237565074034037,-0.018691837702219764,-0.10624762469667295,-0.0930765283854017,-0.11444787074362012,-0.0844364246348088,-0.04390933005097533,-0.03719121823122904,-0.03521630362637023,-0.03358437589054997,-0.01993897724349868,-0.03125886546692487,-0.00032356561873552445,-0.007955098122310959,-0.02447150396556315,-0.021007177005162327,-0.02342584700617942,-0.024603201944402554,0.3721806208702976,0.25934470191699116,0.36225634536652535,0.17825455594852152,0.5659366918150386
1996-06-01,-0.014450031454170311,0.009954223984749353,-0.029096484537092432,-0.02061606884865216,-0.05945901419907537,0.09741274355650426,0.03260404427911319,0.07362801104052037,0.06630667245716539,0.002217560060001518,-0.027048845782318653,0.01603307735089039,0.10205333740224858,-0.024588867054620676,-0.04395654231550501,0.029217054188647475,0.1308599940530068,0.3543891248957486,0.3690631799875315,-0.0238670244153901,-0.3130991345009116,-0.23996712963586653,-0.42098519624652037
1996-07-01,-0.13819537334410656,-0.0659278918064361,0.008173379739835878,0.027271669821396383,0.008376121400343623,-0.07333727187970204,-0.041646892594430364,-0.013084235475635721,-0.044391882462210645,-0.05961456712871228,-0.08905790364126846,-0.06481104995823568,-0.07001223022269366,-0.04221874610444732,-0.002878012065812018,0.06803843151001382,0.11844723069832028,0.12666639625032158,0.15935828597146776,-0.07757873145175471,-0.015618980831429468,-0.2861226958275455,0.11860384815151172
1996-08-01,-0.13959764506519257,-0.07657488199475763,-0.028733161096384168,-0.01494599975783424,0.01596748205915952,0.061006729020021445,0.08431817986986809,0.11603059653467356,0.11157137686658665,0.10811010647287468,0.11675584936449075,0.040718686887338554,0.005737429260599125,0.019621451895458105,0.009933488463856615,0.029590973369378885,0.017384608310390782,0.12185829498158621,0.2764217557547812,-0.05750010417091373,0.18249881469061385,0.13199092242276286,0.2454833846536647
1996-09-01,-0.40134284264868253,-0.24342540660676285,-0.2522443434485896,-0.13310628216044124,-0.07640882037666598,-0.022445535278823748,-0.026431528256049542,-0.008782266707401676,-0.01681891569202119,-0.028199829000150677,-0.046538244114982086,-0.0071277437237285985,-0.02825863663550195,-0.04496895612432365,-0.005582286580946678,0.006670714547711568,0.02903134225536405,-0.11073498382511274,-0.05595420655912054,-0.013678256367916189,-0.022646160436657535,-0.06203766772668956,0.05899028677561834
1996-10-01,-0.2792930790991716,-0.12797698781171554,-0.12586712519393345,-0.021015973753563216,0.027535001126519916,0.00708266092881467,-0.014860462503811133,-0.057858125325168194,-0.056765185830482436,-0.05554986793341346,-0.06567646051701215,-0.058878337925975965,-0.029657718790540084,-0.04857295970101943,-0.011087203188133023,0.020070402168254543,-0.13464915835832605,-0.19282412105631117,-0.3169208948367283,-0.14454350720778086,0.042939466917755596,0.24086877153689823,0.20211760818846913
1996-11-01,-0.30076434003995,-0.22899656899620208,-0.22350312178043732,-0.08501252137248122,-0.09752850428407579,-0.15650274274787548,-0.09783581055257612,-0.0744639025869718,-0.09806606367503183,-0.07972112088495374,-0.06988303255661364,-0.04968000529753868,-0.008018374507320871,0.02286015113292065,0.09268433076783439,0.09092232933968734,0.11022769975635628,0.11103941834434303,0.49428523464820445,0.7558336857067306,0.8153619481730278,0.5479658277613371,0.2223481999785129
1996-12-01,-0.6369534142139794,-0.18989287189978546,-0.05947729288458209,-0.06531517599130432,-0.030929793311566405,-0.07942066605027262,-0.06117655432577684,-0.06818766654097862,-0.04024815250251943,-0.020042024784761785,-0.026658355635633894,0.03873671913716245,0.03872838044408114,-0.07288836408058329,-0.1403316796598158,-0.17849998318550178,-0.2003763424542904,-0.2652606883709342,-0.30746654741838936,-0.31456761074606104,-0.1140793061725488,-0.21498655013779253,0.1004222666089139
1997-01-01,-0.5570325323574523,-0.15604131793243542,-0.04295839784198278,-0.048897378492547716,-0.11216271894784806,-0.07186588737265989,-0.09690395181260833,-0.058796405375151406,-0.06961074546029951,-0.06917669263497002,-0.07390623794135875,-0.06316676411586011,-0.06979579277052697,-0.07229534945152198,-0.08379004308858075,-0.159463512759572,-0.11796590443759579,-0.22139380965648667,-0.37137430615626044,-0.44872898868605404,-0.3811412413925309,-0.3033412903404255,-0.5432001819111786
1997-02-01,-0.1601253630064119,-0.05254155366397237,-0.07454716843984097,-0.09459467942856069,-0.11307233285938906,-0.1194552514021988,-0.0884960964030294,-0.08450895607678616,-0.07556836521260252,-0.08576736505315281,-0.07906177986406804,-0.05276417226204767,-0.06120887332225762,-0.06891625179208427,-0.004167435171285014,0.03136250624436585,0.16060587794607709,0.11979009598040735,0.33187579572462667,-0.1293883172482367,0.3047759400935989,0.3746874013985292,-0.42418922834807027
1997-03-01,-0.3044026219539923,-0.196992678970672,-0.22236631042737623,-0.1631095956291371,-0.12820015069539012,-0.13105049715364872,-0.09847932332803483,-0.04753919800829268,-0.02521544498110591,-0.09901058018166997,-0.11384291662938048,-0.1328594328962237,-0.14297378521551077,-0.03516980859906801,-0.09730320985255345,-0.10617678324204381,-0.15215609563152058,-0.27738415538291494,-0.05889624536146667,-0.3016400005083302,-0.1476143822806407,-0.3192725770588068,0.19256594816181172
1997-04-01,-0.09155811803601634,-0.06172587265758045,-0.05790481239323795,-0.056933875641815,-0.0355231248683479,-0.015744978920054886,-0.07178413779867583,-0.08231895984993742,-0.1353839060776212,-0.14551428624831775,-0.13236510089561113,-0.16294794034836294,-0.1867001242122124,-0.21041337034685986,-0.21329886556206254,-0.2915550715949983,-0.3295875741829595,-0.42595724149561087,-0.5064831519276315,-0.6428872561892571,-0.6755423806865114,-0.6624761295073018,-0.5022540280820986
1997-05-01,0.0894957204194082,-0.02188793420302675,-0.048366331431781165,-0.09961877400186352,-0.09548121756838429,-0.051557556980188775,-0.04023918280362911,-0.05412099190152941,-0.061815596466354414,-0.07063932296817393,-0.05467428179487757,-0.10076412615790711,-0.15532265442820006,-0.06956409696863164,0.04031901406374384,-0.030968467291789602,-0.0870312167057319,-0.18234832222817504,-0.1293516085354394,-0.0902250443734245,-0.1171430006235125,-0.16457545354815462,-0.31909724728624095
1997-06-01,-0.12252016916968232,-0.13995928405841437,-0.0968125398308695,-0.13077941610737548,-0.08524387606956411,-0.1193164398483825,-0.09432960086486152,-0.061281513939162854,-0.02876676035256498,-0.008138852709470006,-0.07373284704846961,-0.05387990359929685,-0.06056957884334696,-0.05451526341937309,-0.018287308457249275,-0.05372889522754986,-0.06124030754451251,-0.12276451183889611,0.37353371002402574,0.07475168442485844,0.14204698568213248,0.22901086988391556,0.5412304175370378
1997-07-01,-0.16488793226369347,-0.064229414181587,-0.02983106180009508,-0.01806992060463157,0.006978851652311415,0.04756717836999569,-0.020582112733783655,-0.028734057077312622,-0.054700019730794684,-0.05383830247683017,-0.047325824200948,-0.02809914883647723,-0.024758361068351303,-0.03202898492446147,-0.04401642572739986,-0.00813052691958383,-0.007934794658016157,-0.10109230412872384,-0.11825943835630777,-0.1215017833438201,-0.4648099259578389,-0.17830898770796116,0.09517892946989977
1997-08-01,-0.0077567818805278355,0.23377662406140826,0.13470749006397192,0.050748301425409724,0.0291077058435368,-0.044181537372389064,-0.057921492314682424,-0.09320049853778556,-0.11006137309157701,-0.13258709770878102,-0.17542014498719044,-0.11616893428716064,-0.11112609008256813,-0.04519525985636877,-0.07660718194864459,-0.13475415271639737,-0.14842037295013744,-0.13135738285395707,-0.2057911150666778,-0.19717425755261525,-0.26986650368096343,-0.3558341457819578,-0.35877867859317264
1997-09-01,-0.20714989108054077,0.07749669961108945,0.02119281925227855,-0.038307481582941644,-0.09789897348113621,-0.008066638362672584,-0.06866894469430572,-0.0336112040579795,-0.09685810660832686,-0.10562686439439327,-0.07497149727258708,-0.0838485022150264,-0.1182725734524239,-0.09616519342010776,-0.0630582728497237,-0.1016853967510572,-1.985320539767975e-06,0.06467155179654502,0.12111745534271891,-0.23202315588559733,-0.34615704987089024,-0.4898417487453145,-0.4593031005891919
1997-10-01,-0.2032818165317136,-0.112635989272763,-0.03621793794819079,-0.1020186808655588,-0.09580108818764876,-0.042540792540792606,-0.05398552468987182,-0.020102383785961426,-0.04056105030761972,-0.04666352709924424,0.06548968510555059,0.03340404020379428,-0.02089611815188127,0.04080773090347393,0.03344927907234182,0.06271825085317179,0.02114872049168197,0.04573589217388658,0.2601129863294043,0.16449835002605223,0.3160796092420233,0.5448753240616914,-0.3516843771704876
1997-11-01,0.28639121859621036,0.16261490193200387,0.035164716295918275,0.04418076243372889,0.023289180740774285,-0.03300163977331594,0.021102212067886466,-0.036496186378800935,-0.02463740578884021,0.026930261048046935,0.08361833257410393,0.026353306871608598,0.07116514536898656,0.04860231829369303,0.14275905723323015,0.191222589553649,0.23274367064407359,0.2668636469148723,0.12067516010309652,0.5488434156752794,0.7578461950145338,0.7783978585671912,0.09961894268596279
1997-12-01,-0.3791646813033757,-0.11021193828292714,-0.053566770369678836,-0.06862909711114454,-0.07423150394775963,-0.04845087893597364,-0.022385138261148255,-0.05642621046473396,-0.06712924084648973,-0.04926005536865061,-0.04353264302157682,-0.060728942690170255,-0.06418801826330321,-0.07220473220857775,-0.11877344672808876,-0.10709562723076098,-0.11512003503279995,-0.12682950590065314,-0.16968938117023827,-0.08316232060374737,0.028055356866463467,-0.015583394635426575,-0.07997063088177822
1998-01-01,-0.14414875010090689,-0.04523467703983472,-0.08697386495939986,-0.0926279659411707,-0.03760323759209,-0.012156481563300835,-0.03485276304420632,-0.02653902586758704,-0.023298388421310046,-0.0066078812771390456,0.01962825249385052,0.022545215441464588,0.03155520102231022,-0.013719818925473179,0.048645748356118464,-0.04406006391302638,-0.07305730111178531,-0.18365178650277011,-0.2521692112573502,0.07787095925505423,-0.016137798989371132,0.2172551961659676,0.1321107023455431
1998-02-01,0.023012655420142664,0.18421497811551796,0.13066378374386914,0.07797234039436592,0.06943199936584456,0.03634222415307969,0.04326680579474477,0.03555719771495786,0.04887475814731249,0.03942615336980104,-0.004813549036347746,-0.005866590259532043,-0.0492531526280248,-0.09215309348323214,-0.1771778642653523,-0.1528678146729676,-0.1728207424502062,-0.30399566844734616,-0.1875949498764154,-0.4837148921806735,-0.5233833132782607,-0.4133680267638805,-0.5231396318727676
1998-03-01,0.07566052322144347,0.014747271053439212,-0.029850663483660778,0.025572726278223767,0.010403585469602421,0.00784698666982225,-0.01776560225353418,-0.06216671395751151,-0.02622402653303453,-0.019854322052320194,-0.04411023083375616,-0.009628675794286974,0.018385927403950952,0.06735545758616637,0.03984147405932021,0.15898889604033495,0.13659445346308308,0.32473603427200504,-0.2581215102569357,0.01602590578098596,0.05866948590167231,0.028788330303310187,-0.17355324362568206
1998-04-01,-0.07973464503661819,-0.11341858764178411,-0.08612829121752963,-0.013124395082892764,0.0012449567100735748,-0.04033516452049178,0.023954035121389373,-0.0320755262874491,-0.05573759694390034,-0.06997177640432621,-0.07337925972722881,-0.07466194712716388,-0.10406891700417913,-0.11231015566524877,-0.08830170506430907,-0.09511841451588353,-0.15304623728551214,-0.11171174547260153,0.0484932496558566,0.45251320991128996,0.5471060402033904,0.4271046143321671,0.49750443536981553
1998-05-01,0.054442774197937076,0.032083482040601054,0.04673418502176698,0.08253603609076546,0.04773970128882462,0.009561153547310615,0.006278202354953603,0.01948450705181032,-0.07857066504032577,0.014207625569043598,0.030228996585462985,0.0039871473856894595,0.03902498893554347,0.08438392118338144,0.09014653418639612,-0.010028859878081884,-0.0296585339867887,-0.09142422021356593,-0.19348798518605875,-0.32275153807381834,-0.40167362329656653,-0.5047902953793758,-0.27456197775227825
1998-06-01,0.08754719941653637,-0.04614316478188728,-0.05739167379357189,0.03434494394033843,-0.015147396492962241,0.05264714435698138,0.04904354713383228,0.09057257743135824,0.13880535457244514,0.11337199981628676,0.008072939457861595,0.029847943379433497,0.03880434617624519,0.08193467440042809,-0.01557723774671345,-0.009921262234175495,-0.06454317615190285,-0.1286536817931089,0.10341475785995069,0.38120918182335173,0.3484269576207821,0.23776414959026917,1.0551393373693023
1998-07-01,-0.2563156501015091,-0.14686601222256862,-0.1202882565329373,-0.07798703564668455,-0.0987806923748056,-0.07215478487228957,-0.06076752162564473,-0.00979795057630512,-0.041292703937015424,-0.07563852995087558,-0.08209239586032398,-0.04622331346359357,-0.09350530180835487,-0.03604014781989794,-0.028865915055746726,0.020578384665636235,-0.04319678874192661,-0.05201227120909189,0.22069190190598803,1.2576835332196252,1.0748865153328124,1.06531256618741,1.1926977393343061
1998-08-01,0.10253017919156153,0.061981271262491214,0.0039015033967569565,0.005102779353271564,-0.06971936645094155,-0.05836161306285765,-0.0013613256637321155,-0.006712338810189204,-0.01153129171482708,0.022826178806827732,-0.02210549290224888,0.0142574420893244,0.08862139345022699,0.026642751323636093,-0.05697127923223888,-0.026440397646249284,0.004604074823178034,-0.046961123310852254,0.20693643769517267,-0.1943157180691507,-0.1792277102618475,-0.3427270418404214,-0.2633179779377645
1998-09-01,-0.3270030736176181,-0.08181281414120244,-0.10070834616569165,-0.029023062969681223,0.02574663021234594,-0.09347686499345623,-0.031104688737683347,-0.0027108156208932883,0.02710731005606816,0.04444708660332051,0.04018317801571293,0.02913201034623265,-0.005243709608448023,0.03132146621901055,0.05640760944498848,0.06817640195873247,0.0337325812939129,0.04674300636560083,0.13630670619051385,0.05264322031555232,0.439930305424076,0.5344370943949722,0.1799834706337146
1998-10-01,-0.04438620335486379,-0.061404041771043735,-0.09084957702481754,-0.029224708223524992,0.0555318244423219,0.031625425856194954,0.019596515126198796,0.12439932796303221,0.03364889168204604,0.04893630090706214,0.0465675571110291,0.021767143112027272,0.046562219339387104,0.016962138817912715,0.03778556899319206,0.23080094861137518,0.27853325005125656,0.09331649489960794,0.097772149593043,0.20190586464424243,0.21977533227103152,-0.12665231133651328,0.11897254320494176
1998-11-01,-0.331955462857359,-0.021668532007412387,0.04926912214188552,0.07521557938717673,-0.020273461218431665,0.018396440570235213,0.025698962213831826,0.012749514170495163,0.05288290923859994,0.07490562248793346,0.06035725614160616,0.04222839402780433,0.05205557976503468,0.06267808457372147,0.08449028461895142,0.08563917112925208,0.29472033575661605,0.43893992627010947,0.6755234911138481,0.22974262052006958,0.5418206978458645,0.8756923845853937,0.4752152733806209
1998-12-01,-0.03273100465491334,0.02357725215919039,0.0710443433347704,0.043858641380712104,0.027525007257570427,0.020893465264656904,-0.00046264991636731654,-0.015434416595857677,-0.001150487067517639,0.04118659696804693,0.07465559356163845,0.13542638680140967,0.10572320958122235,-0.035331338112282784,-0.046011811953697065,-0.08312087987995333,-0.10554324686417407,-0.1307646055038692,-0.29137766158714856,-0.07349648059144784,-0.05905359771809523,0.05164439662271194,0.8788605986455448
1999-01-01,-0.1015795280251861,0.01396922600360994,0.035145060320262385,0.009267817327463557,0.017408724143470868,-0.009009009009008973,0.008212444551012932,0.025717928934667053,0.040816244777291164,0.08662118065855798,0.11318451032269154,0.12675088639392737,0.13560112657947512,0.2024557779729531,0.15438158487866382,0.026169193784773812,0.026175133084764456,-0.03174993274044497,0.1989858365854227,0.166282444678098,0.09439665601801059,0.003281216542577199,-0.008389335743542184
1999-02-01,-0.1668330232118728,-0.04136301388254861,-0.014361155307466103,0.06242662922359325,0.0440457113729567,0.059933645171156895,0.059652509102377085,0.02682355700413032,0.009889290279755944,0.034761069253793214,0.07666128935246898,0.08875751907475282,0.050768160190223205,0.08851384760388709,0.03610142860144617,-0.0610541063523143,0.1020309311197031,0.21350777066695206,0.023017726992110042,0.4116478992968733,0.4995683169770214,-0.2145607563097525,0.055080600876371476
1999-03-01,-0.0719055940648731,-0.059453772302836216,0.049121752191459485,0.018290706962708538,0.05148458974530891,0.11195389968078581,0.1293296844994976,0.07761159876616666,0.10719418593060483,0.0634365456366103,0.026524012113315395,0.019215304969384967,0.011947409755001836,0.01035891055635181,0.039703570908076455,-0.016079274419871784,-0.0548181823368071,-0.2259989355104909,-0.2567780068868429,-0.21259324683246703,-0.04527073942802261,-0.40421468207445,0.06562795994984157
1999-04-01,-0.11369311096583588,-0.07418689799152092,0.03191965600518342,0.05544091893472174,0.05232328906220454,0.09088650310802524,0.0372864888206506,-0.03244682475516001,-0.009698506528790991,-0.0039150114638886796,-0.02393715857148172,-0.008495020095543392,-0.019888280642235964,-0.05411333339649648,0.03613664139131057,0.04003123745414754,-0.08560322575964463,-0.0793871031206964,0.10764853749668686,0.33670906870566997,0.3363798519705058,0.32382562517297636,0.2582852107134041
1999-05-01,-0.15627505091880606,-0.053273601840951604,0.0037995032854067396,0.0012065770129790904,0.037485003639056165,0.009049626099894377,0.025286795173756264,0.042114084282452245,0.09753156905168123,0.08000235730818005,0.11280400274043932,0.07282942533272468,-0.020228429888537302,-0.011321547285576815,0.0764218533478786,0.0863936437215661,0.07218197315150227,-0.06911490958076792,0.03428804850439632,0.4862585456199495,0.8586004949244767,0.7898003344303631,-0.6002168020331103
1999-06-01,-0.16042062870567161,-0.15903105473116885,-0.13035687358356202,-0.12056346495596408,-0.07712497039714164,-0.08041344841013609,-0.05731397404664385,-0.051786261565349774,-0.04494100701870362,-0.03412044150156287,-0.004437253957335428,0.01766463437633641,0.0019356637457291525,-0.05959568630801517,-0.11622509459646284,-0.14165894660107733,-0.04270202622558709,0.14357865227550992,0.6809376155662391,0.032626846072777334,0.33791154222297004,1.0050335716725292,0.018713510002708524
