date,0.0km_ds,0.5km_ds,1.0km_ds,1.5km_ds,2.0km_ds,2.5km_ds,3.0km_ds,3.5km_ds,4.0km_ds,4.5km_ds,5.0km_ds,5.5km_ds,6.0km_ds,6.5km_ds,7.0km_ds,7.5km_ds,8.0km_ds,8.5km_ds,9.0km_ds,9.5km_ds,10.0km_ds,10.5km_ds,11.0km_ds,11.5km_ds,12.0km_ds,12.5km_ds,13.0km_ds,13.5km_ds,14.0km_ds,14.5km_ds,15.0km_ds,15.5km_ds,16.0km_ds,16.5km_ds,17.0km_ds,17.5km_ds,18.0km_ds,18.5km_ds,19.0km_ds,19.5km_ds,20.0km_ds,20.5km_ds,21.0km_ds,21.5km_ds,22.0km_ds,22.5km_ds,23.0km_ds,23.5km_ds,24.0km_ds,24.5km_ds,25.0km_ds,25.5km_ds,26.0km_ds,26.5km_ds,27.0km_ds,27.5km_ds,28.0km_ds,28.5km_ds,29.0km_ds,29.5km_ds,30.0km_ds,30.5km_ds,31.0km_ds,31.5km_ds,32.0km_ds,32.5km_ds,33.0km_ds,33.5km_ds,34.0km_ds,34.5km_ds,35.0km_ds
1969-01-01,0.29081918140036694,0.2102988713858083,0.03643942588783415,-0.16965961291790152,-0.07864074178409404,0.04702824935029871,-0.03327270690666628,0.059271661000145096,0.003840340968161918,0.06937881440681043,0.06610922857402794,0.06694391896976237,0.1072450602060185,0.05855838634695378,-0.031245860104656503,-0.02992542911353275,-0.08890909325524067,-0.13118005810355854,-0.13271390285321433,0.1921632632377953,0.1924636458864475,0.6147442918831325,0.9533549117457727,0.5047384252025244,0.4843039075096159,0.1498504664617635,0.3551991345300158,0.467034985462165,0.5354866286364933,0.4830810118360867,0.43280895077621345,0.28541496390707216,0.4414667942110568,0.28152889896881683,0.3538871837042609,0.21659719595023788,0.08440712394981417,0.14071512582898102,0.13528877477798784,0.23173361424824362,0.19742573975522054,0.18362000997172284,0.2536845147930405,0.28474610598465233,0.2329677145466227,0.2680469228143133,0.23836826640997255,0.2177425123138309,0.2773310776301791,0.22295228721812754,0.23411951975425574,0.24449611295326204,0.2124428572024509,0.16559291862011302,0.1754862810621282,0.14126485499232247,0.15072952236858844,0.14092828926697967,0.13976090923996484,0.1933595401219248,0.3023521328120018,0.2527959145185853,0.4329513475300763,0.48177940001109426,0.529352224545942,0.6205732563274224,0.6404517212822368,0.6823412160011816,0.6826941885224392,,
1969-03-01,-0.32841098758097814,-0.4052352831286522,-0.46094790209823727,-0.32445365377621843,-0.24353949148426918,-0.17431482461560632,-0.1528401351382552,-0.11116060176285386,-0.10055915663508819,-0.10515065308849336,-0.12573902023283412,-0.16449484874042836,-0.19502581695807375,-0.2386100879186637,-0.29287624550461244,-0.27817085150375287,-0.35245358165789836,-0.3583829348013074,-0.32682249083544423,-0.11714151848463882,0.22253664639465864,0.3432991082608547,0.4520173762300036,0.39210700386745195,0.333599349881509,0.1973720753836279,0.3193816541098393,0.4401450852357056,0.32091744265983396,0.23960456088443122,0.1766755908325245,0.18008551047840465,0.12437888277211973,0.17165779124918196,0.2926573353252906,0.1171286147989628,0.16745579028847868,0.08581324943262383,0.056279429424790584,0.013981532134723518,0.052854398632998525,0.11988207167608429,0.13419298459204992,0.12286829548329348,0.08366774211664572,0.05934711692945888,0.04766891047477644,0.05629430293760389,0.035195450721018345,0.02474328358367904,0.01764280589409881,-0.0044399040885341546,-0.03083807940681781,-0.04668740252275481,-0.03470470353115526,-0.05596776790429917,-0.07081360887502446,-0.07285128865130786,-0.06269934918400744,-0.05715705678330985,-0.03336743807944891,-0.029862498555902884,-0.01412086432056019,0.0020606687997821037,0.02636524852070678,0.043482697562320864,0.06185964383898199,0.09825818480923464,0.08707798945094292,0.11991975177848566,0.1418675377709423
1969-04-01,-0.4365375160579195,-0.37966560520820364,-0.2724219708327655,-0.18716393121280434,-0.10867993181418595,-0.09041702555452533,-0.08032546515094076,-0.08349172819129592,-0.13427330434033646,-0.1344817993799412,-0.16675255340279307,-0.22866787492437643,-0.2760330112153489,-0.2882996892439234,-0.31514222746968124,-0.3887285223003711,-0.4642824885088686,-0.5062322003617992,-0.5941120222254287,-0.6042024496627388,-0.2881976409925259,-0.09150610710198757,0.1344385404861734,0.16236904128827565,0.23584631591522429,0.17977912490451953,0.25018745291124933,0.1612972598126343,0.18933825478895636,0.11150806489308342,0.042353443306199896,0.007027058448166786,0.07025902941908047,0.11893882635322492,0.035375540409601204,0.05661286662213356,0.038985220845690075,0.12034530678932588,0.13389596181632893,0.08104700878138016,0.0920769777194214,0.07835090350406274,0.0626540467653576,0.04900875932993037,0.026424652261319896,0.016260827196598115,0.027112975343928286,0.012043484659547568,0.0036015920332477243,-0.017667466448852275,-0.0347586188667086,-0.0337986188809383,-0.03585486434886022,-0.03752607915802534,-0.04795085188639524,-0.031067984283186963,-0.030728166784130286,-0.030432296893646613,-0.030564017027848885,-0.023505775909873933,-0.009395673652269326,-0.0024629986743180394,-0.024459876884203202,-0.030760605996679933,-0.05196893221418892,-0.03331763868157586,-0.03437197568101562,0.03710656603429689,0.019188869217450687,-0.006193558355206584,-0.026077368160856346
1969-05-01,-0.5851948285368004,-0.649084055320043,-0.5406224573908456,-0.38509901976771577,-0.26580898213641374,-0.15534680208719223,-0.11325363095748399,-0.10646780376927431,-0.09548212180185606,-0.049883783868825936,-0.04881574460949834,-0.05175159452074988,-0.08026220877541423,-0.09353396253462382,-0.10564416984129214,-0.009227127272345988,0.18857505007777453,0.29627477382532114,0.5328120321657185,0.5790129711093052,0.6444731961010557,0.5120055864331466,0.13269975554500515,0.2033038477231837,0.3075752564811353,0.31285576121637937,0.32505100095769274,0.30828217282112175,0.14308573405312394,0.09083836413970645,-0.015417658503811129,-0.04782211798752568,-0.14888334304092923,-0.06321075821382602,-0.11681002829839089,-0.12575962034672653,-0.11319873118862374,-0.08752943322119143,-0.09619340257905677,-0.05324446203099181,-0.01855984247421243,0.049475358509919326,0.07166881588173027,0.06829531178010699,0.0375920354755325,0.013024172116150952,0.008757814378980924,0.009247754427140964,-0.0008521924739955265,-0.025979949965800626,-0.07007708749153677,-0.054469874248323724,-0.04741110022661019,-0.053032182753029546,-0.044042281580354066,-0.028807727884695836,-0.025743827797297395,-0.008488396923282595,-0.013987202345852686,-0.005912117916980987,-0.01920194243137325,0.01920832054297225,0.00876312541896316,0.008600199692067012,0.04602438794327428,0.0694673351553094,0.07076703289023492,0.09341105160300027,0.11154888246666461,0.16367529986506407,0.15742493367745503
1969-06-01,-0.5716477410363688,-0.5244890957209641,-0.5314918874052212,-0.3468233138258552,-0.20120112565507897,-0.10320574310173194,-0.05392471261532397,-0.06774825010285654,-0.06101661677596494,-0.060443247574500376,-0.06192026695394052,-0.07557853850293665,-0.07763553398761437,-0.14016210242330102,-0.19691541840587076,-0.19761747609476393,-0.15766826024816727,-0.12474344466280082,-0.15987384887503514,-0.0876086247568257,-0.07996998790502366,-0.0755342381438666,0.02179062620123112,0.30033942910246586,0.4151066159777063,0.4238452519873697,0.39590494320398745,0.3392680330251966,0.2928890309854748,0.32532538103006925,0.2911262998598341,0.32017866964741365,0.3121890850357661,0.2805521337815368,0.26102342985080135,0.20616939798880496,0.09287729412235358,0.017100715426702818,0.009807108553151943,0.013816845033806667,0.04192656315438526,0.0541254150424855,0.07244779550187914,-0.011860614973149943,-0.0028772393502300283,0.006092336929327535,0.025959905331010183,0.011484111171311507,-0.01941258250222264,-0.039310781434731906,-0.02478164259945213,-0.025560423463525227,-0.035825691200988316,-0.03402613526563729,-0.04145584263138668,-0.028350235918618,0.005691315270249257,0.009693509989876383,0.022718049261632053,0.029008635788115834,0.04494362300241936,0.06564570244788903,0.05129073122458592,0.07046793505766347,0.06156902281388133,0.09349502975276215,0.1337048850950438,0.10533390546446111,0.11420331684748224,0.15141877483159066,0.16174539773437868
1969-07-01,-0.4920948395470617,-0.4743418057863924,-0.2985777368131303,-0.11385716743136941,-0.06698302403039456,0.02184994229042522,-0.007109135015152781,-0.012254930529653152,-0.13101717891106276,-0.18257401201999718,-0.13477761346502798,-0.1006881173457835,-0.16642641595035826,-0.17717871061301724,-0.10986972480300837,-0.0691360883298797,0.05021213224614709,0.19333650993524484,0.3591801990512271,0.3200670422511186,0.1801156793942943,0.07429603976982434,-0.08118743152013186,-0.24460310800689827,-0.38079949836642873,-0.38342834917808216,-0.311676499026714,-0.2664716270835467,-0.3134514433417582,-0.1795838929933354,-0.1508547916111249,-0.09445173686761742,-0.1196216410265213,-0.10557516916520802,0.02045500791712335,0.07664265015999927,0.12083426687263965,0.11123759919935519,0.08404081412691303,0.03899584552638996,0.021602701191811527,0.04282110192068593,0.07918271202318232,0.06669019944461384,0.0601859067050185,0.04681308291532342,0.05756839638366931,0.061854114341033786,0.04546465658247967,0.04341934682027827,0.05250133786081697,0.050504655002564916,0.03487828790610196,0.03003856762157855,0.013963905366115909,0.02216021432224017,0.026972898009621448,-0.0072968915027085916,-0.017947770002437764,-0.008146048531181586,0.006170849769062597,-0.0008088350898771055,-0.0013434966966849534,-0.0029387130936246414,-0.0012482435119396628,-0.021742177115417115,0.003444816231294795,0.01111906332413212,0.017335644173866457,0.03449102542984764,0.028096217425541806
1969-08-01,-0.5913579269710446,-0.34762773222648596,-0.20554916191057765,-0.15093428262781824,-0.06370906761648396,-0.0507545019775883,-0.10767462059003112,-0.10729532132798014,-0.13848275045360156,-0.1337682117108652,-0.15420481292157248,-0.11986442788130522,-0.05146040407797344,-0.09088982941361888,-0.21066481000520665,-0.24589397996057086,-0.24118949869899634,-0.2086651904605325,-0.10758088193019494,-0.01503564087458737,-0.06230399518438298,-0.03611543496023429,0.0026920002392391384,0.20242445052601307,0.196337665407515,0.14439845085862454,0.19901491609768057,0.1457837206132689,0.10812595072591911,0.12106588124407723,0.1637310574185479,0.15379730726158258,0.17523280318449533,0.16134144713499643,0.1822313762885541,0.14477211305453996,0.1771589857621732,0.14795426498310046,0.13494100555363012,0.11879592282671171,0.10408245280063184,0.07448253845488369,0.05601323097965749,0.04109285730634971,0.039833636922138656,0.06938567925867294,0.08215760002062619,0.0789929737652959,0.08719292562868343,0.09406020271356329,0.06330888230944305,0.04913580852470141,0.05786475025769063,0.06004219107867967,0.04521366304426708,0.048140578067233264,0.02558218274770547,0.014070417796351525,0.01805239556022708,0.039482105328132504,0.044915612740628066,0.060642701714555075,0.07868855124202473,0.09074259301800618,0.10921852940081007,0.11930232141807652,0.1369076555716195,0.15640247392048762,0.1599994776697967,0.16521657828906686,0.17419019899721835
1970-01-01,-0.4824850988211277,-0.6152605605635526,-0.4830339699288241,-0.4634675209516769,-0.40062594526125683,-0.32125475523497726,-0.2893181045824845,-0.22125623746077475,-0.22180863307196844,-0.23077848812642054,-0.21599527775373759,-0.27738734182531544,-0.2243856042093915,-0.2450337961830194,-0.2455040736570181,-0.23641177249260867,-0.3573497916381126,-0.39981396897647536,-0.20539363889871506,0.0415609286435939,-0.13062212974497722,0.07405735609869021,0.12085067913479151,0.1428514604404712,0.13714578904736438,0.26570970917762965,0.34290364122723194,0.21547631444513018,0.05750596656645424,0.1229054811642581,0.10408042899900367,0.059991887624432,0.11773025047145497,0.11458864316846451,0.22717265881808577,0.18369041478764264,0.1667169393632754,0.16972536102285046,0.07439136591061143,0.06701375836583658,0.03726789907494217,0.11700692755359778,0.09442115024859465,0.061199986274546765,0.010992430071955928,0.005700184733568735,-0.011893753588558067,-0.061941713123364536,-0.049730324633093514,-0.1099642616922662,-0.06539104354067578,-0.12885095940545147,-0.09805527928546084,-0.11314500743344544,-0.14067551863322847,-0.06983608298607705,-0.09494596770822553,-0.029611715368257057,0.11523964408235676,0.03700849603660227,0.08787246073106214,0.044745338485558846,0.16543785737251568,0.02468817088804649,0.026447648978153788,0.07663387030377444,0.33078637988877624,,,0.16013688344706614,
1970-02-01,-0.5393284126998091,-0.5684160590838229,-0.4990593763929918,-0.4805762083071215,-0.4507813392635387,-0.3515249095629806,-0.36379332355817445,-0.3134517319349387,-0.29073961254036296,-0.27703758772010306,-0.21107190929769096,-0.20150952275370237,-0.1924269246921469,-0.07826376940133041,-0.055302775330485686,0.006156267227041335,0.11363844017250208,0.167997194900038,0.380035844279442,0.9520863357452812,0.5831179947194367,0.6962219830442231,0.663766077635848,0.46052992808782994,0.6576950383591719,0.4326278474534138,0.4322952951956704,0.5455320143328966,0.5514871289498346,0.5781354075128214,0.46566087094843556,0.2956889226164176,0.370033820916746,0.4118554880595869,0.2584055477696711,0.15320654868330097,0.22879087467353235,0.10613681764263232,0.09254492104931243,0.10278649319139373,0.16676960495063772,0.2109610287448131,0.15363985869193822,0.1109880227356155,0.119726834298458,0.046768344708921925,0.05147933144275818,0.07557082051574313,0.049782858611349345,0.04600776868820338,0.04035577728437642,0.0030242380302167664,0.029181598032790097,0.014044665213892946,0.03151899971303172,0.01103683461564201,0.010007200816576734,-0.03496308111659978,-0.03408570317072349,0.018702991020744585,-0.1257921773400251,0.07113616824126766,0.017220193467288085,0.07749339918503415,-0.013163900978714711,,0.04433845516892399,0.025922564336961464,0.0708277571949177,0.09036616584482779,
1970-03-01,-0.3163785868529991,-0.3585153965966733,-0.457497011624708,-0.345174650267777,-0.34585709825919336,-0.2520268176044266,-0.25425847115229233,-0.20426455595724927,-0.1642745209772777,-0.14299254089320884,-0.12464970449828533,-0.12042567008908225,-0.13205981933237565,0.06484310019028026,0.49240706422035474,0.5391144675686215,0.8170750585573545,0.889468432822983,0.8318338730535336,0.9081702773253608,0.8027955727573206,0.9347107418201164,0.9254918349657656,0.7374002432032379,0.6343191625453026,0.5965813641402645,0.4441820343008607,0.5699107811184115,0.5890303927134263,0.5794366836727707,0.4853281433218041,0.07984458680629414,0.07235527177287258,-0.0023055593412623487,0.1394161173557127,0.22247079860749522,0.2212701589880092,0.132217206731403,0.2133204855204873,0.17912126549727278,0.13015054619252164,0.08960953326690212,0.034151242418166944,0.05900296049746315,0.10448459586503056,0.08870907470900916,0.07394264763931083,0.09809238014677753,0.0724857688814547,0.06390840894905868,0.06205594449015111,0.06264756190499424,0.04804771711124445,0.04814370592562032,0.035535762415493964,0.05856666526603494,0.053581692785192994,0.05695210277125883,0.07295759206444724,0.07637291386085074,0.03016858668767897,0.13683527902547676,0.12690079831772003,0.29446707296839203,0.222536396876022,0.23663655040102682,0.12490574376323728,0.0011685645311255372,0.15568119518098558,,
