,0km,1km,2km,3km,4km,5km,6km,7km,8km,9km,10km,11km,12km,13km,14km,15km,16km,17km,18km,19km,20km,21km,22km,23km,24km,25km,26km,27km,28km,29km,30km,31km,32km,33km,34km,35km
1993-06-01,4.357,4.525,4.166,3.9019999999999997,3.839,3.3960000000000004,3.247,2.839,2.685,2.459,2.6710000000000003,3.284,4.6610000000000005,5.71,5.492999999999999,5.972,6.667999999999999,8.267000000000001,9.687000000000001,10.927,11.479000000000001,12.889000000000001,13.095,12.956,12.732999999999999,12.265,11.616,10.725,9.81,8.829,7.937,7.074,5.982,5.035,4.016,3.343
1993-07-01,3.741,4.1339999999999995,3.926,3.766,4.023,3.728,3.4139999999999997,3.1069999999999998,3.0410000000000004,3.052,4.0280000000000005,4.55,5.154,5.0969999999999995,5.6339999999999995,6.09,6.822,7.807,9.212,10.512,11.187000000000001,12.104000000000001,12.61,13.095,12.985,12.786,12.044,11.274000000000001,10.222000000000001,9.079,8.201,7.21,6.104,5.224,4.439,3.839
1993-08-01,3.615,3.595,3.64,3.47,3.2760000000000002,3.051,2.9360000000000004,2.783,2.458,2.4019999999999997,2.4619999999999997,2.955,3.489,4.256,4.5680000000000005,5.127000000000001,6.03,7.26,8.661,9.867,10.899000000000001,11.792,12.148,12.774000000000001,12.549000000000001,11.957,11.423,10.620999999999999,9.779,8.866,7.847,7.007999999999999,5.939,4.9910000000000005,4.081,3.6910000000000003
1993-09-01,2.841,3.3280000000000003,3.25,3.094,2.9760000000000004,2.716,2.594,2.3040000000000003,2.081,2.419,2.99,3.495,3.958,4.175,4.208,4.987,5.763,7.462000000000001,8.851,10.267000000000001,11.185,11.704,11.679,11.395,11.758,12.255999999999998,11.797,10.74,9.564,8.472999999999999,7.316,6.26,5.599,4.941,4.155,3.325
1993-10-01,2.261,3.1039999999999996,3.242,3.065,2.8939999999999997,2.541,2.408,2.273,2.068,1.8869999999999998,2.676,3.449,3.9419999999999997,4.502,4.877,5.332000000000001,6.614,8.491,9.605,10.571,11.413,11.909,12.183,12.232999999999999,11.770999999999999,10.96,9.714,8.726,7.731,6.894,5.961,5.515,4.945,3.695,2.438,2.3569999999999998
1993-11-01,2.385,3.466,3.428,3.07,2.813,2.508,2.377,2.1630000000000003,2.073,2.499,2.88,3.411,4.025,4.364,4.975,5.965,7.276,9.316,11.218,11.655,12.217,12.798,13.369000000000002,12.907,12.084000000000001,11.112,9.685,8.287,7.11,5.935,5.239,4.617,3.7680000000000002,3.175,1.7169999999999999,-9999.0
1993-12-01,2.6710000000000003,3.38,3.22,3.033,2.688,2.3680000000000003,2.062,1.869,2.036,2.195,2.725,3.3760000000000003,4.457,4.998,6.45,7.401,8.871,10.236,12.235999999999999,13.333,13.636,13.925999999999998,13.774000000000001,13.376,12.001,10.832,9.249,8.383,7.096,5.97,4.735,3.847,2.947,-9999.0,-9999.0,-9999.0
1994-01-01,2.475,3.3789999999999996,3.207,2.905,2.6430000000000002,2.512,2.206,1.923,1.77,2.128,3.4339999999999997,4.859,6.367000000000001,6.801,6.987,8.502,11.172,13.012,14.058,15.972000000000001,17.232,17.526,16.23,14.777999999999999,13.31,12.084000000000001,10.714,9.357000000000001,8.204,6.775,5.754,4.915,4.1160000000000005,3.845,-9999.0,-9999.0
1994-02-01,2.6239999999999997,3.622,3.486,3.27,3.008,2.657,2.519,2.349,2.575,3.023,4.354,6.706,7.856,8.601,7.8629999999999995,8.955,10.066,12.747,15.501,16.736,18.467,18.164,17.234,16.101,14.997,13.665999999999999,12.030999999999999,10.347000000000001,9.227,8.256,7.382999999999999,6.362,5.388,5.019,3.716,-9999.0
1994-03-01,3.2880000000000003,4.106,3.971,3.6239999999999997,3.313,2.891,2.5660000000000003,2.335,2.176,2.1959999999999997,2.407,3.165,5.403,5.653,5.615,7.32,7.865,10.118,13.536,15.464,16.615,16.454,15.234000000000002,13.855,12.284,10.423,9.55,8.586,7.479,6.372999999999999,5.2589999999999995,4.448,3.5180000000000002,2.659,-9999.0,-9999.0
1994-04-01,3.54,4.062,3.944,3.77,3.623,3.375,3.2960000000000003,3.088,3.5269999999999997,4.946000000000001,5.801,7.261,8.412,9.095,8.888,9.741,13.254000000000001,13.879000000000001,14.790999999999999,16.397000000000002,16.596,16.359,15.367,14.029000000000002,12.253,11.187999999999999,10.439,9.548,8.559,7.638999999999999,6.877999999999999,6.044,5.127999999999999,4.2330000000000005,3.577,3.1639999999999997
1994-05-01,3.273,4.522,4.602,4.284,3.9930000000000003,3.472,3.1510000000000002,2.883,3.0180000000000002,3.6860000000000004,4.899,6.787000000000001,7.946000000000001,8.256,8.023,7.914,10.727,12.770999999999999,13.556,14.543,15.058,15.0,14.270999999999999,13.184000000000001,11.975999999999999,11.65,11.385,10.762,9.618,8.488,7.495,6.125,4.959,4.18,3.698,-9999.0
1994-06-01,3.511,3.947,3.852,3.52,3.515,3.22,3.222,3.116,2.648,2.736,2.948,3.477,4.671,5.777,6.3,5.654,7.982,9.488,10.774000000000001,11.835,12.829,13.530999999999999,13.815999999999999,13.532,13.004000000000001,12.329,11.940999999999999,11.495,10.626,9.559,8.467,7.021,5.7010000000000005,4.569,3.721,3.2539999999999996
1994-07-01,5.294,6.167000000000001,4.878,4.247,3.911,3.747,3.553,3.43,3.341,3.12,3.19,3.7960000000000003,4.846,4.581,5.171,5.205,6.358,7.8020000000000005,9.082,10.425999999999998,12.314,12.687999999999999,12.39,12.39,12.341,12.243,11.966,11.397,10.557,9.316,8.285,6.931,5.67,4.6930000000000005,3.8789999999999996,3.375
1994-08-01,3.911,4.3389999999999995,4.09,3.892,3.59,3.509,3.386,2.963,2.7239999999999998,2.5380000000000003,2.6239999999999997,3.278,4.184,4.534,4.9239999999999995,5.775,6.9510000000000005,8.084,9.301,10.66,11.89,12.297,12.378,12.77,13.19,12.765,12.175,11.366,10.31,8.958,7.72,6.481,5.343,4.487,3.907,3.597
1994-09-01,3.7439999999999998,4.632,4.5089999999999995,4.1739999999999995,3.889,3.597,3.217,3.0210000000000004,2.76,2.543,2.532,3.9739999999999998,4.992,5.864,6.64,7.332999999999999,8.764,10.46,11.989,12.345999999999998,12.482000000000001,12.423,13.475999999999999,13.64,12.640999999999998,12.009,11.085,10.025,8.908999999999999,7.784,6.834,5.845,5.011,4.313,3.698,3.412
1994-10-01,3.605,4.144,3.833,3.515,3.2539999999999996,3.1510000000000002,3.1189999999999998,2.656,2.395,2.498,2.9139999999999997,3.428,3.898,4.273,4.761,5.891,7.426,8.715,10.184,11.241,11.769,11.687999999999999,11.552,11.609000000000002,11.15,10.550999999999998,10.122,9.019,8.037,7.028,5.952999999999999,5.03,4.282,3.6,3.113,2.77
1994-11-01,2.69,3.7319999999999998,3.591,3.391,3.122,2.8339999999999996,2.61,2.346,2.217,2.079,2.097,2.421,3.035,3.35,4.334,5.357,6.555,7.787000000000001,9.115,10.857000000000001,11.357000000000001,11.741,12.099,12.383,12.034,11.104000000000001,10.158999999999999,8.98,7.664,6.3229999999999995,5.267,4.455,3.807,3.3739999999999997,3.0989999999999998,2.86
1994-12-01,2.7889999999999997,3.892,3.7910000000000004,3.4819999999999998,3.1519999999999997,2.846,2.597,2.537,2.645,2.8089999999999997,3.0210000000000004,3.24,4.2010000000000005,5.49,6.428999999999999,7.103,7.801,8.722000000000001,11.046,12.129000000000001,13.005999999999998,13.495999999999999,13.388,12.418,11.753,10.661,9.486,8.238,7.065,5.867000000000001,4.925,3.966,3.26,2.765,-9999.0,-9999.0
1995-01-01,3.225,4.046,3.9139999999999997,3.6910000000000003,3.5269999999999997,3.301,3.096,2.785,2.469,2.613,3.536,4.9239999999999995,5.6129999999999995,6.669,7.381,8.307,10.009,10.825,11.959000000000001,13.126,12.873,12.405999999999999,12.501,12.173,11.585999999999999,10.779000000000002,9.464,8.324,7.159,6.126,5.327999999999999,4.577,3.94,3.1039999999999996,2.294,1.413
1995-02-01,3.428,4.071000000000001,3.86,3.5869999999999997,3.193,2.9410000000000003,2.708,2.602,2.5860000000000003,3.177,3.846,5.019,6.204,7.162000000000001,7.502999999999999,6.749,8.408,10.878,12.23,13.982000000000001,15.319,15.04,14.717,14.144,12.767000000000001,11.593,10.068999999999999,8.558,7.54,6.6979999999999995,5.597,4.578,3.833,3.2769999999999997,3.1039999999999996,2.7230000000000003
1995-03-01,3.5860000000000003,4.0760000000000005,3.8930000000000002,3.721,3.332,3.188,3.134,3.174,3.966,5.1770000000000005,6.72,7.322,7.405,8.277999999999999,9.158,8.937999999999999,10.057,11.193,13.173,14.315,14.812999999999999,15.227,14.582,13.415999999999999,11.962,10.797,9.708,8.642999999999999,7.587000000000001,6.678999999999999,5.784,4.958,4.284,3.588,3.162,-9999.0
1995-04-01,3.3989999999999996,4.322,4.301,4.015,3.923,3.471,3.219,2.908,2.592,2.841,3.437,4.905,6.447,6.526,6.867999999999999,7.347,7.622999999999999,9.797,11.071,12.151,13.292,14.004000000000001,14.198,13.342,12.527000000000001,11.443,10.216000000000001,9.307,8.357999999999999,7.426,6.5729999999999995,5.715,5.053,4.396,3.883,-9999.0
1995-05-01,4.449,4.728,4.395,4.066,3.755,3.3310000000000004,3.0610000000000004,2.793,2.865,3.612,4.96,6.9110000000000005,8.017000000000001,8.201,7.818,8.453,9.093,10.482999999999999,11.081,12.026,13.195,13.405999999999999,13.205,13.003,12.259,11.575999999999999,10.75,9.846,8.995,8.192,7.4910000000000005,6.528,5.528,4.879,4.137,-9999.0
1995-06-01,3.465,3.903,3.813,3.82,3.822,3.6639999999999997,3.361,3.2969999999999997,3.388,3.574,4.485,5.0280000000000005,5.728,5.946000000000001,5.841,6.659,7.066,8.1,8.861,9.809,10.872,11.777000000000001,12.007,11.937999999999999,11.648,11.445,10.868,10.568,9.815,8.857999999999999,7.8660000000000005,7.0089999999999995,6.095,5.284,4.433,3.602
1995-07-01,4.627,5.232,4.939,4.467,4.1080000000000005,3.96,3.911,3.426,3.11,2.904,2.8369999999999997,3.2969999999999997,4.202,5.135,5.468,5.859,6.176,7.037000000000001,7.4639999999999995,8.642000000000001,10.937999999999999,12.04,12.192,12.56,12.294,11.927999999999999,11.773,10.795,9.94,8.997,7.931,6.9670000000000005,5.955,4.893,4.074,3.545
1995-08-01,3.925,4.53,4.291,4.091,3.897,3.572,3.2089999999999996,2.863,2.801,2.655,2.623,2.8789999999999996,3.96,4.468999999999999,4.854,5.778,6.597,7.606,8.923,10.012,11.007,11.799000000000001,11.845999999999998,12.206,11.595999999999998,11.213,10.457,10.315,9.624,8.603,7.751,6.8660000000000005,5.871,4.94,4.427,3.591
1995-09-01,2.88,3.4789999999999996,3.4739999999999998,3.378,3.272,2.845,2.633,2.364,2.146,1.9609999999999999,2.227,3.47,4.042,4.4510000000000005,4.806,5.846,6.648,8.07,9.367,10.364,11.299000000000001,11.786,12.02,12.097999999999999,11.469000000000001,10.472000000000001,9.7,9.168,8.555,7.846,6.916,6.034,5.154,4.353,3.6289999999999996,3.0810000000000004
1995-10-01,3.069,3.753,3.7710000000000004,3.488,3.102,2.8280000000000003,2.7030000000000003,2.302,2.081,1.901,1.847,1.85,2.171,2.4619999999999997,2.827,3.733,4.868,6.124,7.336,8.918,10.009,10.59,11.216,11.942,11.65,11.043,10.231,9.297,8.105,7.18,6.518,5.396,4.79,4.16,4.024,-9999.0
1995-11-01,2.6689999999999996,3.682,3.531,3.1889999999999996,2.82,2.57,2.31,2.1180000000000003,1.859,1.855,2.424,2.867,2.9360000000000004,3.2310000000000003,3.9360000000000004,5.162000000000001,7.027,8.821,9.788,11.075,12.032,12.695,12.522,12.195,11.535,10.616,9.203,7.8660000000000005,6.563,5.629,5.03,4.393,3.99,-9999.0,-9999.0,-9999.0
1995-12-01,2.5140000000000002,3.468,3.409,3.072,2.778,2.536,2.333,2.237,2.0380000000000003,2.033,2.332,3.198,3.885,4.899,5.806,7.388999999999999,9.936,12.104000000000001,12.815999999999999,13.815,14.524000000000001,14.439,14.238,13.607999999999999,11.970999999999998,10.815999999999999,9.589,8.253,6.902,5.9,4.873,4.084,3.543,3.79,-9999.0,-9999.0
1996-01-01,2.611,3.717,3.542,3.3560000000000003,3.0589999999999997,2.7289999999999996,2.5860000000000003,2.2119999999999997,1.911,1.8840000000000001,2.503,4.439,5.961,7.194,7.906000000000001,9.311,10.418,11.682,12.435,14.003,14.620999999999999,15.110999999999999,14.969000000000001,14.050999999999998,12.544,11.117,9.741,8.597999999999999,7.037999999999999,5.7010000000000005,4.645,3.863,3.207,2.6319999999999997,-9999.0,-9999.0
1996-02-01,2.3890000000000002,3.361,3.298,3.048,2.787,2.7230000000000003,2.64,2.405,2.056,2.563,4.691,7.337000000000001,8.681000000000001,8.382,9.214,10.13,11.32,13.012,14.382,15.354000000000001,15.635,15.126,14.347000000000001,12.790999999999999,11.444,10.315,9.236,8.472000000000001,7.755,6.9479999999999995,6.791,5.519,-9999.0,-9999.0,-9999.0,-9999.0
1996-03-01,2.516,3.9360000000000004,3.847,3.647,3.444,2.841,2.421,2.412,2.6630000000000003,2.679,4.197,6.641,7.557,6.906000000000001,6.694,6.992000000000001,9.286,10.645,12.062000000000001,13.655,14.224,14.32,14.130999999999998,13.04,11.677,10.652999999999999,9.738,8.692,7.766,6.821000000000001,5.718,5.008,4.372,-9999.0,-9999.0,-9999.0
1996-04-01,3.7,4.336,4.114,3.807,3.4760000000000004,3.242,2.9560000000000004,2.924,3.015,3.13,4.008,6.317,8.615,7.641,7.678999999999999,8.359,9.552,10.368,11.533,12.395999999999999,12.522,12.593,12.477,12.267000000000001,11.54,10.838,10.328,9.578,8.605,7.603,6.721,5.9879999999999995,5.166,-9999.0,-9999.0,-9999.0
1996-05-01,3.366,4.084,4.168,3.889,3.47,3.07,2.911,2.867,3.085,4.096,5.449,7.716,8.36,8.859,8.249,8.378,9.818999999999999,10.489,11.719000000000001,13.341,14.044,14.119000000000002,13.767000000000001,13.769,12.862,12.182,11.499,10.113999999999999,9.066,8.253,7.656000000000001,7.772,-9999.0,-9999.0,-9999.0,-9999.0
1996-06-01,3.767,3.965,4.17,4.192,3.892,3.616,3.148,2.823,2.7960000000000003,3.0060000000000002,3.312,4.476,5.393,6.263,6.399,6.35,7.202000000000001,8.591000000000001,10.475,10.709000000000001,12.372,13.35,13.319,12.873,12.511,12.367,12.0,11.785,10.737,9.527999999999999,8.689,8.101,7.222,-9999.0,-9999.0,-9999.0
1996-07-01,2.94,3.585,3.6710000000000003,3.5989999999999998,3.295,3.076,2.863,2.766,2.866,2.891,3.135,4.413,5.622999999999999,5.416,5.362,5.893,7.291,8.693,9.26,10.574000000000002,12.072000000000001,12.95,13.142000000000001,13.195,13.134,12.892999999999999,12.419,11.902999999999999,10.895,9.578,8.539,7.675,6.156000000000001,4.276,-9999.0,-9999.0
1996-08-01,3.57,3.978,3.77,3.622,3.359,3.138,2.8710000000000004,2.656,2.503,2.506,3.575,4.311,4.606,4.72,5.093999999999999,5.702999999999999,6.832999999999999,8.467,9.634,9.971,11.113,12.073,11.794,10.998,10.839,11.855,12.267999999999999,11.529000000000002,10.355,9.299,8.277999999999999,7.087999999999999,6.006,5.135,-9999.0,-9999.0
1996-09-01,2.929,3.73,3.58,3.488,3.2,3.1239999999999997,2.832,2.625,2.522,2.675,2.926,3.176,3.779,4.218999999999999,4.677,5.51,7.006,7.925,9.226,10.328,11.050999999999998,11.094000000000001,10.517000000000001,9.763,9.93,11.276,11.079,10.211,9.235,8.646,7.814,6.696000000000001,5.702999999999999,4.681,-9999.0,-9999.0
1996-10-01,2.7439999999999998,3.6510000000000002,3.4539999999999997,3.242,2.889,2.634,2.427,2.177,1.806,1.662,1.962,2.3409999999999997,3.0439999999999996,3.272,4.155,5.574,6.0489999999999995,7.551,9.23,10.265,10.835,11.283,11.603,11.682,11.435,10.854000000000001,10.078,8.976,8.171,7.1979999999999995,6.399,5.499,4.7219999999999995,4.234,-9999.0,-9999.0
1996-11-01,2.2680000000000002,2.9789999999999996,3.033,2.9819999999999998,2.7260000000000004,2.386,2.207,1.994,2.2569999999999997,2.762,3.722,4.315,5.18,5.403,5.315,6.8,8.391,9.713,11.367,11.884,12.275,12.294,11.794,11.357000000000001,10.782,9.911,8.703,7.4,6.369,5.449,4.59,3.911,2.653,-9999.0,-9999.0,-9999.0
1996-12-01,1.702,3.077,3.08,2.8930000000000002,2.634,2.295,2.154,2.113,2.388,2.864,3.5069999999999997,4.297,4.671,5.321000000000001,5.977,7.621,8.734,9.307,11.235999999999999,13.029000000000002,13.027000000000001,13.436,13.276,12.689,11.662,10.337,8.956,7.627999999999999,6.6,5.237,4.445,3.892,3.091,2.6289999999999996,2.23,-9999.0
1997-01-01,2.193,3.3810000000000002,3.2539999999999996,3.003,2.7239999999999998,2.474,2.2119999999999997,2.168,2.157,2.365,3.378,4.293,5.403,6.449,6.632999999999999,7.7170000000000005,9.11,10.497,11.558,12.815999999999999,14.152000000000001,14.412,14.625,13.68,12.787,11.696,10.427999999999999,9.102,7.836,6.649,5.787000000000001,5.176,4.006,3.5210000000000004,-9999.0,-9999.0
1997-02-01,3.048,3.802,3.4730000000000003,3.178,2.878,2.609,2.351,2.193,2.088,2.36,3.5269999999999997,4.791,5.902,7.577999999999999,7.74,8.179,10.325,11.107999999999999,12.380999999999998,13.299000000000001,15.232000000000001,14.9,14.667,14.163,13.06,12.039000000000001,10.46,9.051,7.621,7.079,6.233,5.603,4.856,4.337,3.569,-9999.0
1997-03-01,2.8089999999999997,3.4730000000000003,3.4760000000000004,3.1460000000000004,2.95,2.708,2.5980000000000003,3.24,4.248,5.472,5.646,6.062,6.847,6.809,5.9110000000000005,6.398,7.343999999999999,9.169,11.995999999999999,13.436,13.657,13.556,13.904000000000002,13.797,13.207,12.052999999999999,10.59,9.382,8.347999999999999,7.4670000000000005,6.537000000000001,5.9110000000000005,5.032,4.101,-9999.0,-9999.0
1997-04-01,3.3289999999999997,4.251,4.114,3.95,3.306,2.998,2.727,2.274,2.074,1.881,2.707,5.0,6.678,6.343,5.162000000000001,5.962999999999999,7.58,9.562999999999999,11.610999999999999,12.991,13.99,13.963,13.550999999999998,12.964,12.025,11.01,10.094,9.254,8.345,7.365,6.647,5.836,5.091,4.412,-9999.0,-9999.0
1997-05-01,3.867,4.313,3.9539999999999997,3.605,3.447,3.245,3.045,2.8510000000000004,3.2689999999999997,3.9189999999999996,5.4,6.822,7.273,7.622999999999999,7.455,7.517,9.216000000000001,10.591,12.583,13.082,13.177999999999999,13.243,12.970999999999998,12.837,12.583,12.095999999999998,11.284,10.487,9.279,8.494,7.631,6.6129999999999995,5.587000000000001,4.871,-9999.0,-9999.0
1997-06-01,3.573,4.103,3.843,3.76,3.489,3.233,3.11,3.073,3.235,3.873,5.303999999999999,6.529,7.244,7.01,6.75,7.824,8.447000000000001,9.288,9.802999999999999,11.288,12.439,12.823,12.710999999999999,12.675999999999998,12.725999999999999,12.264000000000001,11.975,11.385,10.519,9.523,8.374,7.397,6.765,6.166,5.942,5.34
1997-07-01,3.2439999999999998,3.839,3.6719999999999997,3.486,3.5260000000000002,3.4530000000000003,2.992,2.935,2.833,3.0039999999999996,3.785,5.162999999999999,6.172000000000001,5.98,6.143,6.599,7.292999999999999,7.891,9.578,11.148,12.137,12.606,12.734000000000002,12.649000000000001,12.622,12.652999999999999,12.237,11.395,10.445,9.37,8.323,7.2170000000000005,6.244,5.3839999999999995,-9999.0,-9999.0
1997-08-01,4.865,4.9719999999999995,4.131,3.9210000000000003,3.657,3.4410000000000003,3.0269999999999997,2.8080000000000003,2.519,2.271,2.225,2.401,2.917,3.3369999999999997,3.4019999999999997,4.375,5.938,7.774,9.175,10.603,11.302,11.529000000000002,11.694,12.710999999999999,12.594000000000001,12.114,11.849,11.1,10.195,9.135,8.003,7.183,6.156000000000001,-9999.0,-9999.0,-9999.0
1997-09-01,2.951,3.633,3.609,3.2760000000000002,3.185,2.685,2.31,2.125,1.806,1.574,1.44,1.355,1.714,2.332,2.613,3.648,5.075,6.937,8.836,9.921,10.860999999999999,11.562999999999999,11.841,11.239,10.014,9.184,8.836,8.632,8.471,7.956,7.348,6.655,6.204,-9999.0,-9999.0,-9999.0
1997-10-01,2.2,3.405,3.283,3.342,3.056,2.8569999999999998,2.541,2.24,2.096,2.33,2.3819999999999997,2.54,2.68,2.504,3.0380000000000003,3.8360000000000003,6.062,7.727,9.425,10.257,11.097999999999999,11.749,11.945,11.724,11.536,10.921,9.812999999999999,8.892999999999999,7.82,6.81,6.011,5.281000000000001,4.902,-9999.0,-9999.0,-9999.0
1997-11-01,2.54,3.4989999999999997,3.409,3.1839999999999997,2.8489999999999998,2.51,2.306,2.022,1.892,2.182,2.636,3.4930000000000003,3.944,4.312,4.654,6.119,6.865,8.748,10.407,11.610999999999999,12.135,12.675999999999998,12.835999999999999,12.642999999999999,11.915999999999999,10.931,9.709,8.419,7.01,5.932,5.075,4.402,3.682,-9999.0,-9999.0,-9999.0
1997-12-01,2.093,3.215,3.1919999999999997,2.971,2.719,2.37,2.1790000000000003,2.012,1.9809999999999999,2.543,2.8289999999999997,3.741,5.656000000000001,5.9239999999999995,6.265,8.075,9.185,9.441,11.444,11.86,12.370999999999999,12.950999999999999,12.933,12.368,11.472000000000001,10.044,8.487,6.947,5.809,4.997,4.5280000000000005,4.298,4.239,3.611,-9999.0,-9999.0
1998-01-01,2.146,3.31,3.3,2.992,2.785,2.4659999999999997,2.162,1.983,2.2030000000000003,2.312,2.83,3.515,5.322,7.335,9.353,10.043,10.379000000000001,10.054,11.339,14.013,16.34,16.881,16.605,15.26,13.064,11.661,10.232000000000001,8.818,7.2410000000000005,6.229,5.385,4.547,3.948,-9999.0,-9999.0,-9999.0
1998-02-01,2.62,3.6830000000000003,3.701,3.3,2.9810000000000003,2.679,2.235,1.903,1.6840000000000002,1.604,1.746,2.569,4.47,6.756,6.3420000000000005,7.269,7.4879999999999995,9.07,10.79,12.405999999999999,13.623,15.225999999999999,15.26,14.304,12.782,11.195,9.835,8.505,7.392,6.359,5.547000000000001,4.828,4.669,-9999.0,-9999.0,-9999.0
1998-03-01,2.674,3.7039999999999997,3.745,3.488,3.1010000000000004,2.8489999999999998,2.592,2.256,2.074,2.2880000000000003,3.312,3.957,5.939,8.416,9.706,10.42,10.959000000000001,12.239,13.253,14.411,15.033,14.61,14.524000000000001,13.605,12.319,10.972000000000001,9.792,8.537,7.754,6.805,6.091,5.5089999999999995,4.84,-9999.0,-9999.0,-9999.0
1998-04-01,3.4560000000000004,4.236000000000001,3.997,3.6910000000000003,3.4139999999999997,3.123,2.812,2.718,3.2880000000000003,5.229,7.955,9.375,10.398,10.231,10.285,10.422,12.665999999999999,13.665,14.444,15.823,15.782,15.385,14.988,13.815999999999999,12.429,11.165999999999999,10.321,9.423,8.56,7.894,7.292000000000001,6.894,6.334,-9999.0,-9999.0,-9999.0
1998-05-01,4.913,4.961,4.461,3.946,3.662,3.3760000000000003,3.362,2.861,2.6069999999999998,2.371,2.5789999999999997,4.359,8.591000000000001,10.315999999999999,9.777999999999999,9.658,9.692,9.472000000000001,10.402999999999999,12.415,13.522,14.43,13.875,12.988,12.319,11.262,10.333,9.847999999999999,9.304,8.693999999999999,7.974,7.334,-9999.0,-9999.0,-9999.0,-9999.0
1998-06-01,3.8689999999999998,3.9410000000000003,3.7939999999999996,3.793,3.59,3.425,3.305,3.1860000000000004,3.445,3.801,5.2989999999999995,6.79,8.426,8.965,8.98,8.657,8.792,9.466000000000001,9.602,10.121,11.593,12.738,12.562000000000001,12.269,12.097999999999999,11.940999999999999,11.545,10.954,10.405,9.644,8.884,8.145,7.336,6.603,-9999.0,-9999.0
1998-07-01,3.4139999999999997,3.74,3.786,3.8360000000000003,3.647,3.347,3.225,2.858,2.6239999999999997,2.6839999999999997,3.553,5.2620000000000005,7.2379999999999995,6.894,6.5729999999999995,6.979,8.078,8.593,9.839,10.984000000000002,11.825999999999999,12.395,12.827,12.82,12.587,12.538,12.142000000000001,11.519,10.774000000000001,9.779,8.861,7.805,6.909,-9999.0,-9999.0,-9999.0
1998-08-01,3.4989999999999997,3.495,3.5789999999999997,3.955,3.898,3.536,2.998,2.911,2.476,2.3,2.246,2.384,3.0260000000000002,3.7319999999999998,5.004,6.0920000000000005,7.09,7.954,8.902000000000001,10.455,11.6,12.472999999999999,12.482000000000001,11.735999999999999,12.384,12.434000000000001,11.975999999999999,11.18,10.323,9.422,8.493,7.438,-9999.0,-9999.0,-9999.0,-9999.0
1998-09-01,3.2319999999999998,4.099,3.866,3.569,3.235,2.864,2.557,2.2030000000000003,1.97,2.075,2.7230000000000003,3.585,3.991,4.065,4.833,5.642,7.044,8.091000000000001,9.42,10.936,11.4,11.693,11.539000000000001,11.25,11.404000000000002,11.827,11.304,10.48,9.397,8.545,7.731,7.195,6.83,-9999.0,-9999.0,-9999.0
1998-10-01,2.487,3.5260000000000002,3.608,3.39,3.0860000000000003,2.798,2.585,2.309,2.228,2.542,3.19,4.125,3.8760000000000003,4.46,5.707999999999999,6.796,7.582000000000001,9.186,10.331,11.347999999999999,12.03,12.132,12.282,11.888,11.562999999999999,11.092,9.799,8.79,7.695,6.8229999999999995,6.1160000000000005,5.44,4.552,3.725,3.115,-9999.0
1998-11-01,1.8630000000000002,3.219,3.237,3.239,3.0669999999999997,2.7,2.526,2.282,1.864,2.164,2.6689999999999996,3.687,4.586,4.854,5.263,6.374,8.04,9.425,10.765,11.708,12.491,12.606,12.718,12.159,11.065,10.146,9.26,7.7989999999999995,6.631,5.63,4.984,4.345,3.761,-9999.0,-9999.0,-9999.0
1998-12-01,2.417,3.589,3.478,3.362,3.2289999999999996,2.926,2.585,2.4,2.214,2.18,2.49,3.4019999999999997,4.277,5.092,6.542000000000001,7.529,7.669,9.307,11.78,12.845999999999998,13.515,13.470999999999998,13.524000000000001,13.13,12.175999999999998,11.203,9.655,7.995,6.785,5.635,4.5760000000000005,3.8789999999999996,3.304,2.94,2.637,-9999.0
1999-01-01,2.3080000000000003,3.218,3.145,3.023,2.645,2.539,2.148,1.8230000000000002,1.906,2.63,3.734,5.59,5.235,6.2139999999999995,7.1610000000000005,8.607000000000001,10.487,12.487,13.255999999999998,13.482999999999999,12.924000000000001,12.652000000000001,12.960999999999999,12.829,11.945,10.847000000000001,9.759,8.193,6.707999999999999,5.461,4.532,3.873,3.218,2.824,2.343,-9999.0
1999-02-01,2.249,3.595,3.577,3.2969999999999997,2.865,2.512,2.434,2.404,2.523,3.325,4.609,6.51,7.466,9.362,12.055,11.991,12.414000000000001,13.889000000000001,15.065,16.312,15.845,14.914000000000001,14.186,13.333,12.273,10.79,9.506,8.167,6.875,6.072,5.684,5.478,4.602,4.09,-9999.0,-9999.0
1999-03-01,3.5,4.0969999999999995,3.9,3.528,3.1010000000000004,2.908,2.6460000000000004,2.3209999999999997,2.184,2.7969999999999997,4.417,6.2589999999999995,8.71,9.151,10.455,10.193,12.14,14.664000000000001,15.630999999999998,16.285999999999998,15.933,15.075,14.249,13.4,12.877,11.921,10.732000000000001,9.59,8.585,7.736000000000001,6.726,5.805,5.052,4.522,-9999.0,-9999.0
1999-04-01,4.001,4.329,4.122,3.925,3.645,3.115,3.035,3.322,4.235,6.08,8.141,9.535,10.927999999999999,10.229,9.842,10.133,10.107000000000001,11.322000000000001,12.97,13.1,13.839,14.25,13.95,13.215,12.345,11.399000000000001,10.452,9.298,8.605,7.84,7.146,6.372999999999999,5.712999999999999,4.965,-9999.0,-9999.0
