,0km,1km,2km,3km,4km,5km,6km,7km,8km,9km,10km,11km,12km,13km,14km,15km,16km,17km,18km,19km,20km,21km,22km,23km,24km,25km,26km,27km,28km,29km,30km,31km,32km,33km,34km,35km
1969-01-01,2.912,2.989,3.17,3.05,2.81,2.582,2.356,1.9480000000000002,1.794,2.6180000000000003,4.75,7.943,7.68,9.465,11.26,11.297,13.204,14.092,13.850999999999999,16.412,17.884,19.547,19.206,17.826,16.711,14.744000000000002,12.69,10.745999999999999,9.127,7.96,7.487,7.525,7.02,6.545,5.567,-9999.0
1969-02-01,2.508,1.944,1.801,1.9969999999999999,2.016,1.8230000000000002,2.131,2.838,4.03,5.5920000000000005,7.562,10.179,10.88,13.97,14.2,16.96,19.22,21.941999999999997,20.965,21.368000000000002,21.454,20.444000000000003,18.91,16.744,15.11,13.501,12.159,10.912,9.952,9.04,7.736000000000001,7.097,6.6160000000000005,5.957000000000001,5.379,4.9
1969-03-01,1.8319999999999999,2.352,3.002,3.077,2.906,2.517,2.097,1.8519999999999999,1.8430000000000002,2.819,6.632000000000001,10.103,10.795,12.602,12.115,11.589,12.710999999999999,14.944,16.042,16.224,17.992,18.604,17.0,15.478,13.929,12.254000000000001,10.469000000000001,9.412,8.024,7.2170000000000005,6.587999999999999,5.974,5.4510000000000005,5.092,4.6419999999999995,4.564
1969-04-01,2.0,3.1639999999999997,3.738,3.569,3.055,2.574,2.121,1.859,1.617,1.599,4.635,8.77,10.995,11.312999999999999,10.651,9.913,11.934000000000001,12.728,14.725,16.949,17.429000000000002,17.051,15.945,14.974,13.547,12.094000000000001,11.027999999999999,10.065,9.232000000000001,8.426,7.763,6.801,6.0329999999999995,5.485,5.011,4.593999999999999
1969-05-01,1.3780000000000001,2.449,3.464,3.617,3.4730000000000003,3.258,2.8569999999999998,2.779,3.667,5.461,7.626,7.9670000000000005,10.995,11.58,9.707,8.578,8.874,9.832,11.28,12.682,14.742,15.998,15.133,14.300999999999998,13.269,11.948,11.435,10.902000000000001,10.335999999999999,9.595,8.805,7.987,7.36,6.7010000000000005,6.185,5.632000000000001
1969-06-01,1.661,2.39,3.583,3.7969999999999997,3.603,3.339,2.984,2.477,2.609,2.8510000000000004,3.735,6.502999999999999,9.76,9.902999999999999,9.307,9.8,10.873,11.53,11.036,11.815999999999999,13.61,14.235999999999999,13.886,13.811,12.895,12.602,11.984000000000002,11.380999999999998,11.035,10.299000000000001,9.57,8.684,7.696000000000001,6.9479999999999995,6.082999999999999,5.642
1969-07-01,1.949,3.318,4.003,3.9539999999999997,3.261,3.2289999999999996,2.818,2.855,3.273,4.224,4.1419999999999995,3.9810000000000003,3.513,4.07,4.319,5.541,6.377999999999999,8.761000000000001,10.702,11.435,12.515999999999998,13.777000000000001,13.812000000000001,13.864,13.495,13.345999999999998,12.686,11.807,10.847000000000001,9.459,8.557,7.53,6.563,5.733,5.043,4.27
1969-08-01,2.1180000000000003,3.415,3.73,3.3560000000000003,3.114,2.91,2.898,2.173,2.051,2.513,2.8789999999999996,3.96,4.8580000000000005,5.301,5.372000000000001,6.42,7.869,9.38,10.884,11.847999999999999,12.648,12.757,13.052999999999999,13.379000000000001,13.414000000000001,12.93,12.642000000000001,11.798,10.552999999999999,9.591000000000001,8.772,7.9,7.101,6.416,5.64,4.856
1969-09-01,-9999.0,3.735,3.701,3.793,3.4819999999999998,3.193,2.807,2.298,2.019,1.706,1.4880000000000002,1.885,2.3609999999999998,2.8569999999999998,4.058,4.57,6.1,8.12,9.453,11.119000000000002,12.71,13.162,12.911,12.717,12.915999999999999,12.738,11.984000000000002,10.92,9.564,8.318,7.361000000000001,6.619,5.733,5.043,4.515,4.024
1969-10-01,-9999.0,2.76,2.383,2.861,2.782,2.398,2.005,1.724,1.48,1.479,1.672,1.744,2.226,2.305,2.485,3.707,5.596,7.806,9.943999999999999,10.963,12.26,12.824000000000002,12.905999999999999,12.757,12.731,11.672,10.773,9.915,8.6,7.516,6.806,6.09,5.308,4.86,4.555,4.072
1969-11-01,3.64,5.166,3.823,3.042,2.912,2.342,2.059,1.974,2.428,2.949,3.595,4.61,5.294,6.379,7.236000000000001,9.04,10.831,12.084000000000001,13.565999999999999,14.446,14.11,14.793,14.47,13.77,12.549000000000001,11.196,9.86,8.575,7.3229999999999995,6.106,4.95,4.196000000000001,3.451,3.062,2.9189999999999996,2.54
1969-12-01,1.5590000000000002,2.454,2.585,2.492,2.439,2.184,2.042,1.7080000000000002,1.517,1.5859999999999999,2.426,3.685,4.785,6.107,7.3420000000000005,9.038,11.659,13.341,13.944,14.375,15.282,15.747,16.037,15.282,13.529000000000002,12.444,10.495,8.949,7.627999999999999,6.571000000000001,5.806,5.355,4.9,4.251,3.9610000000000003,3.6689999999999996
1970-01-01,1.0659999999999998,1.751,2.096,2.292,2.146,1.859,1.726,1.58,1.3030000000000002,2.2680000000000002,3.449,5.381,7.207000000000001,8.774,8.34,9.294,10.939,13.448,14.55,14.952,16.215,16.496,15.297,13.915,12.055,10.63,9.326,8.002,7.287000000000001,7.109,6.127999999999999,5.611000000000001,4.335,4.584,3.658,2.682
1970-02-01,1.2,1.859,2.124,2.171,2.141,2.122,2.095,2.256,2.821,5.398,7.654,10.071,12.270999999999999,13.209000000000001,14.378,13.668,15.251,15.210999999999999,16.557000000000002,16.933,19.445999999999998,18.521,17.089000000000002,15.544,14.022,12.475,10.974,9.482000000000001,7.901,6.917999999999999,5.893,5.461,4.648,4.0889999999999995,3.7880000000000003,3.9819999999999998
1970-03-01,1.93,2.3040000000000003,2.677,2.742,2.7230000000000003,2.5869999999999997,2.546,3.844,5.188,6.662000000000001,9.586,12.747,13.645,13.704,14.662,12.448,11.102,14.225,16.358,18.406,17.804000000000002,16.896,16.928,15.61,14.062999999999999,12.554,11.222999999999999,10.033999999999999,8.936,8.104,7.2010000000000005,7.164,6.445,5.012,4.694,3.5460000000000003
1970-04-01,2.135,3.2119999999999997,3.2310000000000003,2.926,2.7230000000000003,3.089,3.305,3.4960000000000004,4.281000000000001,7.3870000000000005,10.4,10.795,10.936,11.48,13.737,13.077,14.932,14.538,16.207,18.699,18.197,17.205,16.282,14.892000000000001,13.512,12.190999999999999,10.802999999999999,9.816,8.853,8.213,7.591,6.814,6.274,5.609,4.862,4.651
1970-05-01,2.515,3.8930000000000002,4.394,4.2589999999999995,3.95,3.3810000000000002,2.97,2.65,2.421,2.301,3.0260000000000002,7.9479999999999995,9.48,10.535,10.244000000000002,11.386,9.684,11.329,13.44,15.286,17.543,17.410999999999998,16.277,15.216,13.197000000000001,12.027000000000001,10.935,9.755,9.05,7.917999999999999,7.707000000000001,7.06,6.983,6.332999999999999,5.77,5.1770000000000005
1970-06-01,3.207,4.626,4.708,4.012,3.733,3.647,3.612,3.02,3.475,3.9410000000000003,4.702,6.178,7.879,7.974,7.734,8.538,9.012,9.634,10.812000000000001,11.772,13.582,14.831,15.039000000000001,14.254000000000001,13.349,12.735,11.825,11.417,10.425,9.607000000000001,8.277000000000001,7.712000000000001,6.77,6.257000000000001,5.933,5.641
1970-07-01,2.6830000000000003,3.502,3.593,3.5260000000000002,3.424,3.135,2.931,3.031,2.885,3.943,4.125,4.694,4.614,5.81,5.903,6.215,6.992000000000001,8.51,10.533,11.705,13.055,14.235999999999999,13.950999999999999,13.945,13.512,13.126,12.445,11.895999999999999,11.075,10.074,9.119,8.049,7.068,6.449,5.547999999999999,4.524
1970-08-01,2.862,4.4430000000000005,4.297,3.8160000000000003,3.5869999999999997,3.2439999999999998,2.983,2.657,2.1,1.9480000000000002,2.428,3.5469999999999997,4.178999999999999,4.401,4.63,5.584,6.542999999999999,8.076,10.475999999999999,11.244000000000002,12.402999999999999,12.780999999999999,12.44,12.205,12.345999999999998,12.458,12.558,11.955,11.126,9.93,8.75,7.855,6.87,6.0,5.3,4.561
1970-09-01,2.858,3.1260000000000003,3.333,3.07,2.786,2.602,2.214,1.9709999999999999,1.985,2.202,1.9240000000000002,2.1830000000000003,2.5860000000000003,2.234,2.56,4.006,5.636,7.481,9.494,11.904000000000002,12.953,12.725999999999999,13.432,12.885,12.478,12.514000000000001,11.786,10.76,9.71,8.904,7.939,7.49,6.345,5.693,4.9239999999999995,4.552
1970-10-01,2.792,3.2880000000000003,3.201,2.9619999999999997,2.6839999999999997,2.3040000000000003,1.945,1.599,1.228,1.5030000000000001,1.694,2.3080000000000003,3.154,3.6839999999999997,3.3360000000000003,5.257000000000001,6.709,8.685,10.749,12.376,13.043,13.138,13.118,13.112,13.02,11.764000000000001,10.612,9.376,8.367,7.401,6.459,5.38,4.801,4.239,3.537,3.5860000000000003
1970-11-01,2.35,2.633,2.95,2.898,2.623,2.1719999999999997,1.695,1.5190000000000001,1.49,1.8359999999999999,1.97,2.256,2.156,2.573,5.23,5.824,7.962999999999999,11.206,11.335999999999999,11.864,12.825,13.773,14.109000000000002,14.025,13.467,12.39,11.217,10.113999999999999,8.719,7.138999999999999,5.917999999999999,5.1739999999999995,4.3839999999999995,3.742,3.702,3.07
1970-12-01,2.142,2.7680000000000002,2.8289999999999997,2.427,2.153,1.92,1.578,1.3159999999999998,1.484,1.973,2.758,3.9619999999999997,5.987,6.337999999999999,6.682,7.523,8.533,10.119,11.937999999999999,12.993,12.91,13.735,14.044,13.735,13.356,12.056,11.225999999999999,9.953,8.505,7.672000000000001,6.204,5.681,4.566,3.784,3.708,2.593
1971-01-01,2.4819999999999998,1.672,1.465,1.746,1.5730000000000002,1.38,1.464,1.537,2.259,3.4330000000000003,5.289,7.337000000000001,7.9110000000000005,8.37,9.077,11.091,13.263,15.34,13.693,15.720999999999998,16.461,16.457,17.953,16.559,15.417,14.152000000000001,13.612,10.774000000000001,8.883,6.1370000000000005,6.225,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1971-02-01,2.8289999999999997,3.728,3.4010000000000002,2.9419999999999997,2.57,2.325,2.009,1.495,1.504,3.2510000000000003,4.551,6.152,8.216000000000001,9.174,7.7170000000000005,7.733,10.094,11.802999999999999,13.895999999999999,15.334000000000001,15.817,15.44,15.812000000000001,15.654000000000002,14.73,13.639000000000001,12.095,10.157,8.624,7.071000000000001,6.016,4.887,4.312,3.62,-9999.0,2.336
1971-03-01,2.676,3.284,3.54,3.484,2.915,2.65,2.208,2.298,2.636,4.198,6.376,7.821000000000001,10.061,11.004000000000001,11.716,12.530999999999999,14.002,13.134,15.609000000000002,18.247,17.861,17.555999999999997,16.374000000000002,15.44,14.162,12.555,10.979000000000001,9.585,7.86,6.763999999999999,6.027,5.405,5.25,4.36,4.551,4.046
1971-04-01,2.552,3.384,4.067,3.611,3.217,2.838,2.543,2.319,2.498,2.804,6.42,8.908999999999999,10.225,11.499,9.962,10.969000000000001,10.683,11.122,12.097000000000001,15.128,16.414,16.480999999999998,16.336,15.345,14.382,13.055,11.6,10.325999999999999,9.05,7.888,7.306,6.7139999999999995,6.519,5.574,4.747,4.368
1971-05-01,3.228,4.245,4.143,3.9539999999999997,3.5589999999999997,3.279,2.75,2.693,2.699,3.3989999999999996,5.473,7.852,9.353,9.35,9.89,10.752,10.669,11.427999999999999,12.495999999999999,14.295,14.519,14.398,14.255,13.741,12.960999999999999,11.892000000000001,10.758,10.593,9.894,8.781,7.98,7.303999999999999,6.551,6.0729999999999995,4.996,4.812
1971-06-01,2.06,3.359,3.678,3.4010000000000002,3.3310000000000004,3.2289999999999996,2.835,2.605,2.517,3.236,5.24,7.235,8.539,8.696,8.621,8.868,9.729,9.735,10.985999999999999,12.01,13.607999999999999,14.333,14.049000000000001,14.097999999999999,14.040999999999999,13.42,12.817,11.67,10.787,9.74,8.685,7.765,6.861000000000001,5.917999999999999,5.473,4.539
1971-07-01,3.201,3.512,2.8489999999999998,3.1689999999999996,3.972,4.159,3.1060000000000003,2.571,-9999.0,1.983,-9999.0,3.843,5.997000000000001,4.19,3.13,8.096,11.287,-9999.0,15.003,15.036,16.903,18.434,-9999.0,18.152,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1971-08-01,2.398,2.76,2.7910000000000004,2.779,2.8930000000000002,2.659,2.48,2.105,1.8719999999999999,2.1180000000000003,2.469,3.503,3.8539999999999996,3.928,4.484,5.082,6.854,8.16,9.17,10.324000000000002,12.312999999999999,13.06,12.392999999999999,12.274000000000001,13.408,14.203,13.255999999999998,12.412,11.18,10.472000000000001,9.516,8.097999999999999,7.155,6.172999999999999,5.659,5.415
1971-09-01,3.2239999999999998,3.26,3.22,2.907,2.7689999999999997,2.399,1.9469999999999998,1.775,1.4669999999999999,1.319,1.564,2.327,2.677,2.7880000000000003,3.029,4.636,6.61,8.596,10.702,11.536,12.558,12.829,12.386,13.267000000000001,13.129000000000001,12.218,11.283,10.537,9.73,8.857000000000001,7.721,6.8870000000000005,6.018,5.502999999999999,5.193,4.883
1971-10-01,2.394,2.997,3.194,3.0180000000000002,2.673,2.28,1.8719999999999999,1.525,1.227,1.01,0.95,1.504,1.794,1.8230000000000002,3.082,4.109,5.665,6.914,8.82,11.02,11.615,12.08,12.078,12.127,11.674000000000001,11.378,10.437000000000001,9.555,8.289,7.481,6.597,5.763,5.052,4.458,4.047,3.4930000000000003
1971-11-01,2.155,2.449,2.8489999999999998,2.727,2.6310000000000002,2.5660000000000003,1.689,1.5119999999999998,1.636,2.468,3.69,4.543,4.6610000000000005,4.9,6.564,8.079,8.604,9.448,11.578,11.981,12.696,13.575,13.577,13.234000000000002,12.440999999999999,11.267999999999999,10.139,8.568999999999999,7.2139999999999995,6.3870000000000005,5.35,4.888,4.419,3.7060000000000004,3.467,-9999.0
1971-12-01,2.149,2.309,2.708,2.477,2.1390000000000002,1.889,1.6769999999999998,1.3659999999999999,1.5019999999999998,1.815,2.408,2.745,3.219,2.6710000000000003,4.7010000000000005,6.252999999999999,8.165,10.086,11.239,12.369000000000002,13.520999999999999,13.585,14.307,14.547,14.345999999999998,13.162,11.722000000000001,10.065,8.892999999999999,7.792999999999999,6.662999999999999,5.7,4.83,4.151,3.6519999999999997,3.071
1972-01-01,1.643,2.316,2.3369999999999997,2.4019999999999997,2.0340000000000003,1.82,1.7790000000000001,1.57,1.432,1.675,3.2060000000000004,5.36,6.456,5.516,5.063,6.9079999999999995,9.386000000000001,10.344000000000001,11.764000000000001,14.41,15.53,16.84,16.817999999999998,16.227999999999998,15.279000000000002,13.532,12.148,10.634,9.228,7.849,6.524,5.655,4.952,4.045,3.279,2.938
1972-02-01,2.0469999999999997,2.336,2.9989999999999997,2.798,2.434,2.122,1.85,1.589,1.685,2.41,4.426,6.47,7.711,7.608,6.474,8.056000000000001,9.654,11.929,13.242,15.184000000000001,16.385,16.75,16.965999999999998,16.116,14.755,12.978,11.008,9.717,9.071,8.467,7.5,6.872000000000001,6.495,5.681,4.651,3.866
1972-03-01,2.407,3.571,3.4810000000000003,3.255,3.082,2.6630000000000003,2.369,2.2640000000000002,2.082,2.69,4.114,5.608,7.0360000000000005,7.042000000000001,7.7989999999999995,9.202,11.0,12.837,15.443,17.499000000000002,18.299,17.683,16.471,15.373,13.93,12.392000000000001,11.283,10.142999999999999,9.192,8.031,7.138,6.307,5.627000000000001,4.908,4.373,3.821
1972-04-01,2.343,3.5039999999999996,3.969,3.8930000000000002,3.537,3.037,2.912,3.2030000000000003,3.56,4.365,5.994,7.6160000000000005,7.021,6.715,6.9479999999999995,7.556,8.735,11.215,13.741,15.722000000000001,16.438,16.253,15.854000000000001,14.675,13.274000000000001,12.088,11.033,10.277999999999999,9.46,8.672,7.692,6.997999999999999,6.505,5.739,5.105,4.381
1972-05-01,3.0580000000000003,3.6710000000000003,4.112,4.091,3.625,3.375,3.148,2.759,2.6889999999999996,3.6919999999999997,5.612,6.899,6.729,7.102,7.687,8.736,10.446,11.414000000000001,12.048,12.958,14.437000000000001,14.921,14.24,13.412,12.687999999999999,12.13,11.49,10.850999999999999,10.211,9.66,8.816,8.011000000000001,7.309,6.694,6.1739999999999995,5.426
1972-06-01,5.481,5.796,5.784,5.716,5.2379999999999995,4.69,4.43,3.823,3.548,3.9130000000000003,4.82,6.023,7.941,8.486,8.401,9.377,11.714,13.068,12.82,13.335,14.77,14.974,14.466,13.956,13.390999999999998,13.161,12.841,11.975,10.911,9.842,8.896,7.962999999999999,7.154,6.48,5.695,4.923
1972-07-01,3.063,3.555,3.793,3.804,3.4589999999999996,3.2969999999999997,2.918,2.8110000000000004,2.7910000000000004,2.588,3.0980000000000003,4.675,5.211,4.963,5.106,5.416,6.267,7.718,9.455,10.815999999999999,12.895,13.567,13.544,13.669,13.331,12.977,12.815,12.245999999999999,11.485999999999999,10.536,9.607999999999999,8.556000000000001,7.728,6.936,6.034,5.425
1972-08-01,2.83,3.347,3.4610000000000003,3.391,3.327,3.025,2.6910000000000003,2.327,2.262,2.699,2.85,3.049,3.593,4.074,4.507,5.946000000000001,7.075,8.645,10.288,10.913,11.915,12.814,12.752,12.032,11.793,11.478,11.327,10.546,9.94,9.353,8.503,7.6160000000000005,6.875,6.396,5.307,4.664
1972-09-01,2.565,2.948,3.0869999999999997,3.241,3.014,2.6689999999999996,2.399,1.77,1.673,3.3,2.983,3.213,3.94,4.662,4.334,6.296,8.027000000000001,9.396,10.890999999999998,12.302,13.107000000000001,12.707,12.267999999999999,12.02,10.383,11.312000000000001,10.333,10.173,9.613,8.912,8.059,7.098,6.312,6.0,-9999.0,5.353
1972-10-01,2.824,3.736,3.466,3.3710000000000004,3.0789999999999997,2.7569999999999997,2.4459999999999997,2.024,1.7990000000000002,1.7069999999999999,1.672,1.851,2.039,2.528,3.784,5.242999999999999,7.13,8.611,10.652999999999999,12.071,12.591,12.879000000000001,12.502,12.235,12.012,11.251,10.671,9.627,8.405,7.497000000000001,6.482,5.772,5.377999999999999,4.893,4.531000000000001,3.4
1972-11-01,2.8539999999999996,3.4010000000000002,3.378,3.4,3.1260000000000003,2.6289999999999996,2.225,2.061,2.261,2.498,2.783,3.1430000000000002,3.391,3.843,4.86,6.716,8.756,10.222999999999999,11.378,11.639000000000001,12.332,12.97,12.607999999999999,12.359000000000002,11.67,10.651,9.863,8.838,7.5120000000000005,6.455,5.625,4.91,4.298,3.6889999999999996,3.5469999999999997,-9999.0
1972-12-01,2.8939999999999997,3.927,3.7039999999999997,3.2680000000000002,2.8489999999999998,2.418,2.1319999999999997,1.9,1.6469999999999998,1.476,1.6369999999999998,2.574,3.464,4.0,6.013,6.496,7.22,9.757,11.687000000000001,12.618,13.645999999999999,14.104000000000001,14.421,14.54,13.794,12.829,11.162,10.164,9.077,7.393,6.402,5.477,4.902,3.8569999999999998,3.638,2.944
1973-01-01,2.355,2.957,3.345,2.8710000000000004,2.512,2.1319999999999997,1.8659999999999999,1.685,1.6119999999999999,1.9669999999999999,2.8960000000000004,4.458,6.037000000000001,6.662000000000001,8.088,8.727,9.714,10.555,11.950999999999999,13.3,13.89,14.824000000000002,14.644,13.959000000000001,12.841,11.652000000000001,10.886,9.545,8.366,6.68,5.641,5.051,4.623,3.821,3.335,2.62
1973-02-01,3.263,3.845,3.8139999999999996,3.833,3.36,2.8739999999999997,2.5180000000000002,2.22,2.89,4.17,7.96,9.514,10.122,9.907,8.882,10.333,11.876,12.772,17.579,17.855999999999998,17.743,16.432000000000002,15.282,14.491,12.824000000000002,12.389000000000001,10.647,9.689,8.652999999999999,6.641,5.91,5.242000000000001,4.656000000000001,4.486000000000001,4.04,3.324
1973-03-01,2.559,4.121,4.613,4.814,3.6889999999999996,3.1430000000000002,2.648,2.489,2.331,2.6430000000000002,3.592,7.962000000000001,9.982999999999999,11.159,11.355,8.721,13.074000000000002,15.395,16.132,15.307,15.505,15.107999999999999,14.915999999999999,14.08,12.706,11.179,9.812999999999999,8.189,6.912999999999999,5.829,5.204,4.691,3.951,3.9219999999999997,3.391,3.175
1973-04-01,2.772,3.81,3.9810000000000003,3.8280000000000003,3.464,3.3289999999999997,3.1210000000000004,2.835,3.217,3.7030000000000003,4.97,9.193,11.182,12.319,14.276,14.012,13.452,16.162,17.539,17.747,17.322,16.021,15.359000000000002,14.300999999999998,12.937000000000001,11.425,10.039,9.096,8.068999999999999,7.608,6.92,6.4479999999999995,5.904,5.364,4.68,4.118
1973-05-01,3.429,4.468999999999999,4.668,4.573,4.288,4.02,3.514,3.285,3.9789999999999996,5.712000000000001,9.424,11.937999999999999,12.354000000000001,12.753,10.577,10.049,11.517000000000001,12.933,11.783,13.72,13.267000000000001,13.708,14.092,13.725999999999999,13.220999999999998,12.192,11.058,9.797,8.932,8.015,6.968,6.189,5.502999999999999,4.646,4.14,3.5580000000000003
1973-06-01,4.006,4.745,4.813,4.468,3.946,3.7689999999999997,3.312,3.187,2.9789999999999996,2.296,2.502,5.166,8.323,7.742000000000001,6.876,8.126,9.652000000000001,9.721,10.645999999999999,11.895999999999999,13.003,13.82,14.390999999999998,14.333,14.288,13.597000000000001,12.423,11.492,10.413,9.275,8.242,7.141,6.347,5.455,4.806,4.336
1973-07-01,2.8169999999999997,4.103,4.1930000000000005,4.126,3.845,3.675,3.593,3.27,2.7889999999999997,3.839,4.43,6.5520000000000005,7.358,7.247999999999999,6.611000000000001,6.581,7.912999999999999,8.781,9.511000000000001,10.875,11.890999999999998,12.864,13.081,13.388,13.407,12.955,12.344000000000001,11.32,10.237,9.457,8.171,7.1370000000000005,6.247999999999999,5.53,4.686,4.215
1973-08-01,4.496,6.428,4.927,4.523,4.449,3.8819999999999997,3.0039999999999996,2.634,2.5,1.699,1.8259999999999998,2.55,4.268,4.217,4.141,5.33,7.807,8.254,8.177,10.715,11.855,12.467,13.084000000000001,12.584000000000001,11.417,13.277000000000001,12.186,10.909,9.953,9.326,8.389,6.813,6.011,5.303,4.289,-9999.0
1973-09-01,2.977,3.926,4.101,3.772,3.647,3.377,2.906,2.476,2.336,2.4930000000000003,2.7110000000000003,2.891,2.9730000000000003,3.2039999999999997,3.782,4.933,6.149,7.542000000000001,9.258,10.923,11.78,12.369000000000002,12.234000000000002,12.027999999999999,11.159,10.017000000000001,9.193999999999999,8.952,7.907,7.194,6.417000000000001,5.56,4.809,3.969,3.792,3.41
1973-10-01,3.2110000000000003,3.844,4.218999999999999,4.105,3.7710000000000004,3.188,2.7030000000000003,2.365,1.912,1.767,2.396,3.4810000000000003,3.889,3.835,5.232,7.002999999999999,8.193999999999999,9.568,10.997,11.787,12.112,12.167,12.364,12.501,12.265,11.424000000000001,9.994,8.986,7.721,6.3839999999999995,5.507999999999999,4.7,4.243,3.8310000000000004,3.408,-9999.0
1973-11-01,3.477,4.471,3.9360000000000004,3.5260000000000002,3.27,2.545,2.5669999999999997,2.6510000000000002,2.168,2.316,3.176,4.2139999999999995,4.734,5.5089999999999995,4.803,6.19,7.475,9.475,11.374,12.589,13.638,13.58,13.749,13.142000000000001,12.542,11.545,9.576,6.885,5.705,4.095,3.287,2.91,2.076,-9999.0,-9999.0,-9999.0
1973-12-01,1.7690000000000001,2.87,3.3760000000000003,3.2119999999999997,2.925,2.755,2.484,2.131,1.825,1.935,2.8560000000000003,3.795,4.379,5.3420000000000005,5.395,7.394,7.756,11.162,12.347999999999999,12.776,14.777000000000001,15.158,14.878,14.815999999999999,13.652999999999999,12.220999999999998,10.440999999999999,8.658,7.277,6.428999999999999,5.239,4.379,4.198,-9999.0,4.343999999999999,-9999.0
1974-01-01,2.8310000000000004,3.665,3.602,3.2739999999999996,2.878,2.485,2.233,1.915,1.685,1.383,1.537,2.992,4.6,5.749,6.375,8.616,9.315,11.751,13.615,15.16,16.375,17.109,17.115,16.344,14.716,13.137,11.597000000000001,10.039,9.126,8.523,6.937,6.0360000000000005,5.531000000000001,4.544,3.5780000000000003,2.73
1974-02-01,3.448,4.29,4.109,3.8710000000000004,3.472,2.92,2.4859999999999998,2.6510000000000002,2.9819999999999998,2.679,4.001,6.722,8.871,9.085,9.251,9.309,11.557,13.276,14.419,16.28,16.182000000000002,16.107,16.185,14.459000000000001,12.535,10.515999999999998,9.457,8.411,7.631,6.406000000000001,5.17,3.812,2.955,2.6,-9999.0,-9999.0
1974-03-01,2.8110000000000004,3.752,4.029,3.5180000000000002,3.1919999999999997,2.822,2.528,2.063,2.821,4.382,6.096,8.243,9.083,8.677999999999999,9.256,10.052999999999999,12.677,12.344000000000001,12.728,13.962,14.667,15.196,13.654000000000002,11.856,10.722000000000001,9.798,8.977,8.46,7.3,6.517,5.768,5.436,4.377,3.807,3.498,2.75
1974-04-01,2.951,3.7569999999999997,3.917,3.821,3.333,3.03,2.7710000000000004,2.428,3.1430000000000002,4.013999999999999,4.643,5.769,7.1739999999999995,9.105,9.703,10.588,13.0,14.187999999999999,15.628,15.764000000000001,15.779000000000002,14.889000000000001,13.618,12.475,12.737,12.314,12.104000000000001,11.543,10.211,9.002,7.404,6.678999999999999,5.324,5.1579999999999995,4.832,-9999.0
1974-05-01,2.354,2.7089999999999996,2.932,2.9939999999999998,2.9360000000000004,2.296,1.883,1.74,1.631,2.1519999999999997,5.485,6.292000000000001,7.871,8.732000000000001,9.727,8.395,11.009,12.679,15.323,16.067,16.025,15.126,15.169,14.077,13.44,12.645999999999999,12.394,11.75,10.786,9.926,8.879,8.023,7.305,6.4,5.222,5.212000000000001
1974-06-01,3.529,4.352,4.053999999999999,3.929,3.6830000000000003,3.0989999999999998,2.84,2.659,3.35,3.2289999999999996,4.477,6.46,7.468,7.622999999999999,7.386,8.839,9.078,9.81,11.265,13.015999999999998,14.517000000000001,14.577,14.284,13.827,13.007,12.453,11.872,11.128,10.356,9.191,8.26,7.292000000000001,6.818,6.369,6.422999999999999,5.843
1974-07-01,3.264,3.6210000000000004,3.656,3.685,3.8089999999999997,3.489,2.9730000000000003,2.7289999999999996,2.574,3.1210000000000004,3.7489999999999997,3.97,4.715,4.481,4.61,4.881,6.432,8.46,9.978,10.69,11.972999999999999,13.829,14.130999999999998,13.578,12.61,12.085999999999999,11.907,11.628,11.027000000000001,10.019,9.222000000000001,8.222999999999999,7.227,6.475,5.345,-9999.0
1974-08-01,4.569,4.977,4.871,4.189,3.725,3.517,3.375,2.883,2.6310000000000002,2.267,2.156,2.965,3.642,3.78,3.859,5.045,6.694,7.832999999999999,9.764,10.511,11.965,12.397,12.845,13.341,12.388,11.544,11.245,10.707,10.029,9.062000000000001,7.947,7.352,6.816,5.632000000000001,5.152,-9999.0
1974-09-01,3.241,3.4730000000000003,3.807,3.4960000000000004,3.2710000000000004,2.912,2.696,2.582,2.611,2.8710000000000004,2.707,3.1689999999999996,3.635,4.026,4.893,6.379,6.892,8.449,10.113999999999999,11.019,11.658,11.603,12.304,12.717,11.762,11.106,10.821,9.875,8.667,7.957000000000001,6.607,6.148,5.43,5.311,3.569,3.978
1974-10-01,2.371,3.227,3.195,2.989,2.64,2.485,2.1430000000000002,2.289,3.003,4.774,5.1770000000000005,5.178999999999999,5.196000000000001,5.558,6.313,8.067,10.089,10.592,11.482000000000001,12.607999999999999,12.618,12.585,12.013,11.79,11.567,10.972000000000001,11.645999999999999,10.415,9.392000000000001,8.343,7.42,6.215,5.382000000000001,4.54,3.553,-9999.0
1974-11-01,3.3310000000000004,3.971,3.91,3.616,2.852,2.556,2.406,2.4659999999999997,2.977,2.966,4.565,4.63,6.047999999999999,8.009,7.9510000000000005,10.253,12.345999999999998,12.424000000000001,15.017000000000001,14.812000000000001,14.974,14.352,14.343,14.272,13.43,11.716,10.277000000000001,8.7,7.881,6.694,5.684,4.599,3.843,-9999.0,-9999.0,-9999.0
