,0.0km,0.5km,1.0km,1.5km,2.0km,2.5km,3.0km,3.5km,4.0km,4.5km,5.0km,5.5km,6.0km,6.5km,7.0km,7.5km,8.0km,8.5km,9.0km,9.5km,10.0km,10.5km,11.0km,11.5km,12.0km,12.5km,13.0km,13.5km,14.0km,14.5km,15.0km,15.5km,16.0km,16.5km,17.0km,17.5km,18.0km,18.5km,19.0km,19.5km,20.0km,20.5km,21.0km,21.5km,22.0km,22.5km,23.0km,23.5km,24.0km,24.5km,25.0km,25.5km,26.0km,26.5km,27.0km,27.5km,28.0km,28.5km,29.0km,29.5km,30.0km,30.5km,31.0km,31.5km,32.0km,32.5km,33.0km,33.5km,34.0km,34.5km,35.0km
1999-02-01,14.600999999999999,31.534000000000002,35.562,38.446,40.967,41.232,43.157,42.343,39.641,40.232,41.331,42.869,42.53,43.931000000000004,46.466,48.083999999999996,44.148999999999994,57.618,77.205,101.036,132.525,163.798,239.27599999999998,280.098,311.52299999999997,410.356,433.291,506.11800000000005,580.656,600.248,756.4789999999999,910.425,1075.194,1363.6870000000001,1496.4170000000001,1726.639,1874.851,2114.592,2562.455,3034.8059999999996,3227.514,3308.468,3553.696,3806.281,3889.51,3982.861,4261.237,4486.66,4665.318,4726.838,4796.65,4938.905,4848.359,4815.002,4719.2609999999995,4544.272,4335.968,4314.12,4395.338,4497.165,4569.2570000000005,4811.249,4717.915,5283.453,5462.441999999999,5426.195,5291.1230000000005,5518.284000000001,5259.164000000001,5073.999,5105.843
1999-03-01,26.544,37.36,47.544,49.291000000000004,51.273,51.172,48.7,52.663000000000004,52.271,51.47,54.101000000000006,56.38,60.185,58.823,56.975,60.693000000000005,72.494,99.617,128.19899999999998,195.178,298.671,361.561,418.972,562.854,667.762,700.8710000000001,786.335,993.414,1200.788,1137.778,1153.557,1509.703,1628.453,1752.964,1891.7879999999998,2168.099,2378.03,2704.677,3078.83,3405.566,3215.0890000000004,3389.829,3751.26,3958.586,4138.286,4245.735,4458.1359999999995,4732.9220000000005,4919.492,5063.605,5271.106,5243.4130000000005,5173.103,5208.738,5334.764,5366.491999999999,5420.556,5552.1359999999995,5761.473000000001,5688.559,5665.018,5727.420999999999,5735.82,5544.649,5369.392,5152.255,4990.602,4733.137,4985.444,-9999.0,-9999.0
1999-04-01,37.936,41.391000000000005,49.481,48.321999999999996,47.513999999999996,50.733999999999995,51.148999999999994,52.266999999999996,62.483000000000004,66.328,68.423,62.245,56.636,65.479,80.932,60.803999999999995,87.554,119.214,154.737,177.793,233.10299999999998,346.10900000000004,417.64,541.913,622.3480000000001,633.707,702.763,827.703,846.2489999999999,791.058,768.673,873.362,938.765,1111.162,1328.161,1519.161,1878.9379999999999,2226.42,2416.598,2616.797,2922.2009999999996,3151.3140000000003,3382.183,3547.192,3841.0370000000003,4115.492,4292.605,4460.249,4577.476,4705.3,4825.446,4980.656,5105.977,5230.43,5308.791,5336.964,5555.149,5714.097,5896.267,6070.28,6329.695,6452.42,6605.45,6655.394,6708.316,6772.48,6881.1140000000005,7034.224,8366.276,-9999.0,-9999.0
1999-05-01,32.035,51.938,62.062,57.176,52.873000000000005,54.085,53.629,56.699,64.306,70.438,62.254,59.523,48.628,49.315,64.778,58.306000000000004,62.151,60.518,70.309,83.454,128.089,181.46599999999998,264.256,275.832,403.23,548.201,655.276,638.725,654.149,767.9960000000001,833.904,944.653,999.459,1098.748,1250.835,1485.598,1654.5,1835.8,2107.656,2212.8520000000003,2313.04,2540.685,2768.4809999999998,3148.947,3426.7729999999997,3634.173,3952.5809999999997,3994.304,4067.655,4279.952,4528.4529999999995,4659.3009999999995,5083.332,5373.411,5690.920999999999,5776.456999999999,6030.485,6244.6359999999995,6355.298000000001,6366.857,6441.571999999999,6535.31,6501.459,6321.922,5861.366999999999,7571.501,7548.409000000001,7603.985,-9999.0,-9999.0,-9999.0
1999-06-01,43.111999999999995,45.99,50.016000000000005,53.233999999999995,42.878,40.214,48.497,59.665,65.84899999999999,62.933,64.555,69.857,72.986,75.846,81.83,94.14399999999999,131.44899999999998,139.084,153.999,188.636,197.877,235.748,335.55699999999996,451.905,538.32,579.319,548.297,447.32099999999997,552.645,573.113,643.401,680.832,814.7639999999999,924.7289999999999,926.084,1121.655,1289.018,1514.5629999999999,1803.0770000000002,2026.185,2283.77,2454.131,2641.6659999999997,2896.317,3177.3740000000003,3402.639,3616.921,3837.298,4299.603,4481.945,4814.923,5332.924,5536.396,5702.147,5921.62,6385.555,6480.115,6630.74,6998.144,7154.232,7225.904,7535.561,7673.696999999999,7813.795,7906.923000000001,7923.15,7915.515,7928.666,7900.533,8182.175,-9999.0
1999-07-01,32.832,36.211,41.101000000000006,43.056000000000004,44.479,46.513999999999996,48.11,53.981,57.297,65.83800000000001,68.291,66.96300000000001,64.783,70.486,70.40100000000001,70.399,75.561,82.98899999999999,93.944,108.484,153.783,179.53400000000002,207.274,291.868,305.659,303.244,366.48800000000006,422.985,458.57,489.293,548.613,595.639,708.9110000000001,859.9110000000001,1008.403,1122.899,1258.153,1376.237,1588.979,1841.7620000000002,2115.107,2399.2889999999998,2674.631,2930.0409999999997,3192.0690000000004,3522.215,3794.242,4125.683,4383.481,4588.561,4909.683,5261.635,5655.093000000001,5777.598000000001,5830.645,6042.685,6188.786,6305.013000000001,6496.013000000001,6553.849,6641.4980000000005,6745.297,6808.26,6722.168000000001,6717.9169999999995,6714.439,6817.081,-9999.0,-9999.0,-9999.0,-9999.0
1999-08-01,27.136999999999997,32.39,35.075,37.796,40.328,47.263999999999996,54.448,58.448,56.667,61.633,63.066,63.614,67.089,64.703,54.328,53.048,47.88399999999999,86.02799999999999,82.61200000000001,73.07300000000001,74.332,92.214,191.445,243.72799999999998,223.165,228.483,227.718,249.403,364.413,418.945,539.763,647.846,719.967,790.6510000000001,838.7589999999999,1052.296,1211.608,1391.8220000000001,1613.3220000000001,1869.486,2060.5660000000003,2236.488,2386.637,2744.1620000000003,3093.0040000000004,3385.244,3449.742,3694.2259999999997,3839.143,3724.322,4362.409000000001,4813.149,5143.5109999999995,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1999-09-01,27.513,31.686999999999998,40.385,44.31100000000001,40.808,41.254,39.988,42.62,43.092,46.049,47.858999999999995,51.696999999999996,57.397,59.365,62.707,75.722,81.148,84.633,89.37799999999999,106.39200000000001,115.25299999999999,135.55,146.605,152.203,148.28,160.085,196.21400000000003,176.16400000000002,205.40599999999998,264.045,353.205,451.634,558.631,719.3969999999999,836.3539999999999,1002.4119999999999,1194.812,1377.161,1523.03,1742.905,1968.354,2202.58,2489.468,2719.02,2930.615,3227.84,3403.64,3704.5009999999997,4025.28,4192.794,4311.396,4626.532999999999,4808.312,5044.1,5306.033,5410.49,5470.6269999999995,5584.878000000001,5669.522,5783.826,5949.178000000001,5892.47,6029.186,6075.584,6181.286999999999,6305.03,6348.460999999999,6234.456,5985.4169999999995,-9999.0,-9999.0
1999-10-01,10.302,26.19,36.62,43.398999999999994,43.663000000000004,43.305,44.416000000000004,46.48,42.934,41.553000000000004,42.089,41.931000000000004,42.021,40.823,40.093,42.217,43.096000000000004,42.49,40.863,38.94,39.418,47.56100000000001,70.959,127.08,163.157,198.61900000000003,200.90599999999998,222.658,253.426,324.82099999999997,377.314,408.98199999999997,490.389,706.19,957.567,1213.201,1376.3229999999999,1617.872,1910.5529999999999,2124.72,2311.268,2402.456,2643.6440000000002,2993.9509999999996,3364.945,3662.809,3927.067,4102.25,4498.5470000000005,4870.354,4951.433,4971.838,4936.09,5070.4529999999995,5127.622,5162.852,5137.791,5274.325,5256.887,5405.669,5372.253000000001,5349.754,5560.479,5675.45,5491.286,5422.128000000001,5344.97,5273.727,5307.115,5290.014,-9999.0
1999-11-01,9.755,22.141,31.022,32.656,33.571999999999996,37.288000000000004,40.116,44.623999999999995,46.07899999999999,46.648999999999994,48.553999999999995,48.986999999999995,46.961000000000006,52.979,74.903,76.245,70.965,81.691,79.505,94.823,112.37799999999999,129.643,153.718,176.42,216.303,236.748,279.746,316.15,359.059,423.911,483.82199999999995,568.6990000000001,684.457,878.888,1144.067,1230.587,1437.035,1744.9620000000002,1875.346,2110.3520000000003,2386.3179999999998,2615.05,2887.909,3115.264,3422.812,3759.809,3952.235,4098.639,4221.853,4371.258,4460.651,4494.097,4375.6359999999995,4497.102,4551.508,4473.345,4294.212,4384.918,4374.617,4181.689,3986.284,3942.0170000000003,3930.059,3973.0190000000002,3963.687,3993.5679999999998,4022.413,4006.776,3882.817,3646.083,4189.715
1999-12-01,23.706999999999997,37.836999999999996,40.705999999999996,40.784,43.548,45.614,45.622,45.611000000000004,43.643,44.986999999999995,44.001000000000005,43.113,42.085,39.705,37.5,36.412,40.849000000000004,57.223,75.736,99.007,115.23100000000001,151.129,168.81,188.45,286.652,324.96,443.184,568.919,494.851,479.63300000000004,622.08,782.885,787.84,990.6419999999999,1150.219,1203.8139999999999,1350.915,1558.875,1783.879,2125.6620000000003,2563.0429999999997,2698.724,3030.51,3505.551,3852.962,4069.03,4396.613,4703.288,4884.837,5129.669,4898.107,4651.431,4536.657999999999,4362.249,4255.1179999999995,3938.699,3646.173,3593.845,3622.991,3528.011,3518.5170000000003,3499.673,3318.8390000000004,3320.5429999999997,3318.3390000000004,3185.8559999999998,3150.0359999999996,3004.579,3004.636,-9999.0,-9999.0
2000-01-01,5.626,31.101999999999997,37.391999999999996,38.407,38.961999999999996,42.777,43.861000000000004,43.641999999999996,43.23,40.673,40.724000000000004,39.978,37.223,35.83,35.549,33.292,32.728,33.23,32.629,31.576,32.714,44.775,80.28699999999999,147.906,201.976,457.532,459.25800000000004,550.085,738.857,1007.7810000000001,953.355,641.884,724.672,989.643,1031.406,1138.323,1390.161,1976.007,2213.673,2600.313,3411.903,3684.653,3895.821,3939.914,3831.562,3878.667,3893.9429999999998,3766.757,3529.2870000000003,3349.039,3286.0170000000003,3390.386,3511.176,3588.086,3661.4629999999997,3724.097,3681.9629999999997,3601.32,3585.6020000000003,3622.1890000000003,3668.2470000000003,3577.813,3635.768,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2000-02-01,24.305,33.736999999999995,41.108000000000004,42.393,44.67,44.343999999999994,43.571999999999996,44.668,43.918,41.353,41.25899999999999,40.166,40.189,37.733000000000004,35.533,35.067,35.54,34.454,33.804,33.284,33.931,56.0,79.374,103.181,219.187,302.496,312.7,426.49199999999996,571.03,621.441,622.518,749.425,672.655,680.263,962.916,1234.9080000000001,1456.06,1647.217,2356.113,2321.68,2296.61,2824.151,3171.472,3365.953,3472.073,3730.618,4361.313,4734.784000000001,4851.755999999999,4626.312,4792.185,4919.252,4594.733,4626.4259999999995,4776.744000000001,5034.023,5091.562,5046.194,4894.831,5040.534000000001,5026.483,4997.65,4934.189,4798.042,4973.059,5487.0419999999995,5403.91,5292.951999999999,5122.164000000001,-9999.0,-9999.0
2000-03-01,22.145,40.243,48.242,48.563,50.83,50.926,49.992,51.231,50.336000000000006,52.708999999999996,53.361000000000004,53.99,54.87,51.037,53.608999999999995,56.368,69.392,84.307,103.82600000000001,146.171,214.696,292.823,421.519,496.36199999999997,551.9680000000001,558.472,521.278,635.841,781.5219999999999,815.409,963.076,922.932,814.743,988.288,1345.9,1582.632,1755.165,2047.104,2542.144,2885.41,3168.607,3404.035,3565.88,3817.538,3831.9320000000002,4023.092,4107.498,4398.3,4662.664000000001,4822.0109999999995,4960.569,5071.523,5079.337,5393.309,5610.911,5701.8640000000005,5645.786999999999,5743.728,5949.217,6011.3,5854.509,5798.507,5863.09,5858.097,5971.564,6121.655,6049.6230000000005,5987.491,5475.258000000001,-9999.0,-9999.0
2000-04-01,35.141999999999996,37.641999999999996,44.336000000000006,45.278999999999996,46.255,51.253,52.20399999999999,55.743,58.655,57.07,58.861999999999995,61.778,61.162,72.83,81.214,92.695,106.507,131.304,148.412,173.12900000000002,204.072,271.369,382.796,459.029,506.38599999999997,449.704,537.984,537.194,582.056,735.0319999999999,874.5219999999999,1024.825,1114.76,1249.529,1398.531,1514.0829999999999,1858.385,2043.0829999999999,2339.909,2552.999,2746.1740000000004,2953.125,3119.002,3337.65,3564.784,3822.2690000000002,4002.5170000000003,4225.49,4364.982,4523.476,4690.776,4812.754,4963.409000000001,5134.822,5264.7,5266.94,5107.8279999999995,5206.056,5425.15,5573.177,5750.14,5996.0,5978.33,6054.441999999999,6089.047,5992.27,5802.672,5692.95,5637.204000000001,-9999.0,-9999.0
2000-05-01,42.016999999999996,53.708999999999996,58.196000000000005,60.472,61.556999999999995,62.201,68.30199999999999,69.985,72.355,77.143,76.609,82.689,80.76,80.64699999999999,99.001,113.238,112.694,139.925,176.613,189.709,221.715,267.159,306.416,425.134,476.63300000000004,493.858,511.62300000000005,499.775,471.217,451.162,531.274,571.8530000000001,785.862,965.704,938.7389999999999,1361.0610000000001,1647.557,1799.094,2168.63,2373.703,2563.2889999999998,2778.6659999999997,2923.009,3098.72,3277.578,3402.408,3524.244,3725.298,3803.336,4046.491,4258.385,4466.456,4736.822,4976.759,5206.484,5241.885,5221.707,5485.656,5648.226,5771.727,5888.603,5974.262,5959.946,6015.534000000001,5835.526999999999,5863.767,6144.626,6145.345,-9999.0,-9999.0,-9999.0
2000-06-01,52.602,53.446999999999996,59.145,63.11,64.47800000000001,68.285,69.842,67.673,74.313,73.69,76.88,71.04,72.98899999999999,76.765,78.251,72.182,80.702,116.79799999999999,116.09299999999999,125.009,143.511,192.83900000000003,209.44799999999998,208.43,239.5,320.658,306.47900000000004,300.939,291.834,335.92800000000005,412.566,562.364,618.2719999999999,790.922,953.086,1125.212,1351.9229999999998,1530.0970000000002,1716.7060000000001,1878.8370000000002,2081.8289999999997,2481.011,2715.2709999999997,2917.84,3188.2909999999997,3320.393,3390.1540000000005,3667.437,3877.804,4071.3579999999997,4329.164000000001,4704.406,5174.170999999999,5620.036999999999,5812.882,6117.172,6280.471,6394.008000000001,6435.581999999999,6432.41,6606.973000000001,6740.503000000001,6700.3769999999995,6734.928000000001,6826.09,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2000-07-01,31.883000000000003,40.889,45.941,51.757,55.801,57.028,58.233000000000004,58.516999999999996,61.208,67.977,66.422,69.18,72.297,74.882,81.098,88.49700000000001,101.771,125.973,141.113,133.649,173.135,207.158,295.587,388.746,378.51099999999997,398.903,395.796,383.24699999999996,427.202,424.839,466.51800000000003,579.086,705.53,820.577,880.3439999999999,976.684,1228.5510000000002,1428.26,1611.555,1843.1070000000002,2083.762,2340.349,2622.236,2924.3459999999995,3147.855,3339.565,3474.583,3664.909,3910.515,4265.4890000000005,4666.175,5006.918,5176.844,5493.678000000001,5740.259,6080.435,6383.553000000001,6541.768,6543.935,6642.738,6618.138000000001,6536.672,6455.559,6371.7390000000005,6423.147,6365.859,6437.004,6337.937,6519.835999999999,-9999.0,-9999.0
2000-08-01,50.233000000000004,52.089,54.496,55.614,56.361999999999995,58.242,65.719,66.321,66.223,69.39699999999999,65.521,66.378,68.23899999999999,75.885,77.442,79.265,81.947,88.708,101.632,108.234,165.045,183.201,233.99900000000002,275.421,273.461,249.922,252.544,292.232,401.30199999999996,441.036,498.67699999999996,546.862,651.7,759.431,896.062,1036.027,1154.445,1294.485,1515.799,1771.201,2006.977,2266.522,2512.947,2774.882,2978.993,3180.2990000000004,3496.1420000000003,3828.5359999999996,4096.345,4364.567,4505.7390000000005,4648.32,4851.710999999999,5141.991,5529.203,5709.746,5868.875,5986.705,6113.2609999999995,6189.179,6234.111999999999,6278.479,6356.565,6216.821999999999,6313.99,5599.508000000001,5524.706,5448.488,5423.215999999999,-9999.0,-9999.0
2000-09-01,25.491999999999997,34.668,41.545,43.629,47.868,47.68899999999999,53.216,57.347,55.434,55.31,53.71,52.078,52.28,52.411,51.773999999999994,50.106,52.562,48.562,43.542,59.165,75.13600000000001,73.305,65.78699999999999,86.542,99.70299999999999,127.949,182.984,204.33700000000002,241.83900000000003,316.082,396.44199999999995,451.759,541.271,649.886,794.737,974.8539999999999,1168.151,1491.501,1692.207,1777.3029999999999,2034.25,2303.978,2567.5860000000002,2776.6620000000003,2968.812,3318.415,3647.498,3952.2709999999997,4191.773,4566.095,4997.538,5163.903,5390.732,5686.420999999999,5947.008000000001,6121.13,6120.191,6287.284000000001,6405.878000000001,6462.045,6379.684,6371.2480000000005,6414.46,6485.953,6318.03,6209.703,6254.939,6135.762,6101.746999999999,5695.437,-9999.0
2000-10-01,32.461,36.624,42.538000000000004,45.988,49.765,48.82,52.428999999999995,54.052,55.79600000000001,54.556999999999995,55.365,55.357,59.144,64.494,63.595,73.514,79.425,104.22399999999999,140.505,172.925,198.333,221.46,217.34599999999998,250.303,293.115,302.67900000000003,290.585,309.29,321.91,337.529,389.028,590.559,767.7589999999999,938.2869999999999,1090.913,1187.0839999999998,1332.594,1572.61,1761.973,1908.796,2204.406,2459.511,2681.578,2965.393,3277.113,3557.777,3820.595,3984.442,3991.728,4421.542,5229.787,5607.380999999999,5719.215,5821.774,5687.925,5737.393,5892.149,6215.347,6209.85,6063.477,6327.3769999999995,6531.271,6576.382,6522.028,6318.231,6306.118,6276.802,6332.941999999999,6531.055,6584.493,6719.432
2000-11-01,9.166,28.627,36.657,39.209,38.465,37.258,38.282,37.665,39.445,40.299,42.387,42.532,44.348,43.787,43.318000000000005,42.692,43.205,41.61,44.246,70.21,114.01899999999999,160.757,180.477,177.63,209.87099999999998,258.189,314.39099999999996,380.89099999999996,462.026,584.737,746.954,793.085,1026.566,1138.31,1322.164,1434.3310000000001,1672.859,1834.3970000000002,2030.781,2207.271,2543.208,2847.5759999999996,3061.027,3278.384,3584.98,3802.2690000000002,3989.586,4253.276,4427.552,4653.991,4957.927,4902.957,5070.193,4936.982,4873.252,5048.056,4881.0109999999995,4679.157999999999,4786.8679999999995,4977.712,4757.356,4676.725,4768.014,4749.090999999999,4809.503,4835.076,4810.395,5508.891,5378.3240000000005,5310.056,-9999.0
2000-12-01,10.535,30.410999999999998,35.995,38.159,42.434,40.941,41.333,42.14,43.808,42.278999999999996,40.305,39.602,42.383,45.205,45.556000000000004,46.742,51.231,69.60300000000001,79.135,95.669,91.538,107.697,116.48700000000001,185.757,250.34799999999998,282.601,411.38199999999995,453.163,566.79,584.1759999999999,581.905,765.4060000000001,1021.211,1156.017,1226.258,1385.531,1705.356,2010.5910000000001,2429.864,2852.512,3157.4120000000003,3423.96,3781.4179999999997,4008.268,4151.005,4348.788,4551.1759999999995,4735.476,4969.073,5374.340999999999,5511.775,5605.28,5765.885,5854.979,5834.436,5547.694,4916.599,4594.593,4864.916,5015.517,5006.498,5079.745,4939.652,4804.1140000000005,4681.159000000001,4531.24,4371.042,4342.042,3909.4,-9999.0,-9999.0
2001-01-01,11.056,23.997,35.04,39.13,41.153999999999996,42.202,41.928999999999995,42.843999999999994,42.446999999999996,43.428999999999995,45.123000000000005,45.919,44.902,47.66,53.159,58.381,65.584,81.057,105.76700000000001,106.867,152.584,243.571,320.757,399.626,491.28,585.043,608.8969999999999,698.043,833.9119999999999,917.077,714.243,807.18,891.563,1080.053,1302.384,1528.9279999999999,1912.486,2251.027,2736.99,3152.502,3192.998,3422.9790000000003,3840.3720000000003,3975.0359999999996,4212.101,4587.0,4879.566,5129.938,5581.316999999999,5407.094,5245.143,5255.774,5018.161,4924.241,4968.37,5066.7970000000005,5075.585999999999,5100.305,5053.515,4752.629,4676.1359999999995,4796.585,4787.2970000000005,4914.663,5137.715,4720.625,4712.733,4691.191,4377.3,4913.717000000001,5436.303000000001
2001-02-01,22.35,33.654,39.111999999999995,41.141999999999996,41.942,45.26,45.919,48.042,47.59,47.041000000000004,46.47,48.672,49.923,49.001999999999995,49.783,50.813,49.901,55.798,59.549,79.898,104.831,157.372,240.22400000000002,328.13,457.869,486.283,497.62199999999996,553.24,675.325,855.3639999999999,842.1389999999999,875.701,1138.863,1253.937,1495.211,1706.984,1905.3129999999999,2250.284,2828.152,3231.5879999999997,3416.893,3552.239,3862.855,3997.329,4420.624,4585.931,4744.063,4951.86,5072.764,4864.084,5197.394,5397.286,5395.562,5044.879,5271.983,5419.906999999999,5536.311,5205.616,5360.892,5438.066999999999,5419.121,5265.525,5519.071,5830.5109999999995,5989.728,6429.956,6452.137,6102.745,5127.599,6120.119000000001,-9999.0
2001-03-01,10.634,27.596999999999998,43.512,47.145,47.468999999999994,48.266000000000005,48.519,49.86600000000001,50.672,51.035,49.226000000000006,49.327,50.273999999999994,49.49,50.533,52.35,63.756,95.912,149.357,238.275,336.526,370.79699999999997,481.995,563.366,618.677,573.969,675.112,801.279,814.76,1043.764,1222.17,1525.6760000000002,1619.055,1707.332,1587.0739999999998,1729.418,1982.5339999999999,2260.786,2615.462,2871.592,3212.925,3796.1479999999997,4162.515,4386.885,4567.675,4505.135,4556.232,4598.067,4824.029,4968.186,5085.407,5218.997,5378.134,5911.607,6116.001,6002.315,6040.918000000001,6260.982,6302.496999999999,6029.668000000001,5834.267,5705.933000000001,5571.79,5548.585,5539.454000000001,5470.507,5550.791,5907.866,7005.979,-9999.0,-9999.0
2001-04-01,35.73,39.359,44.791000000000004,49.918,51.628,53.409,57.665,59.556000000000004,60.42100000000001,54.185,56.053000000000004,71.109,87.165,63.056999999999995,55.937,69.938,96.831,180.62099999999998,231.41299999999998,289.137,379.566,472.034,563.413,650.556,717.434,848.7710000000001,957.553,1003.705,1024.652,1065.4669999999999,1036.4289999999999,1106.313,1304.607,1789.1270000000002,2102.962,2204.5589999999997,2222.0879999999997,2257.269,2194.4339999999997,2457.321,3044.163,3290.072,3645.139,3902.781,4141.414000000001,4224.998,4312.492,4372.729,4599.07,4823.856,4996.113,5109.351,5336.5109999999995,5612.906,5904.889,6073.495,6202.976,6365.874,6619.374,6680.829000000001,6789.022,6907.096,6964.003000000001,7077.903,7262.911999999999,7315.065,7346.863,7343.769,7008.875,-9999.0,-9999.0
2001-05-01,44.831,52.494,57.976000000000006,66.983,67.16,63.126999999999995,63.887,67.742,67.301,58.505,59.501999999999995,62.103,61.559,61.82899999999999,60.284,67.732,68.689,72.238,76.529,107.531,166.24,200.359,230.87099999999998,351.26300000000003,405.029,451.32800000000003,537.289,649.386,702.39,909.663,776.898,624.883,926.171,1139.685,1236.2169999999999,1305.899,1504.776,1782.227,2146.198,2357.416,2590.389,2886.14,3210.178,3497.275,3650.882,3855.385,4043.7659999999996,4242.871,4468.462,4694.048,4938.6759999999995,5194.392,5413.384,5588.736999999999,5899.147,5970.978,6257.071999999999,6602.515,6797.094,6948.411999999999,7049.25,7044.472,7163.065,7231.969,7258.191,7180.846,6908.754,-9999.0,-9999.0,-9999.0,-9999.0
2001-06-01,42.641999999999996,46.813,49.086999999999996,50.836999999999996,59.503,61.728,60.125,59.427,61.313,70.18,76.01100000000001,71.197,73.17,82.6,85.35,74.375,80.156,91.14200000000001,90.70299999999999,109.824,142.55700000000002,197.68400000000003,282.672,399.723,458.121,486.435,518.8,493.959,472.94599999999997,425.401,587.6709999999999,730.9989999999999,998.183,1081.585,1217.681,1360.626,1567.391,1678.056,1840.495,1992.361,2323.4339999999997,2626.788,2940.9709999999995,3115.7459999999996,3322.62,3752.659,3910.216,4167.429,4471.98,4865.416,5336.738,5681.8769999999995,5937.191999999999,6273.326999999999,6580.453,6830.445,7133.633000000001,7306.003000000001,7398.099,7451.758000000001,7561.346,7630.217,7667.519,7700.5740000000005,7675.0830000000005,7640.588000000001,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2001-07-01,49.718,52.111999999999995,56.66,56.568999999999996,62.16,63.498000000000005,61.595,63.327,66.008,65.96,73.486,75.715,77.309,80.78399999999999,80.92,85.75299999999999,93.679,125.057,159.887,196.065,217.825,263.361,301.26099999999997,364.37699999999995,446.23900000000003,467.85900000000004,423.24,457.931,499.51099999999997,516.092,571.894,733.987,860.919,898.693,999.2330000000001,1278.607,1425.734,1487.685,1608.425,1914.15,2253.091,2595.85,2825.8109999999997,3043.302,3331.0640000000003,3663.2909999999997,3935.384,4143.6359999999995,4265.9929999999995,4715.65,5054.816,5129.245,5484.736999999999,5695.393,5969.632,6347.394,6634.571999999999,6895.25,7064.316999999999,7084.983,7201.4490000000005,7331.651999999999,7436.735,7391.515,7409.97,7337.58,7268.919,7054.776999999999,-9999.0,-9999.0,-9999.0
2001-08-01,46.67,62.757,70.389,65.958,64.483,68.812,66.755,64.933,62.793,67.016,71.012,75.681,73.12899999999999,70.84899999999999,68.197,68.337,74.57300000000001,69.148,64.368,66.142,71.513,106.65700000000001,137.417,170.132,198.61700000000002,231.095,214.938,243.562,318.801,342.10699999999997,379.184,446.79400000000004,535.013,736.5210000000001,920.822,1114.494,1268.057,1468.481,1659.233,1857.3729999999998,2107.947,2340.57,2535.245,2767.3390000000004,3068.3059999999996,3274.2009999999996,3596.8320000000003,4006.508,4093.735,4320.225,4594.695,4883.222,5264.369000000001,5541.173000000001,5829.318,6077.828,6379.101,6561.286,6674.3,6810.17,6948.854,7003.325,7076.479,7141.343000000001,7142.967,7150.039000000001,7093.74,7075.981,6963.606,7065.565,-9999.0
2001-09-01,25.615,30.391,38.215,41.032,42.61,46.8,52.733999999999995,57.434,59.156000000000006,58.136,56.891000000000005,61.621,55.905,58.425,56.396,54.722,55.365,63.157,97.23100000000001,141.263,191.56099999999998,227.30200000000002,254.21900000000002,278.508,236.562,255.946,313.938,383.87300000000005,421.087,429.037,492.661,610.5840000000001,670.467,839.115,991.4830000000001,1226.285,1440.029,1613.088,1853.226,2052.7039999999997,2124.603,2259.745,2558.873,2838.31,3170.7340000000004,3497.946,3834.6679999999997,4059.165,4521.842000000001,4763.938,4899.8,5053.002,5309.706999999999,5277.258000000001,5317.283,5422.399,5601.356,5793.695,5946.954000000001,6097.778,6316.049,6366.456,6374.343000000001,6301.335999999999,6275.79,6363.673000000001,6449.096,6409.5019999999995,6398.565,6274.729,6153.79
2001-10-01,20.000999999999998,32.772,41.456,46.013999999999996,47.288000000000004,48.108000000000004,47.917,51.022,53.691,51.418,54.016000000000005,49.553000000000004,48.321999999999996,47.437,46.692,46.782,47.136,47.255,44.979,44.331,46.086999999999996,59.45,62.933,87.994,97.738,109.934,123.01100000000001,166.99,202.003,246.303,293.16,361.63300000000004,499.527,694.466,890.3889999999999,1125.0810000000001,1268.129,1431.274,1562.016,1739.156,1966.906,2238.712,2602.243,2770.24,2954.843,3226.562,3389.3,3690.833,3907.8390000000004,4132.37,4456.458,4839.755,4994.595,4962.144,5292.375,5521.474,5542.315,5791.329000000001,5619.27,5636.988,5705.294,5691.7080000000005,5944.286999999999,5837.476,5866.079000000001,6027.946,5972.585999999999,5817.776,5769.954000000001,5710.590999999999,6037.315
2001-11-01,21.773000000000003,34.472,37.32,38.736999999999995,40.591,43.568000000000005,43.141000000000005,42.662,42.821000000000005,41.169,41.57,44.475,46.001000000000005,46.812,46.178999999999995,54.856,67.20100000000001,85.12100000000001,101.81700000000001,113.565,122.23299999999999,126.741,141.566,182.43099999999998,234.199,244.049,243.96400000000003,309.591,404.602,484.048,531.953,689.62,757.8839999999999,838.7710000000001,976.6610000000001,1164.69,1389.9270000000001,1614.63,1812.989,1979.3239999999998,2248.575,2498.047,2904.7329999999997,3176.7,3459.994,3646.555,3888.159,4139.85,4322.747,4462.251,4574.469,4644.81,4823.969,4993.431,5028.896,5201.554,5153.14,5129.77,5200.646,5096.615,5066.253,5031.366,5169.526,5257.682,5274.7609999999995,5373.6,5451.776,5665.444,5829.418000000001,-9999.0,-9999.0
