,0.0km,0.5km,1.0km,1.5km,2.0km,2.5km,3.0km,3.5km,4.0km,4.5km,5.0km,5.5km,6.0km,6.5km,7.0km,7.5km,8.0km,8.5km,9.0km,9.5km,10.0km,10.5km,11.0km,11.5km,12.0km,12.5km,13.0km,13.5km,14.0km,14.5km,15.0km,15.5km,16.0km,16.5km,17.0km,17.5km,18.0km,18.5km,19.0km,19.5km,20.0km,20.5km,21.0km,21.5km,22.0km,22.5km,23.0km,23.5km,24.0km,24.5km,25.0km,25.5km,26.0km,26.5km,27.0km,27.5km,28.0km,28.5km,29.0km,29.5km,30.0km,30.5km,31.0km,31.5km,32.0km,32.5km,33.0km,33.5km,34.0km,34.5km,35.0km
1992-11-01,19.986,30.443,40.33,44.423,47.141999999999996,50.34,50.978,53.57899999999999,56.88,57.981,58.64,61.976000000000006,57.044,73.524,110.23899999999999,99.721,82.521,84.163,106.465,146.453,207.544,271.154,280.693,344.791,413.39,539.33,624.932,457.135,388.75699999999995,375.662,622.262,999.325,1141.3239999999998,1195.462,1074.836,1117.907,1384.415,1624.515,1724.0220000000002,1994.471,2340.278,2586.472,2778.698,2842.563,2934.6079999999997,3175.474,3440.258,4070.6409999999996,4826.319,-9999.0,5316.7919999999995,5032.68,5457.425,5596.630999999999,5878.493,6200.135,6403.829000000001,6827.696999999999,6723.156999999999,6431.014,6380.758000000001,6515.979,6631.71,6578.7480000000005,6613.352,6745.64,6812.056,-9999.0,-9999.0,-9999.0,-9999.0
1992-12-01,10.624,28.635,36.580999999999996,40.691,45.869,48.49100000000001,49.607,50.873999999999995,52.407,53.8,51.345,49.87,51.566,51.472,52.861999999999995,50.593,52.216,77.275,77.632,83.064,92.897,112.046,140.311,153.94,212.44299999999998,270.612,348.13300000000004,445.337,467.681,493.566,386.968,495.20599999999996,707.387,806.28,994.7819999999999,1332.6570000000002,1524.991,1759.74,1894.4389999999999,2171.826,2393.633,2688.8509999999997,2972.198,3215.212,3788.014,4120.986,4274.018,4617.029,4836.155,4956.553,5068.305,5287.394,5683.14,5909.96,6022.124,6274.079000000001,6434.945,6092.755999999999,5790.745,5767.215,5725.706,5715.061,5885.04,5914.384,6091.39,6182.389,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1993-01-01,11.129000000000001,28.072,36.562,41.047,43.053999999999995,44.685,44.69,44.61600000000001,45.549,45.736999999999995,46.652,47.76,47.368,49.068000000000005,50.049,51.961000000000006,54.415,51.123999999999995,52.56,54.153999999999996,57.191,61.528999999999996,76.399,106.086,168.517,184.986,193.15200000000002,232.673,242.49599999999998,267.632,473.273,505.44199999999995,532.285,726.33,935.309,1095.505,1365.999,1408.733,1578.214,1984.247,2471.603,2888.7509999999997,3120.672,3315.5429999999997,3686.552,4057.845,4449.425,4837.675,5045.42,5440.861999999999,5773.826999999999,5931.132,6136.119000000001,6241.092,6218.33,6220.399,6225.11,6261.04,6095.023,6190.126,6217.536999999999,5972.981,5930.695,6246.135,6309.996,6447.772,6290.111,6171.0869999999995,-9999.0,-9999.0,-9999.0
1993-02-01,7.051,26.526999999999997,39.944,44.25899999999999,46.655,48.504,51.294,55.122,56.869,56.016000000000005,57.07899999999999,61.951,60.854,56.243,56.797,64.89,70.021,55.699,58.841,58.979,55.261,71.437,76.732,101.346,181.97299999999998,240.178,217.882,237.146,291.436,417.725,600.6519999999999,731.8889999999999,913.5039999999999,761.045,1058.4489999999998,1518.6429999999998,1765.3470000000002,1868.497,2077.3179999999998,2204.167,2549.609,2697.138,3227.196,3716.518,4128.954000000001,4360.968,4701.952,5012.057,5284.286999999999,5637.858,5829.156,5756.609,5653.053000000001,5724.933000000001,5850.7609999999995,5785.399,5692.5869999999995,5789.723000000001,5912.159000000001,6012.598000000001,6197.664000000001,6426.4890000000005,6699.416,6820.6630000000005,7051.531999999999,7239.389,7304.781,7389.901999999999,7997.920999999999,8296.413,-9999.0
1993-03-01,22.363000000000003,31.66,41.683,45.522,49.345,51.839,54.327,56.315,56.501999999999995,57.20399999999999,59.727,60.315,60.608000000000004,63.809,62.232,63.42100000000001,72.04899999999999,83.65299999999999,111.60600000000001,141.808,188.32299999999998,227.808,257.964,293.927,359.79400000000004,348.92199999999997,326.613,442.73199999999997,483.561,496.977,590.122,643.455,776.701,984.6610000000001,1204.6660000000002,1393.45,1577.8770000000002,1823.969,2046.612,2427.578,2866.397,3276.1279999999997,3583.605,3799.2259999999997,4148.593,4509.26,4874.912,5011.965999999999,5209.056,5240.962,5469.834,5782.243,6114.683000000001,6421.195,6710.267,7095.916,7073.77,6804.955,6959.791,7038.691999999999,7105.986,7427.802,7512.448,7462.638000000001,7481.391,7355.312,7259.124,7344.178000000001,7873.446,-9999.0,-9999.0
1993-04-01,34.705,42.006,49.17100000000001,55.702,57.472,60.733000000000004,59.255,62.471000000000004,67.487,65.375,64.165,60.28,57.882,57.32899999999999,55.31,52.8,53.806000000000004,71.096,122.26,160.639,224.935,265.433,320.744,386.20300000000003,397.87699999999995,427.279,474.083,512.523,493.108,614.3340000000001,820.449,865.321,856.409,928.7139999999999,1053.754,1130.399,1415.146,1966.0610000000001,2488.008,2658.8320000000003,2866.927,3104.31,3539.153,3722.296,3951.844,4217.891,4487.85,4530.383,4600.748,4633.6359999999995,4734.728,4727.41,4845.778,5024.74,5170.781,5436.1759999999995,5495.633000000001,5345.066,5446.53,5397.215,5297.566999999999,5429.693,5100.939,5121.968,4937.073,5019.107,6437.514,6403.585,6640.977,6472.635,-9999.0
1993-05-01,37.472,44.196000000000005,57.205,64.447,63.735,64.34899999999999,61.924,58.84,59.052,61.581,65.529,67.804,67.11,67.533,66.582,66.146,66.95100000000001,71.77,76.345,89.64299999999999,103.491,122.346,171.986,237.123,302.191,348.027,373.015,391.07,456.99199999999996,500.61400000000003,534.619,631.592,716.51,772.553,936.3439999999999,1212.121,1482.499,1822.156,2028.8870000000002,2159.226,2483.705,2817.915,3154.907,3528.401,3865.33,4121.831,4387.8859999999995,4621.751,4872.181,5158.958,5501.305,5755.013000000001,5922.015,6053.231,6106.25,6191.919,6222.6669999999995,6330.306,6513.678000000001,6653.9169999999995,6255.826999999999,6482.094,6493.031999999999,6560.977,6584.326,6364.664000000001,6164.138000000001,5559.137,4212.615,-9999.0,-9999.0
1993-06-01,47.603,58.519,65.73100000000001,59.18600000000001,58.435,58.894,65.218,63.95399999999999,63.702,63.791000000000004,63.303000000000004,65.38,68.307,69.58800000000001,74.575,85.725,78.404,83.57700000000001,77.605,84.39,88.53399999999999,98.425,104.21799999999999,163.711,221.235,277.61400000000003,343.713,375.449,382.223,399.74,527.582,632.618,715.1469999999999,813.903,1025.803,1248.782,1453.531,1644.225,1910.829,2085.5429999999997,2259.083,2581.751,2959.933,3282.9320000000002,3587.8590000000004,3877.512,4191.532,4480.719,4875.084,5212.515,5429.325,5760.783,5894.294,6089.441999999999,6423.704000000001,6556.004,6743.306,7052.895,7327.491,7551.738,7774.265,7943.976,7908.522,7993.276,8061.4259999999995,8161.435,8432.485,8493.624,8772.684000000001,8716.089,8883.176
1993-07-01,18.531,22.719,27.416999999999998,33.664,41.043,44.842,45.038000000000004,51.318999999999996,53.262,54.122,54.26,58.507,60.478,63.419,74.722,77.869,75.28399999999999,82.978,96.522,113.14,149.92,203.615,237.59799999999998,227.229,188.56900000000002,232.605,380.395,383.04,423.506,439.445,468.694,614.918,709.1030000000001,864.3,998.813,1151.323,1372.352,1631.194,1857.1860000000001,1941.858,2155.565,2430.436,2729.329,3021.527,3225.813,3594.9320000000002,4049.188,4383.23,4756.6359999999995,4768.397,5029.862,5369.543000000001,5731.908,5847.483,6089.762,6387.149,6693.273,6890.524,7011.653,7198.514,7253.799,7344.749,7401.765,7489.366999999999,7507.451,7485.933000000001,7401.1990000000005,-9999.0,-9999.0,-9999.0,-9999.0
1993-08-01,23.991999999999997,25.724,30.295,39.255,40.275999999999996,38.134,45.0,52.144,51.482,51.347,51.257,51.303000000000004,63.9,59.373000000000005,54.086999999999996,53.946999999999996,70.003,107.375,131.30200000000002,154.872,183.4,179.329,178.40400000000002,200.011,232.25599999999997,278.719,304.757,351.889,337.846,349.10699999999997,419.213,438.31300000000005,504.631,672.7819999999999,839.357,1144.059,1340.507,1505.654,1726.059,1938.5739999999998,2181.8179999999998,2543.757,2810.875,3034.783,3395.9790000000003,3876.02,4346.728,4628.318,4742.626,4929.255999999999,5264.401,5646.621999999999,6007.975,6266.445,6488.29,6675.271,6712.863,6929.981,7250.177,7297.98,7366.621999999999,7329.425,7374.764,7191.646,6460.943,6184.616999999999,6130.826999999999,-9999.0,-9999.0,-9999.0,-9999.0
1993-09-01,13.352,26.180999999999997,40.429,42.593999999999994,52.483999999999995,54.358000000000004,57.701,57.033,59.973,66.628,72.642,74.991,71.697,71.447,78.83800000000001,93.338,105.736,97.70100000000001,96.345,102.14,114.53,163.266,199.855,221.192,225.037,253.618,261.589,292.711,324.797,419.235,476.57,525.452,608.977,752.855,944.375,1190.4560000000001,1418.432,1651.4589999999998,1833.2379999999998,2013.957,2186.1820000000002,2428.147,2629.06,3000.103,3228.48,3664.74,3809.1740000000004,4015.27,4458.941,4767.991,5453.946999999999,5711.453,5872.665,6087.053000000001,6259.911999999999,6441.798000000001,6237.104,6348.842,6373.275,6558.133000000001,7096.744000000001,7401.486999999999,7400.513000000001,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1993-10-01,16.735,28.171,35.173,42.906000000000006,45.47,47.095,47.121,52.207,55.818999999999996,55.342,56.452,57.205,56.12,59.472,57.549,60.269,65.17,69.16199999999999,81.49600000000001,98.709,112.96600000000001,105.281,114.929,157.564,212.47400000000002,240.077,277.873,343.102,346.02099999999996,368.844,435.81300000000005,537.972,584.7669999999999,704.935,1005.433,1215.738,1373.105,1450.865,1677.281,1951.0479999999998,2151.331,2387.811,2671.3109999999997,2985.018,3214.315,3498.947,3761.611,3949.152,3888.77,4014.745,4583.398,4684.96,4512.944,4446.956,4643.665,4986.615,4951.912,5111.8820000000005,5282.499,5521.616,5619.472,5755.5509999999995,5792.395,5824.017,5849.29,6101.279,6231.313,-9999.0,-9999.0,-9999.0,-9999.0
1993-11-01,5.37,21.968000000000004,31.959,38.571999999999996,43.163000000000004,42.178999999999995,43.468999999999994,43.773,43.096000000000004,46.358000000000004,48.856,53.265,56.78,62.195,78.053,81.791,61.347,51.773999999999994,51.025,54.262,57.54,88.98700000000001,146.113,191.668,229.96099999999998,257.07599999999996,261.067,281.764,351.991,384.126,430.545,483.019,599.802,705.1439999999999,882.841,1144.177,1563.764,1739.4679999999998,1921.527,2168.68,2347.0029999999997,2614.3979999999997,3012.528,3366.9829999999997,3637.079,3947.725,4178.16,4457.352,4708.477,4893.005,5104.259,5310.451999999999,5333.819,5264.814,5250.54,5265.07,5237.194,5241.521,5293.92,5479.419,5747.509,5971.589,5877.415,5665.516,5690.668000000001,5739.081,5708.133000000001,5781.954000000001,-9999.0,-9999.0,-9999.0
1993-12-01,10.367,22.388,35.986999999999995,40.291,42.06100000000001,42.121,46.255,47.397,47.693000000000005,50.248000000000005,49.937,51.86,53.224,54.733999999999995,53.266000000000005,55.861999999999995,64.248,76.03699999999999,106.249,151.416,169.49,186.19099999999997,220.75099999999998,305.189,341.04,371.17900000000003,356.654,480.75199999999995,537.248,479.86699999999996,511.101,729.367,877.122,1092.805,1336.904,1604.692,1801.891,2041.011,2304.729,2482.012,2945.5820000000003,3337.059,3699.316,4000.329,4204.831,4385.282999999999,4617.592000000001,4782.501,4917.17,5007.788,5104.814,5294.843000000001,5396.977,5331.797,5304.755999999999,5250.552,5235.467000000001,5259.694,5312.271,5390.819,5432.929,5595.736999999999,5855.036999999999,6007.425,6192.286999999999,6342.3009999999995,6419.035,-9999.0,-9999.0,-9999.0,-9999.0
1994-01-01,16.884,23.44,34.304,37.189,38.545,38.633,39.686,40.779,42.55,44.97,44.791000000000004,43.934,44.751000000000005,49.367,48.201,48.445,51.138000000000005,54.358000000000004,75.655,99.81299999999999,137.92700000000002,168.785,230.033,329.542,470.621,417.19199999999995,369.92,415.726,422.274,454.50699999999995,509.543,787.525,1074.711,1256.3419999999999,1493.727,1664.128,1910.3310000000001,2174.924,2528.239,2945.427,3241.574,3774.3140000000003,4165.017,4361.455,4432.678,4648.915,4890.09,5054.727,5240.308,5491.588000000001,5719.889,5995.821,6177.184,6240.865,6089.106,6040.303000000001,6048.6359999999995,6088.795999999999,6330.183000000001,6622.5109999999995,6276.451,5778.865,5694.42,5833.147,5348.266,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1994-02-01,16.472,30.718000000000004,39.158,42.038999999999994,44.273999999999994,45.669,47.336000000000006,47.931999999999995,48.507,52.435,53.36,58.188,61.938,53.453,50.786,49.863,49.942,58.018,71.843,95.594,129.787,213.29,284.324,354.92,369.20099999999996,461.975,517.507,631.092,682.5219999999999,674.653,768.836,884.7239999999999,1096.2730000000001,1504.53,1816.935,2113.071,2434.0820000000003,2769.288,3127.7870000000003,3330.407,3664.885,4052.695,4363.714,4589.920999999999,4746.9929999999995,5150.068,5273.52,5622.779,5911.436,5978.255999999999,6289.968000000001,6752.139,6947.094,7106.972,7178.745,7456.508000000001,7630.536,7716.453,8332.563,8439.158000000001,8415.135,8342.738000000001,8384.039,8667.609,8637.365,8665.152,8457.943000000001,8405.224,8364.701,8342.756,8311.548
1994-03-01,25.2,32.842,38.129,42.239,47.275,48.897,49.623000000000005,50.843,54.693000000000005,57.14,56.41,55.41,53.821000000000005,53.882,55.661,64.816,69.12,74.462,92.93799999999999,116.471,147.07399999999998,200.31099999999998,259.08299999999997,347.67199999999997,398.04699999999997,449.959,455.769,527.644,666.5160000000001,771.52,773.578,913.0989999999999,1096.0410000000002,1381.8229999999999,1578.644,1890.586,2117.655,2425.258,2636.546,3077.3720000000003,3380.2690000000002,3503.015,3789.7529999999997,4025.855,4139.231,4364.594,4431.795,4608.613,4718.798,4803.218,4934.483,5060.295,5113.2609999999995,5287.3859999999995,5648.879,5738.387,5859.799,5976.501,6065.274,6170.74,6405.12,6513.956,6714.36,6743.1269999999995,6633.891,6478.85,6565.531,6886.656,-9999.0,-9999.0,-9999.0
1994-04-01,30.385,37.266,44.254,49.803999999999995,49.13399999999999,51.244,51.886,55.092,58.766000000000005,64.32600000000001,64.706,62.101000000000006,60.275,60.562,59.659,60.239,69.36,69.558,92.509,156.41,196.917,249.99099999999999,368.793,489.57800000000003,559.5459999999999,554.44,570.439,570.356,740.54,920.7489999999999,1008.2810000000001,1121.014,1407.8529999999998,1531.598,1806.226,2104.696,2349.6079999999997,2685.828,2803.5609999999997,3085.51,3316.9790000000003,3587.598,3847.298,4124.287,4341.959,4384.794,4481.715999999999,4566.786,4747.598,4854.095,5072.342000000001,5363.731,5491.233,6081.842,6229.965,6440.078,6701.217,7137.670999999999,7316.843000000001,7552.2880000000005,7753.213000000001,7878.369000000001,7998.484,8128.005999999999,8178.715,8207.912,8017.974,7856.346,-9999.0,-9999.0,-9999.0
1994-05-01,31.796,46.952,58.82,62.647,61.391999999999996,62.227,64.817,68.372,81.029,82.315,75.009,75.30199999999999,72.01,71.788,68.461,64.406,71.642,85.25299999999999,78.092,82.086,107.602,184.02200000000002,284.349,386.67900000000003,509.673,611.677,566.5509999999999,608.69,522.122,493.699,589.884,950.4639999999999,1236.357,1448.2079999999999,1513.1979999999999,1500.106,1738.109,2035.259,2281.252,2624.113,3028.26,3283.848,3576.743,3783.801,3996.9590000000003,4122.985,4278.315,4533.594,4725.092000000001,5102.5509999999995,5329.778,5661.99,5811.371999999999,6023.001,6182.378000000001,6304.571,6605.505,7145.706999999999,7379.626,8096.258000000001,8223.843,8204.188,8744.483,8630.301,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1994-06-01,34.302,41.15,41.589,45.125,53.258,59.277,59.681000000000004,60.292,65.28699999999999,71.889,72.88600000000001,77.383,83.23700000000001,87.214,77.061,78.351,84.931,92.088,90.38600000000001,88.912,95.506,138.686,181.82299999999998,224.92,283.671,356.54699999999997,427.593,466.186,490.494,482.79400000000004,477.54400000000004,617.2959999999999,688.39,993.8539999999999,1104.185,1277.142,1424.644,1577.435,1810.3010000000002,2127.0389999999998,2347.972,2558.374,2811.937,3153.692,3419.026,3653.4759999999997,3850.5159999999996,4113.478,4478.734,4797.215,4922.396,5085.892,5273.685,5685.7390000000005,6408.1669999999995,6752.516,7079.262,7365.435,7593.644,7697.4890000000005,7971.219,8092.594,8080.681,8070.808000000001,7698.028,7497.464,8422.52,-9999.0,-9999.0,-9999.0,-9999.0
1994-07-01,46.048,57.903999999999996,64.488,66.143,66.881,65.942,64.199,58.754,62.135,65.81,71.428,75.014,77.56,85.149,99.553,126.219,132.385,130.555,134.572,138.41,157.753,178.609,197.55200000000002,208.231,222.47,230.058,274.703,321.119,314.357,391.62699999999995,438.528,518.4119999999999,612.506,758.571,820.1619999999999,975.94,1148.503,1314.915,1612.406,1899.203,2174.305,2423.19,2645.256,2825.2,3018.8390000000004,3197.88,3466.4109999999996,3650.763,3972.9990000000003,4402.238,4804.151,5194.76,5677.191,5870.33,6099.901999999999,6370.7609999999995,6684.505,6810.351,6957.852,7206.2390000000005,7398.619000000001,7571.793000000001,7606.979,7598.395,7718.605,7786.529,7760.831999999999,8065.644,7884.366999999999,7833.995,7806.559
1994-08-01,51.82,60.06399999999999,63.687,59.315,51.351000000000006,53.604,56.269,59.605,62.765,64.42399999999999,64.84100000000001,69.134,73.97,75.422,79.415,80.836,85.354,87.836,89.28200000000001,92.12200000000001,101.464,123.80799999999999,151.634,181.554,184.17700000000002,173.94299999999998,219.731,277.33099999999996,321.20799999999997,376.585,459.404,542.355,674.068,781.503,834.988,955.0830000000001,1122.047,1297.358,1500.989,1777.8,2052.377,2326.33,2524.236,2749.995,2930.0879999999997,3081.659,3375.741,3800.063,4308.314,4580.271,4775.920999999999,5019.004,5305.789000000001,5597.078,5820.802,6039.246,6368.959,6650.451999999999,6857.595,7068.205,7173.059,7314.484,7315.97,7289.043000000001,7301.183000000001,7415.4,7500.763000000001,-9999.0,-9999.0,-9999.0,-9999.0
1994-09-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1994-10-01,21.15,37.228,41.669,41.74100000000001,40.645,42.381,45.17,46.093,48.019,56.931999999999995,51.292,48.998000000000005,49.983000000000004,49.236999999999995,50.886,54.747,53.988,55.303000000000004,58.038999999999994,75.009,86.18799999999999,123.75,155.077,187.695,219.755,246.517,259.717,254.4,332.392,387.225,525.976,638.405,934.931,1083.3239999999998,1146.8410000000001,1216.661,1413.4379999999999,1652.45,1818.773,2025.345,2257.209,2457.295,2669.5570000000002,2956.8909999999996,3205.865,3487.446,3695.8140000000003,3963.075,4323.02,4517.125,4857.144,4998.384,5010.235,5059.229,5302.967,5370.172,5519.991,5645.433000000001,5754.090999999999,5919.876,6071.1759999999995,6214.111999999999,6619.783,6866.55,6995.066,7225.156,7297.974,7136.797,-9999.0,-9999.0,-9999.0
1994-11-01,12.217,25.955,34.578,38.17,39.948,40.894,41.16,41.9,41.601000000000006,43.176,44.56100000000001,46.301,49.565,61.496,56.45399999999999,50.178999999999995,51.318999999999996,59.157,64.79899999999999,71.158,78.383,87.992,101.34899999999999,134.724,138.45600000000002,165.732,210.89,269.685,389.204,499.05300000000005,537.939,625.754,760.6469999999999,825.949,863.5310000000001,1041.625,1223.915,1418.4679999999998,1675.089,1987.2160000000001,2189.774,2454.361,2829.703,3028.636,3346.92,3651.862,3896.304,4113.584,4499.01,4728.639,4981.955,5250.8640000000005,5255.304,5280.965,5475.677,5352.8769999999995,5744.416,6158.774,6304.4130000000005,5745.084,5145.85,5336.507,5617.616,5731.865,5764.323,5668.03,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1994-12-01,14.35,28.171,33.650999999999996,36.344,38.512,41.538000000000004,44.937,47.004,43.963,43.885,44.56,44.699,46.57,49.757,51.881,52.858000000000004,56.121,66.66199999999999,85.273,104.456,132.08,162.214,200.572,219.731,273.408,347.00800000000004,368.999,433.684,585.7,704.817,657.7460000000001,704.8639999999999,880.806,1148.373,1248.498,1485.71,1783.719,1981.979,2139.265,2442.563,2755.077,2966.9790000000003,3353.532,3630.2009999999996,3945.3390000000004,4235.253,4540.098,4769.829000000001,4935.6179999999995,5003.423,5249.210999999999,5378.266,5620.2519999999995,5697.539000000001,5735.045,5777.876,5744.9580000000005,5588.22,5549.5830000000005,5506.946,5380.138000000001,5289.704000000001,5278.033,5538.86,5689.414000000001,5661.279,5315.535,-9999.0,-9999.0,-9999.0,-9999.0
1995-01-01,17.744,25.642,36.019,41.364,43.258,45.111999999999995,47.97,48.733000000000004,50.372,53.918,58.506,59.336000000000006,60.195,59.24,57.601000000000006,59.601000000000006,61.798,73.598,100.836,139.137,179.644,233.543,283.953,340.95,396.16900000000004,404.741,430.76199999999994,506.949,542.729,584.8340000000001,687.21,795.31,952.88,1042.218,1196.308,1213.431,1585.529,1924.1670000000001,2307.109,2561.1079999999997,2609.342,2719.502,2944.282,3236.843,3515.2740000000003,3792.935,4180.7029999999995,4443.387,4735.318,5025.339,5332.484,5384.3769999999995,5395.236999999999,5441.304,5288.0,5132.626,5044.307,5026.019,4990.192,5039.576,5197.634,5383.043000000001,5380.059,6070.661,5646.076999999999,5687.378000000001,5441.194,5601.8730000000005,5707.183000000001,6054.829000000001,-9999.0
1995-02-01,12.019,22.715,30.348000000000003,33.775,39.43,42.6,43.512,45.531000000000006,46.96,47.608000000000004,54.763999999999996,57.74,62.386,60.022,64.778,79.64699999999999,113.85799999999999,157.447,167.96400000000003,216.42700000000002,306.79900000000004,361.67,390.598,475.658,555.24,580.0830000000001,689.4689999999999,734.439,707.363,852.7610000000001,1046.323,1076.4089999999999,1166.594,1381.964,1530.724,1551.7779999999998,1797.96,2248.058,2724.9040000000005,2654.014,2780.277,3045.73,3347.7209999999995,3689.676,3868.1690000000003,4123.679,4432.840999999999,4569.823,4833.177,5061.486,5168.143,5281.7480000000005,5289.797,5123.159000000001,5305.51,5287.3859999999995,5226.585,5415.611999999999,5621.607,5613.879,5425.121,5457.1630000000005,5419.703,5504.635,5728.762,5652.967,5559.187,-9999.0,-9999.0,-9999.0,-9999.0
1995-03-01,19.825,25.101999999999997,33.626,37.32,40.183,43.714,47.04600000000001,48.61600000000001,48.23,50.838,56.806999999999995,58.881,60.68,70.863,81.681,93.65,120.059,140.82,165.916,204.87,271.83,369.55400000000003,450.088,516.895,590.866,590.3330000000001,606.808,683.318,714.816,822.408,1027.2839999999999,1197.475,1267.037,1461.797,1696.352,1920.161,2046.182,2285.3089999999997,2575.641,2900.156,3167.716,3395.8309999999997,3732.585,3942.587,4134.357,4338.962,4590.299,4838.446,4992.295999999999,5122.258,5171.91,5261.214,5396.943,5477.388000000001,5627.73,5761.01,5956.258000000001,6130.735,6318.471,6432.826,6475.781,6715.415,6781.308000000001,6786.149,6760.177,6848.908,6726.647,8270.841,7969.616999999999,-9999.0,-9999.0
1995-04-01,25.195999999999998,35.558,47.022,51.28,55.20399999999999,56.858999999999995,57.227,60.995,61.49,60.967,65.19,65.203,62.7,62.12,62.771,71.646,90.39200000000001,95.705,118.536,138.963,144.55200000000002,155.586,204.66,250.65,291.659,361.55400000000003,448.348,553.901,655.446,779.865,798.137,710.615,858.3989999999999,1105.336,1344.128,1430.385,1516.203,1688.6689999999999,2025.1779999999999,2420.589,2809.157,3136.0640000000003,3351.034,3682.277,3885.7259999999997,4147.538,4380.212,4527.887,4676.696,4859.458,4975.003,5231.307,5437.88,5476.3369999999995,5682.556,5830.7,5919.751,6164.522,6293.607,6403.625,6465.715999999999,6662.45,6652.172,6297.815,6520.901999999999,6562.0380000000005,6740.672,-9999.0,-9999.0,-9999.0,-9999.0
1995-05-01,34.416,40.316,44.903999999999996,49.596000000000004,54.99100000000001,65.965,70.343,68.206,66.633,61.06,62.043,59.233000000000004,60.437,61.073,81.47,92.84100000000001,110.35,134.683,181.893,263.23,319.385,399.49699999999996,469.148,487.374,545.7230000000001,598.878,677.327,704.193,790.985,859.9839999999999,920.058,975.957,1180.233,1370.799,1523.632,1773.3529999999998,1922.36,2135.067,2331.74,2577.935,2910.461,3116.195,3437.4770000000003,3719.8579999999997,3885.086,4010.614,4308.168,4680.497,4996.496,5146.319,5396.601,5610.484,5828.821,5984.451999999999,6252.597,6295.641,6275.295,6488.656999999999,6599.818,6551.446999999999,6676.09,6837.210999999999,6838.342,7079.149,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1995-06-01,30.094,36.257,41.766000000000005,44.498000000000005,49.415,53.117,53.243,55.052,59.192,62.913999999999994,64.91199999999999,67.568,82.67299999999999,97.663,113.73200000000001,119.51799999999999,146.041,149.843,170.71,181.615,192.28099999999998,208.69799999999998,233.75900000000001,305.014,376.69,434.981,435.616,436.749,422.976,426.11,525.124,669.602,761.779,819.574,1000.2489999999999,1136.722,1265.873,1515.8129999999999,1663.0510000000002,1803.007,2014.885,2330.1910000000003,2599.853,2854.321,3105.363,3363.1240000000003,3538.5559999999996,3639.0,3782.6940000000004,3909.022,4151.916,4315.968,4569.931,4983.494000000001,5433.219,5804.971,6092.395,6330.831,6558.709,6795.05,6870.9980000000005,6971.203,6890.259,6947.484,6950.75,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1995-07-01,53.818000000000005,56.325,58.893,61.938,65.296,64.577,66.12100000000001,69.691,64.732,70.30199999999999,75.44800000000001,79.062,82.92,84.412,84.359,85.656,94.699,105.39399999999999,97.36399999999999,86.39399999999999,84.89399999999999,100.33200000000001,117.031,130.683,163.96400000000003,198.137,251.46599999999998,253.685,284.45799999999997,348.82599999999996,397.406,448.985,529.639,597.508,705.5139999999999,844.443,981.309,1126.8419999999999,1321.275,1591.007,1908.09,2235.735,2494.28,2779.383,2997.6079999999997,3406.9320000000002,3789.7540000000004,4092.805,4235.893,4525.009,4827.2029999999995,5150.617,5566.024,5878.776999999999,6121.831,6270.133000000001,6455.384,6674.783,6815.718000000001,7012.578,7092.275,7182.96,7261.05,7311.269,8132.101,7576.831999999999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
