date,0km_ds,1km_ds,2km_ds,3km_ds,4km_ds,5km_ds,6km_ds,7km_ds,8km_ds,9km_ds,10km_ds,11km_ds,12km_ds,13km_ds,14km_ds,15km_ds,16km_ds,17km_ds,18km_ds,19km_ds,20km_ds,21km_ds,22km_ds,23km_ds,24km_ds,25km_ds,26km_ds,27km_ds,28km_ds,29km_ds,30km_ds,31km_ds,32km_ds,33km_ds,34km_ds,35km_ds
1993-09-15,-0.3338765918738629,-0.07699614755396059,0.07720170838514356,0.05413424396797851,0.09000608875252214,0.2193770453330553,0.156880760704702,0.3154749573725558,0.46612564809516405,0.19473959829045398,0.2391396715162706,0.3654937145427736,0.2476500741467288,0.13956060475904136,0.11687394526377569,0.025540806113428557,-0.025247539561458622,0.054364816275569765,0.10379058038517255,0.06138388764621768,0.024918293589721245,0.04298484154976997,0.07411001837960353,0.05473032091961411,0.08952453998233188,0.18207990410651032,0.17531398140737556,0.16026777170340406,0.0827885412705759,0.06557418919816302,0.18945355003493317,0.2378942302063751,,,,
1993-10-15,-0.15617135749616717,-0.07015442249471827,-0.024112829845313932,-0.023642289859064535,0.02192827246214118,0.03304400373564778,0.04682069106522185,0.03653876631037698,0.0654325985353109,0.1546992153443766,0.08255388369255788,-0.05042245843554129,0.1520484708597805,0.2516446357208731,0.12511074842620656,0.054746351001106634,-0.09376784426820502,0.066315424610052,-0.026025835126898923,-0.045138209564269664,-0.021442142404776824,0.005249710243265866,-0.0003100517498743634,-0.018015012510425445,-0.11083396522595144,-0.04971677621772021,-0.13988975557392538,-0.11300225177679245,-0.09967219369186209,-0.04807347929062454,-0.020563805854450175,-0.0017469090251946663,0.01673675594818107,0.056165498865094365,,
1993-11-15,-0.30888826138232317,-0.11840214267049906,-0.041148930505014704,-0.07910594419254387,-0.09253126582771651,0.0045276359375678085,0.12832711842612837,0.38026618802492573,-0.0818299320966304,-0.34981320654019704,-0.401380103507763,-0.05700355697289343,0.010630333882317655,-0.11155100517596651,-0.09913470783035998,-0.23447706800522594,-0.2384079881864846,-0.15455674492873625,0.04137532987264055,0.02033284274878307,0.005121445707439835,0.058765289678834945,0.06415007494305534,0.04807530879002284,0.039443388669881146,0.06310583511907465,0.0470199381597186,0.022674696140711808,0.008931143762604348,0.04343862181617889,0.16245270691200853,0.12863818899036936,0.1059158061274667,0.11898214896178612,,
1993-12-15,-0.25706304467825297,-0.060616076150185105,-0.0745470348331885,-0.0280607664036967,-0.011282802717463507,0.017542798378803237,0.04247981157469709,-0.018654412031823327,0.05529945715048513,0.47754325978238293,0.48013954177498247,0.446403094385086,0.2831079630822065,0.002747338127707526,-0.07828142833849636,-0.19914559843126284,-0.09247297679080761,0.01830154793466189,0.03594486783685806,0.014114142717361979,0.07106371760156886,0.08847699245549163,0.04337223150941303,0.03188243814259555,0.013151209294061732,0.014343417980511605,0.023109525961573955,0.01779177498155228,0.04488916766275746,0.09579644594971162,0.14251084460321517,0.24119632400780744,0.31704211072921035,0.4232778520228405,,
1994-01-15,-0.16092998661533117,-0.12750106907339473,-0.14143978116995237,-0.1466212379329924,-0.10684680431552789,-0.11959075173095969,-0.11276487540261053,-0.17147472882529433,-0.26940639269406397,-0.15199800821610837,-0.0671719332559135,0.05094924447888395,0.09385731068136632,-0.27667062645103085,-0.3493036004990516,-0.2590778963214805,0.025902390491402017,0.05675415133535194,-0.024530059610559752,0.00947776131430499,0.06375184786149193,0.11042248537161813,0.04131748857650025,0.031892892130184,0.04245736988870497,0.09765151674336155,0.13695409918740192,0.11000855270307944,0.11603211173912802,0.2035805626598469,0.1105476831184185,0.08950744748217294,-0.028707566594439522,,,
1994-02-15,-0.08618143302552478,-0.041813124016129966,-0.04155669180903582,-0.03146676907567851,-0.013592951215967968,0.07383211025595121,0.0811420234108165,-0.13182560533977153,-0.25994175619868704,-0.2316658071170707,-0.09638575121891964,0.05716672938445149,-0.05225875434375835,-0.013025111476179376,-0.023980354287012735,-0.07368471697659279,0.12359291032521406,0.2592525421820865,0.2590272234303175,0.22244249599743043,0.2246871305294865,0.2189616584113007,0.21119983962043465,0.22340282669049202,0.27641586600090373,0.3543490073716625,0.45261886720969857,0.4971440515842903,0.5602343348808938,0.6860779950672671,0.6886820795517266,0.7050762650310708,0.7275436314573587,0.6108672936259146,0.542047419115831,0.44070036339610197
1994-03-15,-0.10388673570441743,-0.1577390953693124,-0.08429873072090698,-0.08421892177362003,-0.007540791003800414,-0.03889502468363695,-0.1213918200052324,-0.10706345920917458,-0.19300285239208909,-0.23937732322921157,-0.28826805788291804,-0.21837346368153204,-0.21447620016704616,-0.26713018577166253,-0.11806037236022766,-0.17202514907864042,-0.0648617108180649,0.009127968539555038,0.024022008072183933,-0.009538567749657903,-0.0159918662878536,-0.04073852160383453,-0.06077535728589458,-0.0776328348711423,-0.09411484824119992,-0.09228585902980246,-0.09442868849673151,-0.049874753414183924,-0.035075788487403774,-0.033355577990338,-0.002717319788404618,0.029500985894129916,0.0012110610240195596,0.015963077444213904,,
1994-04-15,-0.12048804234119452,-0.06550011823126038,-0.09948112196894177,-0.09001827272544721,-0.02173541354990373,-0.03388144420387394,-0.13327853303825468,-0.19358897215688423,-0.26596503522757153,-0.1765457500681152,-0.06115212543457462,0.0954742473349213,0.056793601287791255,-0.07902678313570714,0.1411319492358192,0.19077742964136643,0.3225828041108318,0.33635891171865423,0.29083084189779346,0.17396297921884746,0.11802259943451432,0.11439776755411422,0.07561377851075086,0.025395833565793738,0.014831791715745784,0.02204261572373261,0.05668950595023451,0.10000439333969684,0.15159583973694557,0.19391665375987363,0.20431619353686842,0.2082131385022357,0.23704483733303774,0.15989918790254817,,
1994-05-15,-0.05416116248348741,0.10809395136146355,0.05152089253762797,0.06433032875790111,0.24575164721718956,0.10075057736720545,0.013686869925678656,-0.16401556655457739,-0.16411443568254122,-0.3803325197655255,-0.30094218187080607,-0.0019367333763717985,0.14906826765481365,0.0018268081937975896,-0.20670895880205087,-0.0018542277753347016,0.3572974568350632,0.129582777496665,0.06816560939904655,0.0849330906510069,0.13635448136958706,0.1252311059125383,0.08684042459478507,0.05879287734524496,0.07394756306028435,0.08844101341899402,0.07457540455757751,0.04906968870567484,0.06933731842139085,0.1315736219260043,0.16185816182370397,0.209786995515695,,,,
1994-06-15,-0.0818034220057451,-0.149654493360418,0.010412083883267234,-0.026490252524779004,0.01979220626899806,0.08717460866557124,0.17792396452150092,0.02131720464774372,0.047893130588424294,-0.11346464320309955,-0.21490860565434627,-0.20181733259734194,-0.2062150742810415,-0.0608563288730728,-0.08678317567206462,-0.18719216734132293,-0.05064591439688714,0.02504443367264503,-0.0006763684000682396,0.0218377479680341,-0.007128621799785373,-0.0024533339412053886,0.02323206242648532,0.01907097407802919,0.035788423813285994,-0.00907587430922518,-0.025378935095219546,0.057623824280976295,0.08416560373758929,0.09307599008595689,0.11130204710663777,0.10047415000570613,0.023937123012246264,0.12787140432615904,,
1994-07-15,0.2993332807322076,0.3184085035127953,0.2383416252072968,0.056361184126327665,-0.021255333819664587,0.028489166605814697,0.07980575304496741,0.3591243630873748,0.36381063026430427,0.16085012420645883,-0.007908172373165776,-0.17933923152540923,-0.3025327974520362,-0.21417044785753617,-0.2077521619262338,-0.15895880717715422,-0.10662709399836655,-0.10830721351561635,-0.057351332795797606,0.007899569624157178,0.010618527672621229,-0.01757163304597785,-0.058524232621455646,-0.07641545859805539,-0.05096605339867974,-0.005222480084922328,0.025533427493810962,0.013773255560730191,0.025776602775941976,0.030532506243454275,0.06260541540470459,0.061211232975256755,0.07602069463383344,0.10458688804989476,0.08871131302478369,-0.009523809523809436
1994-08-15,0.4140507017296581,0.2729340904217131,0.013372722796651972,0.016533441262774264,0.029937330623306283,0.02425943390866628,0.08632862644415908,0.1321723139418389,0.07877656759241218,-0.03992976969397677,-0.131413974525726,-0.1454154727793697,-0.28513019152141167,-0.18712520082078038,-0.09789744077632939,-0.013656542512335366,0.032560119174292246,-0.0878299227587215,-0.08478265186567913,-0.04827822413768507,0.0028521561449067184,-0.004005660240591599,-0.031452298027217336,-0.011484245569310977,0.06823903957991136,0.01941055122895104,0.00631877650009056,-0.0012129689326964741,0.0346993718217171,0.0630949578226821,0.0763094242489497,0.07217319281409747,0.07519958978157279,0.1656040512969979,,
1994-10-15,0.11119146105117014,-0.0021998126892164935,-0.1266302699423717,-0.10480650048202733,-0.045015802511318016,-0.09479206724166352,-0.10570435493764063,-0.07792001972212932,-0.13741581717145684,-0.15222319093286837,0.0166734444896299,0.18207893678049,0.17368724754760523,0.0246541653857977,0.11298671018885524,0.25079952104521297,0.4170093727469358,0.1390132871172731,0.06039223622911433,0.018174068587718844,0.019853835559978873,0.0028017934075068077,0.003097321088952949,-0.01943286071726443,-0.0007582711417966733,0.015893184173540346,-0.02285201625067094,-0.006086834142565589,0.013749792924805425,0.04549708277973552,0.08458407278149072,0.15585139225637387,0.21588439502130907,0.2149659528273959,,
1994-11-15,-0.10527714565719314,-0.09664881107917431,-0.09506745362563235,-0.1251346647882653,-0.14127089258581063,-0.10131489490966422,0.05151407997942654,-0.06412557572473566,-0.1034570643170524,-0.1607394109941295,-0.30718803910293263,-0.3282840672145222,-0.3603304474956625,-0.2103405753598026,0.09545988676423474,-0.015557312796534509,-0.06158497995921512,-0.19405050564787976,-0.1607414180959699,-0.07783150846662673,-0.055661461044060695,-0.015891751749727963,-0.00882203679881013,-0.019270895790862216,0.004840508237659442,0.048102136290543995,0.04936560400895628,0.06109315903499454,0.16997983290118118,0.2454937415715398,0.037530579064926295,0.13679412914460365,0.1459388963718385,,,
1994-12-15,-0.00821303715102941,-0.11832363828662083,-0.10132379487865215,-0.02515173643949097,-0.0925669375249765,-0.0865797592402155,-0.05245625841184399,-0.034838522178225,-0.05186437661297492,0.12163867895888933,0.2528453860970059,0.20471766906566066,0.14423696072118494,-0.012692453522125047,0.18146094896461776,-0.0815323201904897,-0.04461490233717373,-0.02464722483537145,0.05082378873936232,8.658983262172864e-05,0.012931910429562581,0.02117752035734892,0.02514293121747416,0.041274385132553375,0.03259280501984078,0.057225765328581826,0.10093928252983382,0.13095209387343684,0.16199983431364445,0.17045722492551071,0.13102832355192662,0.19041761548471034,0.24935090625849984,0.20750820070465328,,
1995-01-15,-0.07113703587421716,-0.04616146384281261,-0.013665287388295597,0.03186320903527047,0.06824587955956056,0.1717359050445103,0.13273436175622996,0.005308100623124783,-0.060665362035225025,0.1637550659086825,0.26681335696677067,0.19779155366137133,-0.004823332730887388,-0.13326070990225405,-0.1632353009382726,-0.14649379865612894,-0.11632250858648054,-0.18585626807511096,-0.1604970023261265,-0.102310951675375,-0.19669765227631478,-0.2025225270767246,-0.16626828867763713,-0.10692645404738577,-0.05586950620635207,-0.00105061881448213,-0.006222598199106936,-0.06039342434165456,-0.0978656633129458,-0.09633418584825214,-0.036258146805829984,0.04894321925791334,0.032200338497030134,-0.008624112574051358,0.07307873644507329,
1995-02-15,-0.32472065997344585,-0.2520647790740301,-0.136884186811852,-0.10760146892926571,-0.086405727797519,0.06491259471391923,0.11821467652617937,0.20787474259745767,0.8018065450237746,0.7096441464672512,0.7203858900282828,0.4146963715103931,0.2821438118150227,0.20699366345928177,0.09655937846836819,0.1749380548004524,0.08446327581664433,-0.02578454303260752,-0.04492278895648087,-0.004547119906447734,-0.1027379451429804,-0.07555555555555565,-0.060376223729493424,-0.0346882117085389,0.004785682020730071,0.012962779427696655,-0.0004972532676645454,-0.008638278342504765,-0.017973359603433447,0.018325885992365665,-0.01778141091478205,-0.034573480752158874,0.0012424530682768437,-0.014420062695924815,,
1995-03-15,-0.3114645865682044,-0.2553455013297744,-0.20159080341508293,-0.12989588497768972,-0.12474074784506012,-0.013985176511290592,0.052818232028138665,0.2748263649326158,0.4284130696335149,0.32474893721890197,0.29187725999145175,0.2484058495765695,0.1048702000737715,-0.018107984581720735,-0.03125208183930753,0.12819473961421896,0.07185035760132062,0.0989738159587966,0.02822524297382983,0.00679694348628321,-0.013150768236713873,0.0009712303217141268,-0.010620985444940598,0.017142637717094334,0.022467951323955862,9.0584876351528e-05,0.0026774621133445553,0.003282178656967966,0.04376035826369054,0.06560462688865674,0.08923072874174265,0.1055285909297739,0.11550254226699118,0.15924969301774133,0.13729424844754168,
1995-04-15,-0.19292794332411514,-0.015842988886261566,0.01653516167196113,0.017790807413505774,-0.014511647787988845,0.003546140792322504,-0.0964527347454946,-0.09332093430337511,-0.019009122877272962,-0.13966008061106563,-0.36581852431541473,-0.420789566168144,-0.3861528916612168,-0.18785027561642237,-0.004771163938196603,-0.14488696156335756,-0.113218912206077,-0.04543332969204652,-0.1788016219173009,-0.11556444470142362,-0.03848497866941099,-0.020710460819066277,-0.013245376564914866,0.008932058334542112,0.008184421901013714,0.006897419094333174,0.0017454020915976184,0.0028077434609130964,0.01011472890382072,0.019849814891607788,0.013267720049991173,-0.01941172765635828,-0.04038764538681403,0.01007000840100807,,
1995-05-15,-0.14615107481686077,-0.14655580960299303,0.009332350980598566,0.09253094962037625,-0.04160804833861338,-0.1327944572748269,-0.16743113640265891,0.057669298875329046,0.25366741356045514,0.632288211611073,0.6674410279455562,0.3821103220715872,0.14513111950402613,0.15253415525272304,0.2573027698889832,0.21892128372405092,0.2663846393493695,0.2113712682276093,0.13070705554095816,0.07139095893860832,0.07231158651098227,0.0819961082572864,0.04840556730091609,0.07490019772285801,0.1031521702435865,0.08608362261022759,0.06819783591061707,0.051101082293763186,-0.0064918369970433055,-0.03267784083410306,-0.04240771461060213,-0.02252242152466351,,,,
1995-06-15,-0.20069938803546908,-0.1549590625637568,-0.08205015398152239,-0.12718134336055814,-0.09888283991281648,-0.052516647928738044,0.21999267754012597,0.4981107256618905,0.7053059913262302,0.6881110752340979,0.3294644612026607,0.05025972004019615,0.009404388714733534,-0.08224912320398232,-0.20545133878467217,-0.1148676942710723,-0.10047804335742078,-0.07844365889126653,-0.07592413282451439,-0.09821953350024196,-0.12248965200061314,-0.08668731532322173,-0.06545600596723747,-0.08391287756653545,-0.1529982906393731,-0.1723609374369731,-0.16474284233709033,-0.11359620507801887,-0.08537862942800332,-0.06280651795601937,-0.06741404470629947,-0.07068673936275084,-0.029033083531347186,,,
1995-07-15,0.3472857819157328,0.22258017545775582,0.211239042880834,0.16463372613879113,0.0359052253944777,0.0876164446438072,0.11642423354703495,0.03988960181166233,0.045739180946848736,-0.2048578526083355,-0.4439644400014282,-0.49049023379065687,-0.43775435403554014,-0.326878413355356,-0.2851481790834814,-0.25348634181083013,-0.263032089715754,-0.22690674669334215,-0.19538091854737638,-0.16614329973504546,-0.09089885179739104,-0.05679758847562731,-0.03584173778122567,0.019411000737126722,-0.010245614870880227,-0.009651094530843727,0.010484528007499414,0.003929951051505063,-0.0046265697290151534,0.006130669459437465,0.007317869384646242,0.014371379641708653,0.07479078099516082,,,
1995-08-15,0.2585627126834868,0.16869458196973539,0.06867552929591347,0.054679753111403336,0.0070926490514905145,0.09811719522310718,0.06225930680359433,0.008714507252939954,-0.06607426390707247,-0.1394318477977585,-0.2916652019545118,-0.4276504297994271,-0.19625564880568117,-0.10399732769179376,-0.02064503853106258,-0.026518948615468434,-0.03951195289777982,-0.06510597796244101,-0.0970709136763509,-0.055049733848986176,-0.03622663998978328,-0.010642891134915731,-0.02362762585778308,-0.0012245268659942965,-0.016019685314020076,-0.06873490796859254,-0.09070991371487983,-0.06459332757810521,-0.03629474523880753,-0.014641015276229272,-0.001061661500247949,0.01248107845657323,0.029007285650188952,0.004171524336928206,,
1995-09-15,-0.21796038002829998,-0.15562826534381757,-0.11634319078769521,-0.02144096736270491,-0.02609806473179641,-0.008461648782904596,-0.04219169291797925,-0.015186524947014546,-0.020270856092528013,0.03172458063753234,0.18566216869588179,0.3339414690225674,0.32851087679966373,0.2662679323082208,0.20194071465257907,0.13476135857216928,0.09485775823386877,0.037669194399949736,0.021921923154261898,0.02388984635693612,0.04999221843711623,0.058129829568401646,0.062228086560288755,0.0648711527695364,0.00015750511891618016,-0.04124347599630403,-0.029966754909807283,-0.005425330970152426,0.026438640455563822,0.0364573489372353,0.03912540517014253,0.042933612576341894,0.07130051894952052,,,
1995-10-15,-0.08133985132047084,0.015638272384727755,0.017851726677932316,-0.01797273102878387,-0.09451000012202702,-0.14264132285886957,-0.129421386219587,-0.16170385109792385,-0.24075368932396118,-0.37436791630340027,-0.49735664904432697,-0.5717789977806332,-0.5654933641084825,-0.4226662567886055,-0.27304266728841214,-0.26366764175394436,-0.26817591925018025,-0.2767463893703062,-0.2192015941651067,-0.107905475278795,-0.05036675144338198,-0.03400137005425017,-0.004132957861729624,0.033861551292744,0.059943329209402596,0.07845795652976338,0.1018252621929003,0.12163992681725416,0.08827678298017592,0.03107850499682291,0.015285960271017349,0.0017770281463186284,-0.07109593294008068,-0.17076630810224008,,
1995-11-15,-0.25327641479660484,-0.0942970995557877,-0.030664773231561217,-0.050018349927192014,-0.038882611914130956,-0.0325758342856317,-0.013147743345763135,-0.11213085884584116,-0.17325371830114158,-0.264227839503178,-0.09051178838412866,0.08291426468784499,0.014910650590525069,-0.05919910434683834,-0.219121888687106,-0.10869490476517925,-0.03538429083749363,-0.039907741439470214,-0.027905747693933704,-0.07652148598599384,-0.08784064697132558,-0.09640896954849007,-0.09812524341740314,-0.05472478714474149,-0.07267672880903385,-0.07839779945750505,-0.11365817251306118,-0.1443836521866852,-0.19000288101411722,-0.17947159490208742,-0.16144226824487565,-0.16881374604641242,-0.22066149274153898,-0.13640214628635972,,
1995-12-15,-0.24983691015840617,-0.1453926493918561,-0.04385906264625266,-0.0338788263321083,0.009937391767683752,0.03469239610428879,0.02748990578734854,0.048534166454753495,0.03848002135801376,-0.09276686851902138,0.013550098999232357,0.08087885609207056,0.17235458252843996,0.018858425066663475,0.09473340942442533,0.18382239652636723,0.13260626419855337,-0.07683229282476695,-0.02627607411906869,0.024790669079636556,0.01738077322333847,0.001990318237192344,-0.0024926880251051322,-0.0002195446017691097,-0.029098492239882416,-0.0007747488229098667,-0.0023940100890423852,0.007374254255026891,0.024758275441731807,0.04081370174272782,0.09933656545037012,0.05043306766428101,0.06636828960708185,0.2381241647430446,0.36232959287767785,
1996-01-15,-0.14589288960126903,0.007382233125520386,-0.02421271022404561,-0.0032431068206194144,0.07005095877476762,-0.01511498516320492,-0.0708933717579249,-0.13501038541426263,-0.20721896064361822,-0.42531501998699794,-0.5025976407310067,-0.46958543200309966,-0.3099697270919935,-0.2920497059736879,-0.38499784331822895,-0.36616472359301605,-0.25864651909229186,-0.32476816336505954,-0.3137755831032926,-0.2293067144973875,-0.14731778206509474,-0.15553477321268327,-0.12445293622389801,-0.06164507819019635,-0.024831577129037916,-0.011703893593326785,-0.012249977631183047,-0.01763935944506657,-0.1245849286989002,-0.19744245524296655,-0.18913033333851834,-0.23047272927507492,-0.1518708968015265,-0.1553769674253134,,
1996-02-15,-0.30455148956484124,-0.20805209928190962,-0.12195337434153125,-0.06766195425197406,-0.07644548949155212,-0.028548415965634687,-0.031369168020691965,-0.021515302137328843,-0.06744105694401017,-0.035559566787003644,-0.01518227404438414,0.02035245269059287,0.04022988505747105,0.08225768598920447,0.11405524919817846,0.026285613477992534,0.09215783224278984,0.003402083776312939,-0.1094772771064438,-0.12466436132037112,-0.1767816757342805,-0.15632361034672554,-0.07848574960740452,-0.07694331545526041,-0.07020424607195593,-0.06967365784140489,-0.03846214560838555,-0.03640255013245958,0.03161844077175412,0.03165270667124958,0.029086056439385926,-0.0003712371882821851,-0.010648211061714902,-0.09355625217694183,-0.130649543097061,-0.22101090188305264
1996-03-15,-0.08290643224804699,0.14681286184747405,0.11195971547570771,0.11109913560819971,0.23028784482035164,0.24445449827680266,0.4571669428214295,0.5498827100869325,0.5545942438457274,0.13572792803893766,0.09626121939471229,0.029921750849878484,0.01910855030250594,-0.33369735357285873,-0.25601627067633814,-0.22029016467710963,-0.20374105996699046,-0.13694952470370841,-0.04600815986540888,-0.06170889612373067,-0.061881776113871995,-0.05725910105627335,0.0436195507247113,0.06449471732476104,0.0639648511020168,0.06743205295524761,0.0816191659460049,0.08642225629717863,0.08859369411575059,0.122499614996321,0.08955970208174299,0.044668587896253394,0.03680279889658914,0.03247660583478001,-0.05198362122732325,0.0
