,0.0km,0.5km,1.0km,1.5km,2.0km,2.5km,3.0km,3.5km,4.0km,4.5km,5.0km,5.5km,6.0km,6.5km,7.0km,7.5km,8.0km,8.5km,9.0km,9.5km,10.0km,10.5km,11.0km,11.5km,12.0km,12.5km,13.0km,13.5km,14.0km,14.5km,15.0km,15.5km,16.0km,16.5km,17.0km,17.5km,18.0km,18.5km,19.0km,19.5km,20.0km,20.5km,21.0km,21.5km,22.0km,22.5km,23.0km,23.5km,24.0km,24.5km,25.0km,25.5km,26.0km,26.5km,27.0km,27.5km,28.0km,28.5km,29.0km,29.5km,30.0km,30.5km,31.0km,31.5km,32.0km,32.5km,33.0km,33.5km,34.0km,34.5km,35.0km
1969-01-01,26.529,36.969,39.269,34.281,40.101,47.208,45.262,50.333999999999996,48.068000000000005,51.77,52.22,53.016999999999996,56.498999999999995,55.376999999999995,52.001000000000005,54.961999999999996,56.792,58.908,70.512,122.745,154.3,272.342,420.869,401.32099999999997,481.418,437.345,590.885,740.5369999999999,886.985,971.6569999999999,1082.6989999999998,1110.9489999999998,1462.2089999999998,1493.408,1828.2220000000002,1877.7579999999998,1933.295,2347.196,2686.5170000000003,3292.303,3604.0040000000004,3964.295,4612.2429999999995,5134.338,5345.799,5843.055,6016.909000000001,6181.169,6700.109,6645.090999999999,6845.059,7064.87,7020.672,6850.203,6968.8769999999995,6800.773,6884.11,6845.603,6843.279,7161.696999999999,7842.846,7463.024,8581.778,8907.072,9164.258,9591.514000000001,9935.411,10334.53,9981.375,-9999.0,-9999.0
1969-02-01,-9999.0,27.039,23.274,23.236,22.186,27.018,29.354,33.335,35.679,35.624,36.421,38.853,42.603,58.891000000000005,63.978,92.836,102.86200000000001,160.065,183.792,238.701,309.029,364.885,515.347,550.1709999999999,607.494,730.2330000000001,939.1460000000001,1060.983,1095.844,1285.282,1494.405,1822.256,2038.1760000000002,2353.27,2694.184,3156.5609999999997,3134.075,3394.8590000000004,3662.308,4075.215,4431.987,4622.273,4865.163,5192.065,5375.456999999999,5472.8769999999995,5550.485,5653.606,5848.108,5864.448,6029.353,6193.8330000000005,6359.338000000001,6474.594,6581.718000000001,6696.024,6971.79,6976.081,7214.956999999999,7456.628000000001,7173.44,7279.945,7311.328,7978.078,8226.465,7847.8859999999995,8358.988000000001,8481.812,8065.919,9427.091999999999,9854.027
1969-03-01,17.805,20.826999999999998,23.430999999999997,32.275999999999996,38.164,43.456,45.867,49.223,50.50899999999999,51.456,51.365,50.336000000000006,49.245,48.192,47.361999999999995,51.988,53.247,62.162,78.734,131.90200000000002,242.46200000000002,338.48699999999997,463.401,542.759,616.626,641.305,788.455,930.482,947.1569999999999,976.638,1020.4760000000001,1132.243,1261.067,1495.714,1892.989,1892.674,2294.935,2444.72,2698.196,2909.961,3332.675,3900.3179999999998,4261.097,4505.392,4611.75,4736.943,4891.563,5105.472,5162.3859999999995,5251.75,5366.156999999999,5370.633000000001,5355.983,5368.576,5578.996,5564.283,5566.455,5609.396,5775.045,5874.895,6121.233,6177.478,6356.098000000001,6599.597,6715.289000000001,6921.418000000001,7164.838000000001,7388.448,7421.590999999999,7776.835999999999,8325.233
1969-04-01,17.764,23.746,33.364000000000004,41.64,48.583999999999996,51.723,53.863,54.93899999999999,52.769,53.67100000000001,52.753,49.856,48.111000000000004,49.068000000000005,49.643,48.092,47.07899999999999,52.218999999999994,51.865,63.336999999999996,148.259,243.13,382.64300000000003,479.14300000000003,606.906,646.804,750.683,753.303,817.737,833.7669999999999,862.705,933.329,1148.393,1389.967,1458.306,1681.249,1904.987,2370.383,2726.5229999999997,2938.2729999999997,3274.317,3539.841,3754.3309999999997,3963.789,4124.179,4297.348,4542.481,4671.439,4801.359,4871.726,4948.041,5125.045999999999,5261.376,5433.840999999999,5530.206999999999,5786.664000000001,5945.491999999999,6089.746999999999,6267.98,6447.603,6701.025,6846.435,6843.151999999999,6903.726,6876.08,7108.130999999999,7151.969,7574.03,7699.86,7682.346,7851.116
1969-05-01,14.232000000000001,14.788,23.325,33.937,42.475,50.255,54.088,56.059,58.078,62.278,63.581,65.413,64.23100000000001,65.342,67.24600000000001,78.82300000000001,101.898,124.40799999999999,171.81900000000002,216.62400000000002,287.091,344.14,334.457,434.251,572.7090000000001,658.137,729.035,771.372,724.487,732.255,719.404,784.387,800.768,1014.845,1081.215,1245.5639999999999,1437.5620000000001,1681.05,1875.045,2207.895,2553.445,2991.808,3346.812,3614.119,3764.187,3894.164,4094.929,4320.346,4482.668,4562.509,4588.726,4879.992,5148.728,5342.153,5629.319,5978.003000000001,6212.63,6546.052,6731.368,6977.276999999999,7065.8330000000005,7456.6269999999995,7534.299,7607.076999999999,7894.884,8136.263000000001,8232.185,8434.937,8587.487,8988.046999999999,8849.284
1969-06-01,14.92,19.663,22.225,33.981,43.66,51.516999999999996,56.729,58.111000000000004,61.05,62.83,64.529,65.845,67.918,65.256,62.433,64.987,72.885,82.775,86.426,110.86,135.241,169.09799999999998,235.91400000000002,379.72,496.69800000000004,574.057,622.953,641.635,655.862,728.3660000000001,779.555,910.6310000000001,1033.193,1156.9489999999998,1294.626,1411.874,1460.944,1554.5339999999999,1755.055,1994.7979999999998,2352.674,2694.868,3032.6620000000003,3053.954,3332.592,3609.864,3923.5229999999997,4113.788,4256.4890000000005,4432.349,4794.795999999999,5073.532,5316.826999999999,5597.879,5813.672,6166.673000000001,6596.984,6814.35,7095.515,7342.034000000001,7603.566,7841.4169999999995,7880.484,8157.121999999999,8047.206,8243.21,8505.052,8301.904,8434.055,8481.726999999999,8794.636999999999
1969-07-01,18.157,22.069000000000003,33.721,44.76,49.376999999999995,56.701,57.793,60.26,55.898999999999994,54.35,59.795,64.529,61.489,62.696999999999996,69.959,74.73899999999999,87.51,105.926,137.826,154.764,158.162,175.333,183.382,187.94400000000002,180.11900000000003,198.735,237.93,270.92,274.16900000000004,360.219,423.12199999999996,516.36,581.212,681.414,911.1210000000001,1120.861,1356.506,1531.44,1716.224,1888.868,2138.581,2471.266,2839.4640000000004,3085.865,3326.2009999999996,3565.697,3884.2329999999997,4193.369000000001,4431.662,4717.603,5081.978,5434.545999999999,5669.513000000001,5942.234,6118.858,6420.26,6671.195,6619.6230000000005,6702.48,6893.253000000001,7100.576,7129.710999999999,7181.566,7184.589,7267.262,7075.859,7205.605,7241.969,7266.388000000001,7370.19,7147.284000000001
1969-08-01,14.06,27.863000000000003,37.501999999999995,42.861000000000004,48.765,50.583999999999996,49.336999999999996,52.047,52.008,54.722,54.933,58.891000000000005,65.439,63.631,56.192,54.911,57.537,63.544,77.273,95.70100000000001,104.573,125.071,155.62,217.41299999999998,248.748,278.775,327.82800000000003,342.17,372.31199999999995,420.19300000000004,505.35400000000004,599.1419999999999,727.443,854.7860000000001,1025.272,1169.103,1395.984,1579.3429999999998,1784.731,2001.7520000000002,2249.083,2452.459,2659.5029999999997,2869.3979999999997,3129.5959999999995,3479.3909999999996,3787.552,4059.8259999999996,4408.951,4786.541,5013.25,5308.21,5686.028,6014.7119999999995,6211.525,6462.246,6515.63,6622.826,6821.023,7093.422,7241.116999999999,7444.951999999999,7597.036,7732.174,7891.929,7958.8009999999995,8141.768,8310.431,8345.828000000001,8365.202,8378.509
1969-09-01,-9999.0,-9999.0,41.003,45.891999999999996,44.548,52.468999999999994,55.117,58.775,57.777,60.537,62.01,61.308,60.071999999999996,63.968,60.9,55.254,59.823,57.608000000000004,58.926,56.355,55.681000000000004,61.188,75.78399999999999,98.53,121.008,133.17600000000002,168.55599999999998,193.14700000000002,263.735,337.17400000000004,361.745,426.619,539.049,697.059,874.61,1055.515,1208.613,1413.5120000000002,1632.0320000000002,1956.134,2284.978,2538.774,2828.795,3002.853,3175.8590000000004,3491.2059999999997,3754.672,3915.599,4355.014,4741.228,5138.06,5355.441999999999,5607.861,5869.148,6101.97,6013.267,6125.293000000001,6239.552,6294.941999999999,6264.14,6365.991,6508.481,6726.985,6689.996,6694.384,6705.137,6710.11,6882.844,6901.932,7083.11,7027.141
1969-10-01,-9999.0,-9999.0,29.604,34.663000000000004,27.008000000000003,35.0,42.88399999999999,43.222,47.086000000000006,47.50899999999999,46.243,46.423,45.662,43.291000000000004,43.68600000000001,44.178999999999995,42.8,44.11,46.736000000000004,54.68600000000001,61.933,72.313,75.373,87.926,105.288,142.502,140.61,154.879,176.90099999999998,193.928,288.211,368.565,501.015,666.51,825.477,1072.809,1292.498,1531.6989999999998,1708.961,1957.922,2260.876,2537.2329999999997,2797.31,3067.0009999999997,3310.748,3627.6020000000003,3850.228,4176.292,4587.367,4788.196,4926.259,5100.63,5342.61,5503.69,5735.276,5943.58,5867.401,5914.5419999999995,5953.201999999999,6051.816,6226.4,6398.229,6485.090999999999,6664.8240000000005,6586.401,6654.847,6874.823,7163.387,7255.609,7863.691999999999,7702.3330000000005
1969-11-01,-9999.0,-9999.0,57.192,67.346,50.68,53.913999999999994,46.05,48.797,50.244,53.223,48.498999999999995,46.527,47.79,48.83,50.583999999999996,56.644,73.434,81.665,98.52,122.00200000000001,144.441,169.822,211.00900000000001,256.535,282.58299999999997,342.945,424.731,458.73400000000004,525.641,648.611,781.24,920.925,1097.05,1289.109,1430.461,1698.997,1926.354,2177.726,2446.638,2651.702,2794.4159999999997,3065.155,3456.598,3723.7529999999997,4026.9109999999996,4220.951,4525.183,4683.601,4917.2390000000005,4856.468,5093.115,5309.946,5361.656999999999,5402.026,5429.062,5553.195,5446.133000000001,5565.564,5389.129,5311.348000000001,5093.556,5053.459,5075.692,5002.509,4894.621,4809.3,5055.707,5171.197,5435.995,5805.875,5448.04
1969-12-01,-9999.0,16.692,26.761999999999997,31.051,35.556,33.854,36.944,39.126999999999995,41.294,43.787,42.63399999999999,44.413000000000004,45.343999999999994,48.493,45.783,45.32899999999999,47.45,46.79,51.27,64.23899999999999,89.68299999999999,122.729,182.60299999999998,191.305,256.113,312.188,381.75699999999995,459.582,562.151,627.382,792.9689999999999,933.829,1178.764,1425.36,1640.5629999999999,1865.4579999999999,2105.993,2208.531,2488.281,2759.335,3083.7709999999997,3478.1890000000003,3826.317,4143.946,4580.772,5034.268,5265.554,5507.828,5549.677,5685.205,6035.293000000001,6133.2880000000005,5990.385,6094.09,6108.731,6044.655,6129.133000000001,6014.441999999999,6045.443,6145.71,6235.944,6365.224,6624.316999999999,6860.861,7013.284000000001,7307.982,6938.835999999999,7309.994000000001,7583.6759999999995,7741.107,8171.431
1970-01-01,10.636,11.752,19.587,22.151,26.087,30.603,33.274,37.004,37.263000000000005,37.239000000000004,38.402,35.907,39.577,39.495,40.5,43.263000000000005,40.059,40.694,64.60300000000001,107.23899999999999,112.494,181.15,241.498,304.80400000000003,368.82099999999997,481.412,585.524,613.554,610.876,735.684,834.296,916.122,1133.8139999999999,1298.867,1657.1129999999998,1826.9679999999998,2080.038,2406.889,2542.411,2852.0229999999997,3121.962,3741.188,4026.321,4240.962,4383.377,4634.183,4800.951,4761.513,4984.542,4836.14,5183.82,4945.419,5222.727,5212.057,5094.51,5542.826999999999,5414.384,5822.358,6696.05,6223.389,6551.236,6223.647,6979.670999999999,6159.467,6150.729,6372.158,8059.92,-9999.0,-9999.0,7209.558000000001,-9999.0
1970-02-01,10.472999999999999,13.995,20.72,23.445999999999998,25.936999999999998,31.86,32.080999999999996,35.316,37.327,38.575,42.481,44.11600000000001,45.751000000000005,54.128,58.126000000000005,66.733,81.257,100.626,144.282,265.205,283.949,398.39300000000003,493.89,535.327,728.9169999999999,731.5189999999999,834.693,1011.914,1109.326,1247.478,1309.146,1292.4260000000002,1553.095,1853.4470000000001,1930.932,2057.853,2519.49,2584.651,2858.468,3256.179,3824.343,4345.829000000001,4481.460999999999,4587.929,4928.997,4869.023,5124.549,5447.283,5481.170999999999,5633.5019999999995,5766.298000000001,5644.524,5892.005,5872.21,6058.7119999999995,5977.125,6001.6990000000005,5783.5419999999995,5850.012,6256.563,5373.533,6655.632,6317.741999999999,6758.244000000001,6267.865,-9999.0,6538.2919999999995,6613.994000000001,6700.9490000000005,7145.641,-9999.0
1970-03-01,18.124000000000002,22.463,23.581,31.285999999999998,33.001999999999995,39.366,40.376,44.067,46.931000000000004,49.28,51.428999999999995,52.99100000000001,53.097,67.399,99.959,110.851,149.416,183.058,214.24900000000002,285.087,357.543,487.51199999999994,614.507,677.383,755.672,855.1189999999999,863.035,1014.324,1139.406,1244.379,1288.156,1036.066,1202.719,1273.636,1668.58,2071.1479999999997,2400.721,2549.199,3099.347,3383.885,3577.3459999999995,3794.885,3885.2459999999996,4249.139,4700.34,4868.237,5014.235,5307.4980000000005,5348.348000000001,5452.469,5600.353,5732.5419999999995,5791.938,5902.616999999999,5984.956,6239.368,6311.6669999999995,6394.727,6610.876,6706.9259999999995,6523.576999999999,7238.948,7265.284000000001,8525.393,7998.795,8202.607,7590.238,6735.285,7889.951999999999,-9999.0,-9999.0
1970-04-01,17.664,25.486,34.629,40.744,43.038000000000004,43.665,45.552,43.69,45.551,49.604,60.277,64.487,67.238,87.76100000000001,84.29899999999999,104.37799999999999,113.725,161.145,245.185,310.116,400.63,505.531,550.625,536.753,586.915,688.706,721.817,836.908,1017.1389999999999,1147.5810000000001,1189.336,1215.931,1515.386,1707.35,1806.705,1824.565,2160.22,2591.763,3059.861,3327.565,3499.655,3773.7209999999995,3979.9240000000004,4051.84,4305.143,4571.988,4681.707,4797.139,4926.837,5073.475,5236.946,5337.736999999999,5412.26,5504.134,5620.49,5931.184,6049.576999999999,6199.576,6490.121999999999,6714.597,6996.026,7186.812,7290.661999999999,7527.181,7531.441,8178.519,7972.416,8214.466999999999,7684.765,8630.215,8875.902
1970-05-01,21.765,30.447,41.181999999999995,50.208,57.153999999999996,60.202,62.918,65.962,68.314,67.148,67.64699999999999,65.961,65.63600000000001,68.128,70.939,66.357,74.41,68.88600000000001,76.65899999999999,83.98200000000001,106.25200000000001,140.494,328.06300000000005,448.49300000000005,462.305,593.496,650.06,717.5219999999999,760.625,787.752,911.883,1116.728,997.1210000000001,1005.7360000000001,1238.1680000000001,1494.86,1753.412,2067.2960000000003,2342.764,2692.99,3221.078,3516.478,3865.384,3955.887,4183.674,4352.5109999999995,4674.133,4629.343,4597.674,4798.785,4882.14,5123.009,5179.901,5459.647,5491.984,5487.007,5768.183000000001,6087.743,5927.454000000001,6279.431,6489.1140000000005,7133.918000000001,7099.071,7352.512,7905.996,8374.055,8228.856,9129.629,8902.271,-9999.0,-9999.0
1970-06-01,29.025,37.336999999999996,47.449,61.441,64.368,59.663000000000004,59.411,60.644,63.065,64.331,66.484,75.24,80.97399999999999,79.437,75.378,79.368,95.492,110.619,128.545,142.632,168.998,207.484,260.936,323.408,415.952,445.22900000000004,501.57099999999997,511.966,508.961,643.315,777.216,693.112,838.048,994.922,1134.442,1136.941,1364.245,1616.725,1782.464,2028.399,2319.849,2837.5440000000003,3110.005,3374.7270000000003,3703.437,4026.759,4181.157,4324.806,4557.151,4725.309,5216.93,5113.929,5325.887,5885.486999999999,6180.076,6365.885,6416.335999999999,6858.356,6979.143,7283.255999999999,7043.118,7097.58,7933.146,7388.321999999999,7570.753000000001,7873.294,8503.753,7878.134,8925.946,8993.341999999999,9514.599
1970-07-01,24.63,31.165,38.427,44.043,45.617,50.41,51.799,54.262,56.128,61.321000000000005,60.641999999999996,61.321000000000005,64.904,65.516,79.486,76.579,80.66199999999999,91.741,122.434,152.195,150.815,185.418,214.507,225.47799999999998,244.838,254.69400000000002,325.276,409.944,429.526,431.874,506.024,554.356,621.5980000000001,782.342,927.6360000000001,1054.969,1287.876,1565.72,1747.8329999999999,1946.644,2243.881,2570.705,2921.507,3212.9320000000002,3375.183,3594.591,3880.712,4211.375,4434.191,4697.532,5049.558,5248.1230000000005,5518.643,5809.696,6014.227,6608.170999999999,6650.254,6898.12,7183.842,7084.829000000001,7494.026999999999,7468.183000000001,7579.186,7716.838000000001,7721.1630000000005,7754.321999999999,8010.156,8162.521,8024.835999999999,7916.331,7418.092
1970-08-01,20.268,36.497,51.216,53.268,56.747,57.225,57.176,57.412,60.24100000000001,61.763000000000005,63.245,62.467,67.001,64.773,68.46300000000001,66.516,60.196000000000005,62.49100000000001,65.846,65.238,76.194,121.91799999999999,151.618,177.148,208.487,244.019,272.908,278.08299999999997,356.14,315.954,439.869,517.931,613.413,702.6,841.197,1049.452,1319.328,1548.549,1679.2839999999999,1900.683,2157.762,2444.1279999999997,2669.137,2878.413,3080.66,3196.488,3448.152,3753.026,3993.863,4464.339,4768.277,5164.527,5597.132,6024.085999999999,6245.4169999999995,6560.607,6860.476,6956.677,7178.951999999999,7258.009,7230.602,7473.835999999999,7584.504,7488.764,7666.009,7460.5830000000005,7809.5830000000005,7588.853,7738.465,8000.056,7567.255
1970-09-01,25.799,33.494,36.926,36.905,42.456,46.152,47.233999999999995,44.941,45.88399999999999,49.35,49.176,52.146,48.5,49.628,48.983999999999995,50.961000000000006,50.975,65.75399999999999,74.52199999999999,76.795,68.984,85.244,92.824,111.15799999999999,130.499,152.275,151.52700000000002,132.939,164.857,221.06,314.345,380.849,506.69800000000004,631.203,811.558,969.025,1180.7,1459.463,1738.575,2134.564,2380.427,2557.174,2679.06,2968.425,3339.525,3639.295,3769.966,4061.428,4226.9529999999995,4625.834,4998.004,5347.928000000001,5483.453,5800.18,5963.69,6075.062,6160.494000000001,6450.956999999999,6641.161999999999,6766.143,6953.106,6994.535,7570.679,7669.414000000001,7110.632,7705.206999999999,8100.0869999999995,7642.053000000001,7880.406,7761.802,8304.006
1970-10-01,24.014,31.625999999999998,38.863,38.829,42.185,43.565,44.048,45.658,45.479,47.18899999999999,44.79600000000001,45.735,44.066,43.43899999999999,41.06,42.043,36.143,37.298,47.31100000000001,61.795,71.87,68.714,110.771,116.339,157.684,205.89700000000002,244.25900000000001,243.709,289.5,231.028,389.23699999999997,573.448,644.498,773.305,986.924,1163.546,1432.5520000000001,1698.394,2043.088,2181.604,2475.306,2769.007,2943.0609999999997,3244.3340000000003,3500.4509999999996,3765.366,4138.227,4369.630999999999,4792.646,5070.178,5045.934,5377.884,5387.924,5591.613,5678.757,5691.096,5776.741999999999,6127.284000000001,6126.204000000001,6177.689,6374.065,6198.814,6231.802,5769.366,6203.276999999999,6067.883000000001,6241.463000000001,6617.606,5931.65,6361.543000000001,7202.21
1970-11-01,23.938000000000002,25.467,29.596999999999998,32.835,36.565,42.82899999999999,43.75899999999999,44.426,47.431999999999995,45.003,43.093999999999994,43.412,37.384,40.222,39.795,40.696,47.408,42.494,62.125,70.281,86.365,80.863,125.199,101.34100000000001,129.997,118.185,158.925,191.863,380.399,457.26599999999996,524.768,560.258,704.675,1036.947,1356.325,1511.257,1641.886,1748.6589999999999,1917.5220000000002,2249.353,2481.48,2823.7059999999997,3188.1009999999997,3451.3590000000004,3796.241,4225.75,4537.039000000001,4847.117,5164.513,5384.088000000001,5600.297,5764.149,5866.354,6172.057,6265.376,6522.1630000000005,6602.655,6436.101,6397.968000000001,5926.193,6149.9169999999995,5833.62,6189.6230000000005,5904.415,5863.8640000000005,6142.566,-9999.0,6349.438,7170.146,-9999.0,6925.757
1970-12-01,20.621,23.717,31.646,33.315,38.181,37.016,36.629,36.783,37.42,36.685,39.107,36.323,35.255,36.422,33.82,35.342,42.395,49.083999999999996,73.101,67.96,109.899,125.941,176.19,219.515,315.199,385.212,452.954,413.42400000000004,509.231,557.967,669.637,732.2080000000001,914.5219999999999,941.515,1213.833,1389.842,1680.8729999999998,1923.148,2170.756,2421.538,2546.374,2794.3559999999998,3197.0370000000003,3467.031,3917.028,4130.195,4514.964,4771.98,5182.935,5433.6230000000005,5507.269,5685.581999999999,6072.659000000001,6235.169,6409.8369999999995,6300.704000000001,6527.64,6320.1669999999995,7017.965,6727.201,6779.948,6261.706,6843.659000000001,6582.831,6687.974,6178.594,7117.376,5436.616,-9999.0,8759.754,6415.456999999999
1971-01-01,27.564,24.535,20.359,19.468,19.354,20.409000000000002,-9999.0,-9999.0,30.995,24.723000000000003,28.68,27.081999999999997,-9999.0,-9999.0,-9999.0,47.13399999999999,70.327,-9999.0,101.273,156.091,191.77599999999998,268.466,347.444,397.524,438.80199999999996,505.647,485.936,668.133,711.143,755.075,950.2860000000001,1165.755,1381.546,1562.765,1853.386,2119.75,2033.4470000000001,2112.66,2579.482,3070.67,3232.19,3783.802,4040.909,4055.1929999999998,4985.177,5372.401,5572.268,5552.8,5873.478,6326.82,6422.901,6737.025,7059.3330000000005,7714.226,6932.596,6758.972,6736.266,6479.43,5173.456,-9999.0,6801.035,5811.354,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1971-02-01,-9999.0,25.976,39.295,47.411,46.167,43.55,45.42,43.456,44.793,44.51,45.317,46.493,45.299,46.301,39.111,39.731,38.885,54.141999999999996,98.117,139.779,179.273,208.62400000000002,272.371,336.551,499.324,455.529,606.064,623.424,659.041,536.1709999999999,733.095,668.7860000000001,889.242,1321.621,1351.016,1701.275,1800.599,2381.532,2598.404,2781.5,3192.091,3334.8520000000003,3497.4809999999998,3959.453,4191.02,4737.258,5022.454000000001,5401.665,5521.111999999999,5999.329000000001,6178.039000000001,6291.62,6542.899,6603.4980000000005,6717.316999999999,6429.005,6442.525,6432.698,6205.289000000001,6317.255999999999,6150.853,5954.331,5719.193,5863.82,5835.221,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1971-03-01,23.174,31.468000000000004,37.335,40.941,45.501000000000005,50.556000000000004,52.998000000000005,53.938,50.05,52.368,53.641000000000005,52.835,50.751000000000005,52.113,55.708,69.123,76.343,90.236,141.02200000000002,167.912,241.554,307.981,355.16900000000004,428.671,526.315,658.324,751.217,763.332,859.967,1030.906,1141.366,1212.403,1479.797,1606.286,1602.006,1791.912,2132.225,2617.005,3076.61,3397.171,3436.6929999999998,3926.228,4219.964,4314.31,4591.609,4781.965,5043.7570000000005,5301.437,5485.056,5665.63,5725.371999999999,5848.007,6093.135,5848.981,6116.205,6036.678000000001,5826.181,5824.5380000000005,5853.515,5798.4,5873.93,6227.483,6145.581999999999,6342.368,6666.941,-9999.0,-9999.0,6971.984,-9999.0,-9999.0,-9999.0
1971-04-01,20.725,29.308000000000003,37.912,42.276,53.631,55.6,55.208999999999996,54.898,55.045,56.801,56.941,55.885,58.6,56.527,60.605,60.33,69.188,85.265,85.541,116.559,202.37400000000002,342.25800000000004,419.751,458.486,528.514,652.75,744.7260000000001,795.625,783.4,772.32,939.056,1073.927,1040.865,1246.453,1359.043,1416.2160000000001,1638.756,1911.105,2363.011,2842.758,3162.7090000000003,3399.704,3692.6459999999997,4019.285,4347.44,4590.255,4733.106,5026.766,5245.54,5415.441,5553.284000000001,5815.097,5797.840999999999,6018.721,6092.508000000001,6199.797,6240.326999999999,6336.328,6260.701999999999,6439.581,6666.72,6911.99,7214.9980000000005,7437.264,7790.104,-9999.0,8140.379,7886.024,-9999.0,8167.257,8660.084
1971-05-01,31.555999999999997,36.215,45.711000000000006,54.67,56.505,54.57899999999999,58.641000000000005,61.2,60.74100000000001,62.038999999999994,65.006,64.583,60.925,63.288000000000004,69.043,71.525,76.134,88.56299999999999,112.697,129.188,204.708,249.861,326.948,423.267,502.44300000000004,547.663,572.164,654.45,747.195,761.9780000000001,881.295,1045.1019999999999,1061.122,1162.1480000000001,1335.391,1440.3120000000001,1653.648,1901.181,2236.928,2518.7729999999997,2680.369,2959.2990000000004,3134.559,3394.465,3606.6440000000002,3934.6540000000005,4126.977,4324.485,4587.843,4686.44,4869.139,5113.777,5217.665,5357.683000000001,5918.598000000001,6161.076999999999,6391.234,6671.031,6763.526999999999,6691.943,7169.349,7086.31,7350.954000000001,7642.64,7906.485,7496.74,8323.122,8393.134,-9999.0,7807.888000000001,8770.421999999999
1971-06-01,18.837,23.648000000000003,36.167,43.333,47.633,50.85,49.843999999999994,53.122,55.963,58.599,62.528,64.578,62.339,65.256,70.795,63.873000000000005,66.109,85.66,102.779,126.075,180.86599999999999,256.23400000000004,316.72900000000004,375.64300000000003,435.281,513.1569999999999,555.0459999999999,561.9630000000001,610.823,687.096,683.85,858.86,1000.959,977.977,1092.378,1211.5339999999999,1425.719,1622.52,1818.9270000000001,2054.345,2397.363,2707.796,3037.7909999999997,3256.743,3429.387,3733.215,4058.048,4313.891,4764.937,4983.9929999999995,5257.916,5541.483,5877.77,6126.149,6094.937,6596.866999999999,6703.275,6865.164000000001,6925.1359999999995,7314.576,7229.554,7565.148,7585.741999999999,7670.632,7687.804,7654.366,7627.109,7711.204000000001,8210.38,8425.835,8767.27
1971-07-01,21.241,42.715,49.353,29.858,33.715,42.38399999999999,48.055,46.398,62.672,73.264,79.64,-9999.0,75.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,291.056,-9999.0,-9999.0,180.53799999999998,-9999.0,-9999.0,571.485,846.553,1064.3010000000002,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1971-08-01,18.645,30.605,30.719,34.84,36.748000000000005,37.741,38.463,45.678000000000004,49.745,48.297,49.043,54.501000000000005,55.998999999999995,54.08,52.766999999999996,54.303999999999995,50.678999999999995,59.24,69.75399999999999,74.74,85.285,113.271,145.885,180.144,187.727,230.118,256.246,239.918,292.539,376.57199999999995,418.01800000000003,452.73699999999997,608.069,758.722,884.633,1019.36,1169.057,1328.4260000000002,1516.082,1765.4979999999998,2155.035,2415.512,2701.402,2912.487,3081.2909999999997,3160.868,3386.127,3847.198,4421.055,4635.167,5357.771,5896.882,5906.0,6232.236,6382.331999999999,6766.965,6698.0019999999995,7098.432,7406.284000000001,7544.6630000000005,7945.307,7976.025,7488.073,8043.269,7939.838000000001,7925.783,7863.52,-9999.0,7855.7390000000005,-9999.0,-9999.0
1971-09-01,28.413,36.158,35.759,40.723,42.108000000000004,43.045,42.086000000000006,45.082,47.29,46.446000000000005,46.486999999999995,46.498999999999995,41.879,44.44,46.263999999999996,43.492,45.815,38.795,40.317,49.632,50.037,72.979,110.17,109.43799999999999,138.888,154.31,166.00900000000001,190.03900000000002,209.916,240.29,340.86,472.189,593.86,757.819,930.765,1142.105,1405.3310000000001,1590.514,1745.279,2052.126,2249.464,2548.328,2773.3059999999996,2938.285,3050.575,3397.475,3842.115,4218.164000000001,4551.968,4764.782,4926.6990000000005,5153.857,5326.544,5532.555,5724.121999999999,6055.3330000000005,6241.85,6470.089,6549.172,6747.359,6627.946,6882.741,6965.303000000001,7037.081999999999,7047.229,7163.036999999999,7637.073,7522.475,7706.897,8678.809000000001,9042.913
