,linear_pre,linear_post,post_const,pre_const,gap_const,enso,qboA,qboB,solar,pre_tropop,temp_sur,AO,NOI,EA,AOD
1985-02,-1.1915371294413986,0.0,0.0,1.0,0.0,-0.5760000000000001,1.1854216802903386,-0.07289804072958295,-1.0528856317107103,,,,,,
1985-03,-1.1838709898218307,0.0,0.0,1.0,0.0,-0.696,1.4447085015710994,-0.38912968166131107,-1.0382730131835076,,,,,,
1985-04,-1.1753834781001662,0.0,0.0,1.0,0.0,-0.46799999999999997,1.4121767212632268,-0.7041818401126021,-0.9700295122811795,,,,,,
1985-05,-1.1671697570792008,0.0,0.0,1.0,0.0,-0.706,1.3518895662424375,-0.8061822212456772,-0.8323327425027457,,,,,,
1985-06,-1.1586822453575363,0.0,0.0,1.0,0.0,-0.166,1.1108687551987246,-0.7125505112465079,-0.9091868077502316,,,,,,
1985-07,-1.1504685243365709,0.0,0.0,1.0,0.0,-0.126,0.758010755775498,-0.9184840826607272,-0.848696078101828,,,,,,
1985-08,-1.1419810126149064,0.0,0.0,1.0,0.0,-0.365,0.6515091268912168,-0.8955247104854678,-1.0224691078613168,,,,,,
1985-09,-1.133493500893242,0.0,0.0,1.0,0.0,-0.535,0.5191123024038148,-1.0267837645863478,-1.0883187133704455,,,,,,
1985-10,-1.1252797798722767,0.0,0.0,1.0,0.0,-0.14800000000000002,0.14919635679525808,-1.143713501737061,-1.0029589769547183,,,,,,
1985-11,-1.1167922681506124,0.0,0.0,1.0,0.0,-0.06,-0.25836164247854304,-1.1144760518845405,-1.0367252560841074,,,,,,
1985-12,-1.1085785471296468,0.0,0.0,1.0,0.0,-0.27899999999999997,-0.48670771432155674,-1.1001076656270588,-1.0406505918602973,,,,,,
1986-01,-1.1000910354079825,0.0,0.0,1.0,0.0,-0.293,-0.4414338342926359,-1.356904240048013,-1.0738667645507427,,,,,,
1986-02,-1.091603523686318,0.0,0.0,1.0,0.0,-0.183,-0.3952193238498614,-1.5030468097519631,-0.8440033571630805,,,,,,
1986-03,-1.08393738406675,0.0,0.0,1.0,0.0,0.027999999999999997,-0.7121364190556534,-1.4327570998491381,-0.9584143411572157,,,,,,
1986-04,-1.0754498723450858,0.0,0.0,1.0,0.0,-0.107,-1.0243128301226159,-1.2835880326116726,-0.9719805253718397,,,,,,
1986-05,-1.0672361513241202,0.0,0.0,1.0,0.0,0.353,-1.2410685075723686,-0.8882672313765726,-1.0012806861240433,,,,,,
1986-06,-1.058748639602456,0.0,0.0,1.0,0.0,0.27899999999999997,-1.419510316169658,-0.3698179825604421,-1.0992299347293208,,,,,,
1986-07,-1.0505349185814903,0.0,0.0,1.0,0.0,0.401,-1.4294843473037724,-0.19107693122123517,-1.0386925858911766,,,,,,
1986-08,-1.042047406859826,0.0,0.0,1.0,0.0,0.765,-1.510960023904276,-0.17855750588426889,-1.0916286758420553,,,,,,
1986-09,-1.0335598951381617,0.0,0.0,1.0,0.0,1.077,-1.505206240711907,-0.16859611010026274,-1.105299753233596,,,,,,
1986-10,-1.025346174117196,0.0,0.0,1.0,0.0,0.96,-1.4695744159376973,-0.09839977024399099,-0.8253398640415989,,,,,,
1986-11,-1.0168586623955318,0.0,0.0,1.0,0.0,0.865,-1.2803411630860657,0.32332746986465255,-0.9747986553916819,,,,,,
1986-12,-1.0086449413745662,0.0,0.0,1.0,0.0,1.202,-1.1746722753566003,0.5201974753284793,-1.0854050140116345,,,,,,
1987-01,-1.0001574296529019,0.0,0.0,1.0,0.0,1.249,-1.2462740995923136,0.477320084376919,-1.0893909547344882,,,,,,
1987-02,-0.9916699179312374,0.0,0.0,1.0,0.0,1.218,-1.1892162079583863,0.5453280294345874,-1.097944743566426,,,,,,
1987-03,-0.9840037783116695,0.0,0.0,1.0,0.0,1.716,-1.101118783592505,0.7577701753079567,-1.0221893927228707,,,,,,
1987-04,-0.9755162665900052,0.0,0.0,1.0,0.0,1.855,-0.9596140124545269,1.2128848716551768,-0.7569355269346646,,,,,,
1987-05,-0.9673025455690398,0.0,0.0,1.0,0.0,2.1069999999999998,-0.11433278624522579,1.7116642098415142,-0.6650630897121224,,,,,,
1987-06,-0.9588150338473754,0.0,0.0,1.0,0.0,1.9580000000000002,0.5596473816808565,1.5062055492432376,-0.8677097146376853,,,,,,
1987-07,-0.9506013128264099,0.0,0.0,1.0,0.0,1.8780000000000001,0.9745927529199839,1.0783563319631742,-0.7249221293395365,,,,,,
1987-08,-0.9421138011047455,0.0,0.0,1.0,0.0,1.973,1.2833517385431623,0.16243366288604438,-0.6121969285458561,,,,,,
1987-09,-0.9336262893830811,0.0,0.0,1.0,0.0,1.851,1.2982769443345425,-0.40725470770656463,-0.7249967200431217,,,,,,
1987-10,-0.9254125683621156,0.0,0.0,1.0,0.0,1.617,1.1828009147367333,-0.6009193316766378,-0.4990521550445073,,,,,,
1987-11,-0.9169250566404512,0.0,0.0,1.0,0.0,1.2570000000000001,1.0731194313727705,-0.5426515582755798,-0.46515068026486883,,,,,,
1987-12,-0.9087113356194857,0.0,0.0,1.0,0.0,1.2930000000000001,0.9543153137099485,-0.38684866063396345,-0.6282106202218812,,,,,,
1988-01,-0.9002238238978213,0.0,0.0,1.0,0.0,1.115,0.8282344517678946,-0.5644906914017994,-0.34422982591472584,,,,,,
1988-02,-0.891736312176157,0.0,0.0,1.0,0.0,0.716,0.3740392591784497,-0.6580950290965785,-0.3903394196850849,,,,,,
1988-03,-0.8837963818558903,0.0,0.0,1.0,0.0,0.495,-0.037417265074822216,-0.775604008446684,-0.14311464137215404,,,,,,
1988-04,-0.8753088701342259,0.0,0.0,1.0,0.0,0.389,-0.37600797612307646,-0.7513507844967235,0.06754815322936866,,,,,,
1988-05,-0.8670951491132604,0.0,0.0,1.0,0.0,0.193,-0.7838647942016402,-0.8273821388049779,-0.05605330453088111,,,,,,
1988-06,-0.858607637391596,0.0,0.0,1.0,0.0,-0.5820000000000001,-0.9604235346498321,-0.6625129943503222,0.5065983583719335,,,,,,
1988-07,-0.8503939163706304,0.0,0.0,1.0,0.0,-1.109,-1.1372844386476817,-0.4743770103106237,0.8066581112207523,,,,,,
1988-08,-0.841906404648966,0.0,0.0,1.0,0.0,-1.295,-1.3069125278962543,-0.6652288349931925,0.8150495653741284,,,,,,
1988-09,-0.8334188929273016,0.0,0.0,1.0,0.0,-1.526,-1.351747191090456,-0.7244716240326523,0.7298809676363395,,,,,,
1988-10,-0.8252051719063361,0.0,0.0,1.0,0.0,-1.328,-1.3458921828749062,-0.6531626551138304,1.0466537000072973,,,,,,
1988-11,-0.8167176601846717,0.0,0.0,1.0,0.0,-1.453,-1.0694816058724554,-0.43684035838843815,0.7009048102528357,,,,,,
1988-12,-0.8085039391637062,0.0,0.0,1.0,0.0,-1.311,-0.9882523474254544,-0.43138579745846173,1.5839864809617894,,,,,,
1989-01,-0.8000164274420418,0.0,0.0,1.0,0.0,-1.103,-1.2173916244704703,-0.5867779902593334,2.3283084643662146,,,,,,
1989-02,-0.7915289157203775,0.0,0.0,1.0,0.0,-1.2409999999999999,-1.2400969121690761,-0.787050860614605,2.0923487654343877,,,,,,
1989-03,-0.7838627761008097,0.0,0.0,1.0,0.0,-1.035,-1.2950866865348456,-0.8846301492262887,1.7902763955656091,,,,,,
1989-04,-0.7753752643791454,0.0,0.0,1.0,0.0,-0.76,-1.4319596838218582,-0.5639551187569259,1.5280621009485136,,,,,,
1989-05,-0.7671615433581798,0.0,0.0,1.0,0.0,-0.39299999999999996,-1.4449942484148657,-0.003050831962967895,1.603356754299164,,,,,,
1989-06,-0.7586740316365155,0.0,0.0,1.0,0.0,-0.242,-1.2000214115039944,0.8419880635387386,2.7480233605637103,,,,,,
1989-07,-0.75046031061555,0.0,0.0,1.0,0.0,-0.43,-1.0556016798938639,1.2636985438085568,1.460562176122554,,,,,,
1989-08,-0.7419727988938856,0.0,0.0,1.0,0.0,-0.494,-0.5027881796647131,1.4219621113535252,2.2131357561111327,,,,,,
1989-09,-0.7334852871722213,0.0,0.0,1.0,0.0,-0.315,-0.44956288039778297,1.539082420227919,2.3406951830803924,,,,,,
1989-10,-0.7252715661512557,0.0,0.0,1.0,0.0,-0.342,-0.014207186408473446,1.6163425027499936,1.884190753298804,,,,,,
1989-11,-0.7167840544295914,0.0,0.0,1.0,0.0,-0.073,0.4347124240631838,1.619311467517517,2.375090821271283,,,,,,
1989-12,-0.7085703334086257,0.0,0.0,1.0,0.0,0.131,1.1472461293837082,1.5406276906437741,1.8623030437154164,,,,,,
1990-01,-0.7000828216869615,0.0,0.0,1.0,0.0,0.243,1.2276386931913332,1.0748149553752298,1.7986678497189847,,,,,,
1990-02,-0.6915953099652971,0.0,0.0,1.0,0.0,0.573,1.3279287537204572,1.0065309087369976,1.162985228121656,,,,,,
1990-03,-0.6839291703457292,0.0,0.0,1.0,0.0,0.951,1.5514643805625468,0.30540043142139817,1.4427303360466308,,,,,,
1990-04,-0.6754416586240648,0.0,0.0,1.0,0.0,0.46,1.4227150640463375,-0.16245422211474642,1.4346302518291356,,,,,,
1990-05,-0.6672279376030994,0.0,0.0,1.0,0.0,0.652,1.0780307866142944,-0.6029696669525595,1.59447579865351,,,,,,
1990-06,-0.658740425881435,0.0,0.0,1.0,0.0,0.511,1.0859586739249472,-0.9568572064466624,1.2119257205175202,,,,,,
1990-07,-0.6505267048604695,0.0,0.0,1.0,0.0,0.147,0.8219373332326906,-0.8527734157664255,1.440702401292899,,,,,,
1990-08,-0.6420391931388051,0.0,0.0,1.0,0.0,0.127,0.8022177177793441,-0.9962318772375799,2.333623051996684,,,,,,
1990-09,-0.6335516814171407,0.0,0.0,1.0,0.0,0.366,0.8938503115383474,-0.9834133962522008,1.2753697758360154,,,,,,
1990-10,-0.6253379603961752,0.0,0.0,1.0,0.0,0.273,0.6904397864756602,-1.038702171938105,1.309655858931014,,,,,,
1990-11,-0.6168504486745108,0.0,0.0,1.0,0.0,0.38299999999999995,0.30864707288961646,-1.2967626376649148,1.3034065565462376,,,,,,
1990-12,-0.6086367276535453,0.0,0.0,1.0,0.0,0.36200000000000004,-0.04289031700421137,-1.2818419557934706,1.693145313740285,,,,,,
1991-01,-0.6001492159318809,0.0,0.0,1.0,0.0,0.319,-0.1573405890329141,-1.1535550936979106,2.203975085327031,,,,,,
1991-02,-0.5916617042102165,0.0,0.0,1.0,0.0,0.32299999999999995,-0.14380079130085757,-1.3305048374819208,2.5311718685240723,,,,,,
1991-03,-0.5839955645906487,0.0,0.0,1.0,0.0,0.39899999999999997,-0.26531555169076837,-1.1175257412788915,2.323623235797245,,,,,,
1991-04,-0.5755080528689843,0.0,0.0,1.0,0.0,0.449,-0.6849795067102906,-1.0377978456829964,1.7262705790107358,,,,,,
1991-05,-0.5672943318480188,0.0,0.0,1.0,0.0,0.741,-0.9888643238481407,-0.5918796431732203,1.6056644041913422,,,,,,
1991-06,-0.5588068201263544,0.0,0.0,1.0,0.0,1.051,-1.2143938300360404,-0.00014362437530199078,2.0136475812905217,,,,,,
1991-07,-0.5505930991053889,0.0,0.0,1.0,0.0,1.044,-1.277789651477494,0.3119431651990087,2.1343260158540125,,,,,,
1991-08,-0.5421055873837245,0.0,0.0,1.0,0.0,1.008,-1.1846991072003359,0.3753291556083157,2.0610406495811966,,,,,,
1991-09,-0.5336180756620601,0.0,0.0,1.0,0.0,0.7390000000000001,-1.1043412631857608,0.3911724174622763,1.3459675458202607,,,,,,
1991-10,-0.5254043546410946,0.0,0.0,1.0,0.0,0.99,-0.9424536422430136,0.518238909261874,1.7241237653231631,,,,,,
1991-11,-0.5169168429194302,0.0,0.0,1.0,0.0,1.172,-0.5300182732177976,1.0123907418284075,1.03835781519289,,,,,,
1991-12,-0.5087031218984647,0.0,0.0,1.0,0.0,1.34,-0.031165184801519006,1.3118653612045603,2.09222888751791,,,,,,
1992-01,-0.5002156101768003,0.0,0.0,1.0,0.0,1.7469999999999999,-0.10024062284420286,1.2411472699028718,1.9555181136024986,,,,,,
1992-02,-0.49172809845513593,0.0,0.0,1.0,0.0,1.886,-0.09980069041733929,1.2632952075091033,2.2983958239143107,,,,,,
1992-03,-0.48378816813486936,0.0,0.0,1.0,0.0,1.985,-0.029860592079909976,1.3163965684220986,1.0667232611907878,,,,,,
1992-04,-0.47530065641320496,0.0,0.0,1.0,0.0,2.247,0.15453853671227924,1.4166691591526168,0.8506270000249546,,,,,,
1992-05,-0.46708693539223944,0.0,0.0,1.0,0.0,2.085,0.5245303537794199,1.4124413411172096,0.16729923351813547,,,,,,
1992-06,-0.45859942367057505,0.0,0.0,1.0,0.0,1.735,0.6884842441567055,1.460826280038573,-8.696724683870473e-05,,,,,,
1992-07,-0.45038570264960953,0.0,0.0,1.0,0.0,1.045,0.8826292368014129,1.1377793175933355,0.3481350705233826,,,,,,
1992-08,-0.44189819092794513,0.0,0.0,1.0,0.0,0.5589999999999999,1.3515599536721898,0.9883834025262599,0.10170603355258162,,,,,,
1992-09,-0.43341067920628074,0.0,0.0,1.0,0.0,0.488,1.44284432723444,0.463936985634825,-0.05247528171826167,,,,,,
1992-10,-0.4251969581853152,0.0,0.0,1.0,0.0,0.624,1.4530406035657584,0.1667219500137141,0.2719826240814971,,,,,,
1992-11,-0.4167094464636508,0.0,0.0,1.0,0.0,0.569,1.5646299728676132,-0.2556075159551969,0.46810634020524966,,,,,,
1992-12,-0.4084957254426853,0.0,0.0,1.0,0.0,0.664,1.4445292100160227,-0.7470544488043559,0.3070169451718408,,,,,,
1993-01,-0.4000082137210209,0.0,0.0,1.0,0.0,0.6920000000000001,1.3071790867975663,-0.7890677291892718,-0.07108799322234703,,,,,,
1993-02,-0.3915207019993566,0.0,0.0,1.0,0.0,0.99,1.4235097582457803,-0.8826356565492726,0.40541923240313726,,,,,,
1993-03,-0.38385456237978877,0.0,0.0,1.0,0.0,0.987,1.2723176068678084,-0.9468795599224724,0.3158979008174973,,,,,,
1993-04,-0.3753670506581244,0.0,0.0,1.0,0.0,1.4080000000000001,0.6998674683303386,-1.0894914872151071,-0.08166821833406027,,,,,,
1993-05,-0.36715332963715885,0.0,0.0,1.0,0.0,1.993,-0.2927533099871385,-1.220658432398248,-0.12080735908109692,,,,,,
1993-06,-0.3586658179154945,0.0,0.0,1.0,0.0,1.6159999999999999,-0.8944283996081198,-1.007704314701039,-0.16628437867341908,,,,,,
1993-07,-0.35045209689452894,0.0,0.0,1.0,0.0,1.204,-1.035665058697758,-0.808045681763621,-0.3948582659734255,,,,,,
1993-08,-0.3419645851728646,0.0,0.0,1.0,0.0,1.026,-1.0778924632357456,-0.7693610420032434,-0.5301005354119978,,,,,,
1993-09,-0.3334770734512002,0.0,0.0,1.0,0.0,0.966,-1.2181622000346326,-0.7348460538170339,-0.7052698099042276,,,,,,
1993-10,-0.32526335243023474,0.0,0.0,1.0,0.0,1.045,-1.2726696896990517,-0.5443986084147031,-0.4499621482472594,,,,,,
1993-11,-0.31677584070857034,0.0,0.0,1.0,0.0,0.8220000000000001,-1.3865959258480955,-0.18398473303400142,-0.577297803105761,,,,,,
1993-12,-0.30856211968760483,0.0,0.0,1.0,0.0,0.595,-1.2695985516873294,0.028423873205988368,-0.4101726698033364,,,,,,
1994-01,-0.30007460796594043,0.0,0.0,1.0,0.0,0.35200000000000004,-1.3800520329176293,0.011408595198932675,-0.19737937823065052,,,,,,
1994-02,-0.29158709624427603,0.0,0.0,1.0,0.0,0.193,-1.3802974382852866,0.04855552842468965,-0.5043567528486051,,,,,,
1994-03,-0.28392095662470823,0.0,0.0,1.0,0.0,0.159,-1.46760060194342,0.20042345399423905,-0.6706573924810403,,,,,,
1994-04,-0.2754334449030439,0.0,0.0,1.0,0.0,0.465,-1.5307804786543338,0.45312657552236424,-0.8836791180834567,,,,,,
1994-05,-0.2672197238820783,0.0,0.0,1.0,0.0,0.58,-1.3015987901395525,1.1200815922920162,-0.8404444815176753,,,,,,
1994-06,-0.258732212160414,0.0,0.0,1.0,0.0,0.8029999999999999,-0.6975249126232158,1.8187217352685123,-0.882089403713289,,,,,,
1994-07,-0.25051849113944846,0.0,0.0,1.0,0.0,0.904,-0.14323926411018711,2.00427506116932,-0.808277240596402,,,,,,
1994-08,-0.2420309794177841,0.0,0.0,1.0,0.0,0.762,0.5139612563907081,1.9313229470947242,-0.9198835808362988,,,,,,
1994-09,-0.23354346769611972,0.0,0.0,1.0,0.0,0.893,0.9606366933900009,1.7420745103324078,-0.8784764165083642,,,,,,
1994-10,-0.22532974667515418,0.0,0.0,1.0,0.0,1.389,1.2530505312733777,1.0146091997403637,-0.7222648355243011,,,,,,
1994-11,-0.2168422349534898,0.0,0.0,1.0,0.0,1.2819999999999998,1.499276068699882,0.2599996483574656,-0.8951684173951203,,,,,,
1994-12,-0.20862851393252427,0.0,0.0,1.0,0.0,1.251,1.5293424426670514,-0.35251896120494314,-0.844570279809752,,,,,,
1995-01,-0.2001410022108599,0.0,0.0,1.0,0.0,1.219,1.4281696351821855,-0.6897157573672082,-0.8762480192387454,,,,,,
1995-02,-0.19165349048919553,0.0,0.0,1.0,0.0,0.9590000000000001,0.9667893914168543,-0.5191473252507903,-0.8008797741671458,,,,,,
1995-03,-0.18398735086962772,0.0,0.0,1.0,0.0,0.845,0.8657378072639679,-0.49029240396116963,-0.7858301007361221,,,,,,
1995-04,-0.17549983914796335,0.0,0.0,1.0,0.0,0.45299999999999996,0.8905998496001426,-0.7494952153374979,-0.9154011457427043,,,,,,
1995-05,-0.1672861181269978,0.0,0.0,1.0,0.0,0.57,0.4786901865986685,-1.3596944797637045,-0.9386244951121714,,,,,,
1995-06,-0.15879860640533344,0.0,0.0,1.0,0.0,0.507,0.05039819367393211,-1.4666595107398483,-0.9177857172979549,,,,,,
1995-07,-0.15058488538436793,0.0,0.0,1.0,0.0,0.23399999999999999,-0.29360738212659304,-1.352864097389857,-0.9561766200496487,,,,,,
1995-08,-0.14209737366270353,0.0,0.0,1.0,0.0,-0.147,-0.48445916865948496,-1.1948077740825944,-0.9708616648180564,,,,,,
1995-09,-0.13360986194103916,0.0,0.0,1.0,0.0,-0.445,-0.5373851914389378,-1.0115977383794568,-1.0336903468319694,,,,,,
1995-10,-0.12539614092007365,0.0,0.0,1.0,0.0,-0.48100000000000004,-0.6849526128412937,-0.7549886872636989,-0.9317714742202474,,,,,,
1995-11,-0.11690862919840928,0.0,0.0,1.0,0.0,-0.474,-0.7784049387414993,-0.410176217486863,-1.0365084768518111,,,,,,
1995-12,-0.10869490817744376,0.0,0.0,1.0,0.0,-0.537,-0.7799090646571912,-0.14892422787581988,-1.0872231624115323,,,,,,
1996-01,-0.10020739645577939,0.0,0.0,1.0,0.0,-0.597,-1.0618116290261004,-0.1960689593661638,-1.0471539688291633,,,,,,
1996-02,-0.091719884734115,0.0,0.0,1.0,0.0,-0.5660000000000001,-1.178635479400729,-0.20374942204528523,-1.0977124801032523,,,,,,
1996-03,-0.08377995441384833,0.0,0.0,1.0,0.0,-0.23600000000000002,-1.2933345485896173,-0.03288792230775478,-1.09379646816501,,,,,,
1996-04,-0.07529244269218396,0.0,0.0,1.0,0.0,-0.391,-1.407553446431653,0.23945302582082192,-1.0963395449653806,,,,,,
1996-05,-0.06707872167121844,0.0,0.0,1.0,0.0,-0.040999999999999995,-1.4506008350954829,0.7556888980335829,-1.0569439986747684,,,,,,
1996-06,-0.058591209949554066,0.0,0.0,1.0,0.0,0.087,-1.0247555327033755,1.5648662268556994,-1.0546456726205387,,,,,,
1996-07,-0.050377488928588544,0.0,0.0,1.0,0.0,-0.17300000000000001,-0.917843159845322,1.66898017118583,-1.016665018738565,,,,,,
1996-08,-0.04188997720692417,0.0,0.0,1.0,0.0,-0.374,-0.6306209291982661,1.8905192259245862,-1.0017701876163239,,,,,,
1996-09,-0.03340246548525979,0.0,0.0,1.0,0.0,-0.457,-0.020495833291169392,1.972366443951045,-1.0911368433902877,,,,,,
1996-10,-0.025188744464294272,0.0,0.0,1.0,0.0,-0.359,0.5751704435227997,1.904554556280513,-1.1211386229480933,,,,,,
1996-11,-0.016701232742629895,0.0,0.0,1.0,0.0,-0.149,1.0332767401173504,1.7842220686136705,-0.9427875887560402,,,,,,
1996-12,-0.008487511721664374,0.0,0.0,1.0,0.0,-0.325,1.4035827356934139,1.1138904107757717,-0.9777146857099792,,,,,,
1997-01,-0.0,0.0,0.0,1.0,0.0,-0.48,1.3771435334614748,0.8206010931683164,-1.0581327880131632,,,,,,
1997-02,-0.0,0.0,0.0,0.0,1.0,-0.605,1.4173620154650104,0.4137444529597933,-1.050485575924581,,,,,,
1997-03,-0.0,0.0,0.0,0.0,1.0,-0.248,1.5225095480937971,0.2210221663514487,-1.0336577133991507,,,,,,
1997-04,-0.0,0.0,0.0,0.0,1.0,0.527,1.494794405279123,-0.42794085128180753,-0.984409201356784,,,,,,
1997-05,-0.0,0.0,0.0,0.0,1.0,1.1320000000000001,1.366722118768771,-0.628377095629764,-0.9574353381726551,,,,,,
1997-06,-0.0,0.0,0.0,0.0,1.0,2.275,1.2575252635928564,-0.8968016975955777,-1.0067374622832246,,,,,,
1997-07,-0.0,0.0,0.0,0.0,1.0,2.825,0.8279516739884463,-1.0189524041487363,-1.0190425974153554,,,,,,
1997-08,-0.0,0.0,0.0,0.0,1.0,3.002,0.6699985751350839,-1.0688554108217925,-0.8551994550706941,,,,,,
1997-09,-0.0,0.0,0.0,0.0,1.0,2.99,0.5349935923839773,-1.100029096970946,-0.5038096433575733,,,,,,
1997-10,-0.0,0.0,0.0,0.0,1.0,2.3609999999999998,0.10717273957625814,-1.1215517560878014,-0.7824035902901598,,,,,,
1997-11,-0.0,0.0,0.0,0.0,1.0,2.516,-0.32262120511351866,-0.9430221409776823,-0.5003411756408453,,,,,,
1997-12,-0.0,0.0,0.0,0.0,1.0,2.344,-0.531452883186974,-0.6005907897420778,-0.5367437699500864,,,,,,
1998-01,-0.0,0.0,0.0,0.0,1.0,2.455,-0.6279325753576818,-0.578948211853764,-0.651496905497499,,,,,,
1998-02,-0.0,0.0,0.0,0.0,1.0,2.7769999999999997,-0.8286564116175037,-0.5925774992082234,-0.6355081883874062,,,,,,
1998-03,-0.0,0.0,0.0,0.0,1.0,2.7510000000000003,-1.0508577538128365,-0.404154872342516,-0.268846596103567,,,,,,
1998-04,-0.0,0.0,0.0,0.0,1.0,2.658,-1.3093185499511593,0.04554091580930505,-0.24822692848113317,,,,,,
1998-05,-0.0,0.0,0.0,0.0,1.0,2.206,-1.2706255173954917,0.79561616861467,-0.24723860165862477,,,,,,
1998-06,-0.0,0.0,0.0,0.0,1.0,1.3359999999999999,-0.8966934952220544,1.4807121701482562,-0.1868061459973969,,,,,,
1998-07,-0.0,0.0,0.0,0.0,1.0,0.392,-0.5421547653417351,1.7473015399941203,-0.05906024226917442,,,,,,
1998-08,-0.0,0.0,0.0,0.0,1.0,-0.336,0.15178239016591616,1.9428726739668698,0.4107912615352542,,,,,,
1998-09,-0.0,0.0,0.0,0.0,1.0,-0.636,0.6364040871056394,1.812991031576626,0.4201034446860131,,,,,,
1998-10,-0.0,0.0,0.0,0.0,1.0,-0.8079999999999999,0.8922666054240731,1.7510412509946858,-0.08416467594468942,,,,,,
1998-11,-0.0,0.0,0.0,0.0,1.0,-1.071,1.456094861336653,1.3569673602567722,0.36135627273392185,,,,,,
1998-12,-0.0,0.0,0.0,0.0,1.0,-0.9079999999999999,1.6146079358537184,0.7466230944959614,0.5424671629586411,,,,,,
1999-01,-0.0,0.0,0.0,0.0,1.0,-1.0390000000000001,1.3129276832698993,0.2593814907838114,0.3826099613368345,,,,,,
1999-02,-0.0,0.0,0.0,0.0,1.0,-1.123,1.5269924754885174,-0.18764221689808522,0.3936512169356657,,,,,,
1999-03,-0.0,0.0,0.0,0.0,1.0,-0.95,0.9891942602321975,-0.4704419828624669,0.09758023526050498,,,,,,
1999-04,-0.0,0.0,0.0,0.0,1.0,-0.88,1.239594073851843,-0.6980098544921556,-0.052692060950555786,,,,,,
1999-05,-0.0,0.0,0.0,0.0,1.0,-0.596,0.8961241420473716,-0.792461870841292,0.6827443048892383,,,,,,
1999-06,-0.0,0.0,0.0,0.0,1.0,-0.33899999999999997,0.5074835367054253,-1.2359163571915381,1.1863457711066463,,,,,,
1999-07,-0.0,0.0,0.0,0.0,1.0,-0.478,0.2994619425202481,-1.0533032928671968,1.0953241340968771,,,,,,
1999-08,-0.0,0.0,0.0,0.0,1.0,-0.7390000000000001,0.26675178133456573,-1.1246778845042735,1.1826651860765953,,,,,,
1999-09,-0.0,0.0,0.0,0.0,1.0,-0.9670000000000001,0.1995139751208148,-1.1132512970910622,0.36323502608048397,,,,,,
1999-10,-0.0,0.0,0.0,0.0,1.0,-0.97,-0.20624079998855963,-1.189269734415884,0.9381941550749177,,,,,,
1999-11,-0.0,0.0,0.0,0.0,1.0,-1.041,-0.45659935575657595,-1.002429358098841,1.4508886942513017,,,,,,
1999-12,-0.0,0.0,0.0,0.0,1.0,-1.1420000000000001,-0.6560439004332795,-1.0149775782147954,0.9552567785201136,,,,,,
2000-01,-0.0,0.0,1.0,0.0,0.0,-1.122,-0.8468332027716206,-1.086879617416203,0.7073592370724735,,,,,,
2000-02,-0.0,0.008487511721664374,1.0,0.0,0.0,-1.189,-0.8745637666894434,-1.1614612013944692,1.055279053888512,,,,,,
2000-03,-0.0,0.016427442041931046,1.0,0.0,0.0,-1.09,-0.9420247057197727,-1.2476983868799885,1.857408028792615,,,,,,
2000-04,-0.0,0.02491495376359542,1.0,0.0,0.0,-0.397,-1.173280231910703,-1.0897053063875126,1.410206458323839,,,,,,
2000-05,-0.0,0.03312867478456094,1.0,0.0,0.0,0.251,-1.415597711724592,-0.8170529181088124,1.4803520221675983,,,,,,
2000-06,-0.0,0.04161618650622532,1.0,0.0,0.0,0.001,-1.5947903354375261,-0.3473202569376672,1.410712276532528,,,,,,
2000-07,-0.0,0.04982990752719084,1.0,0.0,0.0,-0.159,-1.4602184446332804,0.098722738160916,1.9713220189246887,,,,,,
2000-08,-0.0,0.058317419248855216,1.0,0.0,0.0,-0.145,-1.4972799531703536,0.12938041578095003,1.012948025824572,,,,,,
2000-09,-0.0,0.06680493097051958,1.0,0.0,0.0,-0.23800000000000002,-1.580867041953927,0.049527034646902,1.3744378849950754,,,,,,
2000-10,-0.0,0.07501865199148511,1.0,0.0,0.0,-0.391,-1.4915463139885266,0.2779023886485202,1.0006405597329544,,,,,,
2000-11,-0.0,0.08350616371314948,1.0,0.0,0.0,-0.713,-1.1436636477709294,0.6230713082533346,1.1799146538818783,,,,,,
2000-12,-0.0,0.091719884734115,1.0,0.0,0.0,-0.55,-0.9260258564764459,0.7848190310064455,1.0347658066233487,,,,,,
2001-01,-0.0,0.10020739645577939,1.0,0.0,0.0,-0.496,-0.9174918864795152,0.7391433981428873,0.8858874241855413,,,,,,
2001-02,-0.0,0.10869490817744376,1.0,0.0,0.0,-0.649,-1.0786903429891874,0.5654663661249292,0.4913567137774404,,,,,,
2001-03,-0.0,0.11636104779701158,1.0,0.0,0.0,-0.5479999999999999,-1.000994390476062,0.6203452483133478,1.207070331905997,,,,,,
2001-04,-0.0,0.12484855951867595,1.0,0.0,0.0,-0.05,-0.853286198501873,0.9362578516760817,1.2763091525092947,,,,,,
2001-05,-0.0,0.13306228053964148,1.0,0.0,0.0,0.282,-0.3759861530439785,1.405002881490726,0.6665907556439906,,,,,,
2001-06,-0.0,0.14154979226130585,1.0,0.0,0.0,0.052000000000000005,-0.16525771982028215,1.4735539186867073,1.2742136199304377,,,,,,
2001-07,-0.0,0.1497635132822714,1.0,0.0,0.0,0.297,0.3287243560587744,1.5150869474594832,0.3284151532629491,,,,,,
2001-08,-0.0,0.15825102500393573,1.0,0.0,0.0,0.332,0.5054990959538291,1.588063630035285,1.011199806209285,,,,,,
