,linear_pre,linear_post,post_const,pre_const,gap_const,enso,qboA,qboB,solar,pre_tropop,temp_sur,AO,NOI,EA,AOD
2001-09,-0.0,0.1667385367256001,1.0,0.0,0.0,-0.174,0.6876913190551255,1.55095467995586,2.5098552440150104,,,,,,
2001-10,-0.0,0.17495225774656564,1.0,0.0,0.0,-0.276,1.0127673796221108,1.2310504321778657,1.8673379162074424,,,,,,
2001-11,-0.0,0.18343976946823,1.0,0.0,0.0,-0.151,1.302609578579475,0.8981056341763849,1.9002720427999564,,,,,,
2001-12,-0.0,0.19165349048919553,1.0,0.0,0.0,0.033,1.6253852637579729,0.3788319231985435,2.3366299897349787,,,,,,
2002-01,-0.0,0.2001410022108599,1.0,0.0,0.0,0.017,1.5390091329191236,0.035273071669422076,2.1594304495295282,,,,,,
2002-02,-0.0,0.20862851393252427,1.0,0.0,0.0,-0.16,1.5341482858947466,-0.3174212174267085,1.7264563897812728,,,,,,
2002-03,-0.0,0.21629465355209213,1.0,0.0,0.0,-0.11800000000000001,1.6121982839988034,-0.6389452601115393,1.2569994841185825,,,,,,
2002-04,-0.0,0.2247821652737565,1.0,0.0,0.0,0.401,1.141723384235387,-0.8291405506032703,1.531024750456553,,,,,,
2002-05,-0.0,0.23299588629472198,1.0,0.0,0.0,0.8859999999999999,0.7628506322872595,-1.0956355415378334,1.343011889190683,,,,,,
2002-06,-0.0,0.24148339801638635,1.0,0.0,0.0,0.932,0.2121891590686958,-1.078955855159319,0.7141283434228632,,,,,,
2002-07,-0.0,0.2496971190373519,1.0,0.0,0.0,0.7120000000000001,0.22830397643518835,-1.0975058944787734,1.2729432470099973,,,,,,
2002-08,-0.0,0.25818463075901626,1.0,0.0,0.0,1.002,0.19373708655178537,-1.0764134449668297,1.4673452682298667,,,,,,
2002-09,-0.0,0.26667214248068066,1.0,0.0,0.0,0.8809999999999999,0.24486218489650435,-0.990768634021192,1.2429974104798809,,,,,,
2002-10,-0.0,0.2748858635016462,1.0,0.0,0.0,0.9790000000000001,-0.13514097954612161,-0.991541227856128,0.9855359422568778,,,,,,
2002-11,-0.0,0.2833733752233105,1.0,0.0,0.0,1.0759999999999998,-0.5131218865923567,-0.6347779169097222,0.9681213439291372,,,,,,
2002-12,-0.0,0.29158709624427603,1.0,0.0,0.0,1.156,-0.5862340463257445,-0.5478598930568167,0.6902266848426649,,,,,,
2003-01,-0.0,0.30007460796594043,1.0,0.0,0.0,1.214,-0.682690038826695,-0.5030861300975883,0.4109311191044764,,,,,,
2003-02,-0.0,0.30856211968760483,1.0,0.0,0.0,0.9440000000000001,-0.8867439065953704,-0.6021832681077609,0.0217974123944247,,,,,,
2003-03,-0.0,0.31622825930717263,1.0,0.0,0.0,0.83,-1.1246566992398568,-0.49038670225932623,0.22520026717642755,,,,,,
2003-04,-0.0,0.324715771028837,1.0,0.0,0.0,0.413,-1.299688806309941,-0.2132376263801775,0.1455886768557632,,,,,,
2003-05,-0.0,0.33292949204980254,1.0,0.0,0.0,0.214,-1.2728409025264475,0.35488168369123907,-0.03668303119350497,,,,,,
2003-06,-0.0,0.3414170037714669,1.0,0.0,0.0,0.107,-0.9004697275824186,1.0112771139096761,0.28179829448145993,,,,,,
2003-07,-0.0,0.34963072479243246,1.0,0.0,0.0,0.177,-0.33173429161182816,1.4864347236203197,0.24778726460593029,,,,,,
2003-08,-0.0,0.3581182365140968,1.0,0.0,0.0,0.309,0.0791880227580495,1.5866754888282046,0.10247525018330796,,,,,,
2003-09,-0.0,0.36660574823576114,1.0,0.0,0.0,0.46,0.36665966258368654,1.4934340859512725,-0.15233824806240612,,,,,,
2003-10,-0.0,0.3748194692567267,1.0,0.0,0.0,0.49700000000000005,0.5378800493230232,1.5070927858343675,0.6424653249530352,,,,,,
2003-11,-0.0,0.38330698097839105,1.0,0.0,0.0,0.563,0.8626203941334328,1.5640149666886527,0.37414624743936,,,,,,
2003-12,-0.0,0.3915207019993566,1.0,0.0,0.0,0.36200000000000004,1.4015612994906161,1.3029796343005655,-0.19535144347691868,,,,,,
2004-01,-0.0,0.4000082137210209,1.0,0.0,0.0,0.332,1.5217925150795946,0.8998027852064633,-0.21681958035263715,,,,,,
2004-02,-0.0,0.4084957254426853,1.0,0.0,0.0,0.37,1.2817913129406513,0.33298527884181517,-0.3475068334418627,,,,,,
2004-03,-0.0,0.416435655762952,1.0,0.0,0.0,-0.036000000000000004,1.4216956832953085,0.07000707215531894,-0.20493168696868888,,,,,,
2004-04,-0.0,0.4249231674846164,1.0,0.0,0.0,0.358,1.2374739651585798,-0.5957746244984753,-0.40076724827309407,,,,,,
2004-05,-0.0,0.4331368885055819,1.0,0.0,0.0,0.5579999999999999,1.0807849020835705,-0.7421372082153493,-0.39807499006555297,,,,,,
2004-06,-0.0,0.4416244002272463,1.0,0.0,0.0,0.315,0.8639104124831108,-0.7772337680469927,-0.43234475644414416,,,,,,
2004-07,-0.0,0.4498381212482118,1.0,0.0,0.0,0.5710000000000001,0.7356298644205392,-0.7427432516131085,0.0420567802790036,,,,,,
2004-08,-0.0,0.4583256329698762,1.0,0.0,0.0,0.617,0.5374575603318833,-0.742396586620678,-0.16737992963233256,,,,,,
2004-09,-0.0,0.46681314469154056,1.0,0.0,0.0,0.5579999999999999,0.15361644191568927,-0.7191488677323254,-0.3537984146090608,,,,,,
2004-10,-0.0,0.47502686571250613,1.0,0.0,0.0,0.49200000000000005,-0.1621244255351909,-0.8246967957744602,-0.3333908642999486,,,,,,
2004-11,-0.0,0.4835143774341704,1.0,0.0,0.0,0.794,-0.4495062308336708,-0.6600871002731802,-0.19988515967922788,,,,,,
2004-12,-0.0,0.49172809845513593,1.0,0.0,0.0,0.684,-0.6865073915259675,-0.6240702430951902,-0.6147143647918692,,,,,,
2005-01,-0.0,0.5002156101768003,1.0,0.0,0.0,0.325,-0.9278833607053317,-0.6095082103902163,-0.46513669450794687,,,,,,
2005-02,-0.0,0.5087031218984647,1.0,0.0,0.0,0.816,-1.0613376827148884,-0.878572742855482,-0.5543708185853619,,,,,,
2005-03,-0.0,0.5163692615180325,1.0,0.0,0.0,1.057,-1.2322325017314641,-1.0348609703152627,-0.6813564965265944,,,,,,
2005-04,-0.0,0.5248567732396969,1.0,0.0,0.0,0.626,-1.385420977479274,-0.3382114146252364,-0.7330175516380573,,,,,,
2005-05,-0.0,0.5330704942606624,1.0,0.0,0.0,0.885,-1.5055822435353718,0.1253826125238482,-0.4052776548805331,,,,,,
2005-06,-0.0,0.5415580059823268,1.0,0.0,0.0,0.589,-1.4931126773440624,0.5775300869019657,-0.5160215401102223,,,,,,
2005-07,-0.0,0.5497717270032924,1.0,0.0,0.0,0.519,-1.293943526347764,1.04570914086999,-0.4512907951548772,,,,,,
2005-08,-0.0,0.5582592387249566,1.0,0.0,0.0,0.34299999999999997,-1.2256878187596858,1.2185461226929928,-0.599399960961958,,,,,,
2005-09,-0.0,0.566746750446621,1.0,0.0,0.0,0.29600000000000004,-0.9022855970551581,1.5480913044574225,-0.6151619090133819,,,,,,
2005-10,-0.0,0.5749604714675866,1.0,0.0,0.0,-0.179,-0.25836089874836493,1.7916210097550391,-0.9606520622647826,,,,,,
2005-11,-0.0,0.583447983189251,1.0,0.0,0.0,-0.385,0.42931517071733805,1.7647432610326892,-0.7822264373691449,,,,,,
2005-12,-0.0,0.5916617042102165,1.0,0.0,0.0,-0.55,0.8906952480279313,1.6983432020290479,-0.7050623545098808,,,,,,
2006-01,-0.0,0.6001492159318809,1.0,0.0,0.0,-0.428,0.9338993688346339,1.5177683761622303,-0.8601643987781081,,,,,,
2006-02,-0.0,0.6086367276535453,1.0,0.0,0.0,-0.414,1.1523684755557329,0.9476035299789721,-0.9917229197416121,,,,,,
2006-03,-0.0,0.6163028672731131,1.0,0.0,0.0,-0.521,1.3305847541309292,0.5184617274414716,-0.9912808699246042,,,,,,
2006-04,-0.0,0.6247903789947775,1.0,0.0,0.0,-0.5710000000000001,1.0083041694130712,0.0324537055333654,-0.6676947429730008,,,,,,
2006-05,-0.0,0.6330041000157429,1.0,0.0,0.0,0.045,1.1495515937997856,-0.4218716881198913,-0.8185567719342872,,,,,,
2006-06,-0.0,0.6414916117374073,1.0,0.0,0.0,0.526,1.0714763632122049,-0.8343087149295582,-0.8991427033205383,,,,,,
2006-07,-0.0,0.6497053327583728,1.0,0.0,0.0,0.716,0.8728635330553276,-0.94681762135554,-0.9136599190058786,,,,,,
2006-08,-0.0,0.6581928444800372,1.0,0.0,0.0,0.748,0.6143041300200138,-0.7328460667821466,-0.8463184994250385,,,,,,
2006-09,-0.0,0.6666803562017016,1.0,0.0,0.0,0.8,0.6139471719087668,-0.9836806689837351,-0.9060796387539951,,,,,,
2006-10,-0.0,0.6748940772226671,1.0,0.0,0.0,0.9390000000000001,0.255979686522515,-0.9582134794015584,-1.0108609296158135,,,,,,
2006-11,-0.0,0.6833815889443315,1.0,0.0,0.0,1.272,-0.321991811218587,-0.9641077598845664,-0.7804199437666818,,,,,,
2006-12,-0.0,0.6915953099652971,1.0,0.0,0.0,0.965,-0.5791600434332262,-0.9363081105666275,-0.83589911051793,,,,,,
2007-01,-0.0,0.7000828216869615,1.0,0.0,0.0,0.985,-0.7384593417624881,-0.8289458080188494,-0.8591154670089362,,,,,,
2007-02,-0.0,0.7085703334086257,1.0,0.0,0.0,0.537,-0.9087414401022232,-1.0105065612043969,-0.9676449407259289,,,,,,
2007-03,-0.0,0.7162364730281936,1.0,0.0,0.0,0.125,-1.0343945371065082,-0.9257856436218473,-1.0608600106130106,,,,,,
2007-04,-0.0,0.7247239847498579,1.0,0.0,0.0,0.026000000000000002,-1.2698122431153056,-0.5763032836769937,-1.0305831778357337,,,,,,
2007-05,-0.0,0.7329377057708235,1.0,0.0,0.0,0.348,-1.4190948407156292,0.045934048490400996,-0.9624702106646805,,,,,,
2007-06,-0.0,0.7414252174924878,1.0,0.0,0.0,-0.155,-1.2096289475822264,0.8783653312444961,-0.9638151742887078,,,,,,
2007-07,-0.0,0.7496389385134534,1.0,0.0,0.0,-0.248,-0.9248342758273945,1.3814790553829708,-1.0071547040314062,,,,,,
2007-08,-0.0,0.7581264502351177,1.0,0.0,0.0,-0.442,-0.6730311788005048,1.6315105814082882,-1.074426194827635,,,,,,
2007-09,-0.0,0.7666139619567821,1.0,0.0,0.0,-1.197,-0.3157309464251564,1.7939959538982764,-1.1421522227238374,,,,,,
2007-10,-0.0,0.7748276829777476,1.0,0.0,0.0,-1.217,-0.07080481032632424,1.8068126830952673,-1.1558932288999906,,,,,,
2007-11,-0.0,0.783315194699412,1.0,0.0,0.0,-1.155,0.6961557871003827,1.7164189014310018,-1.1353598067785775,,,,,,
2007-12,-0.0,0.7915289157203775,1.0,0.0,0.0,-1.178,1.1374471251417004,1.6016037954304212,-0.9612114925416742,,,,,,
2008-01,-0.0,0.8000164274420418,1.0,0.0,0.0,-1.006,1.172080983807803,1.2513319319729703,-1.0512098383366286,,,,,,
2008-02,-0.0,0.8085039391637062,1.0,0.0,0.0,-1.371,1.318255666151207,0.8560350172415179,-1.1056094378511612,,,,,,
2008-03,-0.0,0.816443869483973,1.0,0.0,0.0,-1.5519999999999998,1.4904572741554467,0.3590272763338724,-1.0460351082753805,,,,,,
2008-04,-0.0,0.8249313812056374,1.0,0.0,0.0,-0.858,1.329334291552435,-0.08485986668891736,-1.0786359076612446,,,,,,
2008-05,-0.0,0.8331451022266029,1.0,0.0,0.0,-0.345,1.0637479955198472,-0.532097146850672,-1.0953349014264626,,,,,,
2008-06,-0.0,0.8416326139482673,1.0,0.0,0.0,0.142,1.1000567164009456,-0.8477181100223634,-1.1365882224282524,,,,,,
2008-07,-0.0,0.8498463349692328,1.0,0.0,0.0,0.08800000000000001,0.8108396313251307,-1.0274848130449628,-1.1406487538546914,,,,,,
2008-08,-0.0,0.8583338466908972,1.0,0.0,0.0,-0.26899999999999996,0.5049444635828215,-1.084808504255577,-1.1372921721933407,,,,,,
2008-09,-0.0,0.8668213584125615,1.0,0.0,0.0,-0.58,0.425045314615394,-1.1390424404625832,-1.1402734693772762,,,,,,
2008-10,-0.0,0.8750350794335271,1.0,0.0,0.0,-0.6990000000000001,-0.011001491716471261,-1.1909689769903113,-1.1405788250700797,,,,,,
2008-11,-0.0,0.8835225911551914,1.0,0.0,0.0,-0.588,-0.3192178817419521,-1.0422081375469205,-1.1568209507758358,,,,,,
2008-12,-0.0,0.891736312176157,1.0,0.0,0.0,-0.6459999999999999,-0.4366734255381787,-1.1737306329337864,-1.1580493664255107,,,,,,
2009-01,-0.0,0.9002238238978213,1.0,0.0,0.0,-0.7140000000000001,-0.4707127923404563,-1.35734244471182,-1.1454738399928825,,,,,,
2009-02,-0.0,0.9087113356194857,1.0,0.0,0.0,-0.69,-0.44651059260787423,-1.6882900974442634,-1.1309261553371048,,,,,,
2009-03,-0.0,0.9163774752390536,1.0,0.0,0.0,-0.705,-0.5183977436763649,-1.3115944975549187,-1.1247049909632774,,,,,,
2009-04,-0.0,0.924864986960718,1.0,0.0,0.0,-0.106,-0.8803924707989695,-1.2761580042287515,-1.0877406354176573,,,,,,
2009-05,-0.0,0.9330787079816835,1.0,0.0,0.0,0.326,-1.1368834057594277,-1.1163257455949356,-1.0475735415368321,,,,,,
2009-06,-0.0,0.9415662197033479,1.0,0.0,0.0,0.7509999999999999,-1.3157576893168481,-0.4815258658200509,-1.0766126348264862,,,,,,
2009-07,-0.0,0.9497799407243133,1.0,0.0,0.0,1.06,-1.2843633178660818,0.03256122691662253,-1.083936509534793,,,,,,
2009-08,-0.0,0.9582674524459776,1.0,0.0,0.0,1.05,-1.1675828531169663,0.16501412618102632,-1.1144953884100037,,,,,,
2009-09,-0.0,0.966754964167642,1.0,0.0,0.0,0.7070000000000001,-1.355923416761582,-0.08249483723532633,-1.067507907070074,,,,,,
2009-10,-0.0,0.9749686851886075,1.0,0.0,0.0,0.883,-1.3311865004927568,-0.013568797443345614,-1.053587417013418,,,,,,
2009-11,-0.0,0.9834561969102719,1.0,0.0,0.0,1.107,-1.1156706113467914,0.46413758501873803,-1.0496597502777405,,,,,,
2009-12,-0.0,0.9916699179312374,1.0,0.0,0.0,1.0590000000000002,-1.220206004699164,0.3909384916592449,-0.9989730362318646,,,,,,
2010-01,-0.0,1.0001574296529019,1.0,0.0,0.0,1.0659999999999998,-1.2639218232107443,0.47610085221263815,-0.9094641919291903,,,,,,
2010-02,-0.0,1.0086449413745662,1.0,0.0,0.0,1.526,-1.341960240152762,0.34912576413845875,-0.8191511666034844,,,,,,
2010-03,-0.0,1.016311080994134,1.0,0.0,0.0,1.462,-1.257774012992259,0.6630254375537907,-0.8214238521033571,,,,,,
2010-04,-0.0,1.0247985927157983,1.0,0.0,0.0,0.978,-1.1791014068976438,1.0905719146114985,-0.9534097711385214,,,,,,
2010-05,-0.0,1.033012313736764,1.0,0.0,0.0,0.6579999999999999,-0.5719899279927761,1.6572711817002643,-0.9762461812331391,,,,,,
2010-06,-0.0,1.0414998254584282,1.0,0.0,0.0,-0.228,0.4586149165701054,1.7602704763529047,-0.9898286821641719,,,,,,
2010-07,-0.0,1.0497135464793939,1.0,0.0,0.0,-1.103,1.168620773783202,1.2211926668419935,-0.8239412883493696,,,,,,
2010-08,-0.0,1.0582010582010581,1.0,0.0,0.0,-1.671,1.319640803630478,0.0702963801734292,-0.8439409207482484,,,,,,
2010-09,-0.0,1.0666885699227227,1.0,0.0,0.0,-1.879,1.2724971989015186,-0.580400402916272,-0.8346870115846647,,,,,,
2010-10,-0.0,1.074902290943688,1.0,0.0,0.0,-1.892,1.1373967294975018,-0.562389231886526,-0.8515631582708979,,,,,,
2010-11,-0.0,1.0833898026653526,1.0,0.0,0.0,-1.4769999999999999,1.105928504263434,-0.6188059772641064,-0.861495376645213,,,,,,
2010-12,-0.0,1.091603523686318,1.0,0.0,0.0,-1.558,0.6315749473037224,-0.5846324682338712,-0.84163327085607,,,,,,
2011-01,-0.0,1.1000910354079825,1.0,0.0,0.0,-1.719,0.31030579239113776,-0.7922516620448506,-0.860339220739637,,,,,,
2011-02,-0.0,1.1085785471296468,1.0,0.0,0.0,-1.544,0.3715853498020454,-0.877512894358495,-0.6101914709014632,,,,,,
2011-03,-0.0,1.1162446867492144,1.0,0.0,0.0,-1.554,0.11454871396372973,-1.1004430854091705,-0.12402408317322473,,,,,,
2011-04,-0.0,1.124732198470879,1.0,0.0,0.0,-1.3869999999999998,-0.2514338900295611,-1.121324249141716,-0.15371118320027816,,,,,,
2011-05,-0.0,1.1329459194918443,1.0,0.0,0.0,-0.19899999999999998,-0.6666449895424773,-1.1503984531844051,-0.4874439767990037,,,,,,
2011-06,-0.0,1.1414334312135088,1.0,0.0,0.0,-0.003,-0.9686803008733024,-1.0621058114540174,-0.46782429079651444,,,,,,
2011-07,-0.0,1.1496471522344742,1.0,0.0,0.0,-0.193,-1.0574453653931275,-0.7727773981193368,-0.5032478821211953,,,,,,
2011-08,-0.0,1.1581346639561387,1.0,0.0,0.0,-0.517,-1.181271873846405,-0.9228789019614724,-0.34912484083752787,,,,,,
2011-09,-0.0,1.166622175677803,1.0,0.0,0.0,-0.778,-1.2875024408446258,-0.847384749677131,0.33519824537026116,,,,,,
2011-10,-0.0,1.1748358966987686,1.0,0.0,0.0,-0.9390000000000001,-1.2557524678408298,-0.6757797856253938,0.3456176342773697,,,,,,
2011-11,-0.0,1.183323408420433,1.0,0.0,0.0,-0.938,-1.1921778140189314,-0.15171372863480628,0.6382556121194252,,,,,,
2011-12,-0.0,1.1915371294413986,1.0,0.0,0.0,-0.945,-0.9838331267036005,0.4272901739068919,0.35680623981520365,,,,,,
2012-01,-0.0,1.2000246411630628,1.0,0.0,0.0,-0.98,-1.298676949219393,0.14724859902759568,0.18431989969256515,,,,,,
2012-02,-0.0,1.2085121528847274,1.0,0.0,0.0,-0.675,-1.2570276523957935,0.06674998799426965,-0.35012313452129157,,,,,,
2012-03,-0.0,1.2164520832049939,1.0,0.0,0.0,-0.382,-1.3282067008864762,-0.015195217321997167,-0.14262513987987424,,,,,,
2012-04,-0.0,1.2249395949266584,1.0,0.0,0.0,0.11,-1.2324967340859467,0.24554010453437095,-0.1397650525892652,,,,,,
2012-05,-0.0,1.2331533159476238,1.0,0.0,0.0,0.757,-0.9032679042111506,1.0439033770030715,0.08289519049209852,,,,,,
2012-06,-0.0,1.2416408276692883,1.0,0.0,0.0,0.8420000000000001,-0.37526116283852906,1.4356251923042673,0.09291132340794707,,,,,,
2012-07,-0.0,1.2498545486902537,1.0,0.0,0.0,1.126,0.012580726112742196,1.5221452057089335,0.43652505427227306,,,,,,
2012-08,-0.0,1.2583420604119182,1.0,0.0,0.0,0.607,0.3256371530407803,1.5649345329060118,-0.03968996893179858,,,,,,
2012-09,-0.0,1.2668295721335825,1.0,0.0,0.0,0.316,0.49164043617194075,1.531193745818005,0.0852517905335055,,,,,,
2012-10,-0.0,1.2750432931545481,1.0,0.0,0.0,0.069,0.5577267377405505,1.547129010818223,0.043595213540455334,,,,,,
2012-11,-0.0,1.2835308048762124,1.0,0.0,0.0,0.127,0.789587426316817,1.5437879938064238,-0.04626094372578966,,,,,,
2012-12,-0.0,1.291744525897178,1.0,0.0,0.0,0.111,1.3004701130012895,1.2769649626663242,-0.33464958242295473,,,,,,
2013-01,-0.0,1.3002320376188423,1.0,0.0,0.0,0.10300000000000001,1.2148736548738805,0.9616983249852304,0.056741825047410356,,,,,,
2013-02,-0.0,1.3087195493405068,1.0,0.0,0.0,-0.068,1.2596561406033064,0.7084876247132763,-0.4044834636838749,,,,,,
2013-03,-0.0,1.3163856889600745,1.0,0.0,0.0,-0.026000000000000002,1.4852730192212715,0.5238246162604605,-0.22248381190616645,,,,,,
2013-04,-0.0,1.3248732006817387,1.0,0.0,0.0,0.09,1.3763814455827668,0.01076728829796494,0.11784093512193358,,,,,,
2013-05,-0.0,1.3330869217027044,1.0,0.0,0.0,0.205,1.2741808925795226,-0.19811354657744515,0.2997443515722484,,,,,,
2013-06,-0.0,1.3415744334243687,1.0,0.0,0.0,-0.094,1.300514741361224,-0.6689651689480928,-0.1462684295581313,,,,,,
2013-07,-0.0,1.3497881544453343,1.0,0.0,0.0,-0.314,1.0599028017727237,-0.8290150845039032,-0.024795137809556694,,,,,,
2013-08,-0.0,1.3582756661669986,1.0,0.0,0.0,-0.48100000000000004,1.0459330347381786,-0.8091524656993018,-0.04549405805454976,,,,,,
2013-09,-0.0,1.366763177888663,1.0,0.0,0.0,-0.155,1.1007783619353002,-0.836983826592134,-0.3629031423654735,,,,,,
2013-10,-0.0,1.3749768989096285,1.0,0.0,0.0,0.115,0.9009012510367823,-0.8694538562179525,0.24079438614478468,,,,,,
2013-11,-0.0,1.383464410631293,1.0,0.0,0.0,-0.053,0.5510094268947097,-1.0973055034836217,0.5352132170349451,,,,,,
2013-12,-0.0,1.3916781316522584,1.0,0.0,0.0,-0.23399999999999999,0.15442588273479388,-1.220070282545632,0.49169886533071805,,,,,,
2014-01,-0.0,1.400165643373923,1.0,0.0,0.0,-0.27,0.14839374353668958,-1.3744422092894437,0.7504353683931357,,,,,,
2014-02,-0.0,1.4086531550955872,1.0,0.0,0.0,-0.259,0.021624029611620105,-1.3259191214819266,0.9912651076818305,,,,,,
2014-03,-0.0,1.416319294715155,1.0,0.0,0.0,0.018000000000000002,-0.1887745244830084,-1.206504989203884,0.6058226418166279,,,,,,
2014-04,-0.0,1.4248068064368193,1.0,0.0,0.0,0.295,-0.7374998035122041,-1.2313450212767272,0.5373810093579003,,,,,,
2014-05,-0.0,1.433020527457785,1.0,0.0,0.0,1.001,-1.1065585143318795,-0.5743381571999,0.27436020275828654,,,,,,
2014-06,-0.0,1.4415080391794493,1.0,0.0,0.0,1.046,-1.2793612889928772,-0.04637257502866308,0.1206590651417758,,,,,,
2014-07,-0.0,1.4497217602004149,1.0,0.0,0.0,0.915,-1.3801609093025935,0.3991567796460074,0.46498606960913896,,,,,,
2014-08,-0.0,1.4582092719220792,1.0,0.0,0.0,0.937,-1.388741563366093,0.35253713773936435,0.17163481816404724,,,,,,
2014-09,-0.0,1.4666967836437437,1.0,0.0,0.0,0.557,-1.4252097476081849,0.45895430889634153,0.6258991958785796,,,,,,
2014-10,-0.0,1.474910504664709,1.0,0.0,0.0,0.42100000000000004,-1.4249492792908112,0.6920849874034101,0.7288973027328046,,,,,,
2014-11,-0.0,1.4833980163863734,1.0,0.0,0.0,0.754,-0.9460035947455409,1.3123030994226077,0.6689660033612918,,,,,,
2014-12,-0.0,1.491611737407339,1.0,0.0,0.0,0.5660000000000001,-0.42180839382463736,1.6774589828815718,0.7267994391944608,,,,,,
2015-01,-0.0,1.5000992491290033,1.0,0.0,0.0,0.41700000000000004,-0.3152482386778274,1.6145787137610048,0.36424666249786286,,,,,,
2015-02,-0.0,1.5085867608506676,1.0,0.0,0.0,0.46399999999999997,0.022564317400177725,1.714567440013434,0.11950290923619972,,,,,,
2015-03,-0.0,1.5162529004702354,1.0,0.0,0.0,0.614,0.2687101185429525,1.5986853446257228,0.10023752907574097,,,,,,
2015-04,-0.0,1.5247404121919,1.0,0.0,0.0,0.9159999999999999,0.584514656232454,1.5755809308437485,0.20599782292211968,,,,,,
2015-05,-0.0,1.5329541332128653,1.0,0.0,0.0,1.5830000000000002,0.9506909228353679,1.2389306324569498,0.04632243614030212,,,,,,
2015-06,-0.0,1.5414416449345298,1.0,0.0,0.0,2.097,1.2380393108408903,0.43571388673519584,0.2245685771554373,,,,,,
2015-07,-0.0,1.5496553659554952,1.0,0.0,0.0,1.9809999999999999,1.3318166035253107,-0.25871132446841616,-0.21423221532201348,,,,,,
2015-08,-0.0,1.5581428776771598,1.0,0.0,0.0,2.334,1.3014610694690967,-0.628365009058137,-0.24388201999727413,,,,,,
2015-09,-0.0,1.566630389398824,1.0,0.0,0.0,2.479,1.4195663916366144,-0.8481869560497807,-0.37656023400009203,,,,,,
2015-10,-0.0,1.5748441104197897,1.0,0.0,0.0,2.201,1.0517190148631586,-0.7702413665781666,-0.3705230489286362,,,,,,
2015-11,-0.0,1.583331622141454,1.0,0.0,0.0,2.271,0.7921558026521973,-1.0248945950722168,-0.2877530085030199,,,,,,
2015-12,-0.0,1.5915453431624196,1.0,0.0,0.0,2.12,0.35034362567038213,-0.9016795925283267,-0.24388201999727382,,,,,,
2016-01,-0.0,1.6000328548840836,1.0,0.0,0.0,2.2159999999999997,0.29952235648510855,-0.807898720101329,-0.4398224744785964,,,,,,
2016-02,-0.0,1.6085203666057482,1.0,0.0,0.0,2.17,0.5071599114396531,-0.6731600878834443,-0.420912766584697,,,,,,
2016-03,-0.0,1.616460296926015,1.0,0.0,0.0,1.963,0.5710173751033892,-0.22764794760499016,-0.6471613208515884,,,,,,
2016-04,-0.0,1.6249478086476792,1.0,0.0,0.0,2.094,0.8236660125212508,0.39262817649666715,-0.5708666858809928,,,,,,
2016-05,-0.0,1.6331615296686448,1.0,0.0,0.0,1.7519999999999998,0.9268469961191376,0.482452393727762,-0.5453450104572961,,,,,,
2016-06,-0.0,1.641649041390309,1.0,0.0,0.0,1.053,0.891114367133363,0.28971045561155445,-0.7790470086288098,,,,,,
2016-07,-0.0,1.6498627624112747,1.0,0.0,0.0,0.35200000000000004,0.9059073456707732,-0.18324324123024552,-0.6863913690186195,,,,,,
2016-08,-0.0,1.658350274132939,1.0,0.0,0.0,0.16699999999999998,1.0099307864066116,-0.6780178893803271,-0.7233836960780841,,,,,,
2016-09,-0.0,1.6668377858546033,1.0,0.0,0.0,-0.11800000000000001,0.9735992558303777,-0.8378855064172902,-0.6884332895292743,,,,,,
2016-10,-0.0,1.675051506875569,1.0,0.0,0.0,-0.385,0.9871496049361635,-0.8539367915349293,-0.7561802960608608,,,,,,
2016-11,-0.0,1.6835390185972332,1.0,0.0,0.0,-0.209,1.0459315005063672,-0.9664510298790138,-0.9445940823585032,,,,,,
2016-12,-0.0,1.6917527396181988,1.0,0.0,0.0,-0.11,1.087760001062184,-1.1049849999969577,-1.033028354337648,,,,,,
2017-01,-0.0,1.7002402513398631,1.0,0.0,0.0,-0.052000000000000005,0.9263952553646333,-1.1763833028506623,-0.9877844306940304,,,,,,
2017-02,-0.0,1.7087277630615276,1.0,0.0,0.0,-0.043,0.9743481538703332,-1.225594545578224,-0.9844453312288329,,,,,,
2017-03,-0.0,1.7163939026810955,1.0,0.0,0.0,-0.08,0.6248948399846127,-1.3127054545421808,-1.009392425138973,,,,,,
2017-04,-0.0,1.7248814144027598,1.0,0.0,0.0,0.7440000000000001,-0.05779812020829274,-1.4132559975809593,-0.8412626482976299,,,,,,
2017-05,-0.0,1.7330951354237254,1.0,0.0,0.0,1.445,-0.8176458772847869,-1.11688581357361,-0.9805118370944386,,,,,,
2017-06,-0.0,1.7415826471453897,1.0,0.0,0.0,1.0390000000000001,-1.2198616921814964,-0.5837463529984276,-0.940041718480297,,,,,,
2017-07,-0.0,1.7497963681663553,1.0,0.0,0.0,0.456,-1.3921711156339525,-0.21322291364777934,-0.8730312951466181,,,,,,
2017-08,-0.0,1.7582838798880196,1.0,0.0,0.0,0.009000000000000001,-1.458534726464237,-0.13022051187834424,-0.8799542448231527,,,,,,
2017-09,-0.0,1.766771391609684,1.0,0.0,0.0,-0.478,-1.4954840679526118,-0.12577833203404862,-0.564435568656226,,,,,,
2017-10,-0.0,1.7749851126306495,1.0,0.0,0.0,-0.568,-1.5455076058113728,0.08230876783289473,-0.9650575756953043,,,,,,
2017-11,-0.0,1.783472624352314,1.0,0.0,0.0,-0.285,-1.348423236455,0.3820292338783828,-1.0797920635668208,,,,,,
2017-12,-0.0,1.7916863453732794,1.0,0.0,0.0,-0.5760000000000001,-1.04862713413627,0.7590168874676975,-1.1077122963026915,,,,,,
