Optical Thickness in 15to20 km Level                                            
Year/Lat    Jan    Feb    Mar    Apr    May    Jun    Jul    Aug    Sep    Oct    Nov    Dec
     58.7 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     50.9 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     43.0 0.0001 0.0001 0.0001 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     35.2 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     27.4 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     19.6 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     11.7 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
      3.9 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     -3.9 0.0142 0.0131 0.0120 0.0111 0.0106 0.0110 0.0114 0.0118 0.0134 0.0150 0.0167 0.0153
    -11.7 0.0141 0.0130 0.0119 0.0110 0.0105 0.0109 0.0113 0.0117 0.0133 0.0149 0.0165 0.0152
    -19.6 0.0139 0.0128 0.0118 0.0108 0.0104 0.0108 0.0111 0.0115 0.0131 0.0147 0.0163 0.0150
    -27.4 0.0118 0.0108 0.0100 0.0092 0.0088 0.0091 0.0094 0.0097 0.0111 0.0124 0.0138 0.0126
    -35.2 0.0165 0.0152 0.0140 0.0129 0.0124 0.0128 0.0132 0.0137 0.0156 0.0174 0.0193 0.0178
    -43.0 0.0108 0.0099 0.0091 0.0084 0.0081 0.0083 0.0086 0.0089 0.0101 0.0114 0.0126 0.0116
    -50.9 0.0072 0.0067 0.0061 0.0056 0.0054 0.0056 0.0058 0.0060 0.0068 0.0077 0.0085 0.0078
    -58.7 0.0047 0.0043 0.0039 0.0036 0.0035 0.0036 0.0037 0.0039 0.0044 0.0049 0.0055 0.0050
    -66.5 0.0032 0.0030 0.0027 0.0025 0.0024 0.0025 0.0026 0.0027 0.0030 0.0034 0.0038 0.0035
    -74.3 0.0027 0.0025 0.0023 0.0021 0.0020 0.0021 0.0021 0.0022 0.0025 0.0028 0.0031 0.0029
    -82.2 0.0039 0.0036 0.0033 0.0030 0.0029 0.0030 0.0031 0.0032 0.0037 0.0041 0.0046 0.0042
    -90.0 0.0040 0.0037 0.0034 0.0031 0.0030 0.0031 0.0032 0.0033 0.0038 0.0042 0.0047 0.0043
1898 90.0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     82.2 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     74.3 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     66.5 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     58.7 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     50.9 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     43.0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     35.2 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     27.4 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     19.6 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     11.7 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
      3.9 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     -3.9 0.0141 0.0130 0.0119 0.0110 0.0101 0.0093 0.0086 0.0079 0.0073 0.0067 0.0062 0.0057
    -11.7 0.0140 0.0128 0.0118 0.0109 0.0100 0.0092 0.0085 0.0078 0.0072 0.0066 0.0061 0.0056
    -19.6 0.0138 0.0127 0.0117 0.0108 0.0099 0.0091 0.0084 0.0077 0.0071 0.0065 0.0060 0.0055
    -27.4 0.0117 0.0107 0.0099 0.0091 0.0084 0.0077 0.0071 0.0065 0.0060 0.0055 0.0051 0.0047
    -35.2 0.0164 0.0151 0.0139 0.0128 0.0118 0.0108 0.0100 0.0092 0.0084 0.0078 0.0071 0.0066
    -43.0 0.0107 0.0098 0.0090 0.0083 0.0077 0.0071 0.0065 0.0060 0.0055 0.0051 0.0046 0.0043
    -50.9 0.0072 0.0066 0.0061 0.0056 0.0052 0.0047 0.0044 0.0040 0.0037 0.0034 0.0031 0.0029
    -58.7 0.0046 0.0043 0.0039 0.0036 0.0033 0.0031 0.0028 0.0026 0.0024 0.0022 0.0020 0.0019
    -66.5 0.0032 0.0029 0.0027 0.0025 0.0023 0.0021 0.0019 0.0018 0.0016 0.0015 0.0014 0.0013
    -74.3 0.0027 0.0024 0.0023 0.0021 0.0019 0.0018 0.0016 0.0015 0.0014 0.0013 0.0012 0.0011
    -82.2 0.0039 0.0036 0.0033 0.0030 0.0028 0.0026 0.0024 0.0022 0.0020 0.0018 0.0017 0.0016
    -90.0 0.0040 0.0037 0.0034 0.0031 0.0029 0.0026 0.0024 0.0022 0.0020 0.0019 0.0017 0.0016
1899 90.0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     82.2 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     74.3 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     66.5 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     58.7 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     50.9 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     43.0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     35.2 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     27.4 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     19.6 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     11.7 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
      3.9 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     -3.9 0.0053 0.0048 0.0045 0.0041 0.0038 0.0035 0.0032 0.0030 0.0027 0.0025 0.0023 0.0021
    -11.7 0.0052 0.0048 0.0044 0.0041 0.0037 0.0035 0.0032 0.0029 0.0027 0.0025 0.0023 0.0021
    -19.6 0.0051 0.0047 0.0044 0.0040 0.0037 0.0034 0.0031 0.0029 0.0026 0.0025 0.0022 0.0021
    -27.4 0.0043 0.0040 0.0037 0.0034 0.0031 0.0029 0.0026 0.0025 0.0022 0.0021 0.0019 0.0017
    -35.2 0.0061 0.0056 0.0051 0.0047 0.0043 0.0040 0.0037 0.0034 0.0031 0.0029 0.0026 0.0024
    -43.0 0.0039 0.0036 0.0033 0.0031 0.0028 0.0026 0.0024 0.0022 0.0020 0.0019 0.0017 0.0016
    -50.9 0.0027 0.0024 0.0022 0.0021 0.0019 0.0018 0.0016 0.0015 0.0014 0.0013 0.0012 0.0011
    -58.7 0.0017 0.0016 0.0014 0.0013 0.0012 0.0011 0.0010 0.0010 0.0009 0.0008 0.0007 0.0007
    -66.5 0.0012 0.0011 0.0010 0.0009 0.0008 0.0008 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005
    -74.3 0.0010 0.0009 0.0008 0.0008 0.0007 0.0006 0.0006 0.0006 0.0005 0.0005 0.0004 0.0004
    -82.2 0.0014 0.0013 0.0012 0.0011 0.0010 0.0009 0.0009 0.0008 0.0007 0.0007 0.0006 0.0006
    -90.0 0.0015 0.0014 0.0012 0.0012 0.0011 0.0010 0.0009 0.0008 0.0008 0.0007 0.0006 0.0006
1900 90.0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     82.2 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     74.3 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     66.5 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     58.7 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     50.9 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     43.0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     35.2 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     27.4 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     19.6 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     11.7 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
      3.9 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     -3.9 0.0019 0.0018 0.0017 0.0015 0.0014 0.0013 0.0012 0.0011 0.0010 0.0010 0.0009 0.0008
    -11.7 0.0019 0.0018 0.0016 0.0015 0.0014 0.0013 0.0012 0.0011 0.0010 0.0010 0.0008 0.0008
    -19.6 0.0019 0.0018 0.0016 0.0015 0.0014 0.0013 0.0012 0.0011 0.0010 0.0009 0.0008 0.0008
    -27.4 0.0016 0.0015 0.0014 0.0013 0.0012 0.0011 0.0010 0.0009 0.0008 0.0008 0.0007 0.0007
    -35.2 0.0022 0.0021 0.0019 0.0018 0.0016 0.0015 0.0014 0.0013 0.0012 0.0011 0.0010 0.0009
    -43.0 0.0015 0.0013 0.0012 0.0012 0.0011 0.0010 0.0009 0.0008 0.0008 0.0007 0.0007 0.0006
    -50.9 0.0010 0.0009 0.0008 0.0008 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0004 0.0004
    -58.7 0.0006 0.0006 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003
    -66.5 0.0004 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002
    -74.3 0.0004 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002
    -82.2 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002
    -90.0 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002
1901 90.0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     82.2 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     74.3 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     66.5 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     58.7 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     50.9 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     43.0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     35.2 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     27.4 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     19.6 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     11.7 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
      3.9 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     -3.9 0.0007 0.0007 0.0006 0.0006 0.0006 0.0005 0.0005 0.0005 0.0004 0.0004 0.0003 0.0003
    -11.7 0.0007 0.0007 0.0006 0.0006 0.0006 0.0005 0.0005 0.0005 0.0004 0.0004 0.0003 0.0003
    -19.6 0.0007 0.0007 0.0006 0.0006 0.0006 0.0005 0.0004 0.0004 0.0004 0.0004 0.0003 0.0003
    -27.4 0.0006 0.0006 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003
    -35.2 0.0008 0.0008 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004
    -43.0 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002
    -50.9 0.0004 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002
    -58.7 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001
    -66.5 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
    -74.3 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
    -82.2 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
    -90.0 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
1902 90.0 0.0003 0.0004 0.0007 0.0009 0.0011 0.0010 0.0008 0.0005 0.0005 0.0005 0.0004 0.0008
     82.2 0.0003 0.0004 0.0007 0.0009 0.0011 0.0010 0.0009 0.0005 0.0005 0.0005 0.0004 0.0008
     74.3 0.0003 0.0005 0.0007 0.0010 0.0012 0.0012 0.0015 0.0005 0.0007 0.0004 0.0005 0.0014
     66.5 0.0004 0.0006 0.0008 0.0011 0.0013 0.0013 0.0016 0.0005 0.0007 0.0004 0.0010 0.0046
     58.7 0.0004 0.0006 0.0009 0.0013 0.0015 0.0016 0.0017 0.0005 0.0007 0.0005 0.0012 0.0049
     50.9 0.0005 0.0008 0.0012 0.0014 0.0019 0.0020 0.0020 0.0005 0.0007 0.0007 0.0018 0.0062
     43.0 0.0006 0.0010 0.0014 0.0017 0.0025 0.0025 0.0026 0.0006 0.0008 0.0012 0.0035 0.0106
     35.2 0.0009 0.0014 0.0020 0.0026 0.0036 0.0035 0.0036 0.0007 0.0010 0.0030 0.0104 0.0164
     27.4 0.0015 0.0023 0.0035 0.0048 0.0058 0.0051 0.0050 0.0012 0.0036 0.0106 0.0291 0.0344
     19.6 0.0020 0.0029 0.0047 0.0065 0.0075 0.0064 0.0060 0.0043 0.0123 0.0250 0.0448 0.0529
     11.7 0.0021 0.0032 0.0052 0.0070 0.0083 0.0071 0.0066 0.0109 0.0203 0.0332 0.0488 0.0536
      3.9 0.0022 0.0033 0.0054 0.0071 0.0086 0.0077 0.0070 0.0218 0.0383 0.0473 0.0508 0.0507
     -3.9 0.0011 0.0017 0.0028 0.0036 0.0044 0.0039 0.0034 0.0170 0.0412 0.0449 0.0485 0.0481
    -11.7 0.0011 0.0016 0.0028 0.0036 0.0043 0.0039 0.0033 0.0042 0.0243 0.0357 0.0443 0.0456
    -19.6 0.0011 0.0016 0.0027 0.0036 0.0044 0.0037 0.0032 0.0016 0.0040 0.0104 0.0301 0.0360
    -27.4 0.0009 0.0014 0.0023 0.0031 0.0038 0.0031 0.0026 0.0011 0.0017 0.0085 0.0204 0.0275
    -35.2 0.0007 0.0010 0.0017 0.0022 0.0027 0.0022 0.0017 0.0009 0.0015 0.0096 0.0207 0.0275
    -43.0 0.0004 0.0006 0.0010 0.0014 0.0019 0.0015 0.0012 0.0007 0.0012 0.0068 0.0149 0.0245
    -50.9 0.0003 0.0004 0.0006 0.0009 0.0013 0.0010 0.0009 0.0007 0.0009 0.0028 0.0067 0.0148
    -58.7 0.0002 0.0003 0.0003 0.0005 0.0008 0.0007 0.0007 0.0006 0.0009 0.0010 0.0011 0.0044
    -66.5 0.0001 0.0002 0.0003 0.0004 0.0005 0.0005 0.0004 0.0003 0.0005 0.0004 0.0003 0.0014
    -74.3 0.0001 0.0002 0.0003 0.0004 0.0004 0.0003 0.0003 0.0002 0.0003 0.0003 0.0003 0.0012
    -82.2 0.0002 0.0002 0.0003 0.0005 0.0006 0.0006 0.0006 0.0006 0.0008 0.0010 0.0014 0.0020
    -90.0 0.0002 0.0002 0.0003 0.0005 0.0006 0.0006 0.0007 0.0006 0.0008 0.0010 0.0014 0.0020
1903 90.0 0.0011 0.0015 0.0019 0.0023 0.0026 0.0030 0.0035 0.0039 0.0043 0.0037 0.0036 0.0033
     82.2 0.0011 0.0015 0.0019 0.0023 0.0026 0.0030 0.0037 0.0042 0.0043 0.0037 0.0036 0.0033
     74.3 0.0022 0.0031 0.0040 0.0038 0.0023 0.0028 0.0064 0.0069 0.0047 0.0039 0.0037 0.0032
     66.5 0.0060 0.0081 0.0087 0.0074 0.0039 0.0031 0.0071 0.0077 0.0058 0.0044 0.0040 0.0038
     58.7 0.0083 0.0148 0.0149 0.0130 0.0071 0.0058 0.0101 0.0094 0.0073 0.0052 0.0044 0.0040
     50.9 0.0108 0.0229 0.0183 0.0193 0.0127 0.0093 0.0128 0.0114 0.0098 0.0071 0.0060 0.0050
     43.0 0.0156 0.0257 0.0220 0.0236 0.0194 0.0152 0.0190 0.0153 0.0133 0.0107 0.0086 0.0073
     35.2 0.0207 0.0302 0.0281 0.0286 0.0261 0.0238 0.0257 0.0211 0.0177 0.0149 0.0129 0.0118
     27.4 0.0353 0.0347 0.0329 0.0341 0.0333 0.0321 0.0323 0.0281 0.0254 0.0204 0.0195 0.0182
     19.6 0.0518 0.0451 0.0445 0.0434 0.0428 0.0411 0.0417 0.0349 0.0346 0.0299 0.0301 0.0271
     11.7 0.0532 0.0419 0.0491 0.0515 0.0500 0.0469 0.0466 0.0401 0.0416 0.0360 0.0344 0.0303
      3.9 0.0500 0.0443 0.0479 0.0523 0.0520 0.0507 0.0505 0.0441 0.0439 0.0351 0.0295 0.0276
     -3.9 0.0477 0.0465 0.0498 0.0521 0.0513 0.0520 0.0501 0.0431 0.0409 0.0302 0.0268 0.0263
    -11.7 0.0538 0.0488 0.0490 0.0481 0.0472 0.0496 0.0443 0.0333 0.0392 0.0301 0.0279 0.0263
    -19.6 0.0410 0.0342 0.0340 0.0331 0.0357 0.0391 0.0356 0.0298 0.0324 0.0306 0.0240 0.0208
    -27.4 0.0270 0.0249 0.0242 0.0249 0.0273 0.0280 0.0283 0.0268 0.0246 0.0222 0.0148 0.0153
    -35.2 0.0275 0.0264 0.0249 0.0245 0.0244 0.0230 0.0220 0.0231 0.0202 0.0160 0.0104 0.0127
    -43.0 0.0287 0.0270 0.0258 0.0249 0.0234 0.0195 0.0165 0.0185 0.0169 0.0121 0.0078 0.0094
    -50.9 0.0257 0.0275 0.0270 0.0246 0.0215 0.0165 0.0133 0.0150 0.0133 0.0086 0.0045 0.0056
    -58.7 0.0180 0.0261 0.0256 0.0219 0.0190 0.0148 0.0123 0.0125 0.0113 0.0040 0.0013 0.0021
    -66.5 0.0191 0.0237 0.0235 0.0197 0.0172 0.0142 0.0115 0.0084 0.0050 0.0017 0.0003 0.0007
    -74.3 0.0197 0.0229 0.0219 0.0177 0.0157 0.0135 0.0094 0.0065 0.0039 0.0016 0.0005 0.0008
    -82.2 0.0053 0.0157 0.0209 0.0170 0.0156 0.0139 0.0120 0.0103 0.0087 0.0071 0.0057 0.0046
    -90.0 0.0046 0.0152 0.0209 0.0170 0.0155 0.0139 0.0122 0.0106 0.0090 0.0076 0.0062 0.0049
1904 90.0 0.0029 0.0025 0.0023 0.0019 0.0016 0.0014 0.0011 0.0009 0.0007 0.0006 0.0006 0.0007
     82.2 0.0029 0.0025 0.0022 0.0018 0.0016 0.0013 0.0011 0.0009 0.0007 0.0006 0.0006 0.0007
     74.3 0.0025 0.0019 0.0014 0.0009 0.0006 0.0008 0.0009 0.0008 0.0007 0.0006 0.0006 0.0006
     66.5 0.0032 0.0023 0.0015 0.0007 0.0005 0.0007 0.0009 0.0008 0.0008 0.0007 0.0006 0.0006
     58.7 0.0044 0.0054 0.0040 0.0015 0.0007 0.0009 0.0009 0.0010 0.0009 0.0008 0.0007 0.0006
     50.9 0.0058 0.0069 0.0046 0.0022 0.0012 0.0012 0.0012 0.0012 0.0012 0.0011 0.0010 0.0007
     43.0 0.0071 0.0070 0.0053 0.0029 0.0017 0.0018 0.0018 0.0022 0.0019 0.0017 0.0016 0.0011
     35.2 0.0097 0.0088 0.0070 0.0041 0.0027 0.0027 0.0026 0.0030 0.0025 0.0026 0.0026 0.0019
     27.4 0.0139 0.0116 0.0091 0.0060 0.0044 0.0043 0.0042 0.0040 0.0036 0.0039 0.0040 0.0032
     19.6 0.0192 0.0150 0.0125 0.0091 0.0072 0.0069 0.0064 0.0053 0.0049 0.0052 0.0053 0.0046
     11.7 0.0218 0.0161 0.0162 0.0130 0.0114 0.0109 0.0099 0.0069 0.0064 0.0063 0.0063 0.0060
      3.9 0.0245 0.0181 0.0184 0.0154 0.0150 0.0132 0.0121 0.0086 0.0081 0.0078 0.0073 0.0073
     -3.9 0.0251 0.0205 0.0202 0.0162 0.0152 0.0127 0.0116 0.0092 0.0086 0.0084 0.0071 0.0073
    -11.7 0.0253 0.0203 0.0195 0.0156 0.0137 0.0115 0.0096 0.0071 0.0071 0.0050 0.0054 0.0060
    -19.6 0.0215 0.0171 0.0163 0.0130 0.0116 0.0094 0.0082 0.0059 0.0051 0.0045 0.0035 0.0042
    -27.4 0.0160 0.0126 0.0126 0.0106 0.0094 0.0063 0.0057 0.0044 0.0037 0.0030 0.0023 0.0026
    -35.2 0.0126 0.0090 0.0088 0.0068 0.0058 0.0039 0.0039 0.0029 0.0026 0.0020 0.0015 0.0019
    -43.0 0.0091 0.0063 0.0058 0.0045 0.0040 0.0028 0.0027 0.0022 0.0020 0.0016 0.0012 0.0014
    -50.9 0.0061 0.0043 0.0030 0.0029 0.0027 0.0020 0.0021 0.0019 0.0017 0.0011 0.0009 0.0011
    -58.7 0.0033 0.0030 0.0027 0.0021 0.0017 0.0015 0.0019 0.0018 0.0014 0.0006 0.0004 0.0005
    -66.5 0.0013 0.0018 0.0021 0.0016 0.0014 0.0013 0.0011 0.0009 0.0006 0.0003 0.0001 0.0002
    -74.3 0.0011 0.0016 0.0019 0.0015 0.0014 0.0012 0.0009 0.0006 0.0004 0.0002 0.0001 0.0001
    -82.2 0.0035 0.0026 0.0018 0.0013 0.0012 0.0010 0.0008 0.0006 0.0005 0.0004 0.0003 0.0002
    -90.0 0.0038 0.0026 0.0018 0.0013 0.0012 0.0010 0.0008 0.0006 0.0005 0.0004 0.0003 0.0002
1905 90.0 0.0008 0.0008 0.0009 0.0009 0.0009 0.0009 0.0009 0.0009 0.0008 0.0008 0.0008 0.0009
     82.2 0.0007 0.0008 0.0009 0.0009 0.0009 0.0009 0.0009 0.0009 0.0008 0.0008 0.0008 0.0009
     74.3 0.0005 0.0005 0.0005 0.0005 0.0005 0.0007 0.0009 0.0009 0.0008 0.0008 0.0008 0.0009
     66.5 0.0006 0.0007 0.0008 0.0007 0.0005 0.0007 0.0009 0.0009 0.0009 0.0008 0.0007 0.0007
     58.7 0.0007 0.0009 0.0009 0.0009 0.0008 0.0008 0.0010 0.0010 0.0009 0.0008 0.0008 0.0007
     50.9 0.0008 0.0011 0.0009 0.0010 0.0010 0.0011 0.0010 0.0011 0.0011 0.0011 0.0010 0.0008
     43.0 0.0011 0.0012 0.0011 0.0012 0.0013 0.0015 0.0014 0.0014 0.0014 0.0014 0.0013 0.0011
     35.2 0.0017 0.0017 0.0016 0.0016 0.0016 0.0018 0.0017 0.0017 0.0017 0.0018 0.0017 0.0015
     27.4 0.0026 0.0022 0.0025 0.0023 0.0022 0.0024 0.0024 0.0023 0.0022 0.0023 0.0023 0.0021
     19.6 0.0039 0.0035 0.0039 0.0038 0.0033 0.0034 0.0034 0.0030 0.0028 0.0029 0.0029 0.0028
     11.7 0.0054 0.0056 0.0054 0.0042 0.0047 0.0045 0.0044 0.0037 0.0034 0.0031 0.0034 0.0033
      3.9 0.0067 0.0065 0.0063 0.0056 0.0055 0.0049 0.0048 0.0040 0.0034 0.0030 0.0035 0.0034
     -3.9 0.0078 0.0068 0.0066 0.0064 0.0058 0.0049 0.0047 0.0040 0.0039 0.0038 0.0035 0.0035
    -11.7 0.0065 0.0060 0.0060 0.0057 0.0053 0.0046 0.0043 0.0037 0.0041 0.0039 0.0034 0.0035
    -19.6 0.0046 0.0045 0.0047 0.0045 0.0043 0.0036 0.0037 0.0033 0.0033 0.0033 0.0027 0.0028
    -27.4 0.0028 0.0030 0.0032 0.0033 0.0031 0.0024 0.0025 0.0021 0.0024 0.0023 0.0018 0.0020
    -35.2 0.0019 0.0020 0.0022 0.0022 0.0020 0.0015 0.0016 0.0015 0.0019 0.0017 0.0014 0.0017
    -43.0 0.0014 0.0014 0.0015 0.0015 0.0014 0.0011 0.0012 0.0012 0.0014 0.0014 0.0011 0.0014
    -50.9 0.0011 0.0010 0.0011 0.0011 0.0010 0.0008 0.0009 0.0010 0.0011 0.0009 0.0007 0.0010
    -58.7 0.0006 0.0008 0.0009 0.0008 0.0008 0.0007 0.0008 0.0007 0.0007 0.0004 0.0003 0.0004
    -66.5 0.0003 0.0007 0.0008 0.0007 0.0007 0.0006 0.0006 0.0004 0.0004 0.0003 0.0001 0.0002
    -74.3 0.0002 0.0005 0.0008 0.0007 0.0006 0.0006 0.0005 0.0004 0.0003 0.0002 0.0002 0.0002
    -82.2 0.0001 0.0003 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0004 0.0004 0.0003 0.0003
    -90.0 0.0001 0.0003 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0004 0.0004 0.0003 0.0003
