Optical Thickness in 15to20 km Level                                            
Year/Lat    Jan    Feb    Mar    Apr    May    Jun    Jul    Aug    Sep    Oct    Nov    Dec
1850 90.0 0.0040 0.0038 0.0036 0.0035 0.0033 0.0033 0.0031 0.0031 0.0030 0.0029 0.0028 0.0027
     82.2 0.0040 0.0038 0.0036 0.0035 0.0033 0.0032 0.0031 0.0031 0.0030 0.0029 0.0028 0.0027
     74.3 0.0039 0.0037 0.0035 0.0034 0.0033 0.0032 0.0030 0.0030 0.0029 0.0028 0.0027 0.0026
     66.5 0.0038 0.0037 0.0035 0.0034 0.0032 0.0031 0.0030 0.0030 0.0029 0.0028 0.0027 0.0026
     58.7 0.0038 0.0036 0.0034 0.0033 0.0032 0.0031 0.0029 0.0029 0.0028 0.0027 0.0027 0.0026
     50.9 0.0036 0.0035 0.0033 0.0032 0.0031 0.0030 0.0028 0.0028 0.0027 0.0026 0.0026 0.0025
     43.0 0.0034 0.0033 0.0031 0.0030 0.0029 0.0028 0.0026 0.0026 0.0026 0.0025 0.0024 0.0023
     35.2 0.0029 0.0028 0.0027 0.0026 0.0025 0.0024 0.0023 0.0023 0.0022 0.0021 0.0021 0.0020
     27.4 0.0020 0.0019 0.0018 0.0017 0.0016 0.0016 0.0015 0.0015 0.0015 0.0014 0.0014 0.0013
     19.6 0.0011 0.0011 0.0010 0.0010 0.0010 0.0009 0.0009 0.0009 0.0009 0.0008 0.0008 0.0008
     11.7 0.0008 0.0008 0.0008 0.0007 0.0007 0.0007 0.0006 0.0006 0.0006 0.0006 0.0006 0.0006
      3.9 0.0007 0.0007 0.0006 0.0006 0.0006 0.0006 0.0005 0.0005 0.0005 0.0005 0.0005 0.0005
     -3.9 0.0008 0.0007 0.0007 0.0007 0.0006 0.0006 0.0006 0.0006 0.0006 0.0005 0.0005 0.0005
    -11.7 0.0009 0.0009 0.0008 0.0008 0.0008 0.0008 0.0007 0.0007 0.0007 0.0007 0.0007 0.0006
    -19.6 0.0012 0.0012 0.0011 0.0011 0.0010 0.0010 0.0009 0.0009 0.0009 0.0009 0.0009 0.0008
    -27.4 0.0018 0.0017 0.0016 0.0016 0.0015 0.0015 0.0014 0.0014 0.0014 0.0013 0.0013 0.0012
    -35.2 0.0026 0.0025 0.0024 0.0023 0.0022 0.0021 0.0020 0.0020 0.0020 0.0019 0.0019 0.0018
    -43.0 0.0033 0.0031 0.0030 0.0029 0.0027 0.0027 0.0025 0.0025 0.0024 0.0024 0.0023 0.0022
    -50.9 0.0036 0.0035 0.0033 0.0032 0.0030 0.0030 0.0028 0.0028 0.0027 0.0026 0.0026 0.0025
    -58.7 0.0039 0.0037 0.0035 0.0035 0.0033 0.0032 0.0030 0.0030 0.0029 0.0028 0.0027 0.0027
    -66.5 0.0040 0.0039 0.0037 0.0036 0.0034 0.0033 0.0031 0.0031 0.0030 0.0029 0.0029 0.0028
    -74.3 0.0041 0.0039 0.0037 0.0036 0.0035 0.0034 0.0032 0.0032 0.0031 0.0030 0.0029 0.0028
    -82.2 0.0040 0.0038 0.0036 0.0035 0.0033 0.0033 0.0031 0.0031 0.0030 0.0029 0.0028 0.0027
    -90.0 0.0040 0.0038 0.0036 0.0035 0.0033 0.0032 0.0031 0.0031 0.0030 0.0029 0.0028 0.0027
1851 90.0 0.0027 0.0026 0.0025 0.0024 0.0023 0.0023 0.0023 0.0022 0.0021 0.0020 0.0019 0.0018
     82.2 0.0027 0.0026 0.0025 0.0024 0.0023 0.0023 0.0023 0.0022 0.0021 0.0020 0.0019 0.0018
     74.3 0.0026 0.0026 0.0025 0.0024 0.0023 0.0023 0.0022 0.0021 0.0020 0.0019 0.0019 0.0018
     66.5 0.0026 0.0025 0.0024 0.0024 0.0023 0.0023 0.0022 0.0021 0.0020 0.0019 0.0018 0.0017
     58.7 0.0026 0.0025 0.0024 0.0023 0.0022 0.0022 0.0021 0.0021 0.0020 0.0019 0.0018 0.0017
     50.9 0.0025 0.0024 0.0023 0.0022 0.0021 0.0021 0.0021 0.0020 0.0019 0.0018 0.0017 0.0017
     43.0 0.0023 0.0023 0.0022 0.0021 0.0020 0.0020 0.0019 0.0019 0.0018 0.0017 0.0016 0.0016
     35.2 0.0020 0.0019 0.0019 0.0018 0.0017 0.0017 0.0017 0.0016 0.0015 0.0015 0.0014 0.0013
     27.4 0.0013 0.0013 0.0012 0.0012 0.0012 0.0012 0.0011 0.0011 0.0010 0.0010 0.0009 0.0009
     19.6 0.0008 0.0008 0.0007 0.0007 0.0007 0.0007 0.0007 0.0006 0.0006 0.0006 0.0005 0.0005
     11.7 0.0006 0.0005 0.0005 0.0005 0.0005 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0004
      3.9 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0004 0.0004 0.0004 0.0004 0.0003 0.0003
     -3.9 0.0005 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0004 0.0004 0.0004 0.0004 0.0003
    -11.7 0.0006 0.0006 0.0006 0.0006 0.0006 0.0006 0.0005 0.0005 0.0005 0.0005 0.0004 0.0004
    -19.6 0.0008 0.0008 0.0008 0.0007 0.0007 0.0007 0.0007 0.0007 0.0006 0.0006 0.0006 0.0006
    -27.4 0.0012 0.0012 0.0012 0.0011 0.0011 0.0011 0.0010 0.0010 0.0009 0.0009 0.0009 0.0008
    -35.2 0.0018 0.0017 0.0017 0.0016 0.0016 0.0016 0.0015 0.0014 0.0014 0.0013 0.0013 0.0012
    -43.0 0.0022 0.0021 0.0021 0.0020 0.0019 0.0019 0.0019 0.0018 0.0017 0.0016 0.0016 0.0015
    -50.9 0.0025 0.0024 0.0023 0.0022 0.0021 0.0021 0.0021 0.0020 0.0019 0.0018 0.0017 0.0016
    -58.7 0.0027 0.0026 0.0025 0.0024 0.0023 0.0023 0.0022 0.0021 0.0020 0.0019 0.0019 0.0018
    -66.5 0.0028 0.0027 0.0026 0.0025 0.0024 0.0024 0.0023 0.0022 0.0021 0.0020 0.0019 0.0018
    -74.3 0.0028 0.0027 0.0026 0.0025 0.0024 0.0024 0.0023 0.0022 0.0021 0.0021 0.0020 0.0019
    -82.2 0.0027 0.0026 0.0025 0.0024 0.0024 0.0024 0.0023 0.0022 0.0021 0.0020 0.0019 0.0018
    -90.0 0.0027 0.0026 0.0025 0.0024 0.0023 0.0023 0.0023 0.0022 0.0021 0.0020 0.0019 0.0018
1852 90.0 0.0017 0.0016 0.0016 0.0015 0.0014 0.0014 0.0013 0.0012 0.0011 0.0010 0.0009 0.0009
     82.2 0.0017 0.0016 0.0016 0.0015 0.0014 0.0014 0.0013 0.0012 0.0011 0.0010 0.0009 0.0009
     74.3 0.0017 0.0016 0.0016 0.0015 0.0014 0.0013 0.0012 0.0011 0.0011 0.0010 0.0009 0.0009
     66.5 0.0017 0.0016 0.0016 0.0015 0.0014 0.0013 0.0012 0.0011 0.0010 0.0010 0.0009 0.0009
     58.7 0.0016 0.0015 0.0015 0.0015 0.0014 0.0013 0.0012 0.0011 0.0010 0.0009 0.0009 0.0009
     50.9 0.0016 0.0015 0.0015 0.0014 0.0013 0.0012 0.0012 0.0011 0.0010 0.0009 0.0008 0.0008
     43.0 0.0015 0.0014 0.0014 0.0013 0.0012 0.0012 0.0011 0.0010 0.0009 0.0009 0.0008 0.0008
     35.2 0.0013 0.0012 0.0012 0.0011 0.0011 0.0010 0.0009 0.0009 0.0008 0.0007 0.0007 0.0007
     27.4 0.0008 0.0008 0.0008 0.0008 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0004 0.0004
     19.6 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003
     11.7 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002
      3.9 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002
     -3.9 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002
    -11.7 0.0004 0.0004 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002
    -19.6 0.0005 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003
    -27.4 0.0008 0.0007 0.0007 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0005 0.0004 0.0004
    -35.2 0.0011 0.0011 0.0011 0.0010 0.0010 0.0009 0.0008 0.0008 0.0007 0.0007 0.0006 0.0006
    -43.0 0.0014 0.0013 0.0013 0.0013 0.0012 0.0011 0.0010 0.0010 0.0009 0.0008 0.0007 0.0007
    -50.9 0.0016 0.0015 0.0015 0.0014 0.0013 0.0012 0.0012 0.0011 0.0010 0.0009 0.0008 0.0008
    -58.7 0.0017 0.0016 0.0016 0.0015 0.0014 0.0013 0.0012 0.0012 0.0011 0.0010 0.0009 0.0009
    -66.5 0.0017 0.0017 0.0017 0.0016 0.0015 0.0014 0.0013 0.0012 0.0011 0.0010 0.0009 0.0009
    -74.3 0.0018 0.0017 0.0017 0.0016 0.0015 0.0014 0.0013 0.0012 0.0011 0.0010 0.0009 0.0009
    -82.2 0.0017 0.0016 0.0016 0.0015 0.0014 0.0014 0.0013 0.0012 0.0011 0.0010 0.0009 0.0009
    -90.0 0.0017 0.0016 0.0016 0.0015 0.0014 0.0014 0.0013 0.0012 0.0011 0.0010 0.0009 0.0009
1853 90.0 0.0008 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0005 0.0005 0.0005 0.0004 0.0004
     82.2 0.0008 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0005 0.0005 0.0005 0.0004 0.0004
     74.3 0.0008 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0004 0.0004 0.0004 0.0004 0.0004
     66.5 0.0008 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0004 0.0004 0.0004 0.0003 0.0003
     58.7 0.0008 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0004 0.0004 0.0004 0.0003 0.0003
     50.9 0.0007 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0004 0.0004 0.0004 0.0003 0.0003
     43.0 0.0007 0.0006 0.0006 0.0005 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0003 0.0003
     35.2 0.0006 0.0005 0.0005 0.0005 0.0005 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003
     27.4 0.0004 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002
     19.6 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001
     11.7 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
      3.9 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     -3.9 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
    -11.7 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
    -19.6 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001
    -27.4 0.0004 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002
    -35.2 0.0005 0.0005 0.0005 0.0004 0.0004 0.0004 0.0004 0.0003 0.0003 0.0003 0.0002 0.0002
    -43.0 0.0007 0.0006 0.0006 0.0005 0.0005 0.0004 0.0004 0.0004 0.0004 0.0004 0.0003 0.0003
    -50.9 0.0007 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0004 0.0004 0.0004 0.0003 0.0003
    -58.7 0.0008 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0004 0.0004 0.0004 0.0004 0.0004
    -66.5 0.0008 0.0007 0.0007 0.0006 0.0006 0.0006 0.0006 0.0005 0.0005 0.0005 0.0004 0.0004
    -74.3 0.0008 0.0007 0.0007 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0005 0.0004 0.0004
    -82.2 0.0008 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0005 0.0005 0.0005 0.0004 0.0004
    -90.0 0.0008 0.0007 0.0007 0.0006 0.0006 0.0005 0.0005 0.0005 0.0005 0.0005 0.0004 0.0004
1854 90.0 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002
     82.2 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002
     74.3 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002
     66.5 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002
     58.7 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002
     50.9 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002
     43.0 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002
     35.2 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001
     27.4 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     19.6 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
     11.7 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0000 0.0000 0.0000 0.0000
      3.9 0.0001 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     -3.9 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0000 0.0000 0.0000 0.0000
    -11.7 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0000 0.0000 0.0000 0.0000
    -19.6 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
    -27.4 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
    -35.2 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001
    -43.0 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001
    -50.9 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002
    -58.7 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002
    -66.5 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002
    -74.3 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002
    -82.2 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002
    -90.0 0.0004 0.0004 0.0003 0.0003 0.0003 0.0003 0.0003 0.0003 0.0002 0.0002 0.0002 0.0002
1855 90.0 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0026 0.0068 0.0110
     82.2 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0026 0.0068 0.0110
     74.3 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0026 0.0066 0.0108
     66.5 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0025 0.0065 0.0106
     58.7 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0025 0.0064 0.0104
     50.9 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0024 0.0062 0.0101
     43.0 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0023 0.0058 0.0095
     35.2 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0019 0.0050 0.0081
     27.4 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0013 0.0033 0.0054
     19.6 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0008 0.0020 0.0032
     11.7 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0005 0.0014 0.0023
      3.9 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0005 0.0012 0.0020
     -3.9 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0005 0.0013 0.0021
    -11.7 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0006 0.0016 0.0026
    -19.6 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0008 0.0021 0.0034
    -27.4 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0012 0.0031 0.0050
    -35.2 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0017 0.0045 0.0073
    -43.0 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0021 0.0055 0.0090
    -50.9 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0024 0.0062 0.0101
    -58.7 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0026 0.0066 0.0108
    -66.5 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0027 0.0069 0.0112
    -74.3 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0027 0.0070 0.0114
    -82.2 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0026 0.0068 0.0110
    -90.0 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0002 0.0026 0.0068 0.0110
1856 90.0 0.0152 0.0193 0.0235 0.0276 0.0318 0.0360 0.0391 0.0412 0.0433 0.0452 0.0473 0.0494
     82.2 0.0152 0.0193 0.0235 0.0276 0.0318 0.0360 0.0391 0.0411 0.0432 0.0452 0.0473 0.0493
     74.3 0.0148 0.0189 0.0229 0.0270 0.0310 0.0352 0.0382 0.0402 0.0422 0.0442 0.0462 0.0482
     66.5 0.0146 0.0186 0.0226 0.0267 0.0307 0.0348 0.0377 0.0397 0.0417 0.0436 0.0456 0.0476
     58.7 0.0144 0.0183 0.0223 0.0262 0.0301 0.0342 0.0371 0.0390 0.0410 0.0429 0.0449 0.0468
     50.9 0.0139 0.0177 0.0215 0.0253 0.0291 0.0330 0.0358 0.0377 0.0396 0.0414 0.0433 0.0452
     43.0 0.0131 0.0166 0.0202 0.0238 0.0274 0.0310 0.0337 0.0355 0.0373 0.0390 0.0408 0.0426
     35.2 0.0112 0.0142 0.0173 0.0203 0.0234 0.0265 0.0288 0.0303 0.0319 0.0333 0.0348 0.0364
     27.4 0.0075 0.0095 0.0115 0.0136 0.0156 0.0177 0.0192 0.0202 0.0213 0.0222 0.0233 0.0243
     19.6 0.0044 0.0056 0.0068 0.0080 0.0092 0.0104 0.0113 0.0119 0.0125 0.0131 0.0137 0.0143
     11.7 0.0032 0.0040 0.0049 0.0058 0.0067 0.0075 0.0082 0.0086 0.0091 0.0095 0.0099 0.0103
      3.9 0.0027 0.0034 0.0042 0.0049 0.0057 0.0064 0.0070 0.0073 0.0077 0.0081 0.0084 0.0088
     -3.9 0.0029 0.0037 0.0044 0.0052 0.0060 0.0068 0.0074 0.0078 0.0082 0.0086 0.0090 0.0094
    -11.7 0.0036 0.0045 0.0055 0.0065 0.0075 0.0085 0.0092 0.0097 0.0102 0.0106 0.0111 0.0116
    -19.6 0.0047 0.0059 0.0072 0.0085 0.0098 0.0111 0.0120 0.0126 0.0133 0.0139 0.0145 0.0152
    -27.4 0.0069 0.0088 0.0107 0.0126 0.0145 0.0164 0.0178 0.0188 0.0197 0.0206 0.0216 0.0225
    -35.2 0.0100 0.0128 0.0155 0.0183 0.0210 0.0238 0.0259 0.0272 0.0286 0.0299 0.0313 0.0327
    -43.0 0.0124 0.0158 0.0192 0.0226 0.0260 0.0295 0.0320 0.0337 0.0354 0.0371 0.0388 0.0405
    -50.9 0.0138 0.0176 0.0214 0.0252 0.0290 0.0329 0.0357 0.0376 0.0395 0.0413 0.0432 0.0451
    -58.7 0.0149 0.0190 0.0230 0.0271 0.0312 0.0354 0.0384 0.0404 0.0424 0.0444 0.0464 0.0485
    -66.5 0.0155 0.0197 0.0239 0.0282 0.0324 0.0367 0.0398 0.0420 0.0441 0.0461 0.0482 0.0503
    -74.3 0.0157 0.0200 0.0243 0.0285 0.0328 0.0372 0.0404 0.0425 0.0447 0.0467 0.0489 0.0510
    -82.2 0.0152 0.0193 0.0235 0.0277 0.0318 0.0361 0.0391 0.0412 0.0433 0.0453 0.0474 0.0494
    -90.0 0.0151 0.0193 0.0234 0.0276 0.0317 0.0359 0.0390 0.0411 0.0432 0.0451 0.0472 0.0493
1857 90.0 0.0515 0.0535 0.0555 0.0576 0.0597 0.0618 0.0610 0.0574 0.0538 0.0503 0.0467 0.0432
     82.2 0.0514 0.0535 0.0555 0.0575 0.0596 0.0617 0.0609 0.0574 0.0538 0.0502 0.0466 0.0431
     74.3 0.0503 0.0523 0.0542 0.0563 0.0583 0.0603 0.0595 0.0561 0.0526 0.0491 0.0456 0.0422
     66.5 0.0496 0.0517 0.0536 0.0556 0.0576 0.0596 0.0588 0.0554 0.0519 0.0485 0.0450 0.0416
     58.7 0.0488 0.0508 0.0526 0.0546 0.0566 0.0586 0.0578 0.0544 0.0510 0.0477 0.0443 0.0409
     50.9 0.0471 0.0490 0.0508 0.0527 0.0546 0.0565 0.0558 0.0525 0.0492 0.0460 0.0427 0.0395
     43.0 0.0443 0.0461 0.0478 0.0496 0.0514 0.0532 0.0525 0.0495 0.0464 0.0433 0.0402 0.0372
     35.2 0.0379 0.0394 0.0409 0.0424 0.0440 0.0455 0.0449 0.0423 0.0396 0.0370 0.0344 0.0318
     27.4 0.0253 0.0263 0.0273 0.0283 0.0293 0.0304 0.0300 0.0282 0.0265 0.0247 0.0230 0.0212
     19.6 0.0149 0.0155 0.0161 0.0167 0.0173 0.0179 0.0176 0.0166 0.0156 0.0145 0.0135 0.0125
     11.7 0.0108 0.0112 0.0116 0.0121 0.0125 0.0129 0.0128 0.0120 0.0113 0.0105 0.0098 0.0090
      3.9 0.0092 0.0095 0.0099 0.0103 0.0106 0.0110 0.0109 0.0102 0.0096 0.0090 0.0083 0.0077
     -3.9 0.0097 0.0101 0.0105 0.0109 0.0113 0.0117 0.0115 0.0109 0.0102 0.0095 0.0088 0.0082
    -11.7 0.0121 0.0126 0.0130 0.0135 0.0140 0.0145 0.0143 0.0135 0.0126 0.0118 0.0110 0.0101
    -19.6 0.0158 0.0164 0.0170 0.0177 0.0183 0.0189 0.0187 0.0176 0.0165 0.0154 0.0143 0.0132
    -27.4 0.0235 0.0244 0.0253 0.0263 0.0272 0.0282 0.0278 0.0262 0.0246 0.0229 0.0213 0.0197
    -35.2 0.0340 0.0354 0.0367 0.0381 0.0395 0.0408 0.0403 0.0380 0.0356 0.0333 0.0309 0.0285
    -43.0 0.0422 0.0439 0.0455 0.0472 0.0489 0.0506 0.0500 0.0471 0.0441 0.0412 0.0383 0.0354
    -50.9 0.0470 0.0489 0.0507 0.0526 0.0545 0.0564 0.0556 0.0524 0.0491 0.0459 0.0426 0.0394
    -58.7 0.0505 0.0525 0.0545 0.0565 0.0586 0.0606 0.0598 0.0563 0.0528 0.0494 0.0458 0.0424
    -66.5 0.0524 0.0546 0.0566 0.0587 0.0608 0.0629 0.0621 0.0585 0.0548 0.0512 0.0476 0.0440
    -74.3 0.0532 0.0553 0.0574 0.0595 0.0617 0.0638 0.0630 0.0593 0.0556 0.0520 0.0482 0.0446
    -82.2 0.0515 0.0536 0.0556 0.0577 0.0598 0.0618 0.0610 0.0575 0.0539 0.0504 0.0467 0.0432
    -90.0 0.0514 0.0534 0.0554 0.0575 0.0596 0.0616 0.0608 0.0573 0.0537 0.0502 0.0466 0.0431
1858 90.0 0.0397 0.0366 0.0336 0.0310 0.0284 0.0262 0.0241 0.0222 0.0204 0.0188 0.0173 0.0159
     82.2 0.0397 0.0365 0.0336 0.0309 0.0284 0.0262 0.0241 0.0222 0.0204 0.0188 0.0173 0.0159
     74.3 0.0388 0.0357 0.0328 0.0303 0.0278 0.0256 0.0235 0.0217 0.0199 0.0183 0.0169 0.0155
     66.5 0.0383 0.0353 0.0324 0.0299 0.0274 0.0253 0.0233 0.0214 0.0197 0.0181 0.0167 0.0153
     58.7 0.0377 0.0347 0.0318 0.0294 0.0270 0.0248 0.0229 0.0211 0.0193 0.0178 0.0164 0.0151
     50.9 0.0363 0.0335 0.0307 0.0283 0.0260 0.0240 0.0221 0.0203 0.0187 0.0172 0.0159 0.0145
     43.0 0.0342 0.0315 0.0289 0.0267 0.0245 0.0226 0.0208 0.0191 0.0176 0.0162 0.0149 0.0137
     35.2 0.0293 0.0269 0.0247 0.0228 0.0209 0.0193 0.0178 0.0164 0.0150 0.0138 0.0128 0.0117
     27.4 0.0195 0.0180 0.0165 0.0152 0.0140 0.0129 0.0119 0.0109 0.0100 0.0092 0.0085 0.0078
     19.6 0.0115 0.0106 0.0097 0.0090 0.0082 0.0076 0.0070 0.0064 0.0059 0.0054 0.0050 0.0046
     11.7 0.0083 0.0077 0.0070 0.0065 0.0060 0.0055 0.0050 0.0046 0.0043 0.0039 0.0036 0.0033
      3.9 0.0071 0.0065 0.0060 0.0055 0.0051 0.0047 0.0043 0.0040 0.0036 0.0033 0.0031 0.0028
     -3.9 0.0075 0.0069 0.0064 0.0059 0.0054 0.0050 0.0046 0.0042 0.0039 0.0036 0.0033 0.0030
    -11.7 0.0093 0.0086 0.0079 0.0073 0.0067 0.0061 0.0057 0.0052 0.0048 0.0044 0.0041 0.0037
    -19.6 0.0122 0.0112 0.0103 0.0095 0.0087 0.0080 0.0074 0.0068 0.0063 0.0058 0.0053 0.0049
    -27.4 0.0181 0.0167 0.0153 0.0141 0.0130 0.0119 0.0110 0.0101 0.0093 0.0086 0.0079 0.0073
    -35.2 0.0263 0.0242 0.0222 0.0205 0.0188 0.0173 0.0159 0.0147 0.0135 0.0124 0.0115 0.0105
    -43.0 0.0326 0.0300 0.0275 0.0254 0.0233 0.0215 0.0198 0.0182 0.0167 0.0154 0.0142 0.0130
    -50.9 0.0363 0.0334 0.0307 0.0283 0.0260 0.0239 0.0220 0.0203 0.0186 0.0171 0.0158 0.0145
    -58.7 0.0390 0.0359 0.0330 0.0304 0.0279 0.0257 0.0237 0.0218 0.0200 0.0184 0.0170 0.0156
